"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
716933,"2023-08-20",5,"2023-08-20T03:06:59.377Z","2023-08-20T03:07:06.873Z",TRUE,"pitch","bdeacd7e-1829-497e-bac1-ac90eb30fa9f",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.11,1.41,NA,125.77,205.1,"ground_ball","medium","5",88.91,164.27,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Groundout","field_out","Elvis Andrus grounds out, third baseman Ryan McMahon to first baseman Elehuris Montero.",0,5,11,82,"top",9,"2023-08-20T03:05:17.171Z","2023-08-20T03:07:06.873Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,462101,"Elvis Andrus","/api/v1/people/462101","R","Right",656234,"Jake Bird","/api/v1/people/656234","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Colorado Rockies",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",82.7,76.8,13,0.9,0.454,5.8022,22.6011,-39.5174,7.7938,-4.9827,-0.2301,1.2474,1.5314,-120.4764,-1.6735,-1.886,50.0007,5.4321,11.4961,16.8,10.8,24,2969,65,64.9,-19,6,NA,NA,NA,TRUE,-49,-9.1,-14.5,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716933,"2023-08-20",4,"2023-08-20T03:06:40.866Z","2023-08-20T03:06:45.480Z",TRUE,"pitch","0024fe16-98a4-4f7b-ae82-4839dfe81a91",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.104,1.425,NA,60.06,197.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Groundout","field_out","Elvis Andrus grounds out, third baseman Ryan McMahon to first baseman Elehuris Montero.",0,5,11,82,"top",9,"2023-08-20T03:05:17.171Z","2023-08-20T03:07:06.873Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,462101,"Elvis Andrus","/api/v1/people/462101","R","Right",656234,"Jake Bird","/api/v1/people/656234","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Colorado Rockies",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.8,89.9,14,0.9,0.3895,5.8344,23.9046,-30.8388,-5.9907,0.6665,1.4938,1.5303,10.9613,-139.2976,-4.4454,-1.6697,50.0066,5.1275,-12.0724,18,7.2,24,2020,244,NA,NA,NA,NA,NA,NA,FALSE,-28.7,0.6,9.2,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716933,"2023-08-20",3,"2023-08-20T03:06:20.276Z","2023-08-20T03:06:25.622Z",TRUE,"pitch","39326d0f-8a9d-40b7-994b-1d3555b6120f",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.0509,1.3777,NA,61.79,191.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Groundout","field_out","Elvis Andrus grounds out, third baseman Ryan McMahon to first baseman Elehuris Montero.",0,5,11,82,"top",9,"2023-08-20T03:05:17.171Z","2023-08-20T03:07:06.873Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,462101,"Elvis Andrus","/api/v1/people/462101","R","Right",656234,"Jake Bird","/api/v1/people/656234","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Colorado Rockies",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",83.2,77.6,14,0.89,0.4503,5.8402,21.6513,-39.3576,6.0027,-4.7774,1.4484,1.7532,5.2848,-121.2131,-0.8426,-1.5331,50.0058,5.5143,9.0162,14.4,10.8,24,2898,63,NA,NA,NA,NA,NA,NA,FALSE,-47.8,-8.6,-12,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716933,"2023-08-20",1,"2023-08-20T03:05:49.646Z","2023-08-20T03:05:53.666Z",TRUE,"pitch","c155ed02-6b29-40b2-b6c4-28b027cf43af",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.1922,1.425,NA,136.48,163.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Groundout","field_out","Elvis Andrus grounds out, third baseman Ryan McMahon to first baseman Elehuris Montero.",0,5,11,82,"top",9,"2023-08-20T03:05:17.171Z","2023-08-20T03:07:06.873Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,462101,"Elvis Andrus","/api/v1/people/462101","R","Right",656234,"Jake Bird","/api/v1/people/656234","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Colorado Rockies",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95,89.3,1,0.9,0.3912,5.6611,22.8429,-31.6948,-4.2437,0.2412,-0.5111,2.7796,5.4152,-138.544,-1.3426,-1.9145,50.0033,5.3352,-8.4803,13.2,7.2,24,1976,244,NA,NA,NA,NA,NA,NA,FALSE,-29.2,0.4,7,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716933,"2023-08-20",0,"2023-08-20T03:05:29.675Z","2023-08-20T03:05:33.456Z",TRUE,"pitch","64867870-0633-470e-8ada-53acb227eefb",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.1686,1.4014,NA,107.3,193.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Groundout","field_out","Elvis Andrus grounds out, third baseman Ryan McMahon to first baseman Elehuris Montero.",0,5,11,82,"top",9,"2023-08-20T03:05:17.171Z","2023-08-20T03:07:06.873Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,462101,"Elvis Andrus","/api/v1/people/462101","R","Right",656234,"Jake Bird","/api/v1/people/656234","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Colorado Rockies",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95,89.4,8,0.9,0.3917,5.5332,22.7016,-30.3563,-3.8168,0.91,0.2546,1.6587,7.4255,-138.3523,-3.9976,-1.9346,50.0007,5.0935,-7.6074,12,6,24,1921,249,NA,NA,NA,NA,NA,NA,FALSE,-28.4,1.2,5.9,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716933,"2023-08-20",2,"2023-08-20T03:05:57.554Z","2023-08-20T03:06:20.276Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",5,11,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,2,462101,"/api/v1/people/462101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"82","atBat","Groundout","field_out","Elvis Andrus grounds out, third baseman Ryan McMahon to first baseman Elehuris Montero.",0,5,11,82,"top",9,"2023-08-20T03:05:17.171Z","2023-08-20T03:07:06.873Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,462101,"Elvis Andrus","/api/v1/people/462101","R","Right",656234,"Jake Bird","/api/v1/people/656234","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Colorado Rockies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716933,"2023-08-20",1,"2023-08-20T03:04:52.898Z","2023-08-20T03:05:05.141Z",TRUE,"pitch","085a0a89-b3bb-4b18-8803-9a2bcc29cd18",2,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,1,2,NA,NA,3.27,1.58,NA,97.05,186.4,"fly_ball","medium","9",189.58,126.56,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Single","single","Lenyn Sosa singles on a fly ball to right fielder Michael Toglia.",0,5,11,81,"top",9,"2023-08-20T03:04:17.715Z","2023-08-20T03:05:05.141Z",TRUE,FALSE,FALSE,FALSE,33,0,1,2,672820,"Lenyn Sosa","/api/v1/people/672820","R","Right",656234,"Jake Bird","/api/v1/people/656234","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Colorado Rockies","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.4,88.2,9,0.9,0.3954,5.5806,24.5202,-32.4809,-3.628,-0.1531,0.5233,1.9402,7.7464,-137.4529,-2.2738,-1.8342,50.0057,4.939,-7.0877,9.6,7.2,24,2032,248,69,31,221,NA,NA,NA,FALSE,-30.7,-0.5,5.3,NA,NA,NA,FALSE,TRUE,672820,"Lenyn Sosa","/api/v1/people/672820",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716933,"2023-08-20",0,"2023-08-20T03:04:37.409Z","2023-08-20T03:04:41.043Z",TRUE,"pitch","10bd7e78-1e2e-49c6-ade1-44d4ac715005",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.27,1.58,NA,116.47,198.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Single","single","Lenyn Sosa singles on a fly ball to right fielder Michael Toglia.",0,5,11,81,"top",9,"2023-08-20T03:04:17.715Z","2023-08-20T03:05:05.141Z",TRUE,FALSE,FALSE,FALSE,33,0,1,2,672820,"Lenyn Sosa","/api/v1/people/672820","R","Right",656234,"Jake Bird","/api/v1/people/656234","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Colorado Rockies","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.5,89.7,8,0.9,0.3897,5.6073,23.8176,-30.065,-4.5905,1.0472,0.014,1.4997,7.0337,-139.196,-4.2174,-1.9201,50.0021,4.9681,-9.2366,14.4,6,24,1949,249,NA,NA,NA,NA,NA,NA,FALSE,-28,1.4,7.3,NA,NA,NA,FALSE,TRUE,672820,"Lenyn Sosa","/api/v1/people/672820",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716933,"2023-08-20",3,"2023-08-20T03:03:57.280Z","2023-08-20T03:04:01.361Z",TRUE,"pitch","4d0657a3-3e7f-4dee-a83d-e434722db7fe",4,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",1,3,1,NA,NA,3.25,1.51,NA,80.58,227.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","Oscar Colas strikes out swinging.",0,5,11,80,"top",9,"2023-08-20T03:02:47.466Z","2023-08-20T03:04:01.361Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,693049,"Oscar Colás","/api/v1/people/693049","L","Left",656234,"Jake Bird","/api/v1/people/656234","R","Right","vs_RHP","vs_LHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Colorado Rockies","true",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",83.8,78.6,14,0.89,0.4467,6.1014,21.4289,-38.2864,7.289,-4.0099,0.9556,0.4228,4.2967,-122.0781,-3.7705,-1.7673,50.0004,5.2443,11.1248,16.8,10.8,24,2871,61,NA,NA,NA,NA,NA,NA,TRUE,-46.3,-7.8,-14.2,NA,NA,NA,TRUE,TRUE,672820,"Lenyn Sosa","/api/v1/people/672820",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716933,"2023-08-20",2,"2023-08-20T03:03:40.877Z","2023-08-20T03:03:45.447Z",TRUE,"pitch","db77249c-7829-4477-85f3-d6c815464539",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,1,NA,NA,3.25,1.51,NA,128.63,189.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","Oscar Colas strikes out swinging.",0,5,11,80,"top",9,"2023-08-20T03:02:47.466Z","2023-08-20T03:04:01.361Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,693049,"Oscar Colás","/api/v1/people/693049","L","Left",656234,"Jake Bird","/api/v1/people/656234","R","Right","vs_RHP","vs_LHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Colorado Rockies","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",83.5,78.3,7,0.89,0.4469,5.8911,19.982,-38.943,7.0397,-4.4359,-0.3052,1.8415,1.4074,-121.7575,-0.6206,-1.8035,50.0001,5.4194,10.7521,15.6,10.8,24,2773,71,NA,NA,NA,NA,NA,NA,FALSE,-46.6,-7.9,-13.1,NA,NA,NA,TRUE,TRUE,672820,"Lenyn Sosa","/api/v1/people/672820",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
