"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","isBaseRunningPlay","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
746891,"2024-04-20",5,"2024-04-21T02:01:56.574Z","2024-04-21T02:02:01.988Z",TRUE,"pitch","9d46f7e0-5171-46dd-9254-47ab362df19c",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.55,1.71,NA,198.45,201.07,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Nick Gordon strikes out swinging.",0,3,5,66,"top",9,"2024-04-21T02:00:50.409Z","2024-04-21T02:02:01.988Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,624503,"Nick Gordon","/api/v1/people/624503","L","Left",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Chicago Cubs",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",81.7,74.8,13,0.91,0.4622,6.1887,24.7517,-31.3275,-4.0585,0.6014,-2.1368,1.3966,-0.5181,-118.9139,-4.0428,-1.3887,50.0056,5.9893,-5.7601,10.8,9.6,24,1055,252,NA,NA,NA,NA,NA,NA,TRUE,-40.9,0.4,7.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
746891,"2024-04-20",4,"2024-04-21T02:01:31.857Z","2024-04-21T02:01:35.697Z",TRUE,"pitch","e0f3512b-1e63-43c9-962e-5c72af0732f1",3,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,2,2,NA,NA,3.3823,1.5413,NA,152.58,232.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Nick Gordon strikes out swinging.",0,3,5,66,"top",9,"2024-04-21T02:00:50.409Z","2024-04-21T02:02:01.988Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,624503,"Nick Gordon","/api/v1/people/624503","L","Left",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Chicago Cubs",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",81.1,74.5,13,0.91,0.4661,6.3198,24.2358,-32.4368,-5.3432,-0.1884,-0.9336,0.2312,3.2562,-117.8996,-5.5475,-1.6445,50.0038,5.6389,-7.4571,12,9.6,24,1098,262,NA,NA,NA,NA,NA,NA,FALSE,-43.4,-1.6,8.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
746891,"2024-04-20",2,"2024-04-21T02:01:07.679Z","2024-04-21T02:01:12.247Z",TRUE,"pitch","eaa0cf59-c48b-496b-a275-0c544b0165d6",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.55,1.71,NA,151.63,211.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Nick Gordon strikes out swinging.",0,3,5,66,"top",9,"2024-04-21T02:00:50.409Z","2024-04-21T02:02:01.988Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,624503,"Nick Gordon","/api/v1/people/624503","L","Left",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Chicago Cubs",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",82.1,75.1,13,0.91,0.4606,6.366,25.4085,-31.5937,-6.0313,0.4077,-0.9085,1.0251,3.1493,-119.4353,-4.4971,-1.4684,50.0048,5.8096,-8.6167,14.4,9.6,24,1029,261,NA,NA,NA,NA,NA,NA,FALSE,-41.2,-0.2,10.1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
746891,"2024-04-20",1,"2024-04-21T02:00:52.782Z","2024-04-21T02:00:55.782Z",TRUE,"pitch","8c214175-771c-47ed-b570-d07376a00332",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.55,1.71,NA,163.35,149.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Nick Gordon strikes out swinging.",0,3,5,66,"top",9,"2024-04-21T02:00:50.409Z","2024-04-21T02:02:01.988Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,624503,"Nick Gordon","/api/v1/people/624503","L","Left",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Chicago Cubs",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.1,83.8,11,0.9,0.4094,6.0721,30.3363,-13.112,-4.1769,10.5309,-1.216,3.3141,1.5196,-134.0332,-4.5708,-1.2492,50.0046,5.9855,-7.562,27.6,3.6,24,2378,205,NA,NA,NA,NA,NA,NA,FALSE,-14.2,18.2,7.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
746891,"2024-04-20",0,"2024-04-21T02:00:40.022Z","2024-04-21T02:00:52.782Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Nick Gordon replaces Otto Lopez.","Offensive Substitution",3,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,624503,"/api/v1/people/624503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","801","66","atBat","Strikeout","strikeout","Nick Gordon strikes out swinging.",0,3,5,66,"top",9,"2024-04-21T02:00:50.409Z","2024-04-21T02:02:01.988Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,624503,"Nick Gordon","/api/v1/people/624503","L","Left",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,672640,"/api/v1/people/672640",TRUE,TRUE,NA,NA,NA,NA,NA,NA
746891,"2024-04-20",3,"2024-04-21T02:01:20.043Z","2024-04-21T02:01:31.857Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",3,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,2,624503,"/api/v1/people/624503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Nick Gordon strikes out swinging.",0,3,5,66,"top",9,"2024-04-21T02:00:50.409Z","2024-04-21T02:02:01.988Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,624503,"Nick Gordon","/api/v1/people/624503","L","Left",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
746891,"2024-04-20",2,"2024-04-21T02:00:02.779Z","2024-04-21T02:00:13.944Z",TRUE,"pitch","be7d13b3-1cc9-49ed-936b-f5738a0aec26",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,1,NA,NA,3.44,1.62,NA,132.94,182.94,"fly_ball","medium","8",148.57,51.25,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Flyout","field_out","Emmanuel Rivera flies out to center fielder Cody Bellinger.",0,3,5,65,"top",9,"2024-04-21T01:59:02.379Z","2024-04-21T02:00:13.944Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,656896,"Emmanuel Rivera","/api/v1/people/656896","R","Right",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Chicago Cubs","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.4,77.1,7,0.66,0.4498,6.0715,22.7398,-27.8031,-0.1912,2.9067,-0.4181,2.0681,2.6045,-121.5379,-3.7082,-1.4766,50.0011,6.0152,-0.2874,0,7.2,24,1914,177,98.4,27,371,NA,NA,NA,TRUE,-34.4,4.7,-0.2,NA,NA,NA,NA,NA,TRUE,TRUE,541645,"Avisaíl García","/api/v1/people/541645",NA,NA,NA
746891,"2024-04-20",1,"2024-04-21T01:59:40.883Z","2024-04-21T01:59:44.126Z",TRUE,"pitch","43bb5961-f833-42d0-b661-ad2063527d8d",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,1,NA,NA,3.44,1.62,NA,115.37,167.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Flyout","field_out","Emmanuel Rivera flies out to center fielder Cody Bellinger.",0,3,5,65,"top",9,"2024-04-21T01:59:02.379Z","2024-04-21T02:00:13.944Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,656896,"Emmanuel Rivera","/api/v1/people/656896","R","Right",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Chicago Cubs","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.9,82.6,5,0.91,0.4131,6.2533,33.4491,-11.0317,-4.6051,11.9242,0.0427,2.6523,5.2267,-133.4875,-6.1303,-1.3588,50.0008,5.8018,-8.164,28.8,3.6,24,2405,214,NA,NA,NA,NA,NA,NA,FALSE,-12.8,20.2,7,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
746891,"2024-04-20",0,"2024-04-21T01:59:22.012Z","2024-04-21T01:59:25.762Z",TRUE,"pitch","b45da2d6-2e9c-4f18-b35c-a88571f46ad7",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4636,1.6357,NA,173.61,150.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Flyout","field_out","Emmanuel Rivera flies out to center fielder Cody Bellinger.",0,3,5,65,"top",9,"2024-04-21T01:59:02.379Z","2024-04-21T02:00:13.944Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,656896,"Emmanuel Rivera","/api/v1/people/656896","R","Right",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Chicago Cubs","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.2,83.5,11,0.91,0.4101,6.0419,32.1234,-14.875,-8.8955,9.6031,-1.4851,3.2836,2.831,-134.1354,-4.4108,-1.406,50.0015,6.0281,-16.022,44.4,4.8,24,2326,206,NA,NA,NA,NA,NA,NA,FALSE,-16,16.6,15.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
746891,"2024-04-20",3,"2024-04-21T01:58:45.051Z","2024-04-21T01:58:54.740Z",TRUE,"pitch","382e1c3f-c6e4-4beb-ba81-0e2e502fd78d",4,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,2,1,NA,NA,3.47,1.73,NA,101.59,173.98,"ground_ball","medium","8",124.08,106.94,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Single","single","Avisaíl García singles on a ground ball to center fielder Cody Bellinger.",0,3,5,64,"top",9,"2024-04-21T01:57:38.597Z","2024-04-21T01:58:54.740Z",TRUE,FALSE,FALSE,FALSE,33,1,2,1,541645,"Avisaíl García","/api/v1/people/541645","R","Right",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Chicago Cubs","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.5,83.9,6,0.91,0.409,6.3234,31.6064,-13.0954,-5.3955,10.5265,0.4044,2.3999,6.0296,-134.3997,-6.4521,-1.1769,50.0065,5.7783,-9.7831,30,3.6,24,2367,215,106.4,5,121,NA,NA,NA,FALSE,-14.6,17.6,8.3,NA,NA,NA,NA,NA,FALSE,TRUE,541645,"Avisaíl García","/api/v1/people/541645",NA,NA,NA
