"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","isBaseRunningPlay","details.disengagementNum","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716670,"2023-09-08",7,"2023-09-09T02:22:50.918Z","2023-09-09T02:22:54.798Z",TRUE,"pitch","ed669648-3555-4187-979d-766de49ed62c",7,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.43,1.62,NA,134.96,137.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Jake Bauers strikes out swinging.",0,8,2,79,"bottom",9,"2023-09-09T02:20:14.144Z","2023-09-09T02:22:54.798Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,641343,"Jake Bauers","/api/v1/people/641343","L","Left",600986,"Thyago Vieira","/api/v1/people/600986","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","Milwaukee Brewers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",99,90.4,11,2,0.3804,6.886,33.3467,-14.0526,-8.6299,8.6292,-0.4712,3.7564,7.6104,-143.9691,-4.2792,-2.0274,50.0014,6.1315,-18.1194,48,4.8,24,2236,213,NA,NA,NA,NA,NA,NA,TRUE,-13,14.9,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716670,"2023-09-08",6,"2023-09-09T02:22:27.757Z","2023-09-09T02:22:33.007Z",TRUE,"pitch","d75a37cd-6157-4507-8df9-9a3ea6ed9448",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.43,1.62,NA,122.61,191.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Jake Bauers strikes out swinging.",0,8,2,79,"bottom",9,"2023-09-09T02:20:14.144Z","2023-09-09T02:22:54.798Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,641343,"Jake Bauers","/api/v1/people/641343","L","Left",600986,"Thyago Vieira","/api/v1/people/600986","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","Milwaukee Brewers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",91.9,84.5,8,2,0.4099,6.7609,29.1263,-27.3256,0.167,2.6829,-0.1472,1.7391,5.1928,-133.6749,-6.7938,-2.1376,50.0032,6.2784,0.3016,2.4,6,24,2331,143,NA,NA,NA,NA,NA,NA,FALSE,-28.9,3.6,-1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716670,"2023-09-08",5,"2023-09-09T02:22:08.163Z","2023-09-09T02:22:12.253Z",TRUE,"pitch","f9b6571c-1c81-4443-90fb-8e0d66b17b26",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.43,1.62,NA,120.66,186.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Jake Bauers strikes out swinging.",0,8,2,79,"bottom",9,"2023-09-09T02:20:14.144Z","2023-09-09T02:22:54.798Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,641343,"Jake Bauers","/api/v1/people/641343","L","Left",600986,"Thyago Vieira","/api/v1/people/600986","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","Milwaukee Brewers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.1,89.5,8,2,0.3851,7.0469,33.168,-11.5624,-7.8978,10.0649,-0.096,1.923,8.3507,-142.3133,-9.1754,-2.0446,50.0004,5.9244,-16.1708,46.8,3.6,24,2265,213,NA,NA,NA,NA,NA,NA,FALSE,-12.2,16.4,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716670,"2023-09-08",4,"2023-09-09T02:21:50.670Z","2023-09-09T02:21:54.209Z",TRUE,"pitch","fe533cdc-0a62-422f-acc3-8df8d4fe4263",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,2,NA,NA,3.43,1.62,NA,108.21,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Jake Bauers strikes out swinging.",0,8,2,79,"bottom",9,"2023-09-09T02:20:14.144Z","2023-09-09T02:22:54.798Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,641343,"Jake Bauers","/api/v1/people/641343","L","Left",600986,"Thyago Vieira","/api/v1/people/600986","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","Milwaukee Brewers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.4,79.6,5,2,0.4354,6.9491,25.2363,-28.4803,2.9385,2.3049,0.2306,2.288,4.7847,-125.7422,-4.0379,-2.0779,50.0029,6.2225,4.7104,10.8,7.2,24,2232,115,NA,NA,NA,NA,NA,NA,FALSE,-33.1,3.5,-6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716670,"2023-09-08",3,"2023-09-09T02:21:34.435Z","2023-09-09T02:21:39.091Z",TRUE,"pitch","c0d2b14e-e438-4c88-a71c-e7aaf0195181",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.3507,1.5935,NA,125.19,209.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Jake Bauers strikes out swinging.",0,8,2,79,"bottom",9,"2023-09-09T02:20:14.144Z","2023-09-09T02:22:54.798Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,641343,"Jake Bauers","/api/v1/people/641343","L","Left",600986,"Thyago Vieira","/api/v1/people/600986","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","Milwaukee Brewers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.5,83,13,2,0.4196,6.9677,25.4183,-27.0805,-1.2315,2.9439,-0.215,1.0801,5.3839,-130.157,-7.597,-2.1436,50.0015,6.0658,-2.1295,2.4,7.2,24,2153,143,NA,NA,NA,NA,NA,NA,FALSE,-30,4,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716670,"2023-09-08",1,"2023-09-09T02:21:07.060Z","2023-09-09T02:21:11.031Z",TRUE,"pitch","dd310a98-28b2-4b17-96bd-5f632e6db8be",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.3245,1.5414,NA,126.31,159.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Jake Bauers strikes out swinging.",0,8,2,79,"bottom",9,"2023-09-09T02:20:14.144Z","2023-09-09T02:22:54.798Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,641343,"Jake Bauers","/api/v1/people/641343","L","Left",600986,"Thyago Vieira","/api/v1/people/600986","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","Milwaukee Brewers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.8,80.8,2,2,0.4281,6.7404,26.0494,-27.642,0.7753,2.7316,-0.2442,2.9354,4.6782,-127.8757,-2.6918,-2.197,50.0018,6.1673,1.2847,4.8,7.2,24,2248,146,NA,NA,NA,NA,NA,NA,FALSE,-30.8,4.6,-2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716670,"2023-09-08",0,"2023-09-09T02:20:53.694Z","2023-09-09T02:20:57.499Z",TRUE,"pitch","e4e93aef-01f7-4e39-a60c-0a22f499239d",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3769,1.5414,NA,173.96,211.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Jake Bauers strikes out swinging.",0,8,2,79,"bottom",9,"2023-09-09T02:20:14.144Z","2023-09-09T02:22:54.798Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,641343,"Jake Bauers","/api/v1/people/641343","L","Left",600986,"Thyago Vieira","/api/v1/people/600986","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","Milwaukee Brewers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.5,80.8,13,2,0.43,6.7911,25.6522,-28.2773,-0.4133,2.3686,-1.4942,1.0262,2.5547,-127.2864,-6.9367,-2.4563,50.0023,6.0199,-0.6799,0,7.2,24,2175,144,NA,NA,NA,NA,NA,NA,FALSE,-32.8,3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716670,"2023-09-08",2,"2023-09-09T02:21:23.573Z","2023-09-09T02:21:34.435Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",8,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,1,2,641343,"/api/v1/people/641343",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Jake Bauers strikes out swinging.",0,8,2,79,"bottom",9,"2023-09-09T02:20:14.144Z","2023-09-09T02:22:54.798Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,641343,"Jake Bauers","/api/v1/people/641343","L","Left",600986,"Thyago Vieira","/api/v1/people/600986","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","Milwaukee Brewers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716670,"2023-09-08",1,"2023-09-09T02:20:06.285Z","2023-09-09T02:20:14.411Z",TRUE,"pitch","ef02ee5c-6782-447a-aa59-3a3e51ed17bd",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,1,NA,NA,3.18,1.46,NA,136.18,176.12,"line_drive","hard","9",180.6,71.3,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Lineout","field_out","Oswald Peraza lines out sharply to right fielder Sal Frelick.",0,8,2,78,"bottom",9,"2023-09-09T02:19:41.868Z","2023-09-09T02:20:14.411Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,672724,"Oswald Peraza","/api/v1/people/672724","R","Right",600986,"Thyago Vieira","/api/v1/people/600986","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","Milwaukee Brewers","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.9,89.5,4,2,0.3851,6.929,32.3033,-11.0015,-7.8768,10.3345,-0.5032,2.3208,7.5343,-142.1623,-8.0893,-2.1632,50.0036,5.8999,-16.1388,48,3.6,24,2214,218,102.2,20,345,NA,NA,NA,TRUE,-11.4,17.3,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716670,"2023-09-08",0,"2023-09-09T02:19:54.221Z","2023-09-09T02:19:57.562Z",TRUE,"pitch","710e7e65-fb7b-4f2b-b8d5-553abf4d1ccc",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.2317,1.4597,NA,75.38,158.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Lineout","field_out","Oswald Peraza lines out sharply to right fielder Sal Frelick.",0,8,2,78,"bottom",9,"2023-09-09T02:19:41.868Z","2023-09-09T02:20:14.411Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,672724,"Oswald Peraza","/api/v1/people/672724","R","Right",600986,"Thyago Vieira","/api/v1/people/600986","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","Milwaukee Brewers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98,89.5,12,2,0.385,6.9844,31.997,-15.5907,-10.1207,8.0885,1.0919,2.9673,12.3368,-142.1453,-5.6389,-1.9856,50.0044,5.9636,-20.7534,46.8,4.8,24,2224,213,NA,NA,NA,NA,NA,NA,FALSE,-15,13.7,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
