"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","isBaseRunningPlay","details.disengagementNum","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716670,"2023-09-08",2,"2023-09-09T01:57:23.864Z","2023-09-09T01:57:27.779Z",TRUE,"pitch","9fb3aa6d-22b4-477c-9304-611007a36998",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,1,NA,NA,2.6826,1.1734,NA,149.79,170.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Sal Frelick strikes out swinging.",0,8,2,67,"top",8,"2023-09-09T01:57:04.242Z","2023-09-09T01:57:51.866Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,686217,"Sal Frelick","/api/v1/people/686217","L","Left",669711,"Greg Weissert","/api/v1/people/669711","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","New York Yankees",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",81.9,74.3,11,0.9,0.4624,5.8353,26.1722,-28.3826,9.0398,2.675,-0.8603,2.5259,4.406,-119.1536,1.2046,-3.9166,50.0004,4.6082,12.796,26.4,8.4,24,2917,76,NA,NA,NA,NA,NA,NA,FALSE,-35.8,5.5,-17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716670,"2023-09-08",1,"2023-09-09T01:57:06.624Z","2023-09-09T01:57:09.820Z",TRUE,"pitch","cac1d2bd-c62c-4f81-b818-5b42d1388053",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,2.84,1.33,NA,128.43,162.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Sal Frelick strikes out swinging.",0,8,2,67,"top",8,"2023-09-09T01:57:04.242Z","2023-09-09T01:57:51.866Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,686217,"Sal Frelick","/api/v1/people/686217","L","Left",669711,"Greg Weissert","/api/v1/people/669711","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.9,87.3,1,0.91,0.394,6.125,31.8016,-27.3624,-11.3565,2.4578,-0.2998,2.84,12.2954,-139.1203,-0.9756,-3.3055,50.001,5.0122,-22.2142,34.8,7.2,24,2022,236,NA,NA,NA,NA,NA,NA,FALSE,-25.6,4.4,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716670,"2023-09-08",0,"2023-09-09T01:56:24.368Z","2023-09-09T01:57:06.624Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",8,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Sal Frelick strikes out swinging.",0,8,2,67,"top",8,"2023-09-09T01:57:04.242Z","2023-09-09T01:57:51.866Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,686217,"Sal Frelick","/api/v1/people/686217","L","Left",669711,"Greg Weissert","/api/v1/people/669711","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716670,"2023-09-08",4,"2023-09-09T01:55:39.064Z","2023-09-09T01:55:49.014Z",TRUE,"pitch","00d6a7ed-7378-4c3b-9002-af7d069a1725",5,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",2,2,1,NA,NA,3.31,1.53,NA,132.22,174.41,"line_drive","medium","9",188.08,126.51,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Single","single","Carlos Santana singles on a line drive to right fielder Jake Bauers. Andruw Monasterio scores. William Contreras to 3rd.",1,8,2,66,"top",8,"2023-09-09T01:53:46.478Z","2023-09-09T01:55:49.014Z",TRUE,TRUE,FALSE,FALSE,33,2,2,1,467793,"Carlos Santana","/api/v1/people/467793","L","Left",669711,"Greg Weissert","/api/v1/people/669711","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","New York Yankees","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.4,87.5,4,0.91,0.3949,6.2216,29.8741,-31.1537,-11.1607,0.5196,-0.3993,2.384,11.8041,-138.5255,-1.5331,-3.2581,50.0007,5.0202,-21.7692,31.2,7.2,24,2041,230,93.3,-25,7,NA,NA,NA,FALSE,-29.3,0.8,17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,467793,"Carlos Santana","/api/v1/people/467793",NA,NA,NA,661388,"William Contreras","/api/v1/people/661388"
716670,"2023-09-08",3,"2023-09-09T01:55:19.138Z","2023-09-09T01:55:23.983Z",TRUE,"pitch","e9b614d8-7e36-472b-9bbd-d5a192b83240",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.3617,1.4775,NA,116.8,217.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Single","single","Carlos Santana singles on a line drive to right fielder Jake Bauers. Andruw Monasterio scores. William Contreras to 3rd.",1,8,2,66,"top",8,"2023-09-09T01:53:46.478Z","2023-09-09T01:55:49.014Z",TRUE,TRUE,FALSE,FALSE,33,2,2,1,467793,"Carlos Santana","/api/v1/people/467793","L","Left",669711,"Greg Weissert","/api/v1/people/669711","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","New York Yankees","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.8,79.4,14,0.89,0.4384,6.2544,22.5176,-32.2038,-10.4686,-0.0228,0.0052,0.7964,11.7336,-124.449,-2.8386,-3.3875,50.0011,4.5913,-16.5929,24,9.6,24,1629,271,NA,NA,NA,NA,NA,NA,FALSE,-37.6,-0.5,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716670,"2023-09-08",2,"2023-09-09T01:54:59.916Z","2023-09-09T01:55:03.925Z",TRUE,"pitch","bfb9260e-3fc5-4727-9e88-9f0a67cfb3b8",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.3355,1.5036,NA,218.36,193.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Single","single","Carlos Santana singles on a line drive to right fielder Jake Bauers. Andruw Monasterio scores. William Contreras to 3rd.",1,8,2,66,"top",8,"2023-09-09T01:53:46.478Z","2023-09-09T01:55:49.014Z",TRUE,TRUE,FALSE,FALSE,33,2,2,1,467793,"Carlos Santana","/api/v1/people/467793","L","Left",669711,"Greg Weissert","/api/v1/people/669711","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","New York Yankees","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.4,78.7,13,0.91,0.4402,5.9332,23.9136,-34.8916,-9.9344,-1.733,-2.659,1.6946,5.7105,-124.2317,-0.207,-3.6919,50.0025,4.6691,-15.5929,22.8,9.6,24,1579,268,NA,NA,NA,NA,NA,NA,FALSE,-40.3,-3,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716670,"2023-09-08",1,"2023-09-09T01:54:35.138Z","2023-09-09T01:54:39.158Z",TRUE,"pitch","76190dc0-a029-420c-b93f-645120555d74",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.31,1.53,NA,109.02,158.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Single","single","Carlos Santana singles on a line drive to right fielder Jake Bauers. Andruw Monasterio scores. William Contreras to 3rd.",1,8,2,66,"top",8,"2023-09-09T01:53:46.478Z","2023-09-09T01:55:49.014Z",TRUE,TRUE,FALSE,FALSE,33,2,2,1,467793,"Carlos Santana","/api/v1/people/467793","L","Left",669711,"Greg Weissert","/api/v1/people/669711","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","New York Yankees","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82.1,74.5,2,0.89,0.4618,5.5669,26.2666,-26.9992,9.9046,3.643,0.2094,2.9612,6.7138,-119.3167,1.8066,-3.9425,50.001,4.6539,14.0564,30,8.4,24,3055,76,NA,NA,NA,NA,NA,NA,FALSE,-33.7,7.4,-19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716670,"2023-09-08",0,"2023-09-09T01:54:16.588Z","2023-09-09T01:54:20.692Z",TRUE,"pitch","8e3df34c-cf47-4db1-a0c1-6232f77241ec",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.4403,1.5557,NA,134.29,175.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Single","single","Carlos Santana singles on a line drive to right fielder Jake Bauers. Andruw Monasterio scores. William Contreras to 3rd.",1,8,2,66,"top",8,"2023-09-09T01:53:46.478Z","2023-09-09T01:55:49.014Z",TRUE,TRUE,FALSE,FALSE,33,2,2,1,467793,"Carlos Santana","/api/v1/people/467793","L","Left",669711,"Greg Weissert","/api/v1/people/669711","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","New York Yankees","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.4,87.6,4,0.91,0.3928,6.069,33.2266,-30.1781,-11.51,1.0161,-0.4535,2.3434,11.9623,-139.7727,-2.0898,-3.3055,50.0038,5.0939,-22.6421,32.4,7.2,24,2088,233,NA,NA,NA,NA,NA,NA,FALSE,-28.2,1.6,18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716670,"2023-09-08",2,"2023-09-09T01:53:19.566Z","2023-09-09T01:53:27.326Z",TRUE,"pitch","2ac824b2-8366-453d-a21d-a16567fca005",3,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,2,1,NA,NA,3.44,1.57,NA,137.56,189.62,"ground_ball","medium","7",86,120.56,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Single","single","William Contreras singles on a ground ball to left fielder Oswaldo Cabrera. Andruw Monasterio to 3rd.",0,7,2,65,"top",8,"2023-09-09T01:52:08.418Z","2023-09-09T01:53:27.326Z",TRUE,FALSE,FALSE,FALSE,33,0,2,1,661388,"William Contreras","/api/v1/people/661388","R","Right",669711,"Greg Weissert","/api/v1/people/669711","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","New York Yankees","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.4,87,7,0.92,0.3978,6.3435,27.9117,-17.4397,-5.6269,7.6592,-0.5394,1.8207,9.4384,-137.2287,-5.3573,-3.2788,50.0038,4.9708,-10.8265,26.4,4.8,24,2281,232,105,-9,12,NA,NA,NA,FALSE,-17.5,13,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,661388,"William Contreras","/api/v1/people/661388",NA,NA,NA,655316,"Andruw Monasterio","/api/v1/people/655316"
716670,"2023-09-08",1,"2023-09-09T01:52:50.789Z","2023-09-09T01:52:54.865Z",TRUE,"pitch","08ff1026-9bb1-4e9b-b775-76bbf6047829",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,1,NA,NA,3.4917,1.5696,NA,118.21,170.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Single","single","William Contreras singles on a ground ball to left fielder Oswaldo Cabrera. Andruw Monasterio to 3rd.",0,7,2,65,"top",8,"2023-09-09T01:52:08.418Z","2023-09-09T01:53:27.326Z",TRUE,FALSE,FALSE,FALSE,33,0,2,1,661388,"William Contreras","/api/v1/people/661388","R","Right",669711,"Greg Weissert","/api/v1/people/669711","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","New York Yankees","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.3,87.4,5,0.91,0.3954,6.1999,29.7091,-28.1486,-9.1927,2.073,-0.0319,2.5347,12.3545,-138.3274,-1.6039,-3.3535,50.006,5.002,-17.8884,28.8,7.2,24,2170,232,NA,NA,NA,NA,NA,NA,FALSE,-26.5,3.6,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716670,"2023-09-08",0,"2023-09-09T01:52:31.290Z","2023-09-09T01:52:35.136Z",TRUE,"pitch","05f4820f-3d59-424e-8209-852260e38aa1",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.4655,1.5957,NA,123.14,182.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Single","single","William Contreras singles on a ground ball to left fielder Oswaldo Cabrera. Andruw Monasterio to 3rd.",0,7,2,65,"top",8,"2023-09-09T01:52:08.418Z","2023-09-09T01:53:27.326Z",TRUE,FALSE,FALSE,FALSE,33,0,2,1,661388,"William Contreras","/api/v1/people/661388","R","Right",669711,"Greg Weissert","/api/v1/people/669711","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","New York Yankees","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.5,87.3,8,0.91,0.3956,6.1445,30.9102,-31.8046,-10.5862,0.1903,-0.1611,2.0842,12.423,-138.4664,-2.0602,-3.3304,50.0019,4.9657,-20.5556,28.8,7.2,24,1980,235,NA,NA,NA,NA,NA,NA,FALSE,-30.1,0.1,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716670,"2023-09-08",2,"2023-09-09T01:52:02.615Z","2023-09-09T01:52:07.076Z",TRUE,"pitch","a74ae0dd-e8cc-4dc8-929b-e3e6243c0cd9",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,3,0,NA,NA,3.2755,1.4371,NA,108.79,188.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Christian Yelich called out on strikes.",0,7,2,64,"top",8,"2023-09-09T01:51:20.140Z","2023-09-09T01:52:07.076Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,592885,"Christian Yelich","/api/v1/people/592885","L","Left",669711,"Greg Weissert","/api/v1/people/669711","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","New York Yankees","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.6,87.5,8,0.92,0.3946,6.3833,30.2356,-14.8841,-6.2627,8.8572,0.2154,1.8606,11.717,-138.6512,-5.6374,-3.2466,50.0021,4.9089,-12.2253,31.2,3.6,24,2229,226,NA,NA,NA,NA,NA,NA,TRUE,-15,15,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,655316,"Andruw Monasterio","/api/v1/people/655316",NA,NA,NA
716670,"2023-09-08",1,"2023-09-09T01:51:41.890Z","2023-09-09T01:51:47.498Z",TRUE,"pitch","f7d754f2-57c8-4238-8dac-fe61c350792a",2,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",0,2,0,NA,NA,3.25,1.62,NA,140.85,192.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Christian Yelich called out on strikes.",0,7,2,64,"top",8,"2023-09-09T01:51:20.140Z","2023-09-09T01:52:07.076Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,592885,"Christian Yelich","/api/v1/people/592885","L","Left",669711,"Greg Weissert","/api/v1/people/669711","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","New York Yankees","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.3,78.9,7,0.77,0.4373,6.0376,25.3863,-28.4309,-12.0404,2.3594,-0.6257,1.7303,10.9176,-125.267,-1.4356,-3.4769,50.0048,4.6359,-19.1308,31.2,8.4,24,1863,265,NA,NA,NA,NA,NA,NA,FALSE,-32.8,4.2,19.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716670,"2023-09-08",0,"2023-09-09T01:51:24.799Z","2023-09-09T01:51:28.778Z",TRUE,"pitch","ffe6a7ff-05ab-4264-bf2f-e2ec724bc1d9",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.3017,1.5675,NA,137.95,190.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Christian Yelich called out on strikes.",0,7,2,64,"top",8,"2023-09-09T01:51:20.140Z","2023-09-09T01:52:07.076Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,592885,"Christian Yelich","/api/v1/people/592885","L","Left",669711,"Greg Weissert","/api/v1/people/669711","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","New York Yankees","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",81,73.7,7,0.92,0.4676,5.9576,25.8518,-29.5358,11.3299,1.9064,-0.5497,1.8038,4.6209,-117.8823,0.2429,-4.017,50.0039,4.4634,15.6814,28.8,9.6,24,3040,81,NA,NA,NA,NA,NA,NA,FALSE,-38.4,3.8,-21.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716670,"2023-09-08",2,"2023-09-09T01:50:36.827Z","2023-09-09T01:50:49.818Z",TRUE,"pitch","ecbf96eb-6c3f-4463-8c29-ece69294c504",2,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,1,0,NA,NA,3.11,1.39,NA,117.97,190.66,"fly_ball","hard","7",82.7,53.67,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Double","double","Andruw Monasterio doubles (12) on a sharp fly ball to left fielder Oswaldo Cabrera. Joey Wiemer scores. Brice Turang scores.",2,7,2,63,"top",8,"2023-09-09T01:49:41.635Z","2023-09-09T01:50:49.818Z",TRUE,TRUE,FALSE,FALSE,34,0,1,0,655316,"Andruw Monasterio","/api/v1/people/655316","R","Right",669711,"Greg Weissert","/api/v1/people/669711","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","New York Yankees",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.2,76.1,8,0.82,0.4542,6.0727,25.2356,-28.1433,7.8293,2.7399,-0.0255,1.7821,6.8457,-120.9401,-0.3494,-3.9174,50.0013,4.4127,11.509,24,8.4,24,2916,75,100.1,28,393,NA,NA,NA,FALSE,-34.7,5.2,-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,655316,"Andruw Monasterio","/api/v1/people/655316",NA,NA,NA
716670,"2023-09-08",0,"2023-09-09T01:50:08.291Z","2023-09-09T01:50:13.360Z",TRUE,"pitch","502ec489-8ca3-4c90-82d1-2f3a3106404e",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.1879,1.3897,NA,104.26,185.22,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"63","atBat","Double","double","Andruw Monasterio doubles (12) on a sharp fly ball to left fielder Oswaldo Cabrera. Joey Wiemer scores. Brice Turang scores.",2,7,2,63,"top",8,"2023-09-09T01:49:41.635Z","2023-09-09T01:50:49.818Z",TRUE,TRUE,FALSE,FALSE,34,0,1,0,655316,"Andruw Monasterio","/api/v1/people/655316","R","Right",669711,"Greg Weissert","/api/v1/people/669711","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.8,85.6,6,0.91,0.4032,6.1124,30.3292,-28.7496,-10.3826,1.8315,0.3341,1.9838,13.2167,-135.9506,-2.5113,-3.2457,50.0013,4.9187,-19.3974,30,7.2,24,1968,232,NA,NA,NA,NA,NA,NA,FALSE,-28.4,3,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
