"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
747127,"2024-05-08",3,"2024-05-09T01:16:55.451Z","2024-05-09T01:17:01.319Z",TRUE,"pitch","9e527102-e574-4b75-ac88-8272254b2119",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,1,NA,NA,3.43,1.68,NA,164.37,215.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Strikeout","strikeout","Jarren Duran strikes out swinging.",0,0,5,55,"top",7,"2024-05-09T01:15:39.527Z","2024-05-09T01:17:01.319Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,680776,"Jarren Duran","/api/v1/people/680776","L","Left",669276,"Dylan Lee","/api/v1/people/669276","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Atlanta Braves",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.8,78.1,13,0.92,0.4451,6.2499,25.0138,-25.6236,-2.3667,4.2678,-1.2427,0.8453,-5.6338,-123.1785,-7.6897,1.3835,50.0004,6.1815,-3.6256,9.6,7.2,24,2135,163,NA,NA,NA,NA,NA,NA,TRUE,-32.2,6.1,5.6,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,678882,"Ceddanne Rafaela","/api/v1/people/678882",NA,NA,NA,NA,NA,NA,NA
747127,"2024-05-08",1,"2024-05-09T01:16:16.106Z","2024-05-09T01:16:20.227Z",TRUE,"pitch","12bec462-9bc5-4f21-8d21-31c79514b9fd",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.43,1.68,NA,145.62,184.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Strikeout","strikeout","Jarren Duran strikes out swinging.",0,0,5,55,"top",7,"2024-05-09T01:15:39.527Z","2024-05-09T01:17:01.319Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,680776,"Jarren Duran","/api/v1/people/680776","L","Left",669276,"Dylan Lee","/api/v1/people/669276","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Atlanta Braves",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.7,78.1,7,0.92,0.4442,6.3203,24.2109,-26.4703,-0.7604,3.7035,-0.7508,1.9985,-5.2626,-123.252,-4.9024,1.5098,50.0042,6.2455,-1.1705,4.8,7.2,24,2159,162,NA,NA,NA,NA,NA,NA,FALSE,-32.3,5.8,2.6,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747127,"2024-05-08",0,"2024-05-09T01:15:57.517Z","2024-05-09T01:16:01.847Z",TRUE,"pitch","317917a8-b0e4-47a2-b987-eaa25124e889",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.5185,1.8393,NA,115.11,174.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Strikeout","strikeout","Jarren Duran strikes out swinging.",0,0,5,55,"top",7,"2024-05-09T01:15:39.527Z","2024-05-09T01:17:01.319Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,680776,"Jarren Duran","/api/v1/people/680776","L","Left",669276,"Dylan Lee","/api/v1/people/669276","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.2,84.8,5,0.9,0.4077,6.2722,27.375,-13.5076,5.5669,10.1986,0.0497,2.3661,-5.5017,-134.0322,-7.8332,1.3999,50.0004,6.279,10.1869,31.2,3.6,24,2267,150,NA,NA,NA,NA,NA,NA,FALSE,-15,17,-9,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747127,"2024-05-08",2,"2024-05-09T01:16:33.263Z","2024-05-09T01:16:55.451Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",0,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,1,680776,"/api/v1/people/680776",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"55","atBat","Strikeout","strikeout","Jarren Duran strikes out swinging.",0,0,5,55,"top",7,"2024-05-09T01:15:39.527Z","2024-05-09T01:17:01.319Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,680776,"Jarren Duran","/api/v1/people/680776","L","Left",669276,"Dylan Lee","/api/v1/people/669276","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Atlanta Braves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747127,"2024-05-08",0,"2024-05-09T01:15:14.261Z","2024-05-09T01:15:22.263Z",TRUE,"pitch","50333574-34f3-45ac-9cc4-e9d763d90ac9",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,1,NA,NA,3.44,1.63,NA,105.31,182.97,"ground_ball","medium","5",99.45,170,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Field Error","field_error","Ceddanne Rafaela reaches on a fielding error by third baseman Austin Riley.",0,0,5,54,"top",7,"2024-05-09T01:14:53.425Z","2024-05-09T01:15:22.263Z",TRUE,FALSE,FALSE,FALSE,0,0,0,1,678882,"Ceddanne Rafaela","/api/v1/people/678882","R","Right",669276,"Dylan Lee","/api/v1/people/669276","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Atlanta Braves","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.7,79.6,9,0.92,0.4345,6.3488,25.7798,-26.5708,8.2226,3.4839,0.3066,2.0671,-5.8191,-126.0765,-5.0554,1.5769,50.0038,6.2444,13.2298,24,7.2,24,1738,134,91.6,-8,15,NA,NA,NA,FALSE,-31.1,5.4,-13.6,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,678882,"Ceddanne Rafaela","/api/v1/people/678882",NA,NA,NA,NA,NA,NA,NA
747127,"2024-05-08",6,"2024-05-09T01:14:45.778Z","2024-05-09T01:14:49.884Z",TRUE,"pitch","0c47a8ae-d4a5-42a1-91a6-0562f05b7b84",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,0,NA,NA,3.4648,1.685,NA,153.61,184.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Strikeout","strikeout","Wilyer Abreu strikes out swinging.",0,0,5,53,"top",7,"2024-05-09T01:13:42.679Z","2024-05-09T01:14:49.884Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,677800,"Wilyer Abreu","/api/v1/people/677800","L","Left",669276,"Dylan Lee","/api/v1/people/669276","L","Left","vs_LHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Atlanta Braves",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.1,77.9,13,0.91,0.4466,5.9822,22.8976,-26.8434,-1.2647,3.4919,-0.9606,2.0262,-5.4491,-122.3893,-4.8575,1.4539,50.0015,6.3204,-1.9278,6,7.2,24,2133,183,NA,NA,NA,NA,NA,NA,TRUE,-33,5.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747127,"2024-05-08",5,"2024-05-09T01:14:29.922Z","2024-05-09T01:14:34.746Z",TRUE,"pitch","1041d516-f09f-415a-a671-76c3b9e50fb2",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,3.5284,1.7677,NA,120.01,114.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Strikeout","strikeout","Wilyer Abreu strikes out swinging.",0,0,5,53,"top",7,"2024-05-09T01:13:42.679Z","2024-05-09T01:14:49.884Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,677800,"Wilyer Abreu","/api/v1/people/677800","L","Left",669276,"Dylan Lee","/api/v1/people/669276","L","Left","vs_LHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.7,84,11,0.91,0.4075,5.9393,31.649,-11.8247,3.0428,11.1448,-0.0789,4.6165,-5.0174,-134.8534,-2.8224,1.4177,50.0051,6.5206,5.5576,19.2,2.4,24,2330,151,NA,NA,NA,NA,NA,NA,FALSE,-12.4,19.7,-4.3,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747127,"2024-05-08",3,"2024-05-09T01:13:59.090Z","2024-05-09T01:14:02.917Z",TRUE,"pitch","5195778a-f33a-4128-8929-f167d4fd5812",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,0,NA,NA,3.45,1.67,NA,147.79,185.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Strikeout","strikeout","Wilyer Abreu strikes out swinging.",0,0,5,53,"top",7,"2024-05-09T01:13:42.679Z","2024-05-09T01:14:49.884Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,677800,"Wilyer Abreu","/api/v1/people/677800","L","Left",669276,"Dylan Lee","/api/v1/people/669276","L","Left","vs_LHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Atlanta Braves",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.1,77.4,7,0.91,0.4479,6.22,24.3346,-25.6833,-2.4886,4.2862,-0.8078,1.9701,-4.7918,-122.326,-5.2557,1.5004,50.0036,6.351,-3.7667,9.6,7.2,24,2055,170,NA,NA,NA,NA,NA,NA,FALSE,-31.9,6.7,5.6,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747127,"2024-05-08",2,"2024-05-09T01:13:44.995Z","2024-05-09T01:13:50.715Z",TRUE,"pitch","31e20dca-a162-4c3e-afa4-c61371214f67",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.688,1.8294,NA,104.49,139.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Strikeout","strikeout","Wilyer Abreu strikes out swinging.",0,0,5,53,"top",7,"2024-05-09T01:13:42.679Z","2024-05-09T01:14:49.884Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,677800,"Wilyer Abreu","/api/v1/people/677800","L","Left",669276,"Dylan Lee","/api/v1/people/669276","L","Left","vs_LHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.1,84.2,3,0.9,0.4085,6.3204,28.9042,-12.9043,4.5044,10.5859,0.3283,3.6905,-4.5211,-134.0558,-4.6068,1.4512,50.0039,6.352,8.2011,27.6,3.6,24,2240,152,NA,NA,NA,NA,NA,NA,FALSE,-13.8,18.4,-7.2,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747127,"2024-05-08",0,"2024-05-09T01:13:06.349Z","2024-05-09T01:13:06.380Z",FALSE,"action",NA,NA,"Adam Duvall remains in the game as the left fielder.","Defensive Switch",0,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,594807,"/api/v1/people/594807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"7","Outfielder","Outfielder","LF","901","53","atBat","Strikeout","strikeout","Wilyer Abreu strikes out swinging.",0,0,5,53,"top",7,"2024-05-09T01:13:42.679Z","2024-05-09T01:14:49.884Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,677800,"Wilyer Abreu","/api/v1/people/677800","L","Left",669276,"Dylan Lee","/api/v1/people/669276","L","Left","vs_LHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Atlanta Braves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,672284,"/api/v1/people/672284",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747127,"2024-05-08",1,"2024-05-09T01:13:06.380Z","2024-05-09T01:13:44.995Z",FALSE,"action",NA,NA,"Pitching Change: Dylan Lee replaces Chris Sale.","Pitching Substitution",0,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,669276,"/api/v1/people/669276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"53","atBat","Strikeout","strikeout","Wilyer Abreu strikes out swinging.",0,0,5,53,"top",7,"2024-05-09T01:13:42.679Z","2024-05-09T01:14:49.884Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,677800,"Wilyer Abreu","/api/v1/people/677800","L","Left",669276,"Dylan Lee","/api/v1/people/669276","L","Left","vs_LHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Atlanta Braves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747127,"2024-05-08",4,"2024-05-09T01:14:08.673Z","2024-05-09T01:14:29.922Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",0,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,0,677800,"/api/v1/people/677800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"53","atBat","Strikeout","strikeout","Wilyer Abreu strikes out swinging.",0,0,5,53,"top",7,"2024-05-09T01:13:42.679Z","2024-05-09T01:14:49.884Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,677800,"Wilyer Abreu","/api/v1/people/677800","L","Left",669276,"Dylan Lee","/api/v1/people/669276","L","Left","vs_LHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Atlanta Braves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747127,"2024-05-08",3,"2024-05-09T01:11:10.646Z","2024-05-09T01:11:16.211Z",TRUE,"pitch","a541614b-eb73-471a-9e25-d9a978ef47e9",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.54,1.61,NA,120.97,141.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Strikeout","strikeout","Ronald Acuña Jr. strikes out swinging.",0,0,5,52,"bottom",6,"2024-05-09T01:09:52.759Z","2024-05-09T01:11:16.211Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,660670,"Ronald Acuña Jr.","/api/v1/people/660670","R","Right",592155,"Cam Booser","/api/v1/people/592155","L","Left","vs_LHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Boston Red Sox","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95,86,2,0.89,0.3981,6.2333,33.2603,-9.6791,4.1441,11.7585,-0.1042,3.5857,-7.4225,-138.0542,-4.4973,2.0917,50.0044,5.8983,7.9297,30,2.4,24,2161,146,NA,NA,NA,NA,NA,NA,TRUE,-10.2,20.4,-5.8,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747127,"2024-05-08",2,"2024-05-09T01:10:48.206Z","2024-05-09T01:10:52.257Z",TRUE,"pitch","71612cb4-d2eb-4141-9994-ef257c95d1c1",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.54,1.61,NA,93.98,165.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Strikeout","strikeout","Ronald Acuña Jr. strikes out swinging.",0,0,5,52,"bottom",6,"2024-05-09T01:09:52.759Z","2024-05-09T01:11:16.211Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,660670,"Ronald Acuña Jr.","/api/v1/people/660670","R","Right",592155,"Cam Booser","/api/v1/people/592155","L","Left","vs_LHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Boston Red Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.8,86.6,6,0.9,0.3974,5.99,30.4439,-11.8968,5.3853,10.5408,0.604,2.7079,-6.208,-137.7792,-6.3388,2.1861,50.0009,5.8413,10.3585,33.6,3.6,24,2155,145,NA,NA,NA,NA,NA,NA,FALSE,-12.6,18,-8.5,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747127,"2024-05-08",1,"2024-05-09T01:10:30.466Z","2024-05-09T01:10:35.111Z",TRUE,"pitch","4c2f0a27-ce71-4e27-9651-f86ce75b2772",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.6084,1.6722,NA,123,133.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Strikeout","strikeout","Ronald Acuña Jr. strikes out swinging.",0,0,5,52,"bottom",6,"2024-05-09T01:09:52.759Z","2024-05-09T01:11:16.211Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,660670,"Ronald Acuña Jr.","/api/v1/people/660670","R","Right",592155,"Cam Booser","/api/v1/people/592155","L","Left","vs_LHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Boston Red Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.1,87.9,11,0.9,0.3915,6.1812,30.9796,-13.5726,4.6088,9.3798,-0.1575,3.8966,-7.9209,-139.8025,-3.3184,2.1113,50.0035,5.9877,9.1415,27.6,3.6,24,2134,144,NA,NA,NA,NA,NA,NA,FALSE,-13.1,16.4,-6.7,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747127,"2024-05-08",0,"2024-05-09T01:10:12.477Z","2024-05-09T01:10:17.954Z",TRUE,"pitch","6029fe42-e3df-441b-b5b3-fbf9f20453c2",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.4627,1.5942,NA,130.41,150.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Strikeout","strikeout","Ronald Acuña Jr. strikes out swinging.",0,0,5,52,"bottom",6,"2024-05-09T01:09:52.759Z","2024-05-09T01:11:16.211Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,660670,"Ronald Acuña Jr.","/api/v1/people/660670","R","Right",592155,"Cam Booser","/api/v1/people/592155","L","Left","vs_LHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Boston Red Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,87.7,1,0.89,0.3946,6.1941,27.873,-16.137,4.7195,8.1973,-0.3518,3.2701,-8.7166,-138.267,-4.5576,2.2137,50.0013,6.0065,9.2321,24,3.6,24,1896,145,NA,NA,NA,NA,NA,NA,FALSE,-15.8,14.2,-7,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747127,"2024-05-08",3,"2024-05-09T01:09:34.544Z","2024-05-09T01:09:47.171Z",TRUE,"pitch","ec297150-fad0-4421-a491-f1e73974f8df",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,1,NA,NA,3.44,1.58,NA,112.3,155.56,"fly_ball","medium","9",174.03,129.6,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Flyout","field_out","Adam Duvall flies out to right fielder Wilyer Abreu.",0,0,5,51,"bottom",6,"2024-05-09T01:08:38.791Z","2024-05-09T01:09:47.171Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,594807,"Adam Duvall","/api/v1/people/594807","R","Right",592155,"Cam Booser","/api/v1/people/592155","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Boston Red Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.1,86,2,0.86,0.4004,6.0036,30.4216,-13.0295,2.8659,10.1009,0.1233,3.0823,-6.4158,-136.8481,-5.6191,2.1265,50.0017,6.056,5.4319,15.6,3.6,24,2082,151,88.1,58,213,NA,NA,NA,TRUE,-13.7,17.3,-3.8,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,518595,"Travis d'Arnaud","/api/v1/people/518595",NA,NA,NA,NA,NA,NA,NA
