"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718093,"2023-05-20",5,"2023-05-20T22:49:06.481Z","2023-05-20T22:49:10.003Z",TRUE,"pitch","8a8b3664-5668-4c0b-8f70-209631086a6e",6,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,3,2,NA,NA,3.2282,1.4303,NA,126.05,153.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Owen Miller called out on strikes.",0,4,8,71,"top",9,"2023-05-20T22:46:56.992Z","2023-05-20T22:49:10.003Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,680911,"Owen Miller","/api/v1/people/680911","R","Right",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Tampa Bay Rays","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",79.9,72.8,2,0.95,0.473,6.109,23.9926,-34.345,11.6372,-1.6033,-0.2374,3.1692,0.2617,-116.2764,1.828,-1.861,50.0022,5.6574,15.7623,25.2,10.8,24,2697,55,NA,NA,NA,NA,NA,NA,TRUE,-45.2,-2,-21.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718093,"2023-05-20",4,"2023-05-20T22:48:41.094Z","2023-05-20T22:48:44.094Z",TRUE,"pitch","d0d886c0-3ee5-4a0b-940b-5d54e7598eaa",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.07,1.36,NA,131.62,127.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Owen Miller called out on strikes.",0,4,8,71,"top",9,"2023-05-20T22:46:56.992Z","2023-05-20T22:49:10.003Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,680911,"Owen Miller","/api/v1/people/680911","R","Right",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Tampa Bay Rays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.4,87.2,11,0.9,0.394,6.8,31.0838,-11.3497,-2.9498,10.6391,-0.3836,4.1356,3.799,-138.9939,-2.3423,-1.3846,50.0003,5.7426,-5.7728,22.8,2.4,24,2551,206,NA,NA,NA,NA,NA,NA,FALSE,-11,19,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718093,"2023-05-20",3,"2023-05-20T22:48:14.739Z","2023-05-20T22:48:19.992Z",TRUE,"pitch","ee2069ba-d2f1-4afd-905c-68f15d43c703",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.07,1.36,NA,132.44,147.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Owen Miller called out on strikes.",0,4,8,71,"top",9,"2023-05-20T22:46:56.992Z","2023-05-20T22:49:10.003Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,680911,"Owen Miller","/api/v1/people/680911","R","Right",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Tampa Bay Rays","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",90,82.3,11,0.89,0.4184,6.3785,27.7958,-27.0993,-7.1041,2.9242,-0.4051,3.3749,5.0359,-130.9502,-1.0862,-1.4307,50.0025,5.8233,-12.3308,22.8,7.2,24,2446,232,NA,NA,NA,NA,NA,NA,FALSE,-28.6,5.3,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718093,"2023-05-20",2,"2023-05-20T22:47:53.451Z","2023-05-20T22:47:57.371Z",TRUE,"pitch","f35898a6-6f29-406f-a168-8a8dc6620dcb",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.07,1.36,NA,107.72,137.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Owen Miller called out on strikes.",0,4,8,71,"top",9,"2023-05-20T22:46:56.992Z","2023-05-20T22:49:10.003Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,680911,"Owen Miller","/api/v1/people/680911","R","Right",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Tampa Bay Rays","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",79.3,71.9,12,0.95,0.4779,6.4372,24.5436,-32.5288,13.9962,-0.2675,0.2436,3.7416,0.5779,-115.2913,2.8943,-1.8256,50.0026,5.6422,18.548,30,10.8,24,2713,60,NA,NA,NA,NA,NA,NA,FALSE,-43.4,0.7,-25.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718093,"2023-05-20",1,"2023-05-20T22:47:31.240Z","2023-05-20T22:47:34.690Z",TRUE,"pitch","55cc94c6-f871-48e5-8d05-779859df9974",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,2,NA,NA,3.07,1.36,NA,107.42,143.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Owen Miller called out on strikes.",0,4,8,71,"top",9,"2023-05-20T22:46:56.992Z","2023-05-20T22:49:10.003Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,680911,"Owen Miller","/api/v1/people/680911","R","Right",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Tampa Bay Rays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.9,86.8,12,0.9,0.3963,6.6467,30.1891,-15.5431,-4.6812,8.5962,0.2514,3.541,6.3422,-138.0907,-2.5463,-1.4649,50.0048,5.5183,-9.0596,25.2,3.6,24,2627,214,NA,NA,NA,NA,NA,NA,FALSE,-15.1,15.2,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718093,"2023-05-20",0,"2023-05-20T22:47:10.733Z","2023-05-20T22:47:14.878Z",TRUE,"pitch","f3fdc60f-3530-4252-bdd1-70a25ff0c44d",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.0436,1.36,NA,48.13,151.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Owen Miller called out on strikes.",0,4,8,71,"top",9,"2023-05-20T22:46:56.992Z","2023-05-20T22:49:10.003Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,680911,"Owen Miller","/api/v1/people/680911","R","Right",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Tampa Bay Rays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95,87.2,12,0.9,0.3958,6.9619,28.8705,-12.2329,-4.2878,10.264,1.8069,3.2155,9.7437,-138.0506,-4.0688,-1.201,50.0007,5.5235,-8.33,26.4,3.6,24,2672,206,NA,NA,NA,NA,NA,NA,FALSE,-12.2,18,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718093,"2023-05-20",2,"2023-05-20T22:46:32.647Z","2023-05-20T22:46:42.990Z",TRUE,"pitch","3dfbcb04-bb00-4084-acc4-dfb6e7ec15d9",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.32,1.55,NA,109.02,140.57,"popup","medium","5",110.8,169.53,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Pop Out","field_out","Victor Caratini pops out to third baseman Isaac Paredes on the infield fly rule.",0,4,8,70,"top",9,"2023-05-20T22:46:30.387Z","2023-05-20T22:46:42.990Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,605170,"Victor Caratini","/api/v1/people/605170","L","Left",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_LHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.6,86.8,12,0.9,0.397,6.8318,28.9807,-15.124,-3.6448,8.834,0.2093,3.6376,6.0344,-137.6836,-2.3914,-1.5318,50.0052,5.5341,-7.0374,20.4,3.6,24,2585,218,74.5,73,89,NA,NA,NA,TRUE,-14.6,15.7,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,605119,"Brian Anderson","/api/v1/people/605119",642133,"Rowdy Tellez","/api/v1/people/642133",NA,NA,NA
718093,"2023-05-20",0,"2023-05-20T22:43:44.428Z","2023-05-20T22:45:01.574Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",4,8,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"70","atBat","Pop Out","field_out","Victor Caratini pops out to third baseman Isaac Paredes on the infield fly rule.",0,4,8,70,"top",9,"2023-05-20T22:46:30.387Z","2023-05-20T22:46:42.990Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,605170,"Victor Caratini","/api/v1/people/605170","L","Left",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_LHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718093,"2023-05-20",1,"2023-05-20T22:45:01.574Z","2023-05-20T22:46:32.647Z",FALSE,"action",NA,NA,"Pitching Change: Jason Adam replaces Kevin Kelly.","Pitching Substitution",4,8,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,592094,"/api/v1/people/592094",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"70","atBat","Pop Out","field_out","Victor Caratini pops out to third baseman Isaac Paredes on the infield fly rule.",0,4,8,70,"top",9,"2023-05-20T22:46:30.387Z","2023-05-20T22:46:42.990Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,605170,"Victor Caratini","/api/v1/people/605170","L","Left",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_LHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718093,"2023-05-20",6,"2023-05-20T22:43:20.065Z","2023-05-20T22:43:26.625Z",TRUE,"pitch","510354b0-8a69-469f-86e6-f022d03f1f3f",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,1,NA,NA,3.3674,1.56,NA,187.68,175.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Walk","walk","Brian Anderson walks. Rowdy Tellez to 2nd.",0,4,8,69,"top",9,"2023-05-20T22:41:39.410Z","2023-05-20T22:43:26.625Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,605119,"Brian Anderson","/api/v1/people/605119","R","Right",687330,"Kevin Kelly","/api/v1/people/687330","R","Right","vs_RHP","vs_RHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Tampa Bay Rays",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.3,83.6,13,0.9,0.412,7.2669,28.5129,-36.1545,-8.0374,-2.2195,-1.8543,2.3536,2.68,-132.9478,2.9944,-1.8311,50.0057,3.8367,-14.3896,21.6,8.4,24,2050,246,NA,NA,NA,NA,NA,NA,FALSE,-35.9,-3.1,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,605119,"Brian Anderson","/api/v1/people/605119",642133,"Rowdy Tellez","/api/v1/people/642133",NA,NA,NA
