"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717843,"2023-06-08",3,"2023-06-09T01:42:41.664Z","2023-06-09T01:42:45.124Z",TRUE,"pitch","ccc998d0-481c-4487-a842-3139a92e1fb2",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,2,NA,NA,3.32,1.55,NA,104.6,124.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Jose Abreu strikes out swinging.",0,2,3,67,"top",9,"2023-06-09T01:41:39.861Z","2023-06-09T01:42:45.124Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,547989,"José Abreu","/api/v1/people/547989","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Toronto Blue Jays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.5,89,12,0.88,0.3841,7.5868,36.513,-9.966,-2.6824,10.8132,0.3254,4.2256,7.6669,-143.1986,-3.6538,-2.0514,50.0006,6.1535,-5.5095,18,2.4,24,2477,196,NA,NA,NA,NA,NA,NA,TRUE,-9.6,18.8,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717843,"2023-06-08",1,"2023-06-09T01:42:10.109Z","2023-06-09T01:42:13.173Z",TRUE,"pitch","01e8373b-e341-428c-8edb-61d8f054c985",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.32,1.55,NA,105.67,179.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Jose Abreu strikes out swinging.",0,2,3,67,"top",9,"2023-06-09T01:41:39.861Z","2023-06-09T01:42:45.124Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,547989,"José Abreu","/api/v1/people/547989","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Toronto Blue Jays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.4,88.5,6,0.88,0.3882,7.667,34.3844,-9.449,-1.0128,11.2882,0.2973,2.2076,7.1013,-141.4763,-8.3475,-2.1212,50.0022,5.8144,-2.0405,1.2,2.4,24,2371,194,NA,NA,NA,NA,NA,NA,FALSE,-10.3,18.7,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717843,"2023-06-08",0,"2023-06-09T01:41:49.849Z","2023-06-09T01:41:53.143Z",TRUE,"pitch","94329b79-6be0-436a-9f31-e6025ec05713",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.32,1.55,NA,156.92,177.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Jose Abreu strikes out swinging.",0,2,3,67,"top",9,"2023-06-09T01:41:39.861Z","2023-06-09T01:42:45.124Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,547989,"José Abreu","/api/v1/people/547989","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Toronto Blue Jays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.7,80.3,13,0.9,0.4302,7.4423,27.9499,-35.0518,2.2402,-1.7544,-1.0472,2.2728,4.002,-127.6525,-1.7616,-2.9305,50.0034,5.749,3.6718,7.2,8.4,24,2064,72,NA,NA,NA,NA,NA,NA,FALSE,-39.1,-3.4,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717843,"2023-06-08",2,"2023-06-09T01:42:29.743Z","2023-06-09T01:42:41.664Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",2,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,2,547989,"/api/v1/people/547989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Jose Abreu strikes out swinging.",0,2,3,67,"top",9,"2023-06-09T01:41:39.861Z","2023-06-09T01:42:45.124Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,547989,"José Abreu","/api/v1/people/547989","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Toronto Blue Jays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717843,"2023-06-08",0,"2023-06-09T01:41:16.087Z","2023-06-09T01:41:22.084Z",TRUE,"pitch","d3eae753-2131-4296-a4a8-88c5dc49d32b",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.5,1.7,NA,136.35,178.31,"line_drive","medium","9",192.48,106.57,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Lineout","field_out","Kyle Tucker lines out to right fielder George Springer.",0,2,3,66,"top",9,"2023-06-09T01:40:55.237Z","2023-06-09T01:41:22.084Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,663656,"Kyle Tucker","/api/v1/people/663656","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Toronto Blue Jays","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.3,78.7,7,0.9,0.4381,7.3386,28.1952,-34.78,1.0883,-1.656,-0.5076,2.2395,4.9918,-125.5838,-2.1561,-2.6719,50.0005,5.9702,1.7162,4.8,9.6,24,2039,71,86.2,23,283,NA,NA,NA,TRUE,-40.3,-3.2,-3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717843,"2023-06-08",3,"2023-06-09T01:40:37.847Z","2023-06-09T01:40:44.610Z",TRUE,"pitch","d2fbcb99-97e5-42f2-bcf7-757c02cc3613",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,0,NA,NA,3.11,1.5,NA,100.91,183.66,"line_drive","hard","8",118.98,49.82,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Lineout","field_out","Alex Bregman lines out sharply to center fielder Daulton Varsho.",0,2,3,65,"top",9,"2023-06-09T01:40:03.549Z","2023-06-09T01:40:44.610Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,608324,"Alex Bregman","/api/v1/people/608324","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Toronto Blue Jays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.9,79.7,6,0.9,0.4346,7.3244,27.1147,-35.8338,-0.0602,-2.2787,0.422,2.0416,7.0661,-126.3112,-2.4654,-2.4107,50.0021,5.9278,-0.0971,2.4,9.6,24,2091,57,104.4,20,371,NA,NA,NA,TRUE,-40.9,-4.4,-1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717843,"2023-06-08",2,"2023-06-09T01:40:20.370Z","2023-06-09T01:40:23.636Z",TRUE,"pitch","bddeb47c-df38-4f83-8e71-8fec9abe23a0",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.2713,1.4877,NA,83.17,240.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Lineout","field_out","Alex Bregman lines out sharply to center fielder Daulton Varsho.",0,2,3,65,"top",9,"2023-06-09T01:40:03.549Z","2023-06-09T01:40:44.610Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,608324,"Alex Bregman","/api/v1/people/608324","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Toronto Blue Jays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.9,87.9,14,0.88,0.3927,7.4217,33.9623,-6.9751,-5.0993,12.8146,0.8875,-0.0539,10.63,-139.9093,-14.4787,-2.3128,50.0062,5.6668,-10.0307,36,2.4,24,2422,204,NA,NA,NA,NA,NA,NA,FALSE,-9.8,19.9,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717843,"2023-06-08",1,"2023-06-09T01:40:05.939Z","2023-06-09T01:40:09.499Z",TRUE,"pitch","ccb811ba-09b4-47fc-8379-803d8923f228",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.2474,1.4638,NA,129,172.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Lineout","field_out","Alex Bregman lines out sharply to center fielder Daulton Varsho.",0,2,3,65,"top",9,"2023-06-09T01:40:03.549Z","2023-06-09T01:40:44.610Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,608324,"Alex Bregman","/api/v1/people/608324","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Toronto Blue Jays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.6,85.9,4,0.87,0.3996,7.2207,32.3939,-9.9156,-3.4928,11.7167,-0.3149,2.4585,7.5201,-137.4248,-6.9468,-2.6414,50.0024,5.7037,-6.6358,22.8,2.4,24,2358,202,NA,NA,NA,NA,NA,NA,FALSE,-11,19.8,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717843,"2023-06-08",0,"2023-06-09T01:38:14.581Z","2023-06-09T01:40:05.939Z",FALSE,"action",NA,NA,"Pitching Change: Jordan Romano replaces Erik Swanson.","Pitching Substitution",2,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,605447,"/api/v1/people/605447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"65","atBat","Lineout","field_out","Alex Bregman lines out sharply to center fielder Daulton Varsho.",0,2,3,65,"top",9,"2023-06-09T01:40:03.549Z","2023-06-09T01:40:44.610Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,608324,"Alex Bregman","/api/v1/people/608324","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Toronto Blue Jays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717843,"2023-06-08",1,"2023-06-09T01:37:20.220Z","2023-06-09T01:37:26.451Z",TRUE,"pitch","3cae10f9-d05e-4639-a9ae-4d8b415e67ca",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.34,1.6,NA,134.81,192.44,"ground_ball","hard","5",101.85,169.34,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Groundout","field_out","Santiago Espinal grounds out sharply, third baseman Alex Bregman to first baseman Jose Abreu.",0,2,3,64,"bottom",8,"2023-06-09T01:36:38.858Z","2023-06-09T01:37:26.451Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,669289,"Santiago Espinal","/api/v1/people/669289","R","Right",606160,"Rafael Montero","/api/v1/people/606160","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Houston Astros","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.3,87.4,7,0.94,0.3926,6.6416,34.5157,-21.0596,-9.9321,5.6526,-0.4672,1.7164,5.3343,-140.0375,-4.7476,-1.1164,50.0029,4.8296,-19.5332,39.6,6,24,2363,219,101.7,-5,18,NA,NA,NA,TRUE,-20.4,9.4,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
