"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716908,"2023-08-22",3,"2023-08-22T03:23:38.212Z","2023-08-22T03:23:47.008Z",TRUE,"pitch","88389e73-ebd3-489d-aa2d-18b88523cfd8",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,2,NA,NA,3.4,1.59,NA,98.84,201.01,"fly_ball","medium","9",187.2,78.4,NA,NA,NA,NA,NA,NA,NA,NA,"87","atBat","Flyout","field_out","Trevor Story flies out to right fielder Kyle Tucker.",0,4,9,87,"top",9,"2023-08-22T03:22:09.299Z","2023-08-22T03:23:47.008Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,596115,"Trevor Story","/api/v1/people/596115","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Houston Astros","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",91.2,83.8,14,2,0.4128,6.1746,28.5498,-26.34,3.0874,3.2685,0.4765,1.3987,0.7825,-132.7159,-6.5348,-0.2232,50.0003,5.8127,5.503,12,6,24,2690,161,94.1,30,336,NA,NA,NA,TRUE,-28.2,4.7,-5.8,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716908,"2023-08-22",2,"2023-08-22T03:23:12.508Z","2023-08-22T03:23:15.818Z",TRUE,"pitch","ff7dfc34-e6fb-4ebf-9a78-f08c73c7065d",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,2,NA,NA,3.2033,1.5038,NA,93.4,163.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87","atBat","Flyout","field_out","Trevor Story flies out to right fielder Kyle Tucker.",0,4,9,87,"top",9,"2023-08-22T03:22:09.299Z","2023-08-22T03:23:47.008Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,596115,"Trevor Story","/api/v1/people/596115","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Houston Astros","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.8,81.9,3,2,0.4224,5.8946,25.7424,-28.6529,2.3641,2.068,0.6191,2.7951,1.0881,-129.4089,-2.6123,-0.1134,50.0046,6.0014,4.03,8.4,7.2,24,2671,143,NA,NA,NA,NA,NA,NA,FALSE,-31.1,3.4,-4.6,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716908,"2023-08-22",1,"2023-08-22T03:22:42.533Z","2023-08-22T03:22:48.058Z",TRUE,"pitch","627a04b7-704b-4e54-a1c0-23dcd361408f",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.2033,1.5324,NA,155.23,167.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87","atBat","Flyout","field_out","Trevor Story flies out to right fielder Kyle Tucker.",0,4,9,87,"top",9,"2023-08-22T03:22:09.299Z","2023-08-22T03:23:47.008Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,596115,"Trevor Story","/api/v1/people/596115","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Houston Astros","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.2,83.2,11,2,0.4159,5.9181,26.6957,-27.289,0.2684,2.781,-1.0029,2.6222,-1.5753,-131.4648,-3.4849,-0.4319,50.0064,5.9806,0.4723,0,6,24,2574,171,NA,NA,NA,NA,NA,NA,FALSE,-28.9,4.6,-0.1,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716908,"2023-08-22",0,"2023-08-22T03:22:25.497Z","2023-08-22T03:22:29.995Z",TRUE,"pitch","8f0f9ad8-3204-4ae2-bdb3-6e539fcce282",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.1752,1.561,NA,69.46,211.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87","atBat","Flyout","field_out","Trevor Story flies out to right fielder Kyle Tucker.",0,4,9,87,"top",9,"2023-08-22T03:22:09.299Z","2023-08-22T03:23:47.008Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,596115,"Trevor Story","/api/v1/people/596115","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Houston Astros","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",83,75.9,14,2,0.4563,6.063,27.1866,-40.7677,6.3788,-5.91,1.2473,1.007,1.7719,-120.8075,-2.918,-0.3274,50.005,5.8731,9.2719,13.2,12,24,3219,28,NA,NA,NA,NA,NA,NA,FALSE,-51.4,-11.2,-12,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716908,"2023-08-22",1,"2023-08-22T03:21:41.067Z","2023-08-22T03:21:53.274Z",TRUE,"pitch","cb3afc51-ab9d-4cf7-aae2-150816313d6e",2,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,0,2,NA,NA,3.26,1.53,NA,115.61,155.82,"line_drive","medium","7",38.93,114.88,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Double","double","Adam Duvall doubles (17) on a line drive to left fielder Chas McCormick.",0,4,9,86,"top",9,"2023-08-22T03:21:11.827Z","2023-08-22T03:21:53.274Z",TRUE,FALSE,FALSE,FALSE,34,1,0,2,594807,"Adam Duvall","/api/v1/people/594807","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Houston Astros","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.6,85.1,2,2,0.4032,6.0801,31.7213,-13.9596,-0.0358,9.7609,0.0365,3.0726,-1e-04,-136.1888,-4.9181,0.0412,50.0062,5.8778,-0.0667,0,3.6,24,2575,197,100,21,299,NA,NA,NA,FALSE,-14.6,16.8,0.1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,594807,"Adam Duvall","/api/v1/people/594807",NA,NA,NA,NA,NA,NA
716908,"2023-08-22",0,"2023-08-22T03:21:22.692Z","2023-08-22T03:21:27.620Z",TRUE,"pitch","f14a445d-b40c-4c0b-a504-b15c4224dd80",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.1476,1.4438,NA,59.12,227.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Double","double","Adam Duvall doubles (17) on a line drive to left fielder Chas McCormick.",0,4,9,86,"top",9,"2023-08-22T03:21:11.827Z","2023-08-22T03:21:53.274Z",TRUE,FALSE,FALSE,FALSE,34,1,0,2,594807,"Adam Duvall","/api/v1/people/594807","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Houston Astros","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",83.9,76.5,14,2,0.4524,6.1388,28.9033,-39.7424,8.5889,-5.1249,1.5185,0.4058,1.3799,-122.0858,-4.72,-0.1711,50.0041,5.8659,12.6832,18,12,24,3389,24,NA,NA,NA,NA,NA,NA,FALSE,-49.8,-10.3,-15.8,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,594807,"Adam Duvall","/api/v1/people/594807",NA,NA,NA,NA,NA,NA
716908,"2023-08-22",2,"2023-08-22T03:20:51.397Z","2023-08-22T03:20:55.489Z",TRUE,"pitch","c2d1a8c8-bfbc-4d62-b3a2-3f9f9fdeb3e1",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,3,1,NA,NA,3.5385,1.5815,NA,110.93,148.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Strikeout","strikeout","Triston Casas called out on strikes.",0,4,9,85,"top",9,"2023-08-22T03:19:26.690Z","2023-08-22T03:20:55.489Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,671213,"Triston Casas","/api/v1/people/671213","L","Left",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Houston Astros","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.4,81.9,2,2,0.4206,6.1434,27.2479,-26.613,-5.749,3.2375,0.1592,3.3509,3.5492,-130.2181,-1.2974,-0.4743,50.0042,5.8683,-9.8776,19.2,7.2,24,2091,221,NA,NA,NA,NA,NA,NA,TRUE,-28.3,5.8,9.6,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,594807,"Adam Duvall","/api/v1/people/594807",NA,NA,NA,NA,NA,NA
716908,"2023-08-22",1,"2023-08-22T03:20:04.835Z","2023-08-22T03:20:08.038Z",TRUE,"pitch","c3012c83-0b1d-4232-906e-f49e12fd4033",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.79,1.81,NA,119.51,174.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Strikeout","strikeout","Triston Casas called out on strikes.",0,4,9,85,"top",9,"2023-08-22T03:19:26.690Z","2023-08-22T03:20:55.489Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,671213,"Triston Casas","/api/v1/people/671213","L","Left",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Houston Astros","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.9,82.6,8,2,0.4183,5.9387,28.1118,-29.9991,2.5206,1.2584,-0.066,2.3927,-0.0725,-131.0096,-3.4371,-0.3654,50.006,5.968,4.3751,8.4,7.2,24,2845,120,NA,NA,NA,NA,NA,NA,FALSE,-32,1.7,-4.6,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,594807,"Adam Duvall","/api/v1/people/594807",NA,NA,NA,NA,NA,NA
716908,"2023-08-22",0,"2023-08-22T03:19:46.372Z","2023-08-22T03:19:49.796Z",TRUE,"pitch","34986d87-ca0a-4c3a-a838-80a509e6c0fd",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.6226,1.6956,NA,138.75,157.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Strikeout","strikeout","Triston Casas called out on strikes.",0,4,9,85,"top",9,"2023-08-22T03:19:26.690Z","2023-08-22T03:20:55.489Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,671213,"Triston Casas","/api/v1/people/671213","L","Left",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Houston Astros","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.4,73.7,4,2,0.4665,5.9314,26.8578,-42.0008,8.6539,-7.0762,-0.5705,2.9925,-2.7416,-118.3305,1.6937,-0.5072,50.0008,6.1754,12.0214,15.6,13.2,24,3294,32,NA,NA,NA,NA,NA,NA,FALSE,-53.9,-11.9,-14.8,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,594807,"Adam Duvall","/api/v1/people/594807",NA,NA,NA,NA,NA,NA
716908,"2023-08-22",4,"2023-08-22T03:19:05.039Z","2023-08-22T03:19:13.951Z",TRUE,"pitch","5a82d8bb-841f-49b1-bd58-697956acfffa",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,0,NA,NA,3.25,1.43,NA,115.1,170.95,"fly_ball","medium","8",90.47,57.87,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Flyout","field_out","Masataka Yoshida flies out to center fielder Jake Meyers.",0,4,9,84,"top",9,"2023-08-22T03:18:14.272Z","2023-08-22T03:19:13.951Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,807799,"Masataka Yoshida","/api/v1/people/807799","L","Left",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Houston Astros",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.4,73.8,5,2,0.4666,5.7293,27.0541,-42.4559,10.5118,-7.4046,0.0497,2.5121,-2.1227,-118.3429,0.5419,-0.3944,50.0042,6.2371,14.594,18,13.2,24,3329,32,96.8,30,361,NA,NA,NA,TRUE,-54.8,-12.8,-18.2,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,594807,"Adam Duvall","/api/v1/people/594807",NA,NA,NA,NA,NA,NA
