"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718758,"2023-04-01",2,"2023-04-01T20:16:00.250Z","2023-04-01T20:16:03.438Z",TRUE,"pitch","198941fb-cbdc-4817-8360-a4f9fe091f3f",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.5743,1.7097,NA,55.32,214.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Walk","walk","Willy Adames walks.",0,1,1,53,"top",8,"2023-04-01T20:15:57.884Z","2023-04-01T20:17:16.193Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,642715,"Willy Adames","/api/v1/people/642715","R","Right",605242,"Michael Fulmer","/api/v1/people/605242","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Chicago Cubs",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.7,83.6,14,0.91,0.4152,6.8124,27.8744,-23.2244,2.4374,5.0803,1.6182,0.9165,5.8768,-131.8811,-8.3801,-0.9553,50.0053,5.8466,4.297,12,6,24,2535,154,NA,NA,NA,NA,NA,NA,FALSE,-25.7,7.6,-5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,642715,"Willy Adames","/api/v1/people/642715",NA,NA,NA,NA,NA,NA
718758,"2023-04-01",0,"2023-04-01T20:13:25.144Z","2023-04-01T20:14:53.401Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",1,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"53","atBat","Walk","walk","Willy Adames walks.",0,1,1,53,"top",8,"2023-04-01T20:15:57.884Z","2023-04-01T20:17:16.193Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,642715,"Willy Adames","/api/v1/people/642715","R","Right",605242,"Michael Fulmer","/api/v1/people/605242","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,642715,"Willy Adames","/api/v1/people/642715",NA,NA,NA,NA,NA,NA
718758,"2023-04-01",1,"2023-04-01T20:14:53.401Z","2023-04-01T20:16:00.250Z",FALSE,"action",NA,NA,"Pitching Change: Michael Fulmer replaces Javier Assad.","Pitching Substitution",1,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,605242,"/api/v1/people/605242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"53","atBat","Walk","walk","Willy Adames walks.",0,1,1,53,"top",8,"2023-04-01T20:15:57.884Z","2023-04-01T20:17:16.193Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,642715,"Willy Adames","/api/v1/people/642715","R","Right",605242,"Michael Fulmer","/api/v1/people/605242","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,TRUE,642715,"Willy Adames","/api/v1/people/642715",NA,NA,NA,NA,NA,NA
718758,"2023-04-01",5,"2023-04-01T20:12:54.533Z","2023-04-01T20:13:01.968Z",TRUE,"pitch","8b11a95b-24e1-4bf6-b1ca-8843f33deb00",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,0,NA,NA,3.27,1.48,NA,91.63,157.29,"ground_ball","medium","6",117.21,176.92,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Groundout","field_out","Mike Brosseau grounds out, shortstop Dansby Swanson to first baseman Eric Hosmer.",0,1,1,52,"top",8,"2023-04-01T20:11:51.533Z","2023-04-01T20:13:01.968Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,670712,"Mike Brosseau","/api/v1/people/670712","R","Right",665871,"Javier Assad","/api/v1/people/665871","R","Right","vs_RHP","vs_RHB","RISP",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Chicago Cubs",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.7,75.5,3,2,0.4595,6.2214,22.1324,-28.7291,6.0899,2.39,0.6656,3.0183,3.8465,-119.0412,-0.8959,-1.7604,50.002,5.9926,8.7673,18,8.4,24,2360,61,60.3,-3,27,NA,NA,NA,TRUE,-36.4,4.4,-11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,642715,"Willy Adames","/api/v1/people/642715",668930,"Brice Turang","/api/v1/people/668930",669003,"Garrett Mitchell","/api/v1/people/669003"
718758,"2023-04-01",4,"2023-04-01T20:12:31.344Z","2023-04-01T20:12:35.946Z",TRUE,"pitch","7c0639e3-33fa-4c6f-845a-a4b80211188f",2,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,1,0,NA,NA,3.2699,1.4659,NA,80.9,230.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Groundout","field_out","Mike Brosseau grounds out, shortstop Dansby Swanson to first baseman Eric Hosmer.",0,1,1,52,"top",8,"2023-04-01T20:11:51.533Z","2023-04-01T20:13:01.968Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,670712,"Mike Brosseau","/api/v1/people/670712","R","Right",665871,"Javier Assad","/api/v1/people/665871","R","Right","vs_RHP","vs_RHB","RISP",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Chicago Cubs",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.4,75.8,14,2,0.4585,6.2361,24.3505,-26.1672,4.9017,4.1602,0.9471,0.2975,4.8587,-119.7187,-7.2943,-1.7496,50.0004,5.7443,7.0734,15.6,8.4,24,2481,52,NA,NA,NA,NA,NA,NA,FALSE,-34.7,5.9,-10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,642715,"Willy Adames","/api/v1/people/642715",NA,NA,NA,NA,NA,NA
718758,"2023-04-01",1,"2023-04-01T20:11:53.770Z","2023-04-01T20:12:00.464Z",TRUE,"pitch","10104540-167d-422d-8d8e-c05745596497",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.1956,1.488,NA,100.88,174.36,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"52","atBat","Groundout","field_out","Mike Brosseau grounds out, shortstop Dansby Swanson to first baseman Eric Hosmer.",0,1,1,52,"top",8,"2023-04-01T20:11:51.533Z","2023-04-01T20:13:01.968Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,670712,"Mike Brosseau","/api/v1/people/670712","R","Right",665871,"Javier Assad","/api/v1/people/665871","R","Right","vs_RHP","vs_RHB","RISP",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Chicago Cubs",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",92,84.5,6,2,0.4087,6.3868,28.0252,-16.2129,-0.7189,8.7671,0.4229,2.3858,6.2457,-133.8672,-5.8964,-1.8439,50.0047,5.7716,-1.3097,0,3.6,24,2114,198,NA,NA,NA,NA,NA,NA,FALSE,-17.4,14.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,642715,"Willy Adames","/api/v1/people/642715",NA,NA,NA,NA,NA,NA
718758,"2023-04-01",0,"2023-04-01T20:11:37.283Z","2023-04-01T20:11:53.770Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-runner Brice Turang replaces Jesse Winker.","Offensive Substitution",1,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,668930,"/api/v1/people/668930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"12","Pinch Runner","Runner","PR","902","52","atBat","Groundout","field_out","Mike Brosseau grounds out, shortstop Dansby Swanson to first baseman Eric Hosmer.",0,1,1,52,"top",8,"2023-04-01T20:11:51.533Z","2023-04-01T20:13:01.968Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,670712,"Mike Brosseau","/api/v1/people/670712","R","Right",665871,"Javier Assad","/api/v1/people/665871","R","Right","vs_RHP","vs_RHB","RISP",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,608385,"/api/v1/people/608385",1,NA,TRUE,TRUE,642715,"Willy Adames","/api/v1/people/642715",NA,NA,NA,NA,NA,NA
718758,"2023-04-01",2,"2023-04-01T20:12:09.088Z","2023-04-01T20:12:20.303Z",FALSE,"action",NA,NA,"Brice Turang steals (1) 2nd base.","Stolen Base 2B",1,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,1,0,668930,"/api/v1/people/668930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10104540-167d-422d-8d8e-c05745596497","stolen_base_2b",NA,NA,NA,NA,NA,NA,"52","atBat","Groundout","field_out","Mike Brosseau grounds out, shortstop Dansby Swanson to first baseman Eric Hosmer.",0,1,1,52,"top",8,"2023-04-01T20:11:51.533Z","2023-04-01T20:13:01.968Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,670712,"Mike Brosseau","/api/v1/people/670712","R","Right",665871,"Javier Assad","/api/v1/people/665871","R","Right","vs_RHP","vs_RHB","RISP",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,642715,"Willy Adames","/api/v1/people/642715",NA,NA,NA,NA,NA,NA
718758,"2023-04-01",3,"2023-04-01T20:12:20.303Z","2023-04-01T20:12:31.344Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",1,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,1,0,670712,"/api/v1/people/670712",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"52","atBat","Groundout","field_out","Mike Brosseau grounds out, shortstop Dansby Swanson to first baseman Eric Hosmer.",0,1,1,52,"top",8,"2023-04-01T20:11:51.533Z","2023-04-01T20:13:01.968Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,670712,"Mike Brosseau","/api/v1/people/670712","R","Right",665871,"Javier Assad","/api/v1/people/665871","R","Right","vs_RHP","vs_RHB","RISP",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,642715,"Willy Adames","/api/v1/people/642715",NA,NA,NA,NA,NA,NA
718758,"2023-04-01",7,"2023-04-01T20:10:44.072Z","2023-04-01T20:10:56.088Z",TRUE,"pitch","257a577e-45df-4c5b-be70-68c8c9f3576d",6,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",3,2,0,NA,NA,3.41,1.59,NA,91.33,174.38,"ground_ball","medium","8",147.12,114.55,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Single","single","Jesse Winker singles on a ground ball to center fielder Cody Bellinger. Brian Anderson scores. Garrett Mitchell to 3rd.",1,1,1,51,"top",8,"2023-04-01T20:08:43.780Z","2023-04-01T20:10:56.088Z",TRUE,TRUE,FALSE,FALSE,70,3,2,0,608385,"Jesse Winker","/api/v1/people/608385","L","Left",665871,"Javier Assad","/api/v1/people/665871","R","Right","vs_RHP","vs_LHB","RISP",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Chicago Cubs",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,86.6,6,2,0.3996,6.3739,27.9629,-16.0644,-3.0759,8.4481,0.6734,2.3852,6.9195,-136.6844,-6.3059,-1.4826,50.0014,5.8108,-5.865,14.4,3.6,24,2026,208,88.2,-2,31,NA,NA,NA,FALSE,-16.6,14.3,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,608385,"Jesse Winker","/api/v1/people/608385",NA,NA,NA,669003,"Garrett Mitchell","/api/v1/people/669003"
718758,"2023-04-01",6,"2023-04-01T20:10:18.310Z","2023-04-01T20:10:21.948Z",TRUE,"pitch","1cc6bbad-3280-423b-a1e1-9ca43d638272",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,0,NA,NA,3.41,1.59,NA,86.4,168.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Single","single","Jesse Winker singles on a ground ball to center fielder Cody Bellinger. Brian Anderson scores. Garrett Mitchell to 3rd.",1,1,1,51,"top",8,"2023-04-01T20:08:43.780Z","2023-04-01T20:10:56.088Z",TRUE,TRUE,FALSE,FALSE,70,3,2,0,608385,"Jesse Winker","/api/v1/people/608385","L","Left",665871,"Javier Assad","/api/v1/people/665871","R","Right","vs_RHP","vs_LHB","RISP",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Chicago Cubs",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.9,85.1,6,2,0.403,6.5677,32.2918,-12.9552,-3.9676,10.2945,0.8027,2.5931,8.0085,-136.3308,-6.1457,-1.6684,50.001,5.7848,-7.4065,21.6,3.6,24,2070,212,NA,NA,NA,NA,NA,NA,FALSE,-14,17.4,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,608385,"Jesse Winker","/api/v1/people/608385",NA,NA,NA,NA,NA,NA
718758,"2023-04-01",5,"2023-04-01T20:09:55.711Z","2023-04-01T20:09:59.495Z",TRUE,"pitch","cd658bad-72db-4630-92a2-482e48b9055a",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,0,NA,NA,3.4099,1.5988,NA,169.76,150.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Single","single","Jesse Winker singles on a ground ball to center fielder Cody Bellinger. Brian Anderson scores. Garrett Mitchell to 3rd.",1,1,1,51,"top",8,"2023-04-01T20:08:43.780Z","2023-04-01T20:10:56.088Z",TRUE,TRUE,FALSE,FALSE,70,3,2,0,608385,"Jesse Winker","/api/v1/people/608385","L","Left",665871,"Javier Assad","/api/v1/people/665871","R","Right","vs_RHP","vs_LHB","RISP",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Chicago Cubs",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.5,84.9,11,2,0.4036,6.4414,31.8525,-13.3426,-4.6151,10.1117,-1.384,3.268,3.032,-136.0843,-4.5943,-1.9171,50.0015,5.9131,-8.5935,28.8,3.6,24,2071,212,NA,NA,NA,NA,NA,NA,FALSE,-14,17.4,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,608385,"Jesse Winker","/api/v1/people/608385",NA,NA,NA,NA,NA,NA
718758,"2023-04-01",4,"2023-04-01T20:09:34.410Z","2023-04-01T20:09:38.376Z",TRUE,"pitch","b41ede1b-d3ad-4b7f-9a9e-7292bc91e96d",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.4099,1.6432,NA,144.43,211.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Single","single","Jesse Winker singles on a ground ball to center fielder Cody Bellinger. Brian Anderson scores. Garrett Mitchell to 3rd.",1,1,1,51,"top",8,"2023-04-01T20:08:43.780Z","2023-04-01T20:10:56.088Z",TRUE,TRUE,FALSE,FALSE,70,3,2,0,608385,"Jesse Winker","/api/v1/people/608385","L","Left",665871,"Javier Assad","/api/v1/people/665871","R","Right","vs_RHP","vs_LHB","RISP",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Chicago Cubs",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.1,79.3,13,2,0.437,6.3792,24.7201,-19.4068,-6.8135,8.0204,-0.7195,1.0222,4.6398,-125.2193,-7.8483,-1.709,50.0015,5.7783,-10.8451,25.2,6,24,1479,230,NA,NA,NA,NA,NA,NA,FALSE,-23.9,13,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,608385,"Jesse Winker","/api/v1/people/608385",NA,NA,NA,NA,NA,NA
718758,"2023-04-01",3,"2023-04-01T20:09:13.061Z","2023-04-01T20:09:16.800Z",TRUE,"pitch","d03b10bd-519d-43e0-99a9-dbcdf10454e8",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.4099,1.6875,NA,130.26,209.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Single","single","Jesse Winker singles on a ground ball to center fielder Cody Bellinger. Brian Anderson scores. Garrett Mitchell to 3rd.",1,1,1,51,"top",8,"2023-04-01T20:08:43.780Z","2023-04-01T20:10:56.088Z",TRUE,TRUE,FALSE,FALSE,70,3,2,0,608385,"Jesse Winker","/api/v1/people/608385","L","Left",665871,"Javier Assad","/api/v1/people/665871","R","Right","vs_RHP","vs_LHB","RISP",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Chicago Cubs",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.2,83.1,13,2,0.4197,6.3067,23.7156,-22.3449,1.7289,5.6842,-0.3479,1.0988,3.7184,-129.8205,-7.8513,-2.016,50.006,5.8272,2.9914,8.4,6,24,2056,187,NA,NA,NA,NA,NA,NA,FALSE,-25,9,-3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,608385,"Jesse Winker","/api/v1/people/608385",NA,NA,NA,NA,NA,NA
718758,"2023-04-01",2,"2023-04-01T20:08:46.146Z","2023-04-01T20:08:49.729Z",TRUE,"pitch","c590e81b-2fc2-4ed8-9a06-03e82858d912",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,0,NA,NA,3.41,1.59,NA,118.06,148.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Single","single","Jesse Winker singles on a ground ball to center fielder Cody Bellinger. Brian Anderson scores. Garrett Mitchell to 3rd.",1,1,1,51,"top",8,"2023-04-01T20:08:43.780Z","2023-04-01T20:10:56.088Z",TRUE,TRUE,FALSE,FALSE,70,3,2,0,608385,"Jesse Winker","/api/v1/people/608385","L","Left",665871,"Javier Assad","/api/v1/people/665871","R","Right","vs_RHP","vs_LHB","RISP",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Chicago Cubs",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.5,82.5,2,2,0.4193,6.4636,25.5713,-21.0103,1.6194,6.4493,-0.0279,3.3546,4.669,-130.2877,-2.7633,-2.0486,50.0044,6.0045,2.803,9.6,4.8,24,1959,191,NA,NA,NA,NA,NA,NA,FALSE,-22.6,11.3,-3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,608385,"Jesse Winker","/api/v1/people/608385",NA,NA,NA,NA,NA,NA
718758,"2023-04-01",0,"2023-04-01T20:07:54.168Z","2023-04-01T20:08:11.994Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",0,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"51","atBat","Single","single","Jesse Winker singles on a ground ball to center fielder Cody Bellinger. Brian Anderson scores. Garrett Mitchell to 3rd.",1,1,1,51,"top",8,"2023-04-01T20:08:43.780Z","2023-04-01T20:10:56.088Z",TRUE,TRUE,FALSE,FALSE,70,3,2,0,608385,"Jesse Winker","/api/v1/people/608385","L","Left",665871,"Javier Assad","/api/v1/people/665871","R","Right","vs_RHP","vs_LHB","RISP",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,608385,"Jesse Winker","/api/v1/people/608385",NA,NA,NA,NA,NA,NA
