"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
716566,"2023-09-16",2,"2023-09-16T23:09:05.689Z","2023-09-16T23:09:14.156Z",TRUE,"pitch","4d8c4090-1799-4c42-b3e5-0205199c3bcd",3,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,1,2,NA,NA,3.3,1.55,NA,84.14,182.38,"ground_ball","medium","5",114.05,177.37,NA,NA,NA,NA,NA,NA,NA,NA,"98","atBat","Single","single","Whit Merrifield singles on a ground ball to third baseman Rafael Devers. Vladimir Guerrero Jr. scores.",1,3,4,98,"bottom",13,"2023-09-16T23:08:30.143Z","2023-09-16T23:09:14.156Z",TRUE,TRUE,FALSE,FALSE,60,1,1,2,593160,"Whit Merrifield","/api/v1/people/593160","R","Right",661440,"Mauricio Llovera","/api/v1/people/661440","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Boston Red Sox","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.6,86.9,14,0.9,0.3955,6.184,33.2913,-24.374,-9.7896,4.0214,0.8619,2.0888,9.3435,-138.8837,-4.0092,-1.2863,50.0006,5.1869,-18.9781,33.6,6,24,2117,217,61,-53,2,NA,NA,NA,FALSE,-23.6,6.6,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,593160,"Whit Merrifield","/api/v1/people/593160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716566,"2023-09-16",1,"2023-09-16T23:08:48.901Z","2023-09-16T23:08:52.601Z",TRUE,"pitch","26fa17e7-ac42-4c61-9fea-c137691ac935",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.2766,1.5489,NA,104.7,180.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98","atBat","Single","single","Whit Merrifield singles on a ground ball to third baseman Rafael Devers. Vladimir Guerrero Jr. scores.",1,3,4,98,"bottom",13,"2023-09-16T23:08:30.143Z","2023-09-16T23:09:14.156Z",TRUE,TRUE,FALSE,FALSE,60,1,1,2,593160,"Whit Merrifield","/api/v1/people/593160","R","Right",661440,"Mauricio Llovera","/api/v1/people/661440","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Boston Red Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.8,85.7,6,0.9,0.3999,6.3986,34.3983,-26.699,-11.1643,2.8881,0.3226,2.1432,8.6529,-137.6751,-3.3001,-1.4318,50.0011,5.1917,-21.1421,34.8,7.2,24,2084,224,NA,NA,NA,NA,NA,NA,FALSE,-26.3,4.7,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,593160,"Whit Merrifield","/api/v1/people/593160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716566,"2023-09-16",0,"2023-09-16T23:08:32.440Z","2023-09-16T23:08:35.597Z",TRUE,"pitch","2bde4011-36ca-4a14-9120-730ce99b085c",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.2989,1.5489,NA,63.05,210.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98","atBat","Single","single","Whit Merrifield singles on a ground ball to third baseman Rafael Devers. Vladimir Guerrero Jr. scores.",1,3,4,98,"bottom",13,"2023-09-16T23:08:30.143Z","2023-09-16T23:09:14.156Z",TRUE,TRUE,FALSE,FALSE,60,1,1,2,593160,"Whit Merrifield","/api/v1/people/593160","R","Right",661440,"Mauricio Llovera","/api/v1/people/661440","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Boston Red Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.5,86.3,14,0.9,0.3979,6.4053,34.6728,-26.2933,-12.2542,3.0733,1.4152,1.0319,11.7558,-138.3711,-6.0813,-1.3236,50.0023,5.0516,-23.4488,37.2,7.2,24,2063,227,NA,NA,NA,NA,NA,NA,FALSE,-26.3,4.2,19.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,593160,"Whit Merrifield","/api/v1/people/593160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716566,"2023-09-16",1,"2023-09-16T23:08:00.865Z","2023-09-16T23:08:08.799Z",TRUE,"pitch","d40b8985-809e-4f26-997a-7f100159c4f8",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.41,1.64,NA,115.04,168.55,"ground_ball","hard","4",152.66,153.89,NA,NA,NA,NA,NA,NA,NA,NA,"97","atBat","Groundout","field_out","Santiago Espinal grounds out sharply, second baseman Luis Urias to first baseman Justin Turner. Vladimir Guerrero Jr. to 3rd.",0,3,3,97,"bottom",13,"2023-09-16T23:07:42.246Z","2023-09-16T23:08:08.799Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,669289,"Santiago Espinal","/api/v1/people/669289","R","Right",661440,"Mauricio Llovera","/api/v1/people/661440","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Boston Red Sox","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.1,86.1,5,0.9,0.398,6.2141,33.8449,-23.2296,-10.095,4.6728,0.0514,2.6012,7.6593,-138.1803,-2.6061,-1.4597,50.0005,5.1354,-19.3117,36,6,24,2050,225,101.7,-3,32,NA,NA,NA,TRUE,-22.6,8,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,593160,"Whit Merrifield","/api/v1/people/593160",NA,NA,NA,665489,"Vladimir Guerrero Jr.","/api/v1/people/665489",NA,NA,NA,NA
716566,"2023-09-16",0,"2023-09-16T23:07:45.663Z","2023-09-16T23:07:48.909Z",TRUE,"pitch","81ea93fb-a8a1-4401-9d2d-e62e3273b778",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.41,1.64,NA,114.49,156.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97","atBat","Groundout","field_out","Santiago Espinal grounds out sharply, second baseman Luis Urias to first baseman Justin Turner. Vladimir Guerrero Jr. to 3rd.",0,3,3,97,"bottom",13,"2023-09-16T23:07:42.246Z","2023-09-16T23:08:08.799Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,669289,"Santiago Espinal","/api/v1/people/669289","R","Right",661440,"Mauricio Llovera","/api/v1/people/661440","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Boston Red Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.1,86.3,2,0.9,0.3972,6.2635,33.1915,-22.5523,-9.0592,5.0062,0.066,3.0357,7.5319,-138.3265,-1.8575,-1.5262,50.0039,5.2405,-17.4147,34.8,6,24,2090,219,NA,NA,NA,NA,NA,NA,FALSE,-21.6,8.9,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,593160,"Whit Merrifield","/api/v1/people/593160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716566,"2023-09-16",7,"2023-09-16T23:07:06.405Z","2023-09-16T23:07:17.541Z",TRUE,"pitch","8e8d316d-ec56-4031-a318-4e99bf2a4412",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,0,NA,NA,2.94,1.43,NA,127.99,179.8,"line_drive","medium","8",144.15,74.81,NA,NA,NA,NA,NA,NA,NA,NA,"96","atBat","Lineout","field_out","Davis Schneider lines out to center fielder Ceddanne Rafaela.",0,3,3,96,"bottom",13,"2023-09-16T23:05:28.740Z","2023-09-16T23:07:17.541Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,676914,"Davis Schneider","/api/v1/people/676914","R","Right",661440,"Mauricio Llovera","/api/v1/people/661440","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.7,87.2,4,0.9,0.3943,6.2407,32.2403,-24.2752,-10.2397,4.0455,-0.2884,2.1846,7.0987,-139.0987,-3.6732,-1.5478,50.0033,5.1386,-19.9946,36,6,24,2100,221,97.2,22,314,NA,NA,NA,TRUE,-23.3,6.7,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,593160,"Whit Merrifield","/api/v1/people/593160",665489,"Vladimir Guerrero Jr.","/api/v1/people/665489",NA,NA,NA,NA,NA,NA,NA
716566,"2023-09-16",6,"2023-09-16T23:06:41.954Z","2023-09-16T23:06:45.325Z",TRUE,"pitch","60767be7-6f38-4d62-b7b9-4dbd274c0da2",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,2.94,1.43,NA,120.3,166.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96","atBat","Lineout","field_out","Davis Schneider lines out to center fielder Ceddanne Rafaela.",0,3,3,96,"bottom",13,"2023-09-16T23:05:28.740Z","2023-09-16T23:07:17.541Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,676914,"Davis Schneider","/api/v1/people/676914","R","Right",661440,"Mauricio Llovera","/api/v1/people/661440","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.9,85.5,2,0.9,0.3995,6.1548,35.1741,-23.0067,-9.6999,4.832,-0.0865,2.6819,7.3796,-137.9245,-2.684,-1.5579,50.0003,5.2462,-18.3919,34.8,6,24,2193,220,NA,NA,NA,NA,NA,NA,FALSE,-22.6,8.3,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,593160,"Whit Merrifield","/api/v1/people/593160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716566,"2023-09-16",5,"2023-09-16T23:06:19.229Z","2023-09-16T23:06:22.579Z",TRUE,"pitch","d0c30d10-f930-4b8a-ab89-2aa75c65fd08",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,2.94,1.43,NA,136.24,164.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96","atBat","Lineout","field_out","Davis Schneider lines out to center fielder Ceddanne Rafaela.",0,3,3,96,"bottom",13,"2023-09-16T23:05:28.740Z","2023-09-16T23:07:17.541Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,676914,"Davis Schneider","/api/v1/people/676914","R","Right",661440,"Mauricio Llovera","/api/v1/people/661440","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95,86.4,1,0.9,0.3973,6.0804,32.7365,-27.2082,-10.5358,2.5831,-0.5048,2.7341,6.6694,-138.1978,-1.8944,-1.5891,50.0002,5.2682,-20.2389,33.6,7.2,24,2120,219,NA,NA,NA,NA,NA,NA,FALSE,-26,4.4,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,593160,"Whit Merrifield","/api/v1/people/593160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716566,"2023-09-16",4,"2023-09-16T23:06:02.695Z","2023-09-16T23:06:07.257Z",TRUE,"pitch","e6bc78e3-ee1a-4589-8e45-850a0a7551f6",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,2.9389,1.3839,NA,91.3,148.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96","atBat","Lineout","field_out","Davis Schneider lines out to center fielder Ceddanne Rafaela.",0,3,3,96,"bottom",13,"2023-09-16T23:05:28.740Z","2023-09-16T23:07:17.541Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,676914,"Davis Schneider","/api/v1/people/676914","R","Right",661440,"Mauricio Llovera","/api/v1/people/661440","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.1,86.5,12,0.9,0.3969,6.1249,31.9031,-27.2858,-10.9867,2.5369,0.6741,3.3336,9.6161,-138.194,-0.4173,-1.4298,50.0023,5.3256,-21.168,34.8,7.2,24,2045,222,NA,NA,NA,NA,NA,NA,FALSE,-25.7,4.7,17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,593160,"Whit Merrifield","/api/v1/people/593160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716566,"2023-09-16",3,"2023-09-16T23:05:46.505Z","2023-09-16T23:05:50.371Z",TRUE,"pitch","ed4f71c0-7be9-40b4-bccf-d90d520ca484",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,0,NA,NA,2.9836,1.4289,NA,104.01,157.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96","atBat","Lineout","field_out","Davis Schneider lines out to center fielder Ceddanne Rafaela.",0,3,3,96,"bottom",13,"2023-09-16T23:05:28.740Z","2023-09-16T23:07:17.541Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,676914,"Davis Schneider","/api/v1/people/676914","R","Right",661440,"Mauricio Llovera","/api/v1/people/661440","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.3,85.9,3,0.9,0.4002,6.1532,31.5662,-25.8403,-9.8029,3.3398,0.3409,3.0158,8.2782,-137.1032,-1.6479,-1.4506,50.0002,5.3957,-18.577,32.4,7.2,24,2131,218,NA,NA,NA,NA,NA,NA,FALSE,-25.1,5.9,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,593160,"Whit Merrifield","/api/v1/people/593160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
