"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718373,"2023-04-29",5,"2023-04-30T02:04:18.893Z","2023-04-30T02:04:26.839Z",TRUE,"pitch","ee4bac06-fc7d-4746-b2cd-e47cd925cfb4",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.14,1.45,NA,97.02,162.04,"fly_ball","medium","9",170.79,121.28,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Flyout","field_out","Elvis Andrus flies out to right fielder Manuel Margot.",0,12,3,77,"bottom",9,"2023-04-30T02:02:26.672Z","2023-04-30T02:04:26.839Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,462101,"Elvis Andrus","/api/v1/people/462101","R","Right",657044,"Ryan Thompson","/api/v1/people/657044","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.3,82,3,2,0.4188,6.4416,29.2496,-28.047,-4.9494,2.3869,0.5241,2.8423,10.3807,-131.0767,1.8917,-2.8551,50.0042,4.2141,-8.5634,13.2,7.2,24,2116,267,76.9,46,226,NA,NA,NA,TRUE,-28.8,5,6.5,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718373,"2023-04-29",4,"2023-04-30T02:03:56.262Z","2023-04-30T02:04:00.066Z",TRUE,"pitch","5f4e42a4-9525-4ec4-bbdf-3a3ae1609540",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.14,1.45,NA,154.98,210.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Flyout","field_out","Elvis Andrus flies out to right fielder Manuel Margot.",0,12,3,77,"bottom",9,"2023-04-30T02:02:26.672Z","2023-04-30T02:04:26.839Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,462101,"Elvis Andrus","/api/v1/people/462101","R","Right",657044,"Ryan Thompson","/api/v1/people/657044","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",77,70.8,13,0.9,0.4888,5.9891,20.7278,-27.292,8.5384,3.8414,-0.9964,1.0303,2.2849,-112.1597,-0.1644,-3.1382,50.0027,3.8931,10.8527,22.8,9.6,24,1957,82,NA,NA,NA,NA,NA,NA,FALSE,-38.9,7.2,-16.1,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718373,"2023-04-29",3,"2023-04-30T02:03:38.007Z","2023-04-30T02:03:41.233Z",TRUE,"pitch","cf5c05dd-ea84-45c4-8d6c-eb2c9f11cf1f",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,2.9926,1.3684,NA,102.46,197.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Flyout","field_out","Elvis Andrus flies out to right fielder Manuel Margot.",0,12,3,77,"bottom",9,"2023-04-30T02:02:26.672Z","2023-04-30T02:04:26.839Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,462101,"Elvis Andrus","/api/v1/people/462101","R","Right",657044,"Ryan Thompson","/api/v1/people/657044","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.3,84,9,2,0.412,6.9286,26.795,-25.7408,-5.6354,3.5871,0.3814,1.5175,10.2188,-132.6485,-1.9853,-2.7783,50.0021,4.1413,-10.1037,16.8,6,24,2025,266,NA,NA,NA,NA,NA,NA,FALSE,-26.5,6.2,8.2,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718373,"2023-04-29",2,"2023-04-30T02:03:13.181Z","2023-04-30T02:03:17.081Z",TRUE,"pitch","b62e3cb7-3a48-4235-a61a-f787bebd7f7b",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.14,1.45,NA,124.04,171.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Flyout","field_out","Elvis Andrus flies out to right fielder Manuel Margot.",0,12,3,77,"bottom",9,"2023-04-30T02:02:26.672Z","2023-04-30T02:04:26.839Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,462101,"Elvis Andrus","/api/v1/people/462101","R","Right",657044,"Ryan Thompson","/api/v1/people/657044","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",88.8,80.8,5,0.91,0.4258,6.8755,27.9795,-36.6519,-7.962,-2.6758,-0.1848,2.4759,9.9642,-128.8789,3.3088,-3.0753,50.0013,4.0149,-13.3288,16.8,9.6,24,2010,274,NA,NA,NA,NA,NA,NA,FALSE,-38.8,-3.7,12.1,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718373,"2023-04-29",1,"2023-04-30T02:02:54.544Z","2023-04-30T02:02:58.405Z",TRUE,"pitch","10eeef9e-4541-46b9-b5bb-ba49737e4618",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.1099,1.4204,NA,76.83,197.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Flyout","field_out","Elvis Andrus flies out to right fielder Manuel Margot.",0,12,3,77,"bottom",9,"2023-04-30T02:02:26.672Z","2023-04-30T02:04:26.839Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,462101,"Elvis Andrus","/api/v1/people/462101","R","Right",657044,"Ryan Thompson","/api/v1/people/657044","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",77.3,70.5,14,0.9,0.4899,6.3643,22.9003,-28.0944,9.8492,3.2303,1.0539,1.5314,6.1359,-112.3705,0.6514,-3.0039,50.0001,4.1223,12.4251,26.4,9.6,24,2406,77,NA,NA,NA,NA,NA,NA,FALSE,-40,6.4,-19.6,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718373,"2023-04-29",0,"2023-04-30T02:02:39.916Z","2023-04-30T02:02:43.620Z",TRUE,"pitch","90c101e1-a4e5-495f-a37e-28aa25cccc4a",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,2.9061,1.3248,NA,101.38,158.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Flyout","field_out","Elvis Andrus flies out to right fielder Manuel Margot.",0,12,3,77,"bottom",9,"2023-04-30T02:02:26.672Z","2023-04-30T02:04:26.839Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,462101,"Elvis Andrus","/api/v1/people/462101","R","Right",657044,"Ryan Thompson","/api/v1/people/657044","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",77.7,71.1,3,0.9,0.4857,6.167,21.6364,-28.7075,9.3676,2.6922,0.4098,2.9916,5.2323,-112.9978,3.8997,-3.1566,50.0001,4.1368,12.0454,25.2,9.6,24,2284,79,NA,NA,NA,NA,NA,NA,FALSE,-39.2,6.2,-18.4,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718373,"2023-04-29",1,"2023-04-30T02:02:06.537Z","2023-04-30T02:02:11.140Z",TRUE,"pitch","58bf47c3-bc8c-437f-be1f-ed3c18d1734c",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.1,1.54,NA,128.81,171.56,"line_drive","medium","1",130.98,158.96,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Lineout","field_out","Adam Haseley lines out to pitcher Ryan Thompson.",0,12,3,76,"bottom",9,"2023-04-30T02:01:31.733Z","2023-04-30T02:02:11.140Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,656514,"Adam Haseley","/api/v1/people/656514","L","Left",657044,"Ryan Thompson","/api/v1/people/657044","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",82.6,75.6,4,2,0.4563,6.926,23.4215,-27.9224,-3.6456,2.9106,-0.3098,2.4895,7.0766,-120.0791,1.2073,-2.8223,50.0006,4.466,-5.32,8.4,7.2,24,NA,NA,103.2,6,110,NA,NA,NA,TRUE,-34.3,5.9,4.9,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718373,"2023-04-29",0,"2023-04-30T02:01:47.804Z","2023-04-30T02:01:51.433Z",TRUE,"pitch","976394b3-566f-4608-8923-cdce4eb42b95",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.1,1.54,NA,86.75,182.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Lineout","field_out","Adam Haseley lines out to pitcher Ryan Thompson.",0,12,3,76,"bottom",9,"2023-04-30T02:01:31.733Z","2023-04-30T02:02:11.140Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,656514,"Adam Haseley","/api/v1/people/656514","L","Left",657044,"Ryan Thompson","/api/v1/people/657044","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",89.6,82.6,6,0.91,0.4199,6.6413,24.8109,-37.5401,-7.348,-3.11,0.7936,2.0739,12.3004,-129.968,2.4095,-3.0253,50.0012,3.9672,-12.6909,15.6,9.6,24,1968,278,NA,NA,NA,NA,NA,NA,FALSE,-38.9,-4.9,10.9,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718373,"2023-04-29",4,"2023-04-30T02:01:10.648Z","2023-04-30T02:01:17.413Z",TRUE,"pitch","06e699d9-914d-4ca9-987d-2fc8512405c3",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,0,NA,NA,3.15,1.49,NA,147.22,184.38,"ground_ball","medium","4",140.03,148.09,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Yasmani Grandal grounds out, second baseman Taylor Walls to first baseman Yandy Diaz.",0,12,3,75,"bottom",9,"2023-04-30T02:00:26.052Z","2023-04-30T02:01:17.413Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,518735,"Yasmani Grandal","/api/v1/people/518735","L","Left",657044,"Ryan Thompson","/api/v1/people/657044","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.1,83.5,4,2,0.4132,6.4586,27.5013,-27.5208,-8.5164,2.614,-0.7927,2.0146,8.9229,-132.4036,-0.4706,-3.0953,50.0034,4.2035,-15.1656,26.4,7.2,24,2205,276,104.1,-4,23,NA,NA,NA,TRUE,-28.1,4.8,13.6,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718373,"2023-04-29",3,"2023-04-30T02:00:56.375Z","2023-04-30T02:01:00.542Z",TRUE,"pitch","61495a7c-958f-4c56-a9fe-7dbef5ec890c",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,0,NA,NA,3.0261,1.3541,NA,144.9,175.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Yasmani Grandal grounds out, second baseman Taylor Walls to first baseman Yandy Diaz.",0,12,3,75,"bottom",9,"2023-04-30T02:00:26.052Z","2023-04-30T02:01:17.413Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,518735,"Yasmani Grandal","/api/v1/people/518735","L","Left",657044,"Ryan Thompson","/api/v1/people/657044","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",76.7,70.2,4,0.9,0.4915,6.3909,20.8335,-26.6429,8.727,4.4023,-0.7318,2.3286,3.1961,-111.6074,2.3248,-3.3178,50.0022,4.0247,10.9652,24,9.6,24,2330,85,NA,NA,NA,NA,NA,NA,FALSE,-37.7,8.9,-16.7,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
