"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType"
718184,"2023-05-14",5,"2023-05-14T02:46:41.661Z","2023-05-14T02:46:47.542Z",TRUE,"pitch","af4e814b-0397-42f4-af2a-c246100785f5",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.42,1.68,NA,142.7,214.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Blake Sabol strikes out swinging.",0,2,7,68,"top",9,"2023-05-14T02:45:50.423Z","2023-05-14T02:46:47.542Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,666165,"Blake Sabol","/api/v1/people/666165","L","Left",669459,"Kyle Nelson","/api/v1/people/669459","L","Left","vs_LHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Arizona Diamondbacks",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.7,80,13,2,0.4336,6.069,25.5427,-30.5819,-2.0616,0.9864,-0.6741,0.8903,-2.7738,-126.2731,-5.0217,0.7062,50.0038,5.3632,-3.3313,7.2,8.4,24,2675,236,NA,NA,NA,NA,NA,NA,TRUE,-35.4,0.8,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718184,"2023-05-14",4,"2023-05-14T02:46:21.034Z","2023-05-14T02:46:24.034Z",TRUE,"pitch","8c05a199-9092-4b16-be4e-b56f4c3cc476",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.42,1.68,NA,149.79,192.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Blake Sabol strikes out swinging.",0,2,7,68,"top",9,"2023-05-14T02:45:50.423Z","2023-05-14T02:46:47.542Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,666165,"Blake Sabol","/api/v1/people/666165","L","Left",669459,"Kyle Nelson","/api/v1/people/669459","L","Left","vs_LHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Arizona Diamondbacks",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.7,79.8,13,2,0.4339,5.8115,25.7151,-29.755,-1.4531,1.5026,-0.8602,1.7216,-3.2339,-126.2338,-3.4121,0.6264,50.0049,5.4864,-2.3454,6,7.2,24,2600,241,NA,NA,NA,NA,NA,NA,FALSE,-34.2,2.2,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718184,"2023-05-14",3,"2023-05-14T02:46:05.620Z","2023-05-14T02:46:08.620Z",TRUE,"pitch","69dddd06-0471-43f6-8619-8929b4e1a93f",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,2,NA,NA,3.42,1.68,NA,151.65,201.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Blake Sabol strikes out swinging.",0,2,7,68,"top",9,"2023-05-14T02:45:50.423Z","2023-05-14T02:46:47.542Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,666165,"Blake Sabol","/api/v1/people/666165","L","Left",669459,"Kyle Nelson","/api/v1/people/669459","L","Left","vs_LHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Arizona Diamondbacks",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.8,79,13,0.89,0.4387,5.8533,25.1973,-29.3918,-1.2071,1.7646,-0.9089,1.3888,-3.6672,-124.8734,-4.0827,0.7357,50.0046,5.4636,-1.9058,4.8,7.2,24,2605,229,NA,NA,NA,NA,NA,NA,FALSE,-34.7,2.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718184,"2023-05-14",2,"2023-05-14T02:45:52.557Z","2023-05-14T02:45:55.842Z",TRUE,"pitch","47806007-e75f-47b4-878c-1bf2d8ba769a",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.4185,1.6131,NA,174.89,169.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Blake Sabol strikes out swinging.",0,2,7,68,"top",9,"2023-05-14T02:45:50.423Z","2023-05-14T02:46:47.542Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,666165,"Blake Sabol","/api/v1/people/666165","L","Left",669459,"Kyle Nelson","/api/v1/people/669459","L","Left","vs_LHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Arizona Diamondbacks",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.2,79.5,11,0.82,0.4356,5.8628,24.7347,-30.8453,-2.6121,0.8334,-1.5188,2.5695,-4.4541,-125.5996,-1.2707,0.6151,50.0061,5.5835,-4.186,9.6,8.4,24,2600,231,NA,NA,NA,NA,NA,NA,FALSE,-35.2,1.4,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718184,"2023-05-14",0,"2023-05-14T02:42:45.355Z","2023-05-14T02:43:46.773Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",2,7,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Blake Sabol strikes out swinging.",0,2,7,68,"top",9,"2023-05-14T02:45:50.423Z","2023-05-14T02:46:47.542Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,666165,"Blake Sabol","/api/v1/people/666165","L","Left",669459,"Kyle Nelson","/api/v1/people/669459","L","Left","vs_LHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Arizona Diamondbacks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718184,"2023-05-14",1,"2023-05-14T02:43:46.773Z","2023-05-14T02:45:52.557Z",FALSE,"action",NA,NA,"Pitching Change: Kyle Nelson replaces Anthony Misiewicz.","Pitching Substitution",2,7,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,669459,"/api/v1/people/669459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"68","atBat","Strikeout","strikeout","Blake Sabol strikes out swinging.",0,2,7,68,"top",9,"2023-05-14T02:45:50.423Z","2023-05-14T02:46:47.542Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,666165,"Blake Sabol","/api/v1/people/666165","L","Left",669459,"Kyle Nelson","/api/v1/people/669459","L","Left","vs_LHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Arizona Diamondbacks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718184,"2023-05-14",2,"2023-05-14T02:42:04.095Z","2023-05-14T02:42:14.927Z",TRUE,"pitch","8f2b60d9-e7f4-4141-b65c-a9d0c25cebed",2,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,1,2,NA,NA,3.467,1.589,NA,88.21,180.34,"line_drive","medium","8",132.99,75.51,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Single","single","Casey Schmitt singles on a line drive to center fielder Alek Thomas. Michael Conforto to 3rd.",0,2,7,67,"top",9,"2023-05-14T02:41:42.165Z","2023-05-14T02:42:14.927Z",TRUE,FALSE,FALSE,FALSE,33,0,1,2,669477,"Casey Schmitt","/api/v1/people/669477","R","Right",664948,"Anthony Misiewicz","/api/v1/people/664948","L","Left","vs_LHP","vs_RHB","RISP",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Arizona Diamondbacks",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.4,84.5,9,2,0.4075,6.0504,29.7261,-15.0347,4.5993,9.3724,0.7553,2.1645,-0.9054,-134.5123,-6.8495,0.4992,50.005,5.814,8.4118,26.4,3.6,24,2270,151,96.1,14,269,NA,NA,NA,FALSE,-16.4,15.7,-8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,669477,"Casey Schmitt","/api/v1/people/669477",624424,"Michael Conforto","/api/v1/people/624424",NA,NA,NA,NA,NA,NA
718184,"2023-05-14",1,"2023-05-14T02:41:44.334Z","2023-05-14T02:41:47.402Z",TRUE,"pitch","d0e9d57c-974b-4f27-bd14-0e89392d5b21",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.2355,1.5548,NA,136.65,177.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Single","single","Casey Schmitt singles on a line drive to center fielder Alek Thomas. Michael Conforto to 3rd.",0,2,7,67,"top",9,"2023-05-14T02:41:42.165Z","2023-05-14T02:42:14.927Z",TRUE,FALSE,FALSE,FALSE,33,0,1,2,669477,"Casey Schmitt","/api/v1/people/669477","R","Right",664948,"Anthony Misiewicz","/api/v1/people/664948","L","Left","vs_LHP","vs_RHB","RISP",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Arizona Diamondbacks",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.7,84.8,4,2,0.4062,6.1536,29.4254,-14.8746,3.0148,9.3953,-0.5154,2.2706,-3.6908,-134.87,-6.7733,0.4793,50.0059,5.8644,5.5533,16.8,3.6,24,2043,150,NA,NA,NA,NA,NA,NA,FALSE,-16.1,15.7,-4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,669477,"Casey Schmitt","/api/v1/people/669477",NA,NA,NA,NA,NA,NA,NA,NA,NA
718184,"2023-05-14",0,"2023-05-14T02:40:59.861Z","2023-05-14T02:41:44.334Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",2,7,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"67","atBat","Single","single","Casey Schmitt singles on a line drive to center fielder Alek Thomas. Michael Conforto to 3rd.",0,2,7,67,"top",9,"2023-05-14T02:41:42.165Z","2023-05-14T02:42:14.927Z",TRUE,FALSE,FALSE,FALSE,33,0,1,2,669477,"Casey Schmitt","/api/v1/people/669477","R","Right",664948,"Anthony Misiewicz","/api/v1/people/664948","L","Left","vs_LHP","vs_RHB","RISP",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Arizona Diamondbacks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,669477,"Casey Schmitt","/api/v1/people/669477",NA,NA,NA,NA,NA,NA,NA,NA,NA
718184,"2023-05-14",1,"2023-05-14T02:40:09.564Z","2023-05-14T02:40:24.364Z",TRUE,"pitch","da9c6f2d-ee9a-427b-98de-dd4fd5d87f78",2,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,0,2,NA,NA,3.19,1.55,NA,94.3,169.23,"ground_ball","medium","9",211.46,115.56,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Double","double","Michael Conforto doubles (2) on a ground ball to right fielder Dominic Fletcher.",0,2,7,66,"top",9,"2023-05-14T02:39:43.806Z","2023-05-14T02:40:24.364Z",TRUE,FALSE,FALSE,FALSE,34,1,0,2,624424,"Michael Conforto","/api/v1/people/624424","L","Left",664948,"Anthony Misiewicz","/api/v1/people/664948","L","Left","vs_LHP","vs_LHB","RISP",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Arizona Diamondbacks","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.4,82.9,6,2,0.4159,6.0967,27.349,-17.4558,4.1202,8.3725,0.5954,2.576,-1.4823,-131.6008,-4.9888,0.63,50.0018,5.785,7.2425,20.4,4.8,24,2080,152,103.6,1,65,NA,NA,NA,FALSE,-19.1,14.3,-7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,669477,"Casey Schmitt","/api/v1/people/669477",NA,NA,NA,624424,"Michael Conforto","/api/v1/people/624424",NA,NA,NA
