"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId.x","details.disengagementNum","isBaseRunningPlay","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId.y"
716904,"2023-08-22",5,"2023-08-22T03:08:43.748Z","2023-08-22T03:08:47.468Z",TRUE,"pitch","5baf3ea4-bbff-4c73-a615-2a15e57a82d0",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.23,1.52,NA,59.82,207.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","atBat","Strikeout","strikeout","Jordan Diaz strikes out swinging.",0,1,3,42,"bottom",5,"2023-08-22T03:06:33.656Z","2023-08-22T03:08:47.468Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,672478,"Jordan Diaz","/api/v1/people/672478","R","Right",679525,"Alec Marsh","/api/v1/people/679525","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Kansas City Royals","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85.4,78.1,14,2,0.4436,6.3029,27.9891,-34.5642,6.9873,-1.5513,1.5,1.1662,7.0518,-124.1117,-3.5961,-2.3005,50.0052,5.554,10.7516,19.2,9.6,24,2551,41,NA,NA,NA,NA,NA,NA,TRUE,-41.5,-3.5,-14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,664728,"Kyle Isbel","/api/v1/people/664728",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716904,"2023-08-22",4,"2023-08-22T03:08:18.402Z","2023-08-22T03:08:23.893Z",TRUE,"pitch","c59457ee-4368-4abb-abaa-42a296553a3c",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.1007,1.4225,NA,151.54,180.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","atBat","Strikeout","strikeout","Jordan Diaz strikes out swinging.",0,1,3,42,"bottom",5,"2023-08-22T03:06:33.656Z","2023-08-22T03:08:47.468Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,672478,"Jordan Diaz","/api/v1/people/672478","R","Right",679525,"Alec Marsh","/api/v1/people/679525","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Kansas City Royals","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.9,80.6,13,2,0.4285,6.2657,26.4424,-28.5277,-9.5202,2.2037,-0.906,2.1655,6.7746,-127.8506,-2.768,-2.3537,50.0026,5.5018,-15.7549,26.4,8.4,24,1580,238,NA,NA,NA,NA,NA,NA,FALSE,-31.8,3.6,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,664728,"Kyle Isbel","/api/v1/people/664728",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716904,"2023-08-22",3,"2023-08-22T03:07:56.328Z","2023-08-22T03:08:00.123Z",TRUE,"pitch","50194938-0c65-4958-a747-96fb25c4709a",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.23,1.52,NA,116.74,165.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","atBat","Strikeout","strikeout","Jordan Diaz strikes out swinging.",0,1,3,42,"bottom",5,"2023-08-22T03:06:33.656Z","2023-08-22T03:08:47.468Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,672478,"Jordan Diaz","/api/v1/people/672478","R","Right",679525,"Alec Marsh","/api/v1/people/679525","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Kansas City Royals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.7,86.3,2,2,0.3984,6.4424,31.1395,-13.5299,-5.9923,9.745,0.007,2.7197,7.863,-137.6083,-5.3658,-2.1119,50.0066,5.6149,-11.47,33.6,3.6,24,2433,225,NA,NA,NA,NA,NA,NA,FALSE,-14,16.7,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,664728,"Kyle Isbel","/api/v1/people/664728",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716904,"2023-08-22",2,"2023-08-22T03:07:29.712Z","2023-08-22T03:07:34.365Z",TRUE,"pitch","afc9fdd9-fbbc-4aed-b11c-ef2379599d88",3,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,2,2,NA,NA,3.1007,1.4542,NA,4.39,240.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","atBat","Strikeout","strikeout","Jordan Diaz strikes out swinging.",0,1,3,42,"bottom",5,"2023-08-22T03:06:33.656Z","2023-08-22T03:08:47.468Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,672478,"Jordan Diaz","/api/v1/people/672478","R","Right",679525,"Alec Marsh","/api/v1/people/679525","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Kansas City Royals","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85.2,78.1,14,2,0.4463,6.3336,28.2116,-35.6053,3.3065,-2.2616,2.9543,-0.073,11.3746,-123.4674,-6.2088,-2.1715,50.0007,5.5274,5.0222,10.8,9.6,24,2495,26,NA,NA,NA,NA,NA,NA,FALSE,-44,-5.5,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,664728,"Kyle Isbel","/api/v1/people/664728",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716904,"2023-08-22",1,"2023-08-22T03:07:08.278Z","2023-08-22T03:07:12.981Z",TRUE,"pitch","6490d9f3-2423-4189-ac21-dd8b52a760f3",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.1007,1.4542,NA,86.06,176.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","atBat","Strikeout","strikeout","Jordan Diaz strikes out swinging.",0,1,3,42,"bottom",5,"2023-08-22T03:06:33.656Z","2023-08-22T03:08:47.468Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,672478,"Jordan Diaz","/api/v1/people/672478","R","Right",679525,"Alec Marsh","/api/v1/people/679525","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Kansas City Royals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.5,85.1,6,2,0.4042,6.4911,30.9372,-13.9884,-6.0203,9.7861,0.8116,2.3008,9.5998,-135.7454,-6.2559,-1.9955,50.0007,5.6169,-11.1856,30,3.6,24,2498,221,NA,NA,NA,NA,NA,NA,FALSE,-15.1,16.4,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,664728,"Kyle Isbel","/api/v1/people/664728",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716904,"2023-08-22",0,"2023-08-22T03:06:49.276Z","2023-08-22T03:06:53.241Z",TRUE,"pitch","6479e6df-7f8e-48af-a3ca-e616e0b395be",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.23,1.52,NA,102.53,164.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","atBat","Strikeout","strikeout","Jordan Diaz strikes out swinging.",0,1,3,42,"bottom",5,"2023-08-22T03:06:33.656Z","2023-08-22T03:08:47.468Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,672478,"Jordan Diaz","/api/v1/people/672478","R","Right",679525,"Alec Marsh","/api/v1/people/679525","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Kansas City Royals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.1,85.1,3,2,0.4047,6.3994,29.464,-15.6168,-4.1341,8.9246,0.3796,2.7408,8.1681,-135.3214,-4.8366,-2.1404,50.0008,5.6448,-7.6687,19.2,3.6,24,2382,216,NA,NA,NA,NA,NA,NA,FALSE,-16.3,15.4,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,664728,"Kyle Isbel","/api/v1/people/664728",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716904,"2023-08-22",0,"2023-08-22T03:06:08.588Z","2023-08-22T03:06:19.636Z",TRUE,"pitch","72a54aba-c783-4c47-8905-ea8754c816b6",1,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,0,2,NA,NA,3.48,1.68,NA,151.51,185.3,"line_drive","medium","8",106.69,97.81,NA,NA,NA,NA,NA,NA,NA,NA,"41","atBat","Single","single","Seth Brown singles on a line drive to center fielder Kyle Isbel. Ryan Noda scores. Brent Rooker to 2nd.",1,1,3,41,"bottom",5,"2023-08-22T03:05:47.343Z","2023-08-22T03:06:19.636Z",TRUE,TRUE,FALSE,FALSE,70,0,0,2,664913,"Seth Brown","/api/v1/people/664913","L","Left",679525,"Alec Marsh","/api/v1/people/679525","R","Right","vs_RHP","vs_LHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Kansas City Royals","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.3,79.6,13,2,0.4352,6.2992,23.9526,-27.5012,-7.868,2.908,-0.9054,1.9807,6.486,-125.5558,-3.1287,-2.4922,50.0025,5.4662,-12.6395,22.8,7.2,24,1677,234,78.9,19,221,NA,NA,NA,FALSE,-31.8,4.8,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,664913,"Seth Brown","/api/v1/people/664913",667670,"Brent Rooker","/api/v1/people/667670",NA,NA,NA,NA,NA,NA,NA
716904,"2023-08-22",1,"2023-08-22T03:05:22.115Z","2023-08-22T03:05:35.226Z",TRUE,"pitch","fc2eb027-9953-4d4a-a9f5-b8255533372e",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.47,1.67,NA,101.95,167.56,"fly_ball","hard","8",149.03,51.7,NA,NA,NA,NA,NA,NA,NA,NA,"40","atBat","Flyout","field_out","Aledmys Diaz flies out sharply to center fielder Kyle Isbel. Ryan Noda to 3rd.",0,1,2,40,"bottom",5,"2023-08-22T03:05:19.813Z","2023-08-22T03:05:35.226Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,649557,"Aledmys Díaz","/api/v1/people/649557","R","Right",679525,"Alec Marsh","/api/v1/people/679525","R","Right","vs_RHP","vs_RHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.8,83.6,6,2,0.4113,6.3852,29.7946,-13.6146,-5.8902,10.346,0.3947,2.6377,8.5322,-133.3772,-5.2247,-2.0866,50.0059,5.6107,-10.5706,30,3.6,24,2316,225,100.7,31,370,NA,NA,NA,TRUE,-15,17.8,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,667670,"Brent Rooker","/api/v1/people/667670",NA,NA,NA,676116,"Ryan Noda","/api/v1/people/676116",NA,NA,NA,NA
716904,"2023-08-22",0,"2023-08-22T03:04:14.288Z","2023-08-22T03:05:22.115Z",FALSE,"action",NA,NA,"Injury Delay.","Game Advisory",1,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,649557,"/api/v1/people/649557",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"game_advisory",NA,NA,NA,NA,NA,NA,"40","atBat","Flyout","field_out","Aledmys Diaz flies out sharply to center fielder Kyle Isbel. Ryan Noda to 3rd.",0,1,2,40,"bottom",5,"2023-08-22T03:05:19.813Z","2023-08-22T03:05:35.226Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,649557,"Aledmys Díaz","/api/v1/people/649557","R","Right",679525,"Alec Marsh","/api/v1/people/679525","R","Right","vs_RHP","vs_RHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Kansas City Royals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,667670,"Brent Rooker","/api/v1/people/667670",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716904,"2023-08-22",0,"2023-08-22T03:03:57.254Z","2023-08-22T03:04:02.355Z",TRUE,"pitch","1721e2fe-2a21-4c56-bb3b-0e0405d417b2",1,"Hit By Pitch",NA,NA,NA,NA,FALSE,"H","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"H","Hit By Pitch",1,0,1,NA,NA,3.6,1.69,NA,170.7,128.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39","atBat","Hit By Pitch","hit_by_pitch","Brent Rooker hit by pitch. Ryan Noda to 2nd.",0,1,2,39,"bottom",5,"2023-08-22T03:03:32.140Z","2023-08-22T03:04:02.355Z",TRUE,FALSE,FALSE,FALSE,11,1,0,1,667670,"Brent Rooker","/api/v1/people/667670","R","Right",679525,"Alec Marsh","/api/v1/people/679525","R","Right","vs_RHP","vs_RHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Kansas City Royals","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.5,86,11,2,0.4009,6.3067,27.993,-15.3427,-4.6089,8.891,-1.4088,4.0721,4.5641,-136.2606,-1.541,-2.5011,50.0053,5.6973,-8.7283,26.4,3.6,24,2417,218,NA,NA,NA,NA,NA,NA,FALSE,-15,16,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,667670,"Brent Rooker","/api/v1/people/667670",676116,"Ryan Noda","/api/v1/people/676116",NA,NA,NA,NA,NA,NA,NA
716904,"2023-08-22",2,"2023-08-22T03:03:16.095Z","2023-08-22T03:03:27.317Z",TRUE,"pitch","9a7180c4-ba19-4b34-80be-2408bc5337b4",3,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,1,1,NA,NA,3.36,1.62,NA,131.32,156.24,"line_drive","hard","8",110.85,93.9,NA,NA,NA,NA,NA,NA,NA,NA,"38","atBat","Single","single","Ryan Noda singles on a sharp line drive to center fielder Kyle Isbel.",0,1,2,38,"bottom",5,"2023-08-22T03:02:24.857Z","2023-08-22T03:03:27.317Z",TRUE,FALSE,FALSE,FALSE,33,1,1,1,676116,"Ryan Noda","/api/v1/people/676116","L","Left",679525,"Alec Marsh","/api/v1/people/679525","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Kansas City Royals","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,87.5,1,2,0.3946,6.3066,29.0418,-15.5162,-4.2608,8.5203,-0.3758,3.0569,6.7183,-138.4774,-4.0899,-2.2725,50.0015,5.5814,-8.3294,22.8,3.6,24,2485,212,102.7,7,173,NA,NA,NA,FALSE,-15.2,14.9,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,676116,"Ryan Noda","/api/v1/people/676116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716904,"2023-08-22",1,"2023-08-22T03:02:57.775Z","2023-08-22T03:03:02.991Z",TRUE,"pitch","fd91e44d-fd78-4e6f-8c40-1b04995efdf6",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,1,NA,NA,3.36,1.62,NA,73.28,199.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38","atBat","Single","single","Ryan Noda singles on a sharp line drive to center fielder Kyle Isbel.",0,1,2,38,"bottom",5,"2023-08-22T03:02:24.857Z","2023-08-22T03:03:27.317Z",TRUE,FALSE,FALSE,FALSE,33,1,1,1,676116,"Ryan Noda","/api/v1/people/676116","L","Left",679525,"Alec Marsh","/api/v1/people/679525","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Kansas City Royals","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.5,75,14,2,0.4637,6.2165,24.2051,-39.8325,3.8327,-5.4307,1.1471,1.4518,6.3082,-118.461,-1.6878,-2.056,50.0025,5.8399,5.4051,9.6,12,24,2483,34,NA,NA,NA,NA,NA,NA,FALSE,-51.5,-10,-8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,676116,"Ryan Noda","/api/v1/people/676116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716904,"2023-08-22",0,"2023-08-22T03:02:40.476Z","2023-08-22T03:02:45.349Z",TRUE,"pitch","d3976c1f-04d8-40d3-97d7-3599807ac0e3",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.2943,1.5859,NA,194.71,139.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38","atBat","Single","single","Ryan Noda singles on a sharp line drive to center fielder Kyle Isbel.",0,1,2,38,"bottom",5,"2023-08-22T03:02:24.857Z","2023-08-22T03:03:27.317Z",TRUE,FALSE,FALSE,FALSE,33,1,1,1,676116,"Ryan Noda","/api/v1/people/676116","L","Left",679525,"Alec Marsh","/api/v1/people/679525","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Kansas City Royals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95,87.1,11,2,0.3953,6.2391,29.9548,-14.3606,-4.8496,9.1558,-2.0386,3.6677,2.974,-138.3808,-2.6683,-2.4954,50.0037,5.6027,-9.4359,30,3.6,24,2447,219,NA,NA,NA,NA,NA,NA,FALSE,-13.9,16.2,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,676116,"Ryan Noda","/api/v1/people/676116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716904,"2023-08-22",1,"2023-08-22T03:02:01.117Z","2023-08-22T03:02:09.239Z",TRUE,"pitch","8b4d569d-91fe-4486-8ee5-534e5c58dfbf",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,0,NA,NA,3.37,1.53,NA,130.39,173.43,"ground_ball","medium","5",95.7,161.17,NA,NA,NA,NA,NA,NA,NA,NA,"37","atBat","Groundout","field_out","Zack Gelof grounds out, third baseman Maikel Garcia to first baseman Salvador Perez.",0,1,2,37,"bottom",5,"2023-08-22T03:01:31.931Z","2023-08-22T03:02:09.239Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,680869,"Zack Gelof","/api/v1/people/680869","R","Right",679525,"Alec Marsh","/api/v1/people/679525","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Kansas City Royals","true",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",80.1,73.4,4,2,0.4715,6.147,23.6093,-39.834,4.8561,-5.613,-0.3511,2.4202,2.8302,-116.5464,0.5422,-2.2156,50.0045,5.9722,6.6244,9.6,12,24,2489,39,97.6,3,66,NA,NA,NA,TRUE,-52.6,-9.7,-9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,676116,"Ryan Noda","/api/v1/people/676116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716904,"2023-08-22",0,"2023-08-22T03:01:43.873Z","2023-08-22T03:01:48.571Z",TRUE,"pitch","f4643041-3ab5-4c3e-bfc0-a848bb2960bd",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.2725,1.4959,NA,78.98,221.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37","atBat","Groundout","field_out","Zack Gelof grounds out, third baseman Maikel Garcia to first baseman Salvador Perez.",0,1,2,37,"bottom",5,"2023-08-22T03:01:31.931Z","2023-08-22T03:02:09.239Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,680869,"Zack Gelof","/api/v1/people/680869","R","Right",679525,"Alec Marsh","/api/v1/people/679525","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Kansas City Royals","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85.1,78.4,14,2,0.444,6.2602,26.2697,-35.9532,3.952,-2.4586,0.9976,0.649,6.8708,-123.6813,-4.5501,-2.3373,50.0009,5.5504,6.079,10.8,9.6,24,2554,25,NA,NA,NA,NA,NA,NA,FALSE,-43.4,-5.3,-8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,676116,"Ryan Noda","/api/v1/people/676116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716904,"2023-08-22",5,"2023-08-22T02:59:17.435Z","2023-08-22T02:59:22.274Z",TRUE,"pitch","9f34de79-8aa1-4b1a-b9ac-952b528bfa04",6,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,3,2,NA,NA,3.2225,1.4825,NA,100.16,196.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36","atBat","Strikeout","strikeout","Kyle Isbel called out on strikes.",0,1,2,36,"top",5,"2023-08-22T02:57:10.640Z","2023-08-22T02:59:22.274Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,664728,"Kyle Isbel","/api/v1/people/664728","L","Left",621112,"Paul Blackburn","/api/v1/people/621112","R","Right","vs_RHP","vs_LHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Oakland Athletics","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.5,83.7,9,0.89,0.4127,6.4718,28.8348,-22.2337,-8.8979,5.5738,0.4418,1.5807,8.6086,-132.81,-6.5532,-1.6878,50.0039,5.7008,-15.873,31.2,6,24,1984,209,NA,NA,NA,NA,NA,NA,TRUE,-24.1,8.8,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,676116,"Ryan Noda","/api/v1/people/676116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
