"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId"
717538,"2023-07-01",1,"2023-07-01T23:26:18.109Z","2023-07-01T23:26:27.835Z",TRUE,"pitch","53ba94b3-ec40-422a-a31b-d965d59f64a8",2,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,0,2,NA,NA,3.42,1.69,NA,126.41,196.09,"ground_ball","medium","4",149.36,148.13,NA,NA,NA,NA,NA,NA,NA,NA,"92","atBat","Field Error","field_error","Umpire reviewed (play at 1st), call on the field was upheld: Umpire reviewed (tag play), call on the field was upheld: JJ Bleday reaches on a fielding error by second baseman Elvis Andrus. Tyler Wade scores.",0,6,7,92,"bottom",10,"2023-07-01T23:25:43.026Z","2023-07-01T23:26:27.835Z",TRUE,TRUE,TRUE,FALSE,0,1,0,2,668709,"JJ Bleday","/api/v1/people/668709","L","Left",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Chicago White Sox","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.1,82.1,8,0.88,0.4247,6.2472,22.7639,-28.0302,-7.1861,2.4528,-0.2469,1.5812,4.6874,-128.2476,-4.8942,-1.1507,50.0062,5.6616,-12.154,21.6,7.2,24,NA,NA,100.8,2,52,NA,NA,NA,FALSE,-31.1,3.7,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,668709,"JJ Bleday","/api/v1/people/668709",NA,NA,NA,NA,NA,NA,FALSE,FALSE,"NF",NA
717538,"2023-07-01",0,"2023-07-01T23:26:05.769Z","2023-07-01T23:26:09.786Z",TRUE,"pitch","1266c254-c86c-45a2-afba-a5fb926e7227",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3559,1.6895,NA,87.15,144.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92","atBat","Field Error","field_error","Umpire reviewed (play at 1st), call on the field was upheld: Umpire reviewed (tag play), call on the field was upheld: JJ Bleday reaches on a fielding error by second baseman Elvis Andrus. Tyler Wade scores.",0,6,7,92,"bottom",10,"2023-07-01T23:25:43.026Z","2023-07-01T23:26:27.835Z",TRUE,TRUE,TRUE,FALSE,0,1,0,2,668709,"JJ Bleday","/api/v1/people/668709","L","Left",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Chicago White Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.5,87.3,12,0.88,0.3966,6.2469,26.9222,-23.2753,-10.3751,4.5961,0.783,3.477,8.2787,-137.4494,-1.9385,-0.9015,50.0062,5.7522,-20.1024,38.4,6,24,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-22.2,8.2,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717538,"2023-07-01",2,"2023-07-01T23:25:27.968Z","2023-07-01T23:25:39.037Z",TRUE,"pitch","cc4e6a37-18ab-4f09-9a49-c55ca3823174",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,1,NA,NA,3.13,1.47,NA,142.11,167.77,"fly_ball","medium","7",68.8,84.17,NA,NA,NA,NA,NA,NA,NA,NA,"91","atBat","Flyout","field_out","Tony Kemp flies out to left fielder Andrew Benintendi.",0,6,6,91,"bottom",10,"2023-07-01T23:24:32.499Z","2023-07-01T23:25:39.037Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,643393,"Tony Kemp","/api/v1/people/643393","L","Left",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_LHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Chicago White Sox","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.7,88.4,1,0.9,0.3895,6.128,32.1605,-18.4384,-10.0548,6.8625,-0.6586,2.63,4.5697,-140.6648,-5.2035,-0.9986,50.005,5.7008,-20.135,44.4,6,24,NA,NA,91.7,38,319,NA,NA,NA,TRUE,-17.8,11.5,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,642180,"Tyler Wade","/api/v1/people/642180",NA,NA,NA,NA
717538,"2023-07-01",1,"2023-07-01T23:25:07.376Z","2023-07-01T23:25:11.080Z",TRUE,"pitch","61dcd35c-398b-4cce-bd38-6976c2da7543",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,1,NA,NA,3.13,1.47,NA,112.28,182.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91","atBat","Flyout","field_out","Tony Kemp flies out to left fielder Andrew Benintendi.",0,6,6,91,"bottom",10,"2023-07-01T23:24:32.499Z","2023-07-01T23:25:39.037Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,643393,"Tony Kemp","/api/v1/people/643393","L","Left",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_LHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Chicago White Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.4,89,5,0.9,0.3893,6.2339,28.9837,-19.9428,-9.8513,6.0851,0.1237,2.0773,6.5792,-140.2121,-6.4979,-0.9624,50,5.7073,-19.7911,40.8,6,24,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-19.3,10,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717538,"2023-07-01",0,"2023-07-01T23:24:52.785Z","2023-07-01T23:24:57.284Z",TRUE,"pitch","d1d4a8d3-d390-439d-b44f-f39aeeca3b1e",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.066,1.4695,NA,99.31,153.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91","atBat","Flyout","field_out","Tony Kemp flies out to left fielder Andrew Benintendi.",0,6,6,91,"bottom",10,"2023-07-01T23:24:32.499Z","2023-07-01T23:25:39.037Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,643393,"Tony Kemp","/api/v1/people/643393","L","Left",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_LHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Chicago White Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.8,87.5,3,0.9,0.3954,6.2371,27.9468,-22.3351,-10.165,5.049,0.464,3.1679,7.4031,-138.0233,-2.9129,-0.9194,50.0011,5.7248,-19.7994,38.4,6,24,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-21.4,8.8,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717538,"2023-07-01",4,"2023-07-01T23:24:18.063Z","2023-07-01T23:24:24.590Z",TRUE,"pitch","7ca1f82d-6b56-4f55-8759-306f05f7832d",3,"Foul Bunt",NA,NA,NA,NA,FALSE,"L","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"L","Foul Bunt",0,3,0,NA,NA,3.07,1.54,NA,120.2,188.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90","atBat","Strikeout","strikeout","Esteury Ruiz strikes out on a foul bunt.",0,6,6,90,"bottom",10,"2023-07-01T23:23:32.165Z","2023-07-01T23:24:24.590Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,665923,"Esteury Ruiz","/api/v1/people/665923","R","Right",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_RHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Chicago White Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.2,87.2,8,0.91,0.3959,6.3143,30.7696,-18.4567,-9.8335,7.074,-0.0838,1.8699,6.0916,-138.3474,-7.001,-1.0362,50.0043,5.6698,-19.0697,42,6,24,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,-18.7,11.5,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,642180,"Tyler Wade","/api/v1/people/642180",NA,NA,NA,NA
717538,"2023-07-01",3,"2023-07-01T23:23:55.675Z","2023-07-01T23:24:00.448Z",TRUE,"pitch","7402b741-7fe8-443b-adff-681777771143",2,"Foul Bunt",NA,NA,NA,NA,FALSE,"L","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"L","Foul Bunt",0,2,0,NA,NA,3.07,1.54,NA,99.87,186.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90","atBat","Strikeout","strikeout","Esteury Ruiz strikes out on a foul bunt.",0,6,6,90,"bottom",10,"2023-07-01T23:23:32.165Z","2023-07-01T23:24:24.590Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,665923,"Esteury Ruiz","/api/v1/people/665923","R","Right",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_RHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Chicago White Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.5,86.8,9,0.91,0.3982,6.3106,29.4302,-18.5729,-9.7055,7.09,0.4495,1.9463,7.2886,-137.3559,-6.7857,-0.9729,50.0001,5.7044,-18.6071,40.8,6,24,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-19,11.6,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717538,"2023-07-01",2,"2023-07-01T23:23:34.336Z","2023-07-01T23:23:38.330Z",TRUE,"pitch","f3462242-acd9-4782-8cbe-e7b645b730d7",1,"Foul Bunt",NA,NA,NA,NA,FALSE,"L","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"L","Foul Bunt",0,1,0,NA,NA,3.07,1.54,NA,100.99,131.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90","atBat","Strikeout","strikeout","Esteury Ruiz strikes out on a foul bunt.",0,6,6,90,"bottom",10,"2023-07-01T23:23:32.165Z","2023-07-01T23:24:24.590Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,665923,"Esteury Ruiz","/api/v1/people/665923","R","Right",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_RHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Chicago White Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.1,85.5,12,0.73,0.4032,6.3636,27.7297,-16.8597,-7.8829,8.1786,0.4199,3.9651,6.4668,-135.5078,-1.9665,-0.9654,50.0024,5.8695,-14.7594,38.4,4.8,24,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-16.8,14.6,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717538,"2023-07-01",0,"2023-07-01T23:22:16.202Z","2023-07-01T23:22:53.229Z",FALSE,"action",NA,NA,"Pitching Change: Kendall Graveman replaces Reynaldo Lopez.","Pitching Substitution",6,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,608665,"/api/v1/people/608665",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"90","atBat","Strikeout","strikeout","Esteury Ruiz strikes out on a foul bunt.",0,6,6,90,"bottom",10,"2023-07-01T23:23:32.165Z","2023-07-01T23:24:24.590Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,665923,"Esteury Ruiz","/api/v1/people/665923","R","Right",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_RHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Chicago White Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717538,"2023-07-01",1,"2023-07-01T23:22:53.229Z","2023-07-01T23:23:34.336Z",FALSE,"action",NA,NA,"Tyler Wade starts inning at 2nd base.","Runner Placed On Base",6,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,642180,"/api/v1/people/642180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"runner_placed",NA,NA,NA,NA,NA,NA,"90","atBat","Strikeout","strikeout","Esteury Ruiz strikes out on a foul bunt.",0,6,6,90,"bottom",10,"2023-07-01T23:23:32.165Z","2023-07-01T23:24:24.590Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,665923,"Esteury Ruiz","/api/v1/people/665923","R","Right",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_RHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Chicago White Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
