"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId.x","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId.y"
717326,"2023-07-21",0,"2023-07-22T01:29:45.402Z","2023-07-22T01:29:54.182Z",TRUE,"pitch","ec690c53-ab0b-4d9f-84f3-04fac73582cf",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.25,1.55,NA,120.84,196.26,"ground_ball","medium","4",152.79,156.49,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Groundout","field_out","Patrick Bailey grounds out, second baseman Luis Garcia to first baseman Dominic Smith.",0,3,5,65,"top",9,"2023-07-22T01:29:43.647Z","2023-07-22T01:29:54.182Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,672275,"Patrick Bailey","/api/v1/people/672275","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Washington Nationals","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.5,90.3,8,0.91,0.3842,6.7603,28.2247,-13.6434,-5.9982,8.9739,-0.1007,1.5749,6.7839,-141.8154,-8.2934,-1.7289,50.0025,5.3806,-12.3866,36,3.6,24,1941,224,80.8,-5,18,NA,NA,NA,TRUE,-13.6,15,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717326,"2023-07-21",2,"2023-07-22T01:29:10.417Z","2023-07-22T01:29:18.925Z",TRUE,"pitch","61b9eead-47be-48d6-9d87-7110bd85c28b",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,1,NA,NA,3.41,1.64,NA,103.69,174.4,"popup","medium","6",97.39,139.44,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Pop Out","field_out","Mike Yastrzemski pops out to shortstop CJ Abrams.",0,3,5,64,"top",9,"2023-07-22T01:28:28.111Z","2023-07-22T01:29:18.925Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,573262,"Mike Yastrzemski","/api/v1/people/573262","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Washington Nationals","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.5,90.9,6,0.91,0.3806,6.6771,29.815,-13.9875,-5.6436,8.6492,0.3491,2.3844,7.2123,-143.3403,-6.3937,-1.4539,50.007,5.4998,-11.8728,34.8,3.6,24,1934,220,70.4,55,170,NA,NA,NA,TRUE,-13.3,14.6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717326,"2023-07-21",1,"2023-07-22T01:28:47.283Z","2023-07-22T01:28:50.986Z",TRUE,"pitch","91dff8c6-10bc-488a-b00b-e57f9e505ed0",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.41,1.64,NA,124.61,145.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Pop Out","field_out","Mike Yastrzemski pops out to shortstop CJ Abrams.",0,3,5,64,"top",9,"2023-07-22T01:28:28.111Z","2023-07-22T01:29:18.925Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,573262,"Mike Yastrzemski","/api/v1/people/573262","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Washington Nationals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.1,91.1,2,0.91,0.3785,6.6353,31.0297,-12.2676,-6.2167,9.3684,-0.1996,3.4577,6.2759,-144.2708,-4.035,-1.5871,50.0026,5.6207,-13.2104,42,3.6,24,2042,215,NA,NA,NA,NA,NA,NA,FALSE,-11.3,16.4,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717326,"2023-07-21",0,"2023-07-22T01:28:30.333Z","2023-07-22T01:28:35.751Z",TRUE,"pitch","81a04cac-d9ea-4b9d-837f-587e8c61957b",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.4745,1.6777,NA,122.64,186.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Pop Out","field_out","Mike Yastrzemski pops out to shortstop CJ Abrams.",0,3,5,64,"top",9,"2023-07-22T01:28:28.111Z","2023-07-22T01:29:18.925Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,573262,"Mike Yastrzemski","/api/v1/people/573262","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Washington Nationals","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",89.8,83.6,8,0.91,0.4164,6.6137,23.7242,-31.6518,-5.6282,0.295,-0.148,1.9514,6.2958,-130.7908,-3.4285,-1.8382,50.0025,5.6158,-9.8971,15.6,7.2,24,902,235,NA,NA,NA,NA,NA,NA,FALSE,-33.4,0.1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717326,"2023-07-21",5,"2023-07-22T01:27:56.690Z","2023-07-22T01:28:06.002Z",TRUE,"pitch","3201f5fb-4bbe-4af8-a0e6-7e57cd718a7f",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,1,0,NA,NA,3.16,1.58,NA,147.88,168.55,"line_drive","medium","7",47.12,99.07,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Lineout","field_out","Michael Conforto lines out to left fielder Stone Garrett.",0,3,5,63,"top",9,"2023-07-22T01:26:46.473Z","2023-07-22T01:28:06.002Z",TRUE,FALSE,FALSE,TRUE,0,3,1,1,624424,"Michael Conforto","/api/v1/people/624424","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.6,89.5,4,0.89,0.3872,6.769,27.9324,-18.6107,-7.1476,6.6747,-0.8102,2.6011,5.0517,-140.7315,-4.7872,-1.6878,50.0061,5.507,-14.5319,34.8,4.8,24,1858,222,89.8,26,315,NA,NA,NA,TRUE,-17.5,11.4,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717326,"2023-07-21",4,"2023-07-22T01:27:39.669Z","2023-07-22T01:27:45.380Z",TRUE,"pitch","edb8db0c-4b8c-4f4f-be52-b2b5e6bc743a",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,0,NA,NA,3.2152,1.5747,NA,108.49,134.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Lineout","field_out","Michael Conforto lines out to left fielder Stone Garrett.",0,3,5,63,"top",9,"2023-07-22T01:26:46.473Z","2023-07-22T01:28:06.002Z",TRUE,FALSE,FALSE,TRUE,0,3,1,1,624424,"Michael Conforto","/api/v1/people/624424","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.6,89.7,12,0.9,0.3845,6.7981,30.4132,-12.1509,-6.9226,9.7244,0.2233,3.8791,7.6542,-142.0809,-2.9633,-1.5971,50.0004,5.7002,-14.2511,44.4,3.6,24,1976,215,NA,NA,NA,NA,NA,NA,FALSE,-11.3,17.3,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717326,"2023-07-21",3,"2023-07-22T01:27:24.182Z","2023-07-22T01:27:28.892Z",TRUE,"pitch","33468261-2ba6-4c97-9ee5-38c01ddc0b19",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.2411,1.6005,NA,51.26,166.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Lineout","field_out","Michael Conforto lines out to left fielder Stone Garrett.",0,3,5,63,"top",9,"2023-07-22T01:26:46.473Z","2023-07-22T01:28:06.002Z",TRUE,FALSE,FALSE,TRUE,0,3,1,1,624424,"Michael Conforto","/api/v1/people/624424","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.3,89.7,12,0.89,0.3859,6.8261,29.0063,-15.2252,-7.2994,8.2855,1.7246,2.6782,11.2775,-141.3626,-5.3213,-1.3486,50.0013,5.5453,-14.93,38.4,3.6,24,1883,222,NA,NA,NA,NA,NA,NA,FALSE,-14.5,14.2,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717326,"2023-07-21",2,"2023-07-22T01:27:06.423Z","2023-07-22T01:27:13.198Z",TRUE,"pitch","b77898f2-23de-4433-90c9-e8b4292e4003",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,0,NA,NA,3.16,1.58,NA,129.95,194.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Lineout","field_out","Michael Conforto lines out to left fielder Stone Garrett.",0,3,5,63,"top",9,"2023-07-22T01:26:46.473Z","2023-07-22T01:28:06.002Z",TRUE,FALSE,FALSE,TRUE,0,3,1,1,624424,"Michael Conforto","/api/v1/people/624424","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.5,90.7,7,0.91,0.3814,6.7148,30.8359,-13.4077,-7.4077,8.9689,-0.3398,1.6517,6.0401,-143.2213,-8.5417,-1.506,50.0037,5.4973,-15.5015,43.2,3.6,24,2002,219,NA,NA,NA,NA,NA,NA,FALSE,-13.3,14.8,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717326,"2023-07-21",1,"2023-07-22T01:26:48.850Z","2023-07-22T01:26:54.611Z",TRUE,"pitch","17db3595-6ae2-4d14-8c89-95f9896ab589",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.2671,1.6262,NA,108.05,137.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Lineout","field_out","Michael Conforto lines out to left fielder Stone Garrett.",0,3,5,63,"top",9,"2023-07-22T01:26:46.473Z","2023-07-22T01:28:06.002Z",TRUE,FALSE,FALSE,TRUE,0,3,1,1,624424,"Michael Conforto","/api/v1/people/624424","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Washington Nationals",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",88.3,81,12,0.73,0.4256,6.4629,25.6053,-19.6943,-3.0743,7.4349,0.2349,3.7478,6.2332,-128.4813,-1.1544,-1.8187,50.0024,5.7274,-5.1606,10.8,4.8,24,972,233,NA,NA,NA,NA,NA,NA,FALSE,-21.5,13.4,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717326,"2023-07-21",0,"2023-07-22T01:25:24.762Z","2023-07-22T01:26:48.850Z",FALSE,"action",NA,NA,"Pitching Change: Kyle Finnegan replaces Jose A. Ferrer.","Pitching Substitution",3,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,640448,"/api/v1/people/640448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"63","atBat","Lineout","field_out","Michael Conforto lines out to left fielder Stone Garrett.",0,3,5,63,"top",9,"2023-07-22T01:26:46.473Z","2023-07-22T01:28:06.002Z",TRUE,FALSE,FALSE,TRUE,0,3,1,1,624424,"Michael Conforto","/api/v1/people/624424","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Washington Nationals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
