"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.disengagementNum","isBaseRunningPlay","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717998,"2023-05-28",6,"2023-05-28T05:40:37.298Z","2023-05-28T05:40:44.707Z",TRUE,"pitch","59f06cda-c49d-4354-bc7e-61528d9dfcef",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,3.44,1.65,NA,109.24,140.93,"line_drive","hard","4",135.63,124.97,NA,NA,NA,NA,NA,NA,NA,NA,"90","atBat","Lineout","field_out","Zach Neto lines out sharply, second baseman Luis Arraez to first baseman Yuli Gurriel.",0,8,5,90,"bottom",10,"2023-05-28T05:39:03.804Z","2023-05-28T05:40:44.707Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,687263,"Zach Neto","/api/v1/people/687263","R","Right",663773,"Bryan Hoeing","/api/v1/people/663773","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.1,85.4,12,2,0.4022,6.7429,31.6436,-21.5561,-10.1011,5.6628,0.2037,3.6239,11.4579,-136.4693,-2.0979,-2.7484,50.0047,5.8966,-18.9464,36,6,24,2160,236,100.7,9,192,NA,NA,NA,TRUE,-21.2,10,15.7,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717998,"2023-05-28",4,"2023-05-28T05:40:18.692Z","2023-05-28T05:40:27.120Z",TRUE,"pitch","f0880a89-7733-4395-9f36-9191634600eb",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.4377,1.7121,NA,55.29,209.45,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"90","atBat","Lineout","field_out","Zach Neto lines out sharply, second baseman Luis Arraez to first baseman Yuli Gurriel.",0,8,5,90,"bottom",10,"2023-05-28T05:39:03.804Z","2023-05-28T05:40:44.707Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,687263,"Zach Neto","/api/v1/people/687263","R","Right",663773,"Bryan Hoeing","/api/v1/people/663773","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels","Miami Marlins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.2,78,14,0.9,0.448,7.0255,23.5973,-34.9575,0.1544,-1.8404,1.6189,1.0865,10.2175,-122.1705,-4.2387,-2.6338,50.0023,5.8419,0.2311,3.6,9.6,24,2357,42,NA,NA,NA,NA,NA,NA,FALSE,-42.8,-4.1,-2.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717998,"2023-05-28",3,"2023-05-28T05:39:54.129Z","2023-05-28T05:39:58.638Z",TRUE,"pitch","edf4eaad-2c97-42cf-baa1-20d1be293a84",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.44,1.65,NA,97.18,188.39,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"90","atBat","Lineout","field_out","Zach Neto lines out sharply, second baseman Luis Arraez to first baseman Yuli Gurriel.",0,8,5,90,"bottom",10,"2023-05-28T05:39:03.804Z","2023-05-28T05:40:44.707Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,687263,"Zach Neto","/api/v1/people/687263","R","Right",663773,"Bryan Hoeing","/api/v1/people/663773","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels","Miami Marlins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.8,76.8,9,0.9,0.454,6.7507,22.6267,-34.9085,1.1679,-1.8565,0.5199,1.8661,7.3166,-120.4742,-2.5554,-2.7035,50.0002,6.0152,1.7225,4.8,9.6,24,2243,52,NA,NA,NA,NA,NA,NA,FALSE,-43.6,-3.7,-3.8,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717998,"2023-05-28",2,"2023-05-28T05:39:31.996Z","2023-05-28T05:39:36.545Z",TRUE,"pitch","e73894ef-eff4-4592-9989-ef3a5578d9c5",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.44,1.65,NA,132.32,201.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90","atBat","Lineout","field_out","Zach Neto lines out sharply, second baseman Luis Arraez to first baseman Yuli Gurriel.",0,8,5,90,"bottom",10,"2023-05-28T05:39:03.804Z","2023-05-28T05:40:44.707Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,687263,"Zach Neto","/api/v1/people/687263","R","Right",663773,"Bryan Hoeing","/api/v1/people/663773","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels","Miami Marlins",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.6,86,13,0.92,0.4028,6.9608,29.0203,-21.7992,-10.6073,5.5386,-0.4019,1.3747,9.9103,-135.8326,-8.0568,-2.7149,50.0046,5.8885,-19.8757,37.2,6,24,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-22.8,8.5,17.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717998,"2023-05-28",1,"2023-05-28T05:39:05.936Z","2023-05-28T05:39:09.683Z",TRUE,"pitch","3acee1d0-4ca6-405c-8f04-87bbbcbc54c3",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.44,1.65,NA,103.73,200.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90","atBat","Lineout","field_out","Zach Neto lines out sharply, second baseman Luis Arraez to first baseman Yuli Gurriel.",0,8,5,90,"bottom",10,"2023-05-28T05:39:03.804Z","2023-05-28T05:40:44.707Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,687263,"Zach Neto","/api/v1/people/687263","R","Right",663773,"Bryan Hoeing","/api/v1/people/663773","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels","Miami Marlins",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.8,85.3,14,0.9,0.4042,6.9317,31.883,-23.758,-11.5307,4.5317,0.3483,1.4187,12.0789,-135.8939,-7.3562,-2.6722,50.0023,5.8303,-21.4036,36,7.2,24,2055,235,NA,NA,NA,NA,NA,NA,FALSE,-25,6.6,18.1,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717998,"2023-05-28",0,"2023-05-28T05:39:08.400Z","2023-05-28T05:39:09.400Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",8,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"90","atBat","Lineout","field_out","Zach Neto lines out sharply, second baseman Luis Arraez to first baseman Yuli Gurriel.",0,8,5,90,"bottom",10,"2023-05-28T05:39:03.804Z","2023-05-28T05:40:44.707Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,687263,"Zach Neto","/api/v1/people/687263","R","Right",663773,"Bryan Hoeing","/api/v1/people/663773","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels","Miami Marlins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717998,"2023-05-28",5,"2023-05-28T05:40:30.479Z","2023-05-28T05:40:37.298Z",FALSE,"action",NA,NA,"Gio Urshela advances to 2nd on defensive indifference.","Defensive Indiff",8,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,2,570482,"/api/v1/people/570482",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"f0880a89-7733-4395-9f36-9191634600eb","defensive_indiff",NA,NA,NA,NA,NA,NA,"90","atBat","Lineout","field_out","Zach Neto lines out sharply, second baseman Luis Arraez to first baseman Yuli Gurriel.",0,8,5,90,"bottom",10,"2023-05-28T05:39:03.804Z","2023-05-28T05:40:44.707Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,687263,"Zach Neto","/api/v1/people/687263","R","Right",663773,"Bryan Hoeing","/api/v1/people/663773","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels","Miami Marlins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717998,"2023-05-28",1,"2023-05-28T05:37:48.012Z","2023-05-28T05:37:58.510Z",TRUE,"pitch","bc83ceea-ca5c-43af-a291-fcfd609f8de3",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,1,NA,NA,3.4,1.63,NA,146.65,162.04,"fly_ball","medium","8",90.7,78,NA,NA,NA,NA,NA,NA,NA,NA,"89","atBat","Flyout","field_out","Matt Thaiss flies out to center fielder Jonathan Davis.",0,8,5,89,"bottom",10,"2023-05-28T05:37:13.208Z","2023-05-28T05:37:58.510Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,642136,"Matt Thaiss","/api/v1/people/642136","L","Left",663773,"Bryan Hoeing","/api/v1/people/663773","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels","Miami Marlins","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.6,85.1,4,0.91,0.4038,6.8766,31.1729,-21.2671,-10.9233,5.8593,-0.7779,2.8423,9.2582,-135.9089,-4.0815,-2.8178,50.0016,5.8498,-20.3314,39.6,6,24,NA,NA,89.7,34,314,NA,NA,NA,TRUE,-21.6,9.8,17.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,570482,"Gio Urshela","/api/v1/people/570482",NA,NA,NA,NA
717998,"2023-05-28",0,"2023-05-28T05:37:31.803Z","2023-05-28T05:37:35.927Z",TRUE,"pitch","3de715cb-5bb3-43a6-9e36-59312781e8fe",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.5356,1.7121,NA,157.84,157.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89","atBat","Flyout","field_out","Matt Thaiss flies out to center fielder Jonathan Davis.",0,8,5,89,"bottom",10,"2023-05-28T05:37:13.208Z","2023-05-28T05:37:58.510Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,642136,"Matt Thaiss","/api/v1/people/642136","L","Left",663773,"Bryan Hoeing","/api/v1/people/663773","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels","Miami Marlins","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.4,85.7,11,0.89,0.4006,6.7496,32.2263,-24.5707,-11.4508,4.0266,-1.0715,3.0248,9.1939,-137.0692,-3.1532,-2.9928,50.0064,5.8807,-21.6447,37.2,7.2,24,2072,238,NA,NA,NA,NA,NA,NA,FALSE,-24.2,6.7,18.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717998,"2023-05-28",3,"2023-05-28T05:36:52.719Z","2023-05-28T05:37:02.778Z",TRUE,"pitch","467f9858-9cae-4818-bb39-89acb17a97b6",4,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",2,1,1,NA,NA,3.44,1.66,NA,122.79,148.44,"ground_ball","medium","9",195.55,122.84,NA,NA,NA,NA,NA,NA,NA,NA,"88","atBat","Single","single","Gio Urshela singles on a ground ball to right fielder Garrett Hampson. Brandon Drury scores.",1,8,5,88,"bottom",10,"2023-05-28T05:35:45.413Z","2023-05-28T05:37:02.778Z",TRUE,TRUE,FALSE,FALSE,33,2,1,1,570482,"Gio Urshela","/api/v1/people/570482","R","Right",663773,"Bryan Hoeing","/api/v1/people/663773","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels","Miami Marlins","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.9,85.7,2,2,0.4017,6.97,30.0327,-20.5587,-8.4274,6.1693,-0.1519,3.346,10.1346,-136.3491,-2.7287,-2.8224,50.0029,5.7788,-15.866,32.4,6,24,2107,240,93.7,-2,40,NA,NA,NA,FALSE,-20.4,10.8,13.1,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,570482,"Gio Urshela","/api/v1/people/570482",NA,NA,NA,NA
