"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
745434,"2024-04-21",2,"2024-04-21T22:42:05.871Z","2024-04-21T22:42:14.626Z",TRUE,"pitch","28cfcf06-2337-419f-acc9-91424fb23955",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,1,NA,NA,3.5,1.64,NA,121.44,181.29,"ground_ball","medium","5",107.89,158.84,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Grounded Into DP","grounded_into_double_play","Justin Turner grounds into a double play, third baseman Eguy Rosario to second baseman Xander Bogaerts to first baseman Jake Cronenworth. Bo Bichette out at 2nd. Justin Turner out at 1st.",0,3,6,70,"top",9,"2024-04-21T22:41:15.800Z","2024-04-21T22:42:14.626Z",TRUE,FALSE,FALSE,TRUE,24,0,2,3,457759,"Justin Turner","/api/v1/people/457759","R","Right",663158,"Robert Suarez","/api/v1/people/663158","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","San Diego Padres","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.2,90.1,8,0.91,0.3812,6.6359,36.1314,-12.6355,-4.5909,9.3627,-0.1164,2.1294,4.1713,-144.1531,-8.8871,-0.9917,50.0043,6.0489,-9.582,30,3.6,24,2516,206,73.6,-31,4,NA,NA,NA,TRUE,-12.8,15.1,7.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745434,"2024-04-21",1,"2024-04-21T22:41:39.827Z","2024-04-21T22:41:42.954Z",TRUE,"pitch","95539941-d80a-410a-a683-e986e5b514cd",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.5,1.64,NA,132.25,161.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Grounded Into DP","grounded_into_double_play","Justin Turner grounds into a double play, third baseman Eguy Rosario to second baseman Xander Bogaerts to first baseman Jake Cronenworth. Bo Bichette out at 2nd. Justin Turner out at 1st.",0,3,6,70,"top",9,"2024-04-21T22:41:15.800Z","2024-04-21T22:42:14.626Z",TRUE,FALSE,FALSE,TRUE,24,0,2,3,457759,"Justin Turner","/api/v1/people/457759","R","Right",663158,"Robert Suarez","/api/v1/people/663158","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","San Diego Padres","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.3,88.8,4,0.92,0.385,6.523,36.8535,-9.7117,-4.8086,10.9939,-0.4001,2.8483,3.1592,-142.9472,-7.4902,-0.9021,50.0027,6.1328,-9.8252,38.4,2.4,24,2499,204,NA,NA,NA,NA,NA,NA,FALSE,-10.3,18.4,7.9,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745434,"2024-04-21",0,"2024-04-21T22:41:21.836Z","2024-04-21T22:41:25.056Z",TRUE,"pitch","0526b3fc-edf8-464e-84cf-d462ffaecdc5",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.5,1.64,NA,142.58,144.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Grounded Into DP","grounded_into_double_play","Justin Turner grounds into a double play, third baseman Eguy Rosario to second baseman Xander Bogaerts to first baseman Jake Cronenworth. Bo Bichette out at 2nd. Justin Turner out at 1st.",0,3,6,70,"top",9,"2024-04-21T22:41:15.800Z","2024-04-21T22:42:14.626Z",TRUE,FALSE,FALSE,TRUE,24,0,2,3,457759,"Justin Turner","/api/v1/people/457759","R","Right",663158,"Robert Suarez","/api/v1/people/663158","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","San Diego Padres","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.6,89.3,1,0.92,0.3831,6.5283,36.1454,-10.1566,-4.6048,10.6561,-0.671,3.4813,2.6874,-143.5084,-5.6165,-1.0261,50.0003,6.1092,-9.5122,37.2,2.4,24,2449,205,NA,NA,NA,NA,NA,NA,FALSE,-10.1,18.2,7.7,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745434,"2024-04-21",0,"2024-04-21T22:40:41.477Z","2024-04-21T22:40:48.470Z",TRUE,"pitch","b36147ec-cc71-44f6-a3cc-9e45e702ef81",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,1,NA,NA,3.78,1.78,NA,142.16,176.33,"ground_ball","medium","5",95.81,167.3,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Bo Bichette singles on a ground ball to third baseman Eguy Rosario.",0,3,6,69,"top",9,"2024-04-21T22:40:39.398Z","2024-04-21T22:40:48.470Z",TRUE,FALSE,FALSE,FALSE,33,0,0,1,666182,"Bo Bichette","/api/v1/people/666182","R","Right",663158,"Robert Suarez","/api/v1/people/663158","R","Right","vs_RHP","vs_RHB","Men_On",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","San Diego Padres","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.7,89,7,2,0.3862,6.5547,34.1294,-11.0887,-5.975,10.3633,-0.6601,2.3128,2.9248,-142.12,-8.1897,-0.9291,50.0063,5.9455,-12.1626,40.8,3.6,24,2471,208,100.2,-10,14,NA,NA,NA,FALSE,-11.6,17.2,10.2,NA,NA,NA,NA,NA,FALSE,TRUE,666182,"Bo Bichette","/api/v1/people/666182",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745434,"2024-04-21",6,"2024-04-21T22:40:13.019Z","2024-04-21T22:40:17.776Z",TRUE,"pitch","5b780543-d71e-4a65-b4d8-598f08d590a5",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,0,NA,NA,3.7809,1.8059,NA,114.43,164.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Vladimir Guerrero Jr. called out on strikes.",0,3,6,68,"top",9,"2024-04-21T22:38:44.234Z","2024-04-21T22:40:17.776Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,665489,"Vladimir Guerrero Jr.","/api/v1/people/665489","R","Right",663158,"Robert Suarez","/api/v1/people/663158","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","San Diego Padres",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.3,91,5,2,0.377,6.5694,36.6099,-9.6761,-6.5251,10.5422,0.0674,2.7356,5.9724,-145.7042,-7.8806,-1.1687,50.0044,6.0724,-13.9271,46.8,3.6,24,2484,210,NA,NA,NA,NA,NA,NA,TRUE,-10,17.5,10.6,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745434,"2024-04-21",5,"2024-04-21T22:39:57.127Z","2024-04-21T22:40:00.697Z",TRUE,"pitch","50abf6e5-cf34-4ebf-8bc9-44af3dba9fe1",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,3.7575,1.7597,NA,97.94,206.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Vladimir Guerrero Jr. called out on strikes.",0,3,6,68,"top",9,"2024-04-21T22:38:44.234Z","2024-04-21T22:40:17.776Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,665489,"Vladimir Guerrero Jr.","/api/v1/people/665489","R","Right",663158,"Robert Suarez","/api/v1/people/663158","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","San Diego Padres",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.5,90.4,14,2,0.3805,6.6463,35.7407,-9.3835,-6.1282,10.881,0.5002,1.2002,6.5114,-144.3206,-11.8861,-0.9966,50.0066,5.9656,-12.8412,42,3.6,24,2458,209,NA,NA,NA,NA,NA,NA,FALSE,-10.7,17.3,9.7,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745434,"2024-04-21",4,"2024-04-21T22:39:19.749Z","2024-04-21T22:39:23.252Z",TRUE,"pitch","d6304163-2901-4e88-a13f-052eb86fb6f3",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.73,1.77,NA,123.76,160.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Vladimir Guerrero Jr. called out on strikes.",0,3,6,68,"top",9,"2024-04-21T22:38:44.234Z","2024-04-21T22:40:17.776Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,665489,"Vladimir Guerrero Jr.","/api/v1/people/665489","R","Right",663158,"Robert Suarez","/api/v1/people/663158","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","San Diego Padres",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.7,90.4,5,0.92,0.3792,6.4383,36.6474,-11.7472,-5.0127,9.6849,-0.1773,2.9171,3.8425,-144.9383,-7.0236,-0.8749,50.0017,6.1035,-10.5708,36,3.6,24,2610,204,NA,NA,NA,NA,NA,NA,FALSE,-11.6,16.2,8.3,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745434,"2024-04-21",3,"2024-04-21T22:39:02.022Z","2024-04-21T22:39:05.524Z",TRUE,"pitch","f03e6138-ec74-4728-a3bf-f824dafed634",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,0,NA,NA,3.73,1.77,NA,113.54,156.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Vladimir Guerrero Jr. called out on strikes.",0,3,6,68,"top",9,"2024-04-21T22:38:44.234Z","2024-04-21T22:40:17.776Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,665489,"Vladimir Guerrero Jr.","/api/v1/people/665489","R","Right",663158,"Robert Suarez","/api/v1/people/663158","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","San Diego Padres",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.6,88.4,5,0.92,0.3874,6.6175,35.347,-9.6231,-5.2221,11.1633,0.0907,3.0393,4.5107,-141.9116,-6.7483,-0.8484,50.0038,6.0755,-10.5508,39.6,2.4,24,2433,203,NA,NA,NA,NA,NA,NA,FALSE,-10.1,18.8,8.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745434,"2024-04-21",2,"2024-04-21T22:38:46.323Z","2024-04-21T22:38:50.009Z",TRUE,"pitch","4ecf42d9-af50-4926-ba4b-8497d1773291",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.8436,1.7295,NA,81.02,172.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Vladimir Guerrero Jr. called out on strikes.",0,3,6,68,"top",9,"2024-04-21T22:38:44.234Z","2024-04-21T22:40:17.776Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,665489,"Vladimir Guerrero Jr.","/api/v1/people/665489","R","Right",663158,"Robert Suarez","/api/v1/people/663158","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","San Diego Padres",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.4,90.2,14,0.92,0.3805,6.5585,35.9234,-10.7888,-4.8489,10.2087,0.9439,2.473,7.102,-144.3589,-8.054,-0.9267,50.0042,5.9762,-10.1593,33.6,2.4,24,2269,211,NA,NA,NA,NA,NA,NA,FALSE,-11,16.9,7.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745434,"2024-04-21",0,"2024-04-21T22:37:34.635Z","2024-04-21T22:37:34.654Z",FALSE,"action",NA,NA,"Defensive Substitution: Eguy Rosario replaces third baseman Tyler Wade, batting 9th, playing third base.","Defensive Sub",3,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,666703,"/api/v1/people/666703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_substitution",NA,"5","Third Base","Infielder","3B","901","68","atBat","Strikeout","strikeout","Vladimir Guerrero Jr. called out on strikes.",0,3,6,68,"top",9,"2024-04-21T22:38:44.234Z","2024-04-21T22:40:17.776Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,665489,"Vladimir Guerrero Jr.","/api/v1/people/665489","R","Right",663158,"Robert Suarez","/api/v1/people/663158","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","San Diego Padres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,642180,"/api/v1/people/642180",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
