"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718340,"2023-05-02",5,"2023-05-03T01:54:59.150Z","2023-05-03T01:55:04.365Z",TRUE,"pitch","b497b8c1-4550-4584-8492-126c356131ee",6,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",2,2,2,NA,NA,3.34,1.57,NA,137.99,164.69,"line_drive","medium","7",45.54,124.32,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Single","single","Andrew Benintendi singles on a line drive to left fielder Trevor Larnach. Hanser Alberto scores.",1,2,3,74,"bottom",10,"2023-05-03T01:52:57.049Z","2023-05-03T01:55:04.365Z",TRUE,TRUE,FALSE,FALSE,60,2,2,2,643217,"Andrew Benintendi","/api/v1/people/643217","L","Left",573204,"Caleb Thielbar","/api/v1/people/573204","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.1,84.9,4,0.92,0.4048,6.289,30.0149,-9.5661,3.1006,12.1956,-0.5507,2.7439,-2.4925,-135.4025,-6.6395,-0.0203,50.0045,5.8999,5.7485,25.2,2.4,24,2334,158,92,11,190,NA,NA,NA,FALSE,-10.8,20.9,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,643217,"Andrew Benintendi","/api/v1/people/643217",NA,NA,NA,NA,NA,NA
718340,"2023-05-02",4,"2023-05-03T01:54:38.248Z","2023-05-03T01:54:41.644Z",TRUE,"pitch","491edcfe-9679-47c0-8ff0-8659bd4860bc",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.34,1.57,NA,133.87,169.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Single","single","Andrew Benintendi singles on a line drive to left fielder Trevor Larnach. Hanser Alberto scores.",1,2,3,74,"bottom",10,"2023-05-03T01:52:57.049Z","2023-05-03T01:55:04.365Z",TRUE,TRUE,FALSE,FALSE,60,2,2,2,643217,"Andrew Benintendi","/api/v1/people/643217","L","Left",573204,"Caleb Thielbar","/api/v1/people/573204","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",80.9,74.5,4,0.9,0.4648,6.3382,22.4897,-31.465,-11.0568,0.4997,-0.4426,2.5805,1.0415,-117.8509,-1.0066,0.5458,50.0006,5.9206,-15.5427,26.4,9.6,24,2467,288,NA,NA,NA,NA,NA,NA,FALSE,-40.8,1,19.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718340,"2023-05-02",3,"2023-05-03T01:54:19.800Z","2023-05-03T01:54:22.923Z",TRUE,"pitch","e232a4b4-9e36-4eee-964f-3fd6b7b5961e",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.34,1.57,NA,122.66,151.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Single","single","Andrew Benintendi singles on a line drive to left fielder Trevor Larnach. Hanser Alberto scores.",1,2,3,74,"bottom",10,"2023-05-03T01:52:57.049Z","2023-05-03T01:55:04.365Z",TRUE,TRUE,FALSE,FALSE,60,2,2,2,643217,"Andrew Benintendi","/api/v1/people/643217","L","Left",573204,"Caleb Thielbar","/api/v1/people/573204","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92,84.4,2,0.9,0.4081,6.3475,28.0989,-12.3651,2.6285,10.8524,-0.1484,3.2329,-1.5936,-134.0456,-4.9158,0.1113,50.0051,5.9685,4.7995,18,3.6,24,2239,158,NA,NA,NA,NA,NA,NA,FALSE,-13.3,18.8,-4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718340,"2023-05-02",2,"2023-05-03T01:53:42.559Z","2023-05-03T01:53:46.671Z",TRUE,"pitch","9531ec00-6c5c-49c8-9f26-4b6a7c8562d1",3,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,1,2,NA,NA,3.3174,1.5386,NA,148.82,232.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Single","single","Andrew Benintendi singles on a line drive to left fielder Trevor Larnach. Hanser Alberto scores.",1,2,3,74,"bottom",10,"2023-05-03T01:52:57.049Z","2023-05-03T01:55:04.365Z",TRUE,TRUE,FALSE,FALSE,60,2,2,2,643217,"Andrew Benintendi","/api/v1/people/643217","L","Left",573204,"Caleb Thielbar","/api/v1/people/573204","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93,85.8,13,0.91,0.4046,6.3636,27.1048,-9.3719,3.5649,12.2603,-0.8348,0.2229,-3.5908,-134.9641,-12.7574,0.0445,50.0059,5.6506,6.6321,26.4,2.4,24,2313,155,NA,NA,NA,NA,NA,NA,FALSE,-11.6,19.9,-5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718340,"2023-05-02",1,"2023-05-03T01:53:24.949Z","2023-05-03T01:53:29.626Z",TRUE,"pitch","5cb605e8-bfc1-4edf-89ca-a2f598b32de6",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.3091,1.5386,NA,153.58,185.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Single","single","Andrew Benintendi singles on a line drive to left fielder Trevor Larnach. Hanser Alberto scores.",1,2,3,74,"bottom",10,"2023-05-03T01:52:57.049Z","2023-05-03T01:55:04.365Z",TRUE,TRUE,FALSE,FALSE,60,2,2,2,643217,"Andrew Benintendi","/api/v1/people/643217","L","Left",573204,"Caleb Thielbar","/api/v1/people/573204","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82.2,76,13,0.91,0.4567,6.2597,22.6233,-28.621,-9.3056,2.4397,-0.9597,1.9669,-0.4151,-119.8257,-3.2129,0.4251,50.0039,5.8756,-13.5659,25.2,8.4,24,2538,285,NA,NA,NA,NA,NA,NA,FALSE,-36.4,4,16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718340,"2023-05-02",0,"2023-05-03T01:53:07.236Z","2023-05-03T01:53:11.080Z",TRUE,"pitch","641b4ce4-3901-4389-8797-37660daa3844",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.34,1.57,NA,120.51,184.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Single","single","Andrew Benintendi singles on a line drive to left fielder Trevor Larnach. Hanser Alberto scores.",1,2,3,74,"bottom",10,"2023-05-03T01:52:57.049Z","2023-05-03T01:55:04.365Z",TRUE,TRUE,FALSE,FALSE,60,2,2,2,643217,"Andrew Benintendi","/api/v1/people/643217","L","Left",573204,"Caleb Thielbar","/api/v1/people/573204","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.4,85.6,8,0.92,0.4028,6.3037,29.3034,-9.9762,2.8461,11.8484,-0.0921,1.9928,-1.8064,-135.8909,-8.2746,0.2109,50.004,5.7673,5.3323,22.8,2.4,24,2348,156,NA,NA,NA,NA,NA,NA,FALSE,-11.4,19.9,-4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718340,"2023-05-02",6,"2023-05-03T01:52:32.221Z","2023-05-03T01:52:40.514Z",TRUE,"pitch","1acbda6d-fb70-41bd-a115-7e16215269c5",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,1,NA,NA,3.43,1.54,NA,126.34,171.93,"ground_ball","medium","6",115.41,166.57,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Groundout","field_out","Tim Anderson grounds out, shortstop Carlos Correa to first baseman Joey Gallo.",0,2,2,73,"bottom",10,"2023-05-03T01:50:31.012Z","2023-05-03T01:52:40.514Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,641313,"Tim Anderson","/api/v1/people/641313","R","Right",573204,"Caleb Thielbar","/api/v1/people/573204","L","Left","vs_LHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.2,85.2,5,0.9,0.4041,6.1982,29.8683,-12.1113,2.6908,10.7847,-0.2449,2.4758,-1.9763,-135.5885,-6.8642,0.1441,50.0045,5.8869,5.0065,19.2,3.6,24,2304,157,100.7,-4,24,NA,NA,NA,TRUE,-13.3,18.2,-4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,593643,"Hanser Alberto","/api/v1/people/593643"
718340,"2023-05-02",5,"2023-05-03T01:52:09.777Z","2023-05-03T01:52:12.813Z",TRUE,"pitch","68b964f9-8744-448d-8373-792ea2e80902",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.43,1.54,NA,121.34,172.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Groundout","field_out","Tim Anderson grounds out, shortstop Carlos Correa to first baseman Joey Gallo.",0,2,2,73,"bottom",10,"2023-05-03T01:50:31.012Z","2023-05-03T01:52:40.514Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,641313,"Tim Anderson","/api/v1/people/641313","R","Right",573204,"Caleb Thielbar","/api/v1/people/573204","L","Left","vs_LHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.1,85.7,5,0.92,0.4031,6.2738,27.9343,-11.1822,3.2215,11.2136,-0.1139,2.4475,-1.8829,-135.5489,-7.0697,0.1689,50.006,5.8598,6.0324,24,2.4,24,2307,161,NA,NA,NA,NA,NA,NA,FALSE,-12.2,19.1,-5.5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718340,"2023-05-02",4,"2023-05-03T01:51:46.486Z","2023-05-03T01:51:49.611Z",TRUE,"pitch","6e5bf888-f6d8-4f2d-b81a-1d0ecea936ac",4,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,2,1,NA,NA,3.4466,1.5386,NA,169.9,242.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Groundout","field_out","Tim Anderson grounds out, shortstop Carlos Correa to first baseman Joey Gallo.",0,2,2,73,"bottom",10,"2023-05-03T01:50:31.012Z","2023-05-03T01:52:40.514Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,641313,"Tim Anderson","/api/v1/people/641313","R","Right",573204,"Caleb Thielbar","/api/v1/people/573204","L","Left","vs_LHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",74.6,68.7,13,0.89,0.5083,6.3211,22.6379,-42.9641,-7.2073,-9.2244,-1.3878,-0.1227,-1.1171,-108.6014,-3.0245,0.0708,50.0015,6.0541,-8.4325,10.8,15.6,24,2614,332,NA,NA,NA,NA,NA,NA,FALSE,-67.1,-17.2,13.3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718340,"2023-05-02",3,"2023-05-03T01:51:23.994Z","2023-05-03T01:51:26.994Z",TRUE,"pitch","a7a116ce-3135-465e-aabb-15c2ebf6f913",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.43,1.54,NA,126.3,157.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Groundout","field_out","Tim Anderson grounds out, shortstop Carlos Correa to first baseman Joey Gallo.",0,2,2,73,"bottom",10,"2023-05-03T01:50:31.012Z","2023-05-03T01:52:40.514Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,641313,"Tim Anderson","/api/v1/people/641313","R","Right",573204,"Caleb Thielbar","/api/v1/people/573204","L","Left","vs_LHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.4,84.5,2,0.91,0.407,6.3042,29.2096,-11.3355,2.8064,11.364,-0.2441,3.0182,-2.4144,-134.5618,-5.5714,0.3002,50.0024,5.9186,5.1462,20.4,2.4,24,2294,154,NA,NA,NA,NA,NA,NA,FALSE,-12.4,19.6,-4.6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
