"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717180,"2023-08-02",3,"2023-08-02T04:06:18.872Z","2023-08-02T04:06:24.346Z",TRUE,"pitch","77d86411-84a2-4e4a-928c-13b481109ba5",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.4273,1.5461,NA,70.32,132.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Pickoff 1B","pickoff_1b","D-backs challenged (play at 1st), call on the field was upheld: catcher Patrick Bailey picks off Geraldo Perdomo at on throw to first baseman LaMonte Wade Jr.",0,3,4,64,"top",9,"2023-08-02T04:05:41.577Z","2023-08-02T04:06:30.440Z",TRUE,FALSE,TRUE,TRUE,16,2,1,3,572233,"Christian Walker","/api/v1/people/572233","R","Right",640455,"Sean Manaea","/api/v1/people/640455","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","San Francisco Giants",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.6,87.4,12,2,0.3935,6.9924,30.7345,-19.7143,9.4967,6.347,1.2246,3.9326,-5.964,-139.1139,-0.7469,2.1606,50.002,5.5094,18.643,40.8,6,24,2103,127,NA,NA,NA,NA,NA,NA,FALSE,-18.4,11.5,-16,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717180,"2023-08-02",2,"2023-08-02T04:06:00.123Z","2023-08-02T04:06:03.574Z",TRUE,"pitch","1013d605-e63c-4809-a046-87259d5096a7",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,2,NA,NA,3.31,1.55,NA,100.26,166.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Pickoff 1B","pickoff_1b","D-backs challenged (play at 1st), call on the field was upheld: catcher Patrick Bailey picks off Geraldo Perdomo at on throw to first baseman LaMonte Wade Jr.",0,3,4,64,"top",9,"2023-08-02T04:05:41.577Z","2023-08-02T04:06:30.440Z",TRUE,FALSE,TRUE,TRUE,16,2,1,3,572233,"Christian Walker","/api/v1/people/572233","R","Right",640455,"Sean Manaea","/api/v1/people/640455","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","San Francisco Giants",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.1,87,6,2,0.3958,6.6633,30.4349,-19.7463,10.7605,6.4069,0.4391,2.6798,-8.3718,-138.3088,-3.9393,2.105,50.0045,5.4444,20.8792,43.2,6,24,1959,130,NA,NA,NA,NA,NA,NA,FALSE,-19.3,10.9,-17.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717180,"2023-08-02",1,"2023-08-02T04:05:43.925Z","2023-08-02T04:05:47.363Z",TRUE,"pitch","2a983fc0-521a-4802-a63f-6d1cc16befb3",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.2746,1.4859,NA,108.12,118.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Pickoff 1B","pickoff_1b","D-backs challenged (play at 1st), call on the field was upheld: catcher Patrick Bailey picks off Geraldo Perdomo at on throw to first baseman LaMonte Wade Jr.",0,3,4,64,"top",9,"2023-08-02T04:05:41.577Z","2023-08-02T04:06:30.440Z",TRUE,FALSE,TRUE,TRUE,16,2,1,3,572233,"Christian Walker","/api/v1/people/572233","R","Right",640455,"Sean Manaea","/api/v1/people/640455","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","San Francisco Giants",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.6,86,12,2,0.3989,6.5461,31.6555,-21.0016,10.6585,5.8561,0.2329,4.4497,-8.8441,-137.5287,0.6046,2.1121,50.0018,5.6558,20.3336,40.8,6,24,2339,204,NA,NA,NA,NA,NA,NA,FALSE,-19.8,10.9,-17.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717180,"2023-08-02",0,"2023-08-02T04:04:56.771Z","2023-08-02T04:05:43.925Z",FALSE,"action",NA,NA,"On-field Delay.","Game Advisory",3,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,572233,"/api/v1/people/572233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"game_advisory",NA,NA,NA,NA,NA,NA,"64","atBat","Pickoff 1B","pickoff_1b","D-backs challenged (play at 1st), call on the field was upheld: catcher Patrick Bailey picks off Geraldo Perdomo at on throw to first baseman LaMonte Wade Jr.",0,3,4,64,"top",9,"2023-08-02T04:05:41.577Z","2023-08-02T04:06:30.440Z",TRUE,FALSE,TRUE,TRUE,16,2,1,3,572233,"Christian Walker","/api/v1/people/572233","R","Right",640455,"Sean Manaea","/api/v1/people/640455","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","San Francisco Giants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717180,"2023-08-02",4,"2023-08-02T04:06:30.438Z","2023-08-02T04:06:30.440Z",FALSE,"pickoff",NA,NA,"Pickoff Attempt 1B",NA,NA,NA,NA,FALSE,"1",NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,"77d86411-84a2-4e4a-928c-13b481109ba5",NA,NA,NA,NA,NA,NA,NA,"64","atBat","Pickoff 1B","pickoff_1b","D-backs challenged (play at 1st), call on the field was upheld: catcher Patrick Bailey picks off Geraldo Perdomo at on throw to first baseman LaMonte Wade Jr.",0,3,4,64,"top",9,"2023-08-02T04:05:41.577Z","2023-08-02T04:06:30.440Z",TRUE,FALSE,TRUE,TRUE,16,2,1,3,572233,"Christian Walker","/api/v1/people/572233","R","Right",640455,"Sean Manaea","/api/v1/people/640455","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","San Francisco Giants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"MF",109
717180,"2023-08-02",5,"2023-08-02T04:04:24.959Z","2023-08-02T04:04:37.380Z",TRUE,"pitch","12a9bdbe-78f7-4572-bc7b-6de253cc0ff1",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,1,NA,NA,3.13,1.5,NA,94.42,158.87,"fly_ball","medium","9",176.09,74.95,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Flyout","field_out","Corbin Carroll flies out to right fielder Michael Conforto.",0,3,4,63,"top",9,"2023-08-02T04:03:33.102Z","2023-08-02T04:04:37.380Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,682998,"Corbin Carroll","/api/v1/people/682998","L","Left",640455,"Sean Manaea","/api/v1/people/640455","L","Left","vs_LHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","San Francisco Giants",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.1,85.4,3,2,0.4038,6.7338,28.1779,-20.063,10.3885,6.4932,0.5924,2.9594,-7.6859,-135.3747,-3.0755,2.1116,50.0044,5.5066,19.3794,40.8,6,24,2163,130,89.5,28,333,NA,NA,NA,TRUE,-20.2,11.3,-17.3,NA,NA,NA,NA,NA,TRUE,TRUE,672695,"Geraldo Perdomo","/api/v1/people/672695",NA,NA,NA,NA,NA,NA,NA
717180,"2023-08-02",4,"2023-08-02T04:04:07.704Z","2023-08-02T04:04:11.832Z",TRUE,"pitch","248b615e-7811-4012-9368-ada5da2f1c57",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.1252,1.5562,NA,69.29,125.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Flyout","field_out","Corbin Carroll flies out to right fielder Michael Conforto.",0,3,4,63,"top",9,"2023-08-02T04:03:33.102Z","2023-08-02T04:04:37.380Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,682998,"Corbin Carroll","/api/v1/people/682998","L","Left",640455,"Sean Manaea","/api/v1/people/640455","L","Left","vs_LHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","San Francisco Giants",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",81.1,73.9,12,2,0.465,6.4294,24.0175,-29.3977,-6.3765,1.9787,1.2517,4.1797,-0.7313,-118.1234,2.4172,2.3936,50.002,5.8591,-8.9453,18,8.4,24,2107,265,NA,NA,NA,NA,NA,NA,FALSE,-37.2,4.6,11.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717180,"2023-08-02",3,"2023-08-02T04:03:51.081Z","2023-08-02T04:03:56.186Z",TRUE,"pitch","0161d73a-21bd-455f-add0-42202f20396e",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.1557,1.5262,NA,140.81,145.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Flyout","field_out","Corbin Carroll flies out to right fielder Michael Conforto.",0,3,4,63,"top",9,"2023-08-02T04:03:33.102Z","2023-08-02T04:04:37.380Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,682998,"Corbin Carroll","/api/v1/people/682998","L","Left",640455,"Sean Manaea","/api/v1/people/640455","L","Left","vs_LHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","San Francisco Giants",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.2,86.7,11,2,0.3966,7.1254,31.4169,-22.1486,9.8998,5.1915,-0.6246,3.4639,-10.3046,-138.2177,-1.5316,1.8695,50.0011,5.5156,19.1124,37.2,6,24,2130,131,NA,NA,NA,NA,NA,NA,FALSE,-21.1,9.2,-15.7,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717180,"2023-08-02",2,"2023-08-02T04:03:35.451Z","2023-08-02T04:03:38.929Z",TRUE,"pitch","86ca574f-f6dc-4354-86ce-7f1152d35fef",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.1557,1.5262,NA,132.88,153.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Flyout","field_out","Corbin Carroll flies out to right fielder Michael Conforto.",0,3,4,63,"top",9,"2023-08-02T04:03:33.102Z","2023-08-02T04:04:37.380Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,682998,"Corbin Carroll","/api/v1/people/682998","L","Left",640455,"Sean Manaea","/api/v1/people/640455","L","Left","vs_LHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","San Francisco Giants",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.3,85.2,1,2,0.4043,6.675,29.5193,-24.3394,11.1243,4.2133,-0.4166,3.1734,-10.3608,-135.4682,-1.8373,2.0118,50.001,5.5613,20.6794,37.2,7.2,24,2118,148,NA,NA,NA,NA,NA,NA,FALSE,-24.1,7.4,-18,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717180,"2023-08-02",0,"2023-08-02T04:01:07.002Z","2023-08-02T04:01:30.376Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",3,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"63","atBat","Flyout","field_out","Corbin Carroll flies out to right fielder Michael Conforto.",0,3,4,63,"top",9,"2023-08-02T04:03:33.102Z","2023-08-02T04:04:37.380Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,682998,"Corbin Carroll","/api/v1/people/682998","L","Left",640455,"Sean Manaea","/api/v1/people/640455","L","Left","vs_LHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","San Francisco Giants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
