"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
746794,"2024-05-25",6,"2024-05-25T20:25:34.782Z","2024-05-25T20:25:38.938Z",TRUE,"pitch","971d30c9-2af5-4428-b300-d71d2f6553ab",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.54,1.68,NA,114.02,168.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Home Run","home_run","Ryan O'Hearn homers (7) on a fly ball to right center field. Adley Rutschman scores.",2,2,3,59,"top",8,"2024-05-25T20:22:59.643Z","2024-05-25T20:26:27.137Z",TRUE,TRUE,FALSE,FALSE,38,2,2,1,656811,"Ryan O'Hearn","/api/v1/people/656811","L","Left",673929,"Jordan Leasure","/api/v1/people/673929","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Chicago White Sox","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",78.3,72.8,5,0.9,0.4786,6.7074,19.6971,-40.5103,5.9278,-6.2792,0.0781,2.5995,1.5422,-114.1563,1.4407,-1.3752,50.0005,5.9278,7.8742,10.8,12,24,2930,23,NA,NA,NA,NA,NA,NA,FALSE,-55,-10.8,-11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746794,"2024-05-25",5,"2024-05-25T20:25:10.602Z","2024-05-25T20:25:14.604Z",TRUE,"pitch","ca1cabfc-af12-4a2a-9423-96a16a0e5aaf",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.54,1.68,NA,116.54,119.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Home Run","home_run","Ryan O'Hearn homers (7) on a fly ball to right center field. Adley Rutschman scores.",2,2,3,59,"top",8,"2024-05-25T20:22:59.643Z","2024-05-25T20:26:27.137Z",TRUE,TRUE,FALSE,FALSE,38,2,2,1,656811,"Ryan O'Hearn","/api/v1/people/656811","L","Left",673929,"Jordan Leasure","/api/v1/people/673929","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Chicago White Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,86.9,12,0.88,0.3954,6.8832,30.6545,-15.1053,-2.6898,8.78,0.0121,4.432,3.9865,-138.4724,-0.9707,-1.0961,50.0006,5.7968,-5.2283,15.6,3.6,24,2209,194,NA,NA,NA,NA,NA,NA,FALSE,-14.3,16,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746794,"2024-05-25",4,"2024-05-25T20:24:46.561Z","2024-05-25T20:24:50.221Z",TRUE,"pitch","7d165b79-2abf-4181-a30a-db0cc8560d40",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.54,1.68,NA,104.85,129.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Home Run","home_run","Ryan O'Hearn homers (7) on a fly ball to right center field. Adley Rutschman scores.",2,2,3,59,"top",8,"2024-05-25T20:22:59.643Z","2024-05-25T20:26:27.137Z",TRUE,TRUE,FALSE,FALSE,38,2,2,1,656811,"Ryan O'Hearn","/api/v1/people/656811","L","Left",673929,"Jordan Leasure","/api/v1/people/673929","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Chicago White Sox","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.4,81.2,12,0.91,0.4272,6.7537,22.4603,-29.5866,3.2639,1.5528,0.3188,4.0633,2.9196,-127.4632,1.2449,-1.2595,50.0055,5.8786,5.4533,12,7.2,24,2444,110,NA,NA,NA,NA,NA,NA,FALSE,-31.9,3.2,-6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746794,"2024-05-25",3,"2024-05-25T20:24:17.737Z","2024-05-25T20:24:21.597Z",TRUE,"pitch","95161eb0-b587-474a-8ee3-e40afc9985ee",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.54,1.68,NA,102.15,162.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Home Run","home_run","Ryan O'Hearn homers (7) on a fly ball to right center field. Adley Rutschman scores.",2,2,3,59,"top",8,"2024-05-25T20:22:59.643Z","2024-05-25T20:26:27.137Z",TRUE,TRUE,FALSE,FALSE,38,2,2,1,656811,"Ryan O'Hearn","/api/v1/people/656811","L","Left",673929,"Jordan Leasure","/api/v1/people/673929","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Chicago White Sox","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.4,79.8,6,0.88,0.4343,6.8385,24.4905,-31.1543,2.5372,0.6335,0.3897,2.8423,3.8143,-125.9111,-1.2556,-1.4719,50.0035,5.858,4.092,8.4,8.4,24,2497,83,NA,NA,NA,NA,NA,NA,FALSE,-35.3,1.1,-5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746794,"2024-05-25",2,"2024-05-25T20:23:54.252Z","2024-05-25T20:23:57.922Z",TRUE,"pitch","6fcd3839-c4b2-4ae9-9b1d-1b2d793d8f9b",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,1,NA,NA,3.54,1.68,NA,113.82,163.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Home Run","home_run","Ryan O'Hearn homers (7) on a fly ball to right center field. Adley Rutschman scores.",2,2,3,59,"top",8,"2024-05-25T20:22:59.643Z","2024-05-25T20:26:27.137Z",TRUE,TRUE,FALSE,FALSE,38,2,2,1,656811,"Ryan O'Hearn","/api/v1/people/656811","L","Left",673929,"Jordan Leasure","/api/v1/people/673929","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Chicago White Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96,86.8,5,0.92,0.3943,7.0055,34.7678,-9.903,-4.2638,11.427,0.0835,2.7933,5.1317,-139.528,-6.1401,-1.2357,50.0024,5.692,-8.3101,31.2,2.4,24,2311,196,NA,NA,NA,NA,NA,NA,FALSE,-10.6,19.4,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746794,"2024-05-25",1,"2024-05-25T20:23:36.059Z","2024-05-25T20:23:39.559Z",TRUE,"pitch","90e333ad-0a9a-40ff-a0ee-e553b5ce7458",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.5462,1.6162,NA,180.41,162.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Home Run","home_run","Ryan O'Hearn homers (7) on a fly ball to right center field. Adley Rutschman scores.",2,2,3,59,"top",8,"2024-05-25T20:22:59.643Z","2024-05-25T20:26:27.137Z",TRUE,TRUE,FALSE,FALSE,38,2,2,1,656811,"Ryan O'Hearn","/api/v1/people/656811","L","Left",673929,"Jordan Leasure","/api/v1/people/673929","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Chicago White Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.1,86.3,11,0.92,0.3948,6.8692,36.8538,-8.7769,-2.5428,12.0562,-1.6635,2.8341,0.5895,-139.7136,-6.2877,-1.5495,50.0045,5.7172,-4.9352,25.2,2.4,24,2367,198,NA,NA,NA,NA,NA,NA,FALSE,-9.7,20.4,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746794,"2024-05-25",0,"2024-05-25T20:23:18.404Z","2024-05-25T20:23:22.364Z",TRUE,"pitch","827d4eba-e4b7-4bf2-9ef5-a49710ce52f0",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4815,1.508,NA,81.65,169.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Home Run","home_run","Ryan O'Hearn homers (7) on a fly ball to right center field. Adley Rutschman scores.",2,2,3,59,"top",8,"2024-05-25T20:22:59.643Z","2024-05-25T20:26:27.137Z",TRUE,TRUE,FALSE,FALSE,38,2,2,1,656811,"Ryan O'Hearn","/api/v1/people/656811","L","Left",673929,"Jordan Leasure","/api/v1/people/673929","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Chicago White Sox","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",80,72.9,12,0.83,0.4734,6.8302,25.1028,-40.665,3.551,-6.2854,0.9274,2.5494,4.1994,-116.4212,1.1188,-1.3721,50.0027,5.9599,4.7966,8.4,12,24,2867,34,NA,NA,NA,NA,NA,NA,FALSE,-53.9,-10.7,-7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746794,"2024-05-25",7,"2024-05-25T20:22:48.989Z","2024-05-25T20:22:52.027Z",TRUE,"pitch","2ffca180-3413-4241-ac1d-58a51cf2dc0f",7,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,1,NA,NA,3.5893,1.5946,NA,143.78,130.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Walk","walk","Adley Rutschman walks.",0,0,3,58,"top",8,"2024-05-25T20:20:17.555Z","2024-05-25T20:22:52.027Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,668939,"Adley Rutschman","/api/v1/people/668939","L","Left",673929,"Jordan Leasure","/api/v1/people/673929","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Chicago White Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.6,86.1,11,0.92,0.3959,7.0926,35.48,-12.4602,-5.4939,10.2083,-0.7027,4.0045,3.595,-139.1253,-2.4439,-1.3076,50.0069,5.7359,-10.6146,36,3.6,24,2281,194,NA,NA,NA,NA,NA,NA,FALSE,-12.2,18,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,668939,"Adley Rutschman","/api/v1/people/668939",NA,NA,NA,NA,NA,NA
746794,"2024-05-25",6,"2024-05-25T20:22:26.675Z","2024-05-25T20:22:30.774Z",TRUE,"pitch","20aa7c6f-baba-4254-af3e-4b4e2c2bdb44",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.43,1.68,NA,123.78,168.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Walk","walk","Adley Rutschman walks.",0,0,3,58,"top",8,"2024-05-25T20:20:17.555Z","2024-05-25T20:22:52.027Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,668939,"Adley Rutschman","/api/v1/people/668939","L","Left",673929,"Jordan Leasure","/api/v1/people/673929","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Chicago White Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.7,87.6,5,0.92,0.3909,7.1071,34.7425,-10.7534,-3.4594,10.8003,-0.1779,2.6108,4.4468,-140.6258,-6.3617,-1.3374,50.006,5.6149,-6.8636,25.2,2.4,24,2382,198,NA,NA,NA,NA,NA,NA,FALSE,-11.3,18.2,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746794,"2024-05-25",5,"2024-05-25T20:22:07.161Z","2024-05-25T20:22:12.088Z",TRUE,"pitch","df142b74-e0d8-4569-af18-0c088123962b",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.5031,1.6379,NA,129.9,205.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Walk","walk","Adley Rutschman walks.",0,0,3,58,"top",8,"2024-05-25T20:20:17.555Z","2024-05-25T20:22:52.027Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,668939,"Adley Rutschman","/api/v1/people/668939","L","Left",673929,"Jordan Leasure","/api/v1/people/673929","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Chicago White Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.9,82,13,0.91,0.423,6.8701,26.7074,-29.5793,3.7202,1.5282,-0.3385,1.2434,1.3544,-129.4372,-5.5411,-1.3517,50.0031,5.6733,6.3202,12,7.2,24,2464,159,NA,NA,NA,NA,NA,NA,FALSE,-32.8,1.8,-7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746794,"2024-05-25",3,"2024-05-25T20:21:35.219Z","2024-05-25T20:21:39.615Z",TRUE,"pitch","dae2ca2d-73ff-4dda-bbbc-d333b7ab2e6c",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,1,NA,NA,3.43,1.68,NA,85.46,195.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Walk","walk","Adley Rutschman walks.",0,0,3,58,"top",8,"2024-05-25T20:20:17.555Z","2024-05-25T20:22:52.027Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,668939,"Adley Rutschman","/api/v1/people/668939","L","Left",673929,"Jordan Leasure","/api/v1/people/673929","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Chicago White Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.2,81.6,9,0.91,0.4258,6.812,25.3615,-28.2862,2.8489,2.3197,0.8273,1.609,4.638,-128.3932,-4.7391,-1.3693,50.0049,5.6672,4.7798,10.8,7.2,24,2489,126,NA,NA,NA,NA,NA,NA,FALSE,-31.6,3.4,-6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746794,"2024-05-25",2,"2024-05-25T20:21:16.683Z","2024-05-25T20:21:20.105Z",TRUE,"pitch","b1c7513a-4c16-4e08-9841-71cc6d4fd051",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,1,1,NA,NA,3.43,1.68,NA,135.64,156.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Walk","walk","Adley Rutschman walks.",0,0,3,58,"top",8,"2024-05-25T20:20:17.555Z","2024-05-25T20:22:52.027Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,668939,"Adley Rutschman","/api/v1/people/668939","L","Left",673929,"Jordan Leasure","/api/v1/people/673929","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Chicago White Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.9,87.5,1,0.93,0.3907,6.9638,35.632,-8.3279,-5.4611,12.0157,-0.4891,3.0653,4.3561,-140.8514,-5.6186,-1.3556,50.0068,5.6405,-10.8417,45.6,2.4,24,2434,198,NA,NA,NA,NA,NA,NA,FALSE,-8.9,20.6,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746794,"2024-05-25",1,"2024-05-25T20:20:58.466Z","2024-05-25T20:21:02.155Z",TRUE,"pitch","42fc7f83-f8d5-4afc-bb9a-2e4b9c5a67ff",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.5677,1.5946,NA,160.75,162.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Walk","walk","Adley Rutschman walks.",0,0,3,58,"top",8,"2024-05-25T20:20:17.555Z","2024-05-25T20:22:52.027Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,668939,"Adley Rutschman","/api/v1/people/668939","L","Left",673929,"Jordan Leasure","/api/v1/people/673929","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Chicago White Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96,87,11,0.91,0.3936,7.0767,33.9292,-12.2082,-4.3548,10.2001,-1.1478,2.8382,2.0376,-139.6091,-5.6675,-1.3248,50.0009,5.7111,-8.5221,31.2,3.6,24,2358,199,NA,NA,NA,NA,NA,NA,FALSE,-12.6,17.4,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746794,"2024-05-25",0,"2024-05-25T20:20:40.617Z","2024-05-25T20:20:45.092Z",TRUE,"pitch","68b96b6d-828c-4faf-842a-16338a8aed5a",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.5677,1.573,NA,152.84,180.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Walk","walk","Adley Rutschman walks.",0,0,3,58,"top",8,"2024-05-25T20:20:17.555Z","2024-05-25T20:22:52.027Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,668939,"Adley Rutschman","/api/v1/people/668939","L","Left",673929,"Jordan Leasure","/api/v1/people/673929","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Chicago White Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.4,87.1,13,0.92,0.393,7.153,35.4944,-10.8586,-5.0608,10.8697,-0.9404,2.1469,2.8028,-140.0656,-7.5015,-1.3035,50.001,5.5925,-9.923,36,3.6,24,2231,193,NA,NA,NA,NA,NA,NA,FALSE,-11.8,18.1,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746794,"2024-05-25",4,"2024-05-25T20:21:44.540Z","2024-05-25T20:22:07.161Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",0,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,2,1,668939,"/api/v1/people/668939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"58","atBat","Walk","walk","Adley Rutschman walks.",0,0,3,58,"top",8,"2024-05-25T20:20:17.555Z","2024-05-25T20:22:52.027Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,668939,"Adley Rutschman","/api/v1/people/668939","L","Left",673929,"Jordan Leasure","/api/v1/people/673929","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Chicago White Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746794,"2024-05-25",4,"2024-05-25T20:20:02.595Z","2024-05-25T20:20:09.391Z",TRUE,"pitch","45f33bdd-387e-410c-b2d8-aca2ca86b217",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,0,NA,NA,3.73,1.8,NA,117.51,185.22,"line_drive","hard","8",125.97,57.4,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Lineout","field_out","Gunnar Henderson lines out sharply to center fielder Tommy Pham.",0,0,3,57,"top",8,"2024-05-25T20:18:46.807Z","2024-05-25T20:20:09.391Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,683002,"Gunnar Henderson","/api/v1/people/683002","L","Left",673929,"Jordan Leasure","/api/v1/people/673929","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Chicago White Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96,86.7,8,0.91,0.3947,7.168,35.3859,-11.5507,-2.7017,10.611,-0.0135,1.9838,4.6202,-139.4911,-7.9201,-1.3507,50.004,5.6469,-5.2518,16.8,2.4,24,2282,196,107.4,14,352,NA,NA,NA,TRUE,-12.6,17.5,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
