"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId.x","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId.y"
745991,"2024-05-13",3,"2024-05-14T02:47:47.274Z","2024-05-14T02:47:55.159Z",TRUE,"pitch","8256235c-86a5-419a-8c45-6b292339ed3e",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,2,NA,NA,3.39,1.7,NA,111.55,143,"ground_ball","medium","5",91.36,163.11,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Groundout","field_out","Gary Sánchez grounds out, third baseman Jared Triolo to first baseman Rowdy Tellez.",0,8,6,84,"bottom",9,"2024-05-14T02:46:32.884Z","2024-05-14T02:47:55.159Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,596142,"Gary Sánchez","/api/v1/people/596142","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Pittsburgh Pirates","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.3,88,12,0.92,0.3889,6.6372,35.4259,-10.987,-4.4286,10.5725,0.143,3.5475,6.9246,-141.419,-4.3958,-1.7739,50.0032,5.84,-8.8757,31.2,2.4,24,2553,202,78.7,-17,13,NA,NA,NA,TRUE,-10.9,18.2,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745991,"2024-05-13",2,"2024-05-14T02:47:28.796Z","2024-05-14T02:47:33.417Z",TRUE,"pitch","196eccf4-cd0b-4cfd-999f-1a60cd23d1c0",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,2,NA,NA,3.338,1.5981,NA,92.13,149.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Groundout","field_out","Gary Sánchez grounds out, third baseman Jared Triolo to first baseman Rowdy Tellez.",0,8,6,84,"bottom",9,"2024-05-14T02:46:32.884Z","2024-05-14T02:47:55.159Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,596142,"Gary Sánchez","/api/v1/people/596142","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.3,87.3,3,0.91,0.3926,6.6699,33.6369,-10.8352,-3.7886,10.8397,0.6525,3.3241,7.8288,-139.9021,-4.695,-1.6987,50.0004,5.7434,-7.4576,25.2,2.4,24,2582,200,NA,NA,NA,NA,NA,NA,FALSE,-11,18.7,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745991,"2024-05-13",1,"2024-05-14T02:47:09.972Z","2024-05-14T02:47:14.317Z",TRUE,"pitch","841782b0-d16f-4b70-8b03-304257fe8bdf",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.3614,1.558,NA,92.63,133.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Groundout","field_out","Gary Sánchez grounds out, third baseman Jared Triolo to first baseman Rowdy Tellez.",0,8,6,84,"bottom",9,"2024-05-14T02:46:32.884Z","2024-05-14T02:47:55.159Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,596142,"Gary Sánchez","/api/v1/people/596142","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98,88.8,12,0.92,0.3855,6.595,35.0122,-10.5982,-4.4538,10.5732,0.6392,3.8949,7.9821,-142.4785,-3.4932,-1.6295,50.002,5.8146,-9.0884,32.4,2.4,24,2601,201,NA,NA,NA,NA,NA,NA,FALSE,-10.2,18.5,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745991,"2024-05-13",0,"2024-05-14T02:46:54.462Z","2024-05-14T02:47:00.976Z",TRUE,"pitch","59ce7c55-9c8c-4db7-8c55-5a60038070cc",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.2676,1.5912,NA,151.56,127.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Groundout","field_out","Gary Sánchez grounds out, third baseman Jared Triolo to first baseman Rowdy Tellez.",0,8,6,84,"bottom",9,"2024-05-14T02:46:32.884Z","2024-05-14T02:47:55.159Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,596142,"Gary Sánchez","/api/v1/people/596142","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Pittsburgh Pirates","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",78.1,71.3,11,0.89,0.4832,6.196,22.1621,-37.1963,4.2104,-3.8629,-0.9065,4.1062,0.7577,-113.6505,3.9521,-1.7917,50.0046,6.0551,5.4703,8.4,12,24,2363,49,NA,NA,NA,NA,NA,NA,FALSE,-50.6,-5.6,-7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745991,"2024-05-13",4,"2024-05-14T02:46:18.142Z","2024-05-14T02:46:23.889Z",TRUE,"pitch","04fff9f5-a691-4d6a-94fb-299ee902a167",5,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",2,3,1,NA,NA,3.29,1.61,NA,123.1,166.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Strikeout","strikeout","Blake Perkins strikes out on a foul tip.",0,8,6,83,"bottom",9,"2024-05-14T02:43:03.751Z","2024-05-14T02:46:23.889Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,663368,"Blake Perkins","/api/v1/people/663368","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Pittsburgh Pirates","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.6,89.1,5,0.92,0.386,6.7025,32.5532,-11.0788,-3.5149,10.3477,-0.1599,2.659,5.5364,-141.9076,-6.6076,-1.6798,50.0057,5.7239,-7.1681,25.2,2.4,24,2339,210,NA,NA,NA,NA,NA,NA,TRUE,-11.2,17.5,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745991,"2024-05-13",3,"2024-05-14T02:45:55.886Z","2024-05-14T02:45:59.313Z",TRUE,"pitch","79dfd86b-3221-4df7-bbb9-8cd36830a0ec",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.3795,1.5286,NA,96.48,231.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Strikeout","strikeout","Blake Perkins strikes out on a foul tip.",0,8,6,83,"bottom",9,"2024-05-14T02:43:03.751Z","2024-05-14T02:46:23.889Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,663368,"Blake Perkins","/api/v1/people/663368","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Pittsburgh Pirates","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",92.1,85.3,14,0.91,0.4083,6.7345,26.8252,-27.6322,-6.8013,2.485,0.5383,0.2584,8.8395,-133.7629,-8.3015,-1.9139,50.0003,5.3611,-12.416,20.4,7.2,24,1665,216,NA,NA,NA,NA,NA,NA,FALSE,-29.2,3,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745991,"2024-05-13",2,"2024-05-14T02:45:37.411Z","2024-05-14T02:45:40.475Z",TRUE,"pitch","8106e25d-5573-4845-aee2-0269691da8a0",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.3706,1.5839,NA,64.49,181.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Strikeout","strikeout","Blake Perkins strikes out on a foul tip.",0,8,6,83,"bottom",9,"2024-05-14T02:43:03.751Z","2024-05-14T02:46:23.889Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,663368,"Blake Perkins","/api/v1/people/663368","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.4,88.5,14,0.9,0.3884,6.6695,34.1935,-11.153,-5.184,10.4537,1.3776,2.1335,9.8522,-141.3725,-7.8066,-1.4893,50.0045,5.6582,-10.4268,32.4,3.6,24,2483,205,NA,NA,NA,NA,NA,NA,FALSE,-11.8,17.3,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745991,"2024-05-13",1,"2024-05-14T02:43:36.796Z","2024-05-14T02:43:44.241Z",TRUE,"pitch","4c7ae28b-9de5-41b2-b449-4a1330721232",2,"Foul",NA,NA,NA,NA,TRUE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.29,1.61,NA,114.62,177.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Strikeout","strikeout","Blake Perkins strikes out on a foul tip.",0,8,6,83,"bottom",9,"2024-05-14T02:43:03.751Z","2024-05-14T02:46:23.889Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,663368,"Blake Perkins","/api/v1/people/663368","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Pittsburgh Pirates","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",91.7,84.7,5,0.92,0.4093,6.7896,26.5716,-26.866,-5.7004,2.9223,0.0625,2.2717,6.9717,-133.4283,-3.7742,-1.834,50.0055,5.6232,-10.3623,18,6,24,1628,209,NA,NA,NA,NA,NA,NA,FALSE,-27.6,4.7,9,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"MO",158,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745991,"2024-05-13",0,"2024-05-14T02:43:20.002Z","2024-05-14T02:43:24.623Z",TRUE,"pitch","3f01a479-fe4f-47c0-ab15-4eade08dbfdc",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.1799,1.5089,NA,123.57,162.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Strikeout","strikeout","Blake Perkins strikes out on a foul tip.",0,8,6,83,"bottom",9,"2024-05-14T02:43:03.751Z","2024-05-14T02:46:23.889Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,663368,"Blake Perkins","/api/v1/people/663368","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Pittsburgh Pirates","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",77.2,71,2,0.9,0.4885,6.2743,21.1692,-40.5522,5.9329,-6.5844,-0.1723,2.8351,2.2295,-112.3186,2.3989,-1.9499,50.0038,5.8899,7.5472,10.8,13.2,24,2431,51,NA,NA,NA,NA,NA,NA,FALSE,-57,-10.9,-11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745991,"2024-05-13",9,"2024-05-14T02:42:40.649Z","2024-05-14T02:42:50.539Z",TRUE,"pitch","b3987f18-1e8f-461c-a627-cc06ff28f35f",8,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,0,NA,NA,3.49,1.75,NA,111.33,170.89,"fly_ball","hard","9",191.49,93.38,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Flyout","field_out","Willy Adames flies out sharply to right fielder Bryan Reynolds.",0,8,6,82,"bottom",9,"2024-05-14T02:40:14.727Z","2024-05-14T02:42:50.539Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,642715,"Willy Adames","/api/v1/people/642715","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.4,88.8,5,0.91,0.3874,6.7069,33.0315,-10.0958,-4.8372,10.9103,0.1486,2.5144,6.6812,-141.5209,-7.175,-1.617,50.0017,5.7332,-9.7881,34.8,2.4,24,2434,207,101.3,47,309,NA,NA,NA,TRUE,-10.6,18.4,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
