"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
745032,"2024-04-07",4,"2024-04-08T01:33:04.343Z","2024-04-08T01:33:12.116Z",TRUE,"pitch","2a014575-86eb-4c7e-9395-9608b942ee89",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,1,NA,NA,3.33,1.59,NA,113.74,182.98,"ground_ball","medium","5",104.83,161.84,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Grounded Into DP","grounded_into_double_play","Ezequiel Duran grounds into a double play, third baseman Alex Bregman to second baseman Jose Altuve to first baseman José Abreu. Justin Foscue out at 2nd. Ezequiel Duran out at 1st.",0,3,1,67,"bottom",9,"2024-04-08T01:32:26.441Z","2024-04-08T01:33:12.116Z",TRUE,FALSE,FALSE,TRUE,24,1,1,3,677649,"Ezequiel Duran","/api/v1/people/677649","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Houston Astros",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.1,81.4,8,0.83,0.4262,7.0679,25.1432,-28.9463,1.3594,1.9283,0.0856,2.0668,-7.1924,-128.2432,-2.8659,2.7432,50.0033,5.4436,2.2771,2.4,7.2,24,2391,172,104.5,-12,11,NA,NA,NA,TRUE,-31.9,3.1,-1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
745032,"2024-04-07",3,"2024-04-08T01:32:46.976Z","2024-04-08T01:32:51.610Z",TRUE,"pitch","e90bdbb2-7532-45fa-9071-8b1d91ab04d9",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.4668,1.6572,NA,157.59,153.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Grounded Into DP","grounded_into_double_play","Ezequiel Duran grounds into a double play, third baseman Alex Bregman to second baseman Jose Altuve to first baseman José Abreu. Justin Foscue out at 2nd. Ezequiel Duran out at 1st.",0,3,1,67,"bottom",9,"2024-04-08T01:32:26.441Z","2024-04-08T01:33:12.116Z",TRUE,FALSE,FALSE,TRUE,24,1,1,3,677649,"Ezequiel Duran","/api/v1/people/677649","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Houston Astros",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.1,88.5,11,0.9,0.3888,7.1013,32.4208,-10.6109,4.8014,10.7335,-1.065,3.1572,-11.1899,-140.9376,-4.6786,2.3353,50.0042,5.5257,9.6483,31.2,2.4,24,2325,151,NA,NA,NA,NA,NA,NA,FALSE,-10.6,18.6,-6.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
745032,"2024-04-07",2,"2024-04-08T01:32:28.790Z","2024-04-08T01:32:32.784Z",TRUE,"pitch","fbb0d2c4-38e3-4b45-9293-0baef35ed6e1",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.5335,1.6906,NA,115.51,181.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Grounded Into DP","grounded_into_double_play","Ezequiel Duran grounds into a double play, third baseman Alex Bregman to second baseman Jose Altuve to first baseman José Abreu. Justin Foscue out at 2nd. Ezequiel Duran out at 1st.",0,3,1,67,"bottom",9,"2024-04-08T01:32:26.441Z","2024-04-08T01:33:12.116Z",TRUE,FALSE,FALSE,TRUE,24,1,1,3,677649,"Ezequiel Duran","/api/v1/people/677649","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Houston Astros",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97,88.2,8,0.9,0.3897,7.1128,33.3384,-11.893,5.8094,10.1449,0.0392,2.1113,-8.9845,-140.8104,-7.1925,2.5232,50.0018,5.4761,11.6132,34.8,3.6,24,2273,148,NA,NA,NA,NA,NA,NA,FALSE,-12.4,16.9,-8.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
745032,"2024-04-07",0,"2024-04-08T01:31:38.223Z","2024-04-08T01:32:18.738Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",3,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"67","atBat","Grounded Into DP","grounded_into_double_play","Ezequiel Duran grounds into a double play, third baseman Alex Bregman to second baseman Jose Altuve to first baseman José Abreu. Justin Foscue out at 2nd. Ezequiel Duran out at 1st.",0,3,1,67,"bottom",9,"2024-04-08T01:32:26.441Z","2024-04-08T01:33:12.116Z",TRUE,FALSE,FALSE,TRUE,24,1,1,3,677649,"Ezequiel Duran","/api/v1/people/677649","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Houston Astros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
745032,"2024-04-07",1,"2024-04-08T01:32:18.738Z","2024-04-08T01:32:28.790Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Ezequiel Duran replaces Jared Walsh.","Offensive Substitution",3,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,677649,"/api/v1/people/677649",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","601","67","atBat","Grounded Into DP","grounded_into_double_play","Ezequiel Duran grounds into a double play, third baseman Alex Bregman to second baseman Jose Altuve to first baseman José Abreu. Justin Foscue out at 2nd. Ezequiel Duran out at 1st.",0,3,1,67,"bottom",9,"2024-04-08T01:32:26.441Z","2024-04-08T01:33:12.116Z",TRUE,FALSE,FALSE,TRUE,24,1,1,3,677649,"Ezequiel Duran","/api/v1/people/677649","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Houston Astros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,665120,"/api/v1/people/665120",TRUE,FALSE,NA,NA,NA,NA,NA,NA
745032,"2024-04-07",8,"2024-04-08T01:31:03.912Z","2024-04-08T01:31:15.249Z",TRUE,"pitch","b5329c94-fa81-45e7-9fd4-c072d3db6bab",7,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",3,2,1,NA,NA,3.319,1.513,NA,136.42,188.03,"ground_ball","medium","8",128.61,101.62,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Single","single","Justin Foscue singles on a ground ball to center fielder Jake Meyers. Adolis García scores.",1,3,1,66,"bottom",9,"2024-04-08T01:28:46.467Z","2024-04-08T01:31:15.249Z",TRUE,TRUE,FALSE,FALSE,33,3,2,1,679822,"Justin Foscue","/api/v1/people/679822","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Houston Astros",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.5,89,7,0.9,0.3872,7.1766,32.233,-10.0014,4.6673,10.9418,-0.5094,1.8796,-10.284,-141.4438,-7.9529,2.5671,50.0048,5.3691,9.4607,31.2,2.4,24,2234,152,88.9,2,143,NA,NA,NA,FALSE,-10.7,18.2,-6.4,NA,NA,NA,NA,NA,FALSE,FALSE,679822,"Justin Foscue","/api/v1/people/679822",NA,NA,NA
745032,"2024-04-07",6,"2024-04-08T01:30:29.759Z","2024-04-08T01:30:36.942Z",TRUE,"pitch","53d0e58d-67a7-44bd-9d40-cc36599050d8",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.4553,1.6159,NA,97.23,248.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Single","single","Justin Foscue singles on a ground ball to center fielder Jake Meyers. Adolis García scores.",1,3,1,66,"bottom",9,"2024-04-08T01:28:46.467Z","2024-04-08T01:31:15.249Z",TRUE,TRUE,FALSE,FALSE,33,3,2,1,679822,"Justin Foscue","/api/v1/people/679822","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Houston Astros",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",90.3,83,14,0.89,0.4183,7.1647,27.7867,-26.0062,7.8261,3.5503,0.5186,-0.3624,-8.6396,-130.9623,-8.9795,2.8443,50.0018,5.0575,13.5873,22.8,7.2,24,1665,116,NA,NA,NA,NA,NA,NA,FALSE,-29.2,4.6,-12.2,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
745032,"2024-04-07",5,"2024-04-08T01:30:05.095Z","2024-04-08T01:30:09.251Z",TRUE,"pitch","c4dff150-d518-4b0e-8816-76ece01c647a",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.319,1.513,NA,140.93,152.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Single","single","Justin Foscue singles on a ground ball to center fielder Jake Meyers. Adolis García scores.",1,3,1,66,"bottom",9,"2024-04-08T01:28:46.467Z","2024-04-08T01:31:15.249Z",TRUE,TRUE,FALSE,FALSE,33,3,2,1,679822,"Justin Foscue","/api/v1/people/679822","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Houston Astros",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.9,89.2,1,0.91,0.3854,6.974,33.0867,-9.2222,4.8925,11.226,-0.6278,3.1999,-10.4806,-142.1972,-5.0149,2.4727,50.0043,5.5735,10.0052,36,2.4,24,2441,155,NA,NA,NA,NA,NA,NA,FALSE,-9.2,19.4,-6.7,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
745032,"2024-04-07",4,"2024-04-08T01:29:46.326Z","2024-04-08T01:29:51.058Z",TRUE,"pitch","5963764e-8bce-40df-a255-b87601ea5a7f",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,1,NA,NA,3.319,1.513,NA,122.09,157.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Single","single","Justin Foscue singles on a ground ball to center fielder Jake Meyers. Adolis García scores.",1,3,1,66,"bottom",9,"2024-04-08T01:28:46.467Z","2024-04-08T01:31:15.249Z",TRUE,TRUE,FALSE,FALSE,33,3,2,1,679822,"Justin Foscue","/api/v1/people/679822","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Houston Astros",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.8,88.1,2,0.9,0.3899,7.1119,33.1814,-10.3157,4.5476,10.9481,-0.1337,3.0151,-8.7336,-140.702,-5.1675,2.4257,50.0046,5.5497,9.082,31.2,2.4,24,2372,152,NA,NA,NA,NA,NA,NA,FALSE,-10.4,18.8,-6.4,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
745032,"2024-04-07",3,"2024-04-08T01:29:29.549Z","2024-04-08T01:29:33.482Z",TRUE,"pitch","e96c0a68-afb6-4721-ad51-aa3d0f4a5106",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,1,NA,NA,3.3533,1.647,NA,129.72,167.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Single","single","Justin Foscue singles on a ground ball to center fielder Jake Meyers. Adolis García scores.",1,3,1,66,"bottom",9,"2024-04-08T01:28:46.467Z","2024-04-08T01:31:15.249Z",TRUE,TRUE,FALSE,FALSE,33,3,2,1,679822,"Justin Foscue","/api/v1/people/679822","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Houston Astros",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.4,88.7,4,0.9,0.3877,7.0922,32.6677,-9.6579,5.9629,11.1423,-0.3338,2.6279,-10.2907,-141.3677,-6.15,2.5814,50.0065,5.4538,12.0544,40.8,2.4,24,2384,152,NA,NA,NA,NA,NA,NA,FALSE,-10,19,-8.6,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
