"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
717089,"2023-08-07",4,"2023-08-08T01:53:53.146Z","2023-08-08T01:54:21.414Z",TRUE,"pitch","5ed6e992-4133-4758-b2e6-67d6bb0478f1",2,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,0,2,NA,NA,3.33,1.62,NA,146.12,177.27,"fly_ball","medium","7",33.49,99.52,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Home Run","home_run","Pablo Reyes hits a grand slam (1) to left field. Rafael Devers scores. Triston Casas scores. Luis Urias scores.",4,2,6,70,"bottom",9,"2023-08-08T01:53:16.997Z","2023-08-08T01:54:21.414Z",TRUE,TRUE,FALSE,FALSE,95,1,0,2,622569,"Pablo Reyes","/api/v1/people/622569","R","Right",672578,"Carlos Hernández","/api/v1/people/672578","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.2,89.6,4,0.91,0.3838,6.6581,33.4097,-11.4732,-7.0057,10.0419,-0.764,2.2782,4.5289,-142.8076,-7.5809,-1.4615,50.0061,5.6919,-14.4484,45.6,3.6,24,2465,217,104.6,26,373,NA,NA,NA,FALSE,-11.6,16.8,11.8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717089,"2023-08-07",2,"2023-08-08T01:53:19.306Z","2023-08-08T01:53:24.851Z",TRUE,"pitch","2e26f172-8bc9-4790-bd35-8208c6927b20",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.33,1.62,NA,110.76,127.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Home Run","home_run","Pablo Reyes hits a grand slam (1) to left field. Rafael Devers scores. Triston Casas scores. Luis Urias scores.",4,2,6,70,"bottom",9,"2023-08-08T01:53:16.997Z","2023-08-08T01:54:21.414Z",TRUE,TRUE,FALSE,FALSE,95,1,0,2,622569,"Pablo Reyes","/api/v1/people/622569","R","Right",672578,"Carlos Hernández","/api/v1/people/672578","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Kansas City Royals",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",84.4,78,12,2,0.4443,6.7442,22.761,-36.8794,1.756,-3.0533,0.1637,4.1295,2.8956,-122.947,2.4811,-1.2541,50.0026,6.2219,2.7062,4.8,9.6,24,2418,54,NA,NA,NA,NA,NA,NA,FALSE,-42.8,-4.8,-3.8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717089,"2023-08-07",0,"2023-08-08T01:52:37.238Z","2023-08-08T01:53:06.497Z",FALSE,"action",NA,NA,"On-field Delay.","Game Advisory",2,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,622569,"/api/v1/people/622569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"game_advisory",NA,NA,NA,NA,NA,NA,"70","atBat","Home Run","home_run","Pablo Reyes hits a grand slam (1) to left field. Rafael Devers scores. Triston Casas scores. Luis Urias scores.",4,2,6,70,"bottom",9,"2023-08-08T01:53:16.997Z","2023-08-08T01:54:21.414Z",TRUE,TRUE,FALSE,FALSE,95,1,0,2,622569,"Pablo Reyes","/api/v1/people/622569","R","Right",672578,"Carlos Hernández","/api/v1/people/672578","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Kansas City Royals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717089,"2023-08-07",1,"2023-08-08T01:53:06.497Z","2023-08-08T01:53:19.306Z",FALSE,"action",NA,NA,"Royals manager Matt Quatraro ejected by 1B umpire Vic Carapazza.","Ejection",2,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,493032,"/api/v1/people/493032",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ejection",NA,NA,NA,NA,NA,NA,"70","atBat","Home Run","home_run","Pablo Reyes hits a grand slam (1) to left field. Rafael Devers scores. Triston Casas scores. Luis Urias scores.",4,2,6,70,"bottom",9,"2023-08-08T01:53:16.997Z","2023-08-08T01:54:21.414Z",TRUE,TRUE,FALSE,FALSE,95,1,0,2,622569,"Pablo Reyes","/api/v1/people/622569","R","Right",672578,"Carlos Hernández","/api/v1/people/672578","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Kansas City Royals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,483569,"/api/v1/people/483569",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717089,"2023-08-07",3,"2023-08-08T01:53:31.939Z","2023-08-08T01:53:53.146Z",FALSE,"pickoff",NA,NA,"Pickoff Attempt 3B",NA,NA,NA,NA,FALSE,"3",NA,NA,NA,NA,NA,NA,1,0,2,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,"2e26f172-8bc9-4790-bd35-8208c6927b20",NA,NA,NA,NA,NA,NA,NA,"70","atBat","Home Run","home_run","Pablo Reyes hits a grand slam (1) to left field. Rafael Devers scores. Triston Casas scores. Luis Urias scores.",4,2,6,70,"bottom",9,"2023-08-08T01:53:16.997Z","2023-08-08T01:54:21.414Z",TRUE,TRUE,FALSE,FALSE,95,1,0,2,622569,"Pablo Reyes","/api/v1/people/622569","R","Right",672578,"Carlos Hernández","/api/v1/people/672578","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Kansas City Royals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717089,"2023-08-07",7,"2023-08-08T01:52:01.842Z","2023-08-08T01:52:06.559Z",TRUE,"pitch","6aa50bf7-e3a6-4210-b2d0-c79e05806f4e",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,2,NA,NA,3.0357,1.4762,NA,119.51,138.5,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"69","atBat","Walk","walk","Luis Urias walks. Rafael Devers to 3rd. Triston Casas to 2nd.",0,2,2,69,"bottom",9,"2023-08-08T01:49:45.198Z","2023-08-08T01:52:06.559Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,649966,"Luis Urías","/api/v1/people/649966","R","Right",672578,"Carlos Hernández","/api/v1/people/672578","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.4,91.1,11,0.93,0.3761,6.8296,36.6162,-9.967,-5.0513,10.3538,-0.0658,3.7142,4.6946,-146.0356,-4.8963,-1.0434,50.0019,6.0204,-10.8341,40.8,2.4,24,2511,210,NA,NA,NA,NA,NA,NA,FALSE,-9.5,17.9,8.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,649966,"Luis Urías","/api/v1/people/649966",646240,"Rafael Devers","/api/v1/people/646240",671213,"Triston Casas","/api/v1/people/671213"
717089,"2023-08-07",6,"2023-08-08T01:51:33.443Z","2023-08-08T01:51:37.136Z",TRUE,"pitch","5b6d0377-9933-4fa4-a89a-4958242b8241",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.0949,1.5355,NA,80.44,215.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Walk","walk","Luis Urias walks. Rafael Devers to 3rd. Triston Casas to 2nd.",0,2,2,69,"bottom",9,"2023-08-08T01:49:45.198Z","2023-08-08T01:52:06.559Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,649966,"Luis Urías","/api/v1/people/649966","R","Right",672578,"Carlos Hernández","/api/v1/people/672578","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Kansas City Royals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.8,83.1,14,2,0.4161,6.8856,29.6179,-29.2602,-3.2365,1.6622,0.9592,0.8707,7.1651,-131.9314,-6.563,-1.3785,50.0029,5.564,-5.6725,8.4,7.2,24,2052,204,NA,NA,NA,NA,NA,NA,FALSE,-31.8,1.7,4.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717089,"2023-08-07",4,"2023-08-08T01:51:01.533Z","2023-08-08T01:51:06.738Z",TRUE,"pitch","a1ce4d65-9136-4f74-9711-338b46d62f2e",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.1837,1.5058,NA,142.82,139.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Walk","walk","Luis Urias walks. Rafael Devers to 3rd. Triston Casas to 2nd.",0,2,2,69,"bottom",9,"2023-08-08T01:49:45.198Z","2023-08-08T01:52:06.559Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,649966,"Luis Urías","/api/v1/people/649966","R","Right",672578,"Carlos Hernández","/api/v1/people/672578","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",101.4,92.8,11,0.93,0.3708,7.0268,34.1884,-11.0989,-6.1831,9.5321,-0.6774,3.6776,4.2252,-147.5539,-4.939,-1.3225,50.0043,6.0236,-13.6734,45.6,3.6,24,2464,214,NA,NA,NA,NA,NA,NA,FALSE,-10.1,16.4,10.4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717089,"2023-08-07",3,"2023-08-08T01:50:33.595Z","2023-08-08T01:50:37.103Z",TRUE,"pitch","97ccd148-17f6-488a-8561-d313cb61511b",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.28,1.58,NA,106.94,167.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Walk","walk","Luis Urias walks. Rafael Devers to 3rd. Triston Casas to 2nd.",0,2,2,69,"bottom",9,"2023-08-08T01:49:45.198Z","2023-08-08T01:52:06.559Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,649966,"Luis Urías","/api/v1/people/649966","R","Right",672578,"Carlos Hernández","/api/v1/people/672578","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",101.5,92.5,5,0.93,0.3716,6.702,35.7669,-9.5803,-6.6983,10.2743,0.264,2.6338,7.2861,-147.507,-7.4956,-1.3703,50.0042,5.776,-14.7317,49.2,3.6,24,2594,217,NA,NA,NA,NA,NA,NA,FALSE,-9.5,17.3,10.7,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717089,"2023-08-07",2,"2023-08-08T01:50:11.986Z","2023-08-08T01:50:17.315Z",TRUE,"pitch","fb3a91d8-2851-4702-8597-dceff34c9616",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.1517,1.5034,NA,100.36,200.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Walk","walk","Luis Urias walks. Rafael Devers to 3rd. Triston Casas to 2nd.",0,2,2,69,"bottom",9,"2023-08-08T01:49:45.198Z","2023-08-08T01:52:06.559Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,649966,"Luis Urías","/api/v1/people/649966","R","Right",672578,"Carlos Hernández","/api/v1/people/672578","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Kansas City Royals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.4,82.1,9,0.92,0.4217,6.6317,28.0757,-29.1048,1.1909,1.7996,0.4367,1.4196,4.3909,-130.0371,-5.2822,-1.4307,50.0046,5.6939,2.0327,6,7.2,24,2076,190,NA,NA,NA,NA,NA,NA,FALSE,-32,2.3,-3.1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
