"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link"
747202,"2024-05-19",1,"2024-05-19T03:03:38.438Z","2024-05-19T03:03:47.971Z",TRUE,"pitch","f614eacd-43d8-4a54-9259-6dc08623dc0c",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,2,NA,NA,3.18,1.5,NA,149.58,157.23,"popup","medium","3",151.79,166.8,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Pop Out","field_out","Kevin Newman pops out to first baseman Spencer Torkelson.",0,8,3,81,"bottom",9,"2024-05-19T03:03:08.893Z","2024-05-19T03:03:47.971Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,621028,"Kevin Newman","/api/v1/people/621028","R","Right",689225,"Beau Brieske","/api/v1/people/689225","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Detroit Tigers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.2,86.2,11,0.91,0.3993,6.3529,30.3564,-10.9914,-2.527,11.1142,-0.8548,3.0204,2.2561,-137.1853,-5.8698,-1.3595,50.0049,5.9372,-4.8172,19.2,2.4,24,2529,198,80.7,72,95,NA,NA,NA,TRUE,-11.6,19.1,4.1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747202,"2024-05-19",0,"2024-05-19T03:03:19.163Z","2024-05-19T03:03:22.163Z",TRUE,"pitch","21abfb33-edda-401d-9b22-1a1f5b8aee62",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.1339,1.5368,NA,137.18,235.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Pop Out","field_out","Kevin Newman pops out to first baseman Spencer Torkelson.",0,8,3,81,"bottom",9,"2024-05-19T03:03:08.893Z","2024-05-19T03:03:47.971Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,621028,"Kevin Newman","/api/v1/people/621028","R","Right",689225,"Beau Brieske","/api/v1/people/689225","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Detroit Tigers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.3,86.8,13,0.92,0.3999,6.449,29.3579,-14.9352,-7.6505,9.0664,-0.5294,0.1278,4.7139,-136.8151,-12.4894,-1.2781,50.0025,5.7674,-14.5457,37.2,4.8,24,2354,206,NA,NA,NA,NA,NA,NA,FALSE,-16.8,14,13,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747202,"2024-05-19",5,"2024-05-19T03:02:38.368Z","2024-05-19T03:02:50.383Z",TRUE,"pitch","9a40d181-6693-439d-ac35-0f07c2568ae8",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,1,1,NA,NA,3.41,1.63,NA,134.49,164.11,"fly_ball","hard","8",104.79,33.37,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Flyout","field_out","Jake McCarthy flies out sharply to center fielder Matt Vierling.",0,8,3,80,"bottom",9,"2024-05-19T03:01:25.712Z","2024-05-19T03:02:50.383Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,664983,"Jake McCarthy","/api/v1/people/664983","L","Left",689225,"Beau Brieske","/api/v1/people/689225","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Detroit Tigers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,86,4,0.9,0.4003,6.3107,30.064,-12.9914,-3.3408,10.1134,-0.4587,2.7657,3.2486,-136.8192,-6.0361,-1.2272,50.0013,5.89,-6.336,21.6,3.6,24,2479,196,102.6,30,413,NA,NA,NA,TRUE,-13.7,17.3,5.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747202,"2024-05-19",4,"2024-05-19T03:02:19.886Z","2024-05-19T03:02:24.128Z",TRUE,"pitch","1be4b493-36d2-41f9-aa0f-9f0dcbeae7b6",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,1,NA,NA,3.338,1.6107,NA,78.9,188.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Flyout","field_out","Jake McCarthy flies out sharply to center fielder Matt Vierling.",0,8,3,80,"bottom",9,"2024-05-19T03:01:25.712Z","2024-05-19T03:02:50.383Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,664983,"Jake McCarthy","/api/v1/people/664983","L","Left",689225,"Beau Brieske","/api/v1/people/689225","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Detroit Tigers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.8,86.5,14,0.9,0.3983,6.4601,31.3522,-12.4823,-2.1869,10.2916,0.9995,1.8564,6.158,-137.6485,-8.6244,-0.9853,50.0034,5.881,-4.1849,10.8,3.6,24,2464,200,NA,NA,NA,NA,NA,NA,FALSE,-13.7,16.9,2.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747202,"2024-05-19",3,"2024-05-19T03:02:02.665Z","2024-05-19T03:02:06.464Z",TRUE,"pitch","fc6aba38-b66f-4308-8dca-4e1716447722",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.3703,1.5997,NA,159.08,190.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Flyout","field_out","Jake McCarthy flies out sharply to center fielder Matt Vierling.",0,8,3,80,"bottom",9,"2024-05-19T03:01:25.712Z","2024-05-19T03:02:50.383Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,664983,"Jake McCarthy","/api/v1/people/664983","L","Left",689225,"Beau Brieske","/api/v1/people/689225","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Detroit Tigers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87,80.2,13,0.9,0.432,6.304,25.3488,-25.5072,-8.1323,4.092,-1.104,1.7722,3.6896,-126.6787,-5.254,-1.521,50.0024,5.9066,-13.2455,25.2,7.2,24,2033,228,NA,NA,NA,NA,NA,NA,FALSE,-29.5,6.5,13.9,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747202,"2024-05-19",1,"2024-05-19T03:01:41.692Z","2024-05-19T03:01:44.692Z",TRUE,"pitch","1957d577-fd4f-4115-86c3-f8960edfb70b",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,1,NA,NA,3.41,1.63,NA,133.14,174.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Flyout","field_out","Jake McCarthy flies out sharply to center fielder Matt Vierling.",0,8,3,80,"bottom",9,"2024-05-19T03:01:25.712Z","2024-05-19T03:02:50.383Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,664983,"Jake McCarthy","/api/v1/people/664983","L","Left",689225,"Beau Brieske","/api/v1/people/689225","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Detroit Tigers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.7,79.9,4,0.9,0.4333,6.1893,24.6242,-24.9161,-9.2616,4.4792,-0.4234,2.3769,5.3959,-126.1876,-3.81,-1.3814,50.0012,5.9035,-15,28.8,7.2,24,2052,229,NA,NA,NA,NA,NA,NA,FALSE,-28.8,7.6,15.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747202,"2024-05-19",0,"2024-05-19T03:01:25.712Z","2024-05-19T03:01:28.712Z",TRUE,"pitch","c289ec48-b644-42a9-af45-5d9447d2cfc8",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4701,1.6868,NA,183.78,129.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Flyout","field_out","Jake McCarthy flies out sharply to center fielder Matt Vierling.",0,8,3,80,"bottom",9,"2024-05-19T03:01:25.712Z","2024-05-19T03:02:50.383Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,664983,"Jake McCarthy","/api/v1/people/664983","L","Left",689225,"Beau Brieske","/api/v1/people/689225","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Detroit Tigers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.5,86.5,11,0.91,0.3977,6.3167,30.3323,-14.0619,-3.0981,9.4258,-1.7519,4.0634,0.3299,-137.6894,-2.7665,-1.4706,50.0033,6.0317,-5.9536,21.6,3.6,24,2305,203,NA,NA,NA,NA,NA,NA,FALSE,-13.8,16.7,5.5,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747202,"2024-05-19",2,"2024-05-19T03:01:54.701Z","2024-05-19T03:02:02.665Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",8,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,1,1,664983,"/api/v1/people/664983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"80","atBat","Flyout","field_out","Jake McCarthy flies out sharply to center fielder Matt Vierling.",0,8,3,80,"bottom",9,"2024-05-19T03:01:25.712Z","2024-05-19T03:02:50.383Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,664983,"Jake McCarthy","/api/v1/people/664983","L","Left",689225,"Beau Brieske","/api/v1/people/689225","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Detroit Tigers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747202,"2024-05-19",4,"2024-05-19T03:00:58.524Z","2024-05-19T03:01:01.524Z",TRUE,"pitch","9e2b149b-4421-4607-835e-21c15981ce8c",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,0,NA,NA,3.38,1.55,NA,83.15,160.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Gabriel Moreno strikes out swinging.",0,8,3,79,"bottom",9,"2024-05-19T02:59:25.936Z","2024-05-19T03:01:01.524Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,672515,"Gabriel Moreno","/api/v1/people/672515","R","Right",689225,"Beau Brieske","/api/v1/people/689225","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Detroit Tigers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96,87.9,12,0.91,0.3921,6.3028,31.0029,-11.3705,-1.8922,10.5213,0.888,2.9008,5.6026,-139.6188,-6.3731,-0.8975,50.0014,5.959,-3.7415,10.8,2.4,24,2544,199,NA,NA,NA,NA,NA,NA,TRUE,-11.8,17.9,2.3,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747202,"2024-05-19",3,"2024-05-19T03:00:37.502Z","2024-05-19T03:00:40.502Z",TRUE,"pitch","1510ddc0-2fa4-48f6-92b9-66f76dd8a2cb",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.38,1.55,NA,120.29,200.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Gabriel Moreno strikes out swinging.",0,8,3,79,"bottom",9,"2024-05-19T02:59:25.936Z","2024-05-19T03:01:01.524Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,672515,"Gabriel Moreno","/api/v1/people/672515","R","Right",689225,"Beau Brieske","/api/v1/people/689225","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Detroit Tigers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.8,79.9,13,0.91,0.4337,6.2277,25.19,-21.8597,-7.8259,6.3779,-0.0864,1.426,5.33,-126.1986,-6.7167,-1.207,50.0008,5.8776,-12.6474,26.4,6,24,2123,222,NA,NA,NA,NA,NA,NA,FALSE,-26,10.3,13,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
