"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","details.disengagementNum","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
717125,"2023-08-05",0,"2023-08-05T22:33:00.126Z","2023-08-05T22:33:26.499Z",FALSE,"action",NA,NA,"Pitching Change: Joe Jacques replaces Chris Martin.","Pitching Substitution",4,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,682175,"/api/v1/people/682175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"69","atBat","Single","single","George Springer singles on a ground ball to center fielder Jarren Duran.",0,4,3,69,"top",9,"2023-08-05T22:33:24.266Z","2023-08-05T22:33:54.664Z",TRUE,FALSE,FALSE,FALSE,33,0,1,0,543807,"George Springer","/api/v1/people/543807","R","Right",682175,"Joe Jacques","/api/v1/people/682175","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717125,"2023-08-05",5,"2023-08-05T22:30:51.955Z","2023-08-05T22:30:59.991Z",TRUE,"pitch","51494ee9-8449-4f54-a945-b2099b6249a0",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,1,NA,NA,3.46,1.59,NA,107.68,194.95,"ground_ball","medium","6",116.06,174.15,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Grounded Into DP","grounded_into_double_play","Justin Turner grounds into a double play, shortstop Paul DeJong to second baseman Whit Merrifield to first baseman Vladimir Guerrero Jr. Masataka Yoshida out at 2nd. Justin Turner out at 1st.",0,4,3,68,"bottom",8,"2023-08-05T22:28:54.293Z","2023-08-05T22:30:59.991Z",TRUE,FALSE,FALSE,TRUE,24,2,2,3,457759,"Justin Turner","/api/v1/people/457759","R","Right",641835,"Tim Mayza","/api/v1/people/641835","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Toronto Blue Jays","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.9,79.1,8,0.9,0.4382,6.5527,25.7567,-33.3366,0.6343,-0.733,0.2446,1.6233,-3.8619,-125.0898,-3.9741,1.7276,50.0051,5.9724,1.0036,0,8.4,24,2222,10,62.8,-28,7,NA,NA,NA,TRUE,-39.1,-2,-0.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717125,"2023-08-05",4,"2023-08-05T22:30:21.838Z","2023-08-05T22:30:25.804Z",TRUE,"pitch","a4c73dab-76ec-4c56-ab39-d67398357b25",5,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,2,1,NA,NA,3.4479,1.5806,NA,168.19,258.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Grounded Into DP","grounded_into_double_play","Justin Turner grounds into a double play, shortstop Paul DeJong to second baseman Whit Merrifield to first baseman Vladimir Guerrero Jr. Masataka Yoshida out at 2nd. Justin Turner out at 1st.",0,4,3,68,"bottom",8,"2023-08-05T22:28:54.293Z","2023-08-05T22:30:59.991Z",TRUE,FALSE,FALSE,TRUE,24,2,2,3,457759,"Justin Turner","/api/v1/people/457759","R","Right",641835,"Tim Mayza","/api/v1/people/641835","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Toronto Blue Jays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.8,82.4,13,0.87,0.4248,6.6919,26.2361,-29.4282,0.7521,1.6298,-1.3429,-0.7271,-7.5187,-128.8364,-10.6226,1.5129,50.0032,5.7162,1.2678,0,7.2,24,2323,100,NA,NA,NA,NA,NA,NA,FALSE,-34.1,0.7,0.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717125,"2023-08-05",3,"2023-08-05T22:30:01.504Z","2023-08-05T22:30:04.841Z",TRUE,"pitch","b664c1c9-bf72-4c52-9a11-4a2a12f7b550",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.46,1.59,NA,137.68,194.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Grounded Into DP","grounded_into_double_play","Justin Turner grounds into a double play, shortstop Paul DeJong to second baseman Whit Merrifield to first baseman Vladimir Guerrero Jr. Masataka Yoshida out at 2nd. Justin Turner out at 1st.",0,4,3,68,"bottom",8,"2023-08-05T22:28:54.293Z","2023-08-05T22:30:59.991Z",TRUE,FALSE,FALSE,TRUE,24,2,2,3,457759,"Justin Turner","/api/v1/people/457759","R","Right",641835,"Tim Mayza","/api/v1/people/641835","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Toronto Blue Jays","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.1,86.2,7,0.9,0.401,6.4686,30.4879,-26.0382,10.7415,3.2463,-0.5424,1.646,-9.116,-136.6491,-6.4418,1.4435,50.0006,5.826,20.2845,33.6,7.2,24,2168,129,NA,NA,NA,NA,NA,NA,FALSE,-26.4,4.7,-17.5,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717125,"2023-08-05",2,"2023-08-05T22:29:37.572Z","2023-08-05T22:29:41.803Z",TRUE,"pitch","f8ff1860-923d-4fb1-b2cf-d3381b9f28f5",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.46,1.59,NA,114.11,186.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Grounded Into DP","grounded_into_double_play","Justin Turner grounds into a double play, shortstop Paul DeJong to second baseman Whit Merrifield to first baseman Vladimir Guerrero Jr. Masataka Yoshida out at 2nd. Justin Turner out at 1st.",0,4,3,68,"bottom",8,"2023-08-05T22:28:54.293Z","2023-08-05T22:30:59.991Z",TRUE,FALSE,FALSE,TRUE,24,2,2,3,457759,"Justin Turner","/api/v1/people/457759","R","Right",641835,"Tim Mayza","/api/v1/people/641835","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Toronto Blue Jays","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.3,87.7,8,0.9,0.3946,6.613,29.8382,-22.3652,10.4419,5.0226,0.0759,1.9208,-6.5006,-138.601,-7.1306,1.0902,50.0052,6.0115,20.3982,38.4,6,24,2188,139,NA,NA,NA,NA,NA,NA,FALSE,-22.2,7.8,-17.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717125,"2023-08-05",1,"2023-08-05T22:29:13.180Z","2023-08-05T22:29:18.715Z",TRUE,"pitch","44b72d82-a550-478b-946b-574d3612a9fc",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.459,1.5806,NA,54.35,182.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Grounded Into DP","grounded_into_double_play","Justin Turner grounds into a double play, shortstop Paul DeJong to second baseman Whit Merrifield to first baseman Vladimir Guerrero Jr. Masataka Yoshida out at 2nd. Justin Turner out at 1st.",0,4,3,68,"bottom",8,"2023-08-05T22:28:54.293Z","2023-08-05T22:30:59.991Z",TRUE,FALSE,FALSE,TRUE,24,2,2,3,457759,"Justin Turner","/api/v1/people/457759","R","Right",641835,"Tim Mayza","/api/v1/people/641835","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Toronto Blue Jays","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.2,86.6,14,0.9,0.3993,6.308,29.7659,-20.3146,8.0603,6.2204,1.6436,2.0739,-2.7541,-137.0642,-7.1135,1.6131,50.0022,6.0859,15.3638,33.6,6,24,2050,135,NA,NA,NA,NA,NA,NA,FALSE,-20.8,10,-14,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717125,"2023-08-05",0,"2023-08-05T22:28:54.622Z","2023-08-05T22:28:58.922Z",TRUE,"pitch","3f82ae93-d805-42dc-8e9a-12d986c50132",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.4333,1.566,NA,135.89,193.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Grounded Into DP","grounded_into_double_play","Justin Turner grounds into a double play, shortstop Paul DeJong to second baseman Whit Merrifield to first baseman Vladimir Guerrero Jr. Masataka Yoshida out at 2nd. Justin Turner out at 1st.",0,4,3,68,"bottom",8,"2023-08-05T22:28:54.293Z","2023-08-05T22:30:59.991Z",TRUE,FALSE,FALSE,TRUE,24,2,2,3,457759,"Justin Turner","/api/v1/people/457759","R","Right",641835,"Tim Mayza","/api/v1/people/641835","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Toronto Blue Jays","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.5,87.3,7,0.9,0.3975,6.7795,27.4813,-20.5911,8.6602,6.0086,-0.4957,1.6831,-8.1564,-137.252,-7.7762,1.3748,50.0028,5.9315,16.6915,34.8,6,24,2153,133,NA,NA,NA,NA,NA,NA,FALSE,-20.9,9.6,-14.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717125,"2023-08-05",2,"2023-08-05T22:28:14.843Z","2023-08-05T22:28:24.289Z",TRUE,"pitch","f5a504ad-d8aa-462a-9727-282016583284",3,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,2,1,NA,NA,3.31,1.44,NA,104.89,185.42,"ground_ball","medium","7",95.33,100.6,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Single","single","Masataka Yoshida singles on a ground ball to left fielder Daulton Varsho.",0,4,3,67,"bottom",8,"2023-08-05T22:27:45.911Z","2023-08-05T22:28:24.289Z",TRUE,FALSE,FALSE,FALSE,33,0,2,1,807799,"Masataka Yoshida","/api/v1/people/807799","L","Left",641835,"Tim Mayza","/api/v1/people/641835","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Toronto Blue Jays","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.7,87.6,9,0.9,0.3962,6.6843,27.7877,-19.1314,7.7345,6.7229,0.3177,1.9764,-5.4129,-137.7416,-7.7666,1.2937,50.0041,6.1042,15.0089,33.6,4.8,24,2071,141,98.9,4,105,NA,NA,NA,FALSE,-19.4,10.9,-13.1,NA,NA,NA,NA,NA,NA,FALSE,FALSE,807799,"Masataka Yoshida","/api/v1/people/807799",NA,NA,NA,NA,NA,NA
717125,"2023-08-05",1,"2023-08-05T22:28:00.325Z","2023-08-05T22:28:04.610Z",TRUE,"pitch","1e2d9a4b-5b5d-4a9a-ba31-70591ef13ce2",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,1,NA,NA,3.1108,1.4381,NA,155.24,170.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Single","single","Masataka Yoshida singles on a ground ball to left fielder Daulton Varsho.",0,4,3,67,"bottom",8,"2023-08-05T22:27:45.911Z","2023-08-05T22:28:24.289Z",TRUE,FALSE,FALSE,FALSE,33,0,2,1,807799,"Masataka Yoshida","/api/v1/people/807799","L","Left",641835,"Tim Mayza","/api/v1/people/641835","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Toronto Blue Jays","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.4,88.2,11,0.9,0.3934,6.4772,27.7027,-26.0249,8.8118,3.1238,-1.0032,2.5384,-9.5206,-138.6514,-4.7708,1.3117,50.0048,5.9937,17.3542,30,6,24,2144,135,NA,NA,NA,NA,NA,NA,FALSE,-25,4.9,-14.3,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717125,"2023-08-05",0,"2023-08-05T22:27:46.928Z","2023-08-05T22:27:50.720Z",TRUE,"pitch","b439bb3c-680f-4e42-bc07-43b21dfd4ff7",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.258,1.439,NA,133.25,159.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Single","single","Masataka Yoshida singles on a ground ball to left fielder Daulton Varsho.",0,4,3,67,"bottom",8,"2023-08-05T22:27:45.911Z","2023-08-05T22:28:24.289Z",TRUE,FALSE,FALSE,FALSE,33,0,2,1,807799,"Masataka Yoshida","/api/v1/people/807799","L","Left",641835,"Tim Mayza","/api/v1/people/641835","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Toronto Blue Jays","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.7,86.1,1,0.89,0.4012,6.7041,28.3879,-21.9492,8.1462,5.4068,-0.4263,2.9303,-7.6193,-136.2442,-4.3566,1.3407,50.0003,6.0563,15.3974,31.2,6,24,2061,132,NA,NA,NA,NA,NA,NA,FALSE,-22,9.1,-13.2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717125,"2023-08-05",6,"2023-08-05T22:27:11.749Z","2023-08-05T22:27:19.484Z",TRUE,"pitch","329abbbf-8bff-4378-93f9-acc2bdbf7369",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,0,NA,NA,3.44,1.73,NA,147.03,176.12,"ground_ball","soft","1",123.04,171.32,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Jarren Duran grounds out softly, pitcher Tim Mayza to first baseman Vladimir Guerrero Jr.",0,4,3,66,"bottom",8,"2023-08-05T22:26:43.359Z","2023-08-05T22:27:19.484Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,680776,"Jarren Duran","/api/v1/people/680776","L","Left",641835,"Tim Mayza","/api/v1/people/641835","L","Left","vs_LHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Toronto Blue Jays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88,82,4,0.88,0.4252,6.6724,23.1938,-31.3633,-0.3008,0.478,-0.7877,2.3209,-5.6542,-128.1611,-3.4716,1.4739,50.0015,6.1084,-0.5054,2.4,7.2,24,2330,353,71.6,-19,8,NA,NA,NA,TRUE,-34.6,0.4,1.7,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717125,"2023-08-05",5,"2023-08-05T22:26:58.693Z","2023-08-05T22:27:03.089Z",TRUE,"pitch","1c9c3e50-0bde-40b6-b50d-cc2d4b71e134",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.4918,1.729,NA,147.1,199.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Jarren Duran grounds out softly, pitcher Tim Mayza to first baseman Vladimir Guerrero Jr.",0,4,3,66,"bottom",8,"2023-08-05T22:26:43.359Z","2023-08-05T22:27:19.484Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,680776,"Jarren Duran","/api/v1/people/680776","L","Left",641835,"Tim Mayza","/api/v1/people/641835","L","Left","vs_LHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Toronto Blue Jays",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.4,87,13,0.9,0.3986,6.4762,28.6938,-21.797,9.1092,5.4207,-0.7897,1.4533,-9.1298,-137.1255,-8.087,1.3903,50.0066,5.9139,17.451,33.6,6,24,2052,137,NA,NA,NA,NA,NA,NA,FALSE,-22.3,8.3,-14.8,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717125,"2023-08-05",4,"2023-08-05T22:26:45.726Z","2023-08-05T22:26:49.447Z",TRUE,"pitch","87a8ab9f-11f8-45cb-a562-949179b8fe66",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.4626,1.8003,NA,144,169.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Jarren Duran grounds out softly, pitcher Tim Mayza to first baseman Vladimir Guerrero Jr.",0,4,3,66,"bottom",8,"2023-08-05T22:26:43.359Z","2023-08-05T22:27:19.484Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,680776,"Jarren Duran","/api/v1/people/680776","L","Left",641835,"Tim Mayza","/api/v1/people/641835","L","Left","vs_LHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Toronto Blue Jays",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.6,86.3,4,0.9,0.4012,6.5365,27.5537,-22.8306,9.392,4.9419,-0.7083,2.5728,-8.9415,-136.0768,-5.1746,1.3869,50.0039,6.0635,17.7603,33.6,6,24,2043,132,NA,NA,NA,NA,NA,NA,FALSE,-22.9,8.2,-15.4,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717125,"2023-08-05",0,"2023-08-05T22:25:27.801Z","2023-08-05T22:25:27.852Z",FALSE,"action",NA,NA,"Defensive switch from left field to second base for Whit Merrifield.","Defensive Switch",4,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,593160,"/api/v1/people/593160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"4","Second Base","Infielder","2B","100","66","atBat","Groundout","field_out","Jarren Duran grounds out softly, pitcher Tim Mayza to first baseman Vladimir Guerrero Jr.",0,4,3,66,"bottom",8,"2023-08-05T22:26:43.359Z","2023-08-05T22:27:19.484Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,680776,"Jarren Duran","/api/v1/people/680776","L","Left",641835,"Tim Mayza","/api/v1/people/641835","L","Left","vs_LHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Toronto Blue Jays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717125,"2023-08-05",1,"2023-08-05T22:25:27.852Z","2023-08-05T22:25:27.854Z",FALSE,"action",NA,NA,"Defensive switch from center field to left field for Daulton Varsho.","Defensive Switch",4,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,662139,"/api/v1/people/662139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"7","Outfielder","Outfielder","LF","700","66","atBat","Groundout","field_out","Jarren Duran grounds out softly, pitcher Tim Mayza to first baseman Vladimir Guerrero Jr.",0,4,3,66,"bottom",8,"2023-08-05T22:26:43.359Z","2023-08-05T22:27:19.484Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,680776,"Jarren Duran","/api/v1/people/680776","L","Left",641835,"Tim Mayza","/api/v1/people/641835","L","Left","vs_LHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Toronto Blue Jays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717125,"2023-08-05",2,"2023-08-05T22:25:27.854Z","2023-08-05T22:25:27.856Z",FALSE,"action",NA,NA,"Kevin Kiermaier remains in the game as the center fielder.","Defensive Switch",4,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,595281,"/api/v1/people/595281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"8","Outfielder","Outfielder","CF","801","66","atBat","Groundout","field_out","Jarren Duran grounds out softly, pitcher Tim Mayza to first baseman Vladimir Guerrero Jr.",0,4,3,66,"bottom",8,"2023-08-05T22:26:43.359Z","2023-08-05T22:27:19.484Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,680776,"Jarren Duran","/api/v1/people/680776","L","Left",641835,"Tim Mayza","/api/v1/people/641835","L","Left","vs_LHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Toronto Blue Jays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,676914,"/api/v1/people/676914",NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
