"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
745115,"2024-03-31",2,"2024-03-31T19:42:02.079Z","2024-03-31T19:42:06.800Z",TRUE,"pitch","42ef35e7-b9f9-4954-bdd5-5156a51fe30d",3,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",1,2,2,NA,NA,3.61,1.64,NA,99.17,157.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Strikeout","strikeout","George Springer strikes out on a foul tip.",0,9,1,58,"top",7,"2024-03-31T19:41:09.918Z","2024-03-31T19:42:27.489Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,543807,"George Springer","/api/v1/people/543807","R","Right",621097,"Jacob Waguespack","/api/v1/people/621097","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Tampa Bay Rays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.5,85.2,3,0.9,0.4031,7.2644,31.1555,-11.0396,0.5314,11.3128,0.4678,3.006,1.2575,-136.1212,-6.4055,-0.07,50.0017,6.1615,0.9921,6,2.4,24,2107,182,NA,NA,NA,NA,NA,NA,FALSE,-12.1,19.2,-1.2,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,642708,"Amed Rosario","/api/v1/people/642708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745115,"2024-03-31",1,"2024-03-31T19:41:42.948Z","2024-03-31T19:41:47.614Z",TRUE,"pitch","2dd247c0-2a5f-49f2-ab28-89e1f76b1fc5",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.7809,1.7902,NA,85.83,159.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Strikeout","strikeout","George Springer strikes out on a foul tip.",0,9,1,58,"top",7,"2024-03-31T19:41:09.918Z","2024-03-31T19:42:27.489Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,543807,"George Springer","/api/v1/people/543807","R","Right",621097,"Jacob Waguespack","/api/v1/people/621097","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Tampa Bay Rays","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",86.2,78.9,6,0.91,0.4371,7.0027,26.5252,-29.4226,4.4303,1.7322,0.8178,2.9279,1.2056,-125.5378,-2.221,-0.2447,50.0021,6.2301,7.0379,13.2,8.4,24,2085,144,NA,NA,NA,NA,NA,NA,FALSE,-34.1,2.9,-8.3,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,642708,"Amed Rosario","/api/v1/people/642708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745115,"2024-03-31",0,"2024-03-31T19:41:22.483Z","2024-03-31T19:41:27.246Z",TRUE,"pitch","299a65e6-0490-4931-bbc1-1d66028520a2",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.7587,1.768,NA,105.86,130.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Strikeout","strikeout","George Springer strikes out on a foul tip.",0,9,1,58,"top",7,"2024-03-31T19:41:09.918Z","2024-03-31T19:42:27.489Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,543807,"George Springer","/api/v1/people/543807","R","Right",621097,"Jacob Waguespack","/api/v1/people/621097","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Tampa Bay Rays","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",86.6,79.6,12,0.91,0.4336,7.0364,25.1706,-29.6247,4.1454,1.5798,0.2922,3.9977,0.5045,-126.2125,0.1713,-0.449,50.0052,6.3105,6.7029,13.2,7.2,24,2085,141,NA,NA,NA,NA,NA,NA,FALSE,-33.1,3.1,-7.7,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,642708,"Amed Rosario","/api/v1/people/642708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745115,"2024-03-31",8,"2024-03-31T19:40:49.527Z","2024-03-31T19:40:54.935Z",TRUE,"pitch","2f0e6549-70ca-4101-abd4-23ba39b7f937",9,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,2,NA,NA,3.3836,1.5767,NA,66.81,161.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Walk","walk","Isiah Kiner-Falefa walks.",0,9,1,57,"top",7,"2024-03-31T19:37:46.098Z","2024-03-31T19:40:54.935Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,643396,"Isiah Kiner-Falefa","/api/v1/people/643396","R","Right",621097,"Jacob Waguespack","/api/v1/people/621097","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Tampa Bay Rays","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.5,86.1,12,0.9,0.3992,7.182,31.6145,-10.1644,-1.3516,11.5536,1.3168,2.8526,3.8782,-137.4304,-6.9101,0.0604,50.0028,6.0966,-2.5751,8.4,2.4,24,2091,189,NA,NA,NA,NA,NA,NA,FALSE,-11.2,19.6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,643396,"Isiah Kiner-Falefa","/api/v1/people/643396",624415,"Cavan Biggio","/api/v1/people/624415",676914,"Davis Schneider","/api/v1/people/676914",NA,NA,NA,NA
745115,"2024-03-31",7,"2024-03-31T19:40:24.873Z","2024-03-31T19:40:29.792Z",TRUE,"pitch","f87a84da-9a08-40e7-84cd-551dabe955d9",8,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.22,1.45,NA,94.84,161.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Walk","walk","Isiah Kiner-Falefa walks.",0,9,1,57,"top",7,"2024-03-31T19:37:46.098Z","2024-03-31T19:40:54.935Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,643396,"Isiah Kiner-Falefa","/api/v1/people/643396","R","Right",621097,"Jacob Waguespack","/api/v1/people/621097","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Tampa Bay Rays","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",85.1,77.6,3,0.91,0.4437,7.4601,26.9191,-28.8605,1.2878,2.1564,0.5812,2.8721,1.831,-123.889,-2.258,-0.3375,50.0059,6.2302,1.9834,4.8,7.2,24,2036,138,NA,NA,NA,NA,NA,NA,FALSE,-34.4,3.6,-2.8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,643396,"Isiah Kiner-Falefa","/api/v1/people/643396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745115,"2024-03-31",6,"2024-03-31T19:40:00.045Z","2024-03-31T19:40:04.620Z",TRUE,"pitch","7b614c59-d384-4811-9e58-bba220a8f3a2",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.22,1.45,NA,78.39,157.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Walk","walk","Isiah Kiner-Falefa walks.",0,9,1,57,"top",7,"2024-03-31T19:37:46.098Z","2024-03-31T19:40:54.935Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,643396,"Isiah Kiner-Falefa","/api/v1/people/643396","R","Right",621097,"Jacob Waguespack","/api/v1/people/621097","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Tampa Bay Rays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.7,84.9,12,0.89,0.4037,7.5376,32.7492,-11.3873,-1.3988,11.1762,1.0129,2.9963,3.1179,-136.2153,-6.3129,0.0299,50.0049,6.148,-2.6023,8.4,2.4,24,2144,189,NA,NA,NA,NA,NA,NA,FALSE,-12.5,19,1.8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,643396,"Isiah Kiner-Falefa","/api/v1/people/643396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745115,"2024-03-31",5,"2024-03-31T19:39:38.155Z","2024-03-31T19:39:43.102Z",TRUE,"pitch","3b4c8f4d-571c-4397-98d6-039f1f115256",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.3927,1.55,NA,147.12,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Walk","walk","Isiah Kiner-Falefa walks.",0,9,1,57,"top",7,"2024-03-31T19:37:46.098Z","2024-03-31T19:40:54.935Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,643396,"Isiah Kiner-Falefa","/api/v1/people/643396","R","Right",621097,"Jacob Waguespack","/api/v1/people/621097","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Tampa Bay Rays","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.7,77.2,11,0.9,0.4451,6.9728,26.2134,-25.8059,-3.9133,4.1589,-0.7902,3.9176,-0.2574,-123.4046,-0.5616,-0.1764,50.0029,6.3359,-5.9917,13.2,7.2,24,1293,195,NA,NA,NA,NA,NA,NA,FALSE,-30.6,7.7,7.1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,643396,"Isiah Kiner-Falefa","/api/v1/people/643396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745115,"2024-03-31",4,"2024-03-31T19:39:10.378Z","2024-03-31T19:39:14.721Z",TRUE,"pitch","5d6c61a6-1751-42f8-bb98-0e63cd9cd0e6",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.3514,1.5444,NA,66.05,135.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Walk","walk","Isiah Kiner-Falefa walks.",0,9,1,57,"top",7,"2024-03-31T19:37:46.098Z","2024-03-31T19:40:54.935Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,643396,"Isiah Kiner-Falefa","/api/v1/people/643396","R","Right",621097,"Jacob Waguespack","/api/v1/people/621097","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Tampa Bay Rays","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",86.1,78.9,12,0.91,0.437,7.1037,25.9778,-30.7029,2.6921,0.9284,1.3367,3.8254,3.2692,-125.4518,0.0224,-0.3345,50.0047,6.3243,4.2806,9.6,8.4,24,2004,131,NA,NA,NA,NA,NA,NA,FALSE,-34.9,1.9,-5.6,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,643396,"Isiah Kiner-Falefa","/api/v1/people/643396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745115,"2024-03-31",3,"2024-03-31T19:38:45.731Z","2024-03-31T19:38:50.629Z",TRUE,"pitch","e39f6e69-4eae-44f9-a392-9b6195c96bff",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.22,1.45,NA,92,187.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Walk","walk","Isiah Kiner-Falefa walks.",0,9,1,57,"top",7,"2024-03-31T19:37:46.098Z","2024-03-31T19:40:54.935Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,643396,"Isiah Kiner-Falefa","/api/v1/people/643396","R","Right",621097,"Jacob Waguespack","/api/v1/people/621097","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Tampa Bay Rays","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",86.7,79.8,9,0.91,0.434,7.2723,25.8085,-27.8129,3.4793,2.7046,0.6559,1.8878,1.586,-126.2284,-5.0818,-0.4327,50.0042,6.1678,5.6118,12,7.2,24,2143,145,NA,NA,NA,NA,NA,NA,FALSE,-32.4,4,-6.7,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,643396,"Isiah Kiner-Falefa","/api/v1/people/643396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745115,"2024-03-31",2,"2024-03-31T19:38:27.066Z","2024-03-31T19:38:31.912Z",TRUE,"pitch","3f1a9b14-e7fd-4825-a8d3-e530986d905c",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.22,1.45,NA,93.89,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Walk","walk","Isiah Kiner-Falefa walks.",0,9,1,57,"top",7,"2024-03-31T19:37:46.098Z","2024-03-31T19:40:54.935Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,643396,"Isiah Kiner-Falefa","/api/v1/people/643396","R","Right",621097,"Jacob Waguespack","/api/v1/people/621097","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Tampa Bay Rays","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",85.3,78.1,3,0.91,0.4418,7.3742,26.0333,-29.5858,4.742,1.6646,0.6062,2.9548,0.7098,-124.211,-2.0642,-0.2994,50.0023,6.2685,7.3725,14.4,8.4,24,2155,136,NA,NA,NA,NA,NA,NA,FALSE,-34.9,2.8,-8.8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,643396,"Isiah Kiner-Falefa","/api/v1/people/643396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745115,"2024-03-31",1,"2024-03-31T19:38:07.962Z","2024-03-31T19:38:12.491Z",TRUE,"pitch","c24d1815-e432-49fd-9930-c1911d24e866",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.3713,1.5637,NA,88.97,142.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Walk","walk","Isiah Kiner-Falefa walks.",0,9,1,57,"top",7,"2024-03-31T19:37:46.098Z","2024-03-31T19:40:54.935Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,643396,"Isiah Kiner-Falefa","/api/v1/people/643396","R","Right",621097,"Jacob Waguespack","/api/v1/people/621097","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Tampa Bay Rays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.6,85.6,12,0.9,0.402,6.9701,30.1827,-13.3026,-0.6659,10.0379,0.7353,3.5544,2.3231,-136.3033,-4.8368,-0.0418,50.0033,6.2717,-1.2521,2.4,3.6,24,2127,188,NA,NA,NA,NA,NA,NA,FALSE,-13.8,17.4,0.7,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,643396,"Isiah Kiner-Falefa","/api/v1/people/643396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745115,"2024-03-31",0,"2024-03-31T19:37:50.014Z","2024-03-31T19:37:54.687Z",TRUE,"pitch","7fb5cea3-8191-4f31-8042-c113a4392df7",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.4308,1.5874,NA,112.22,192.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Walk","walk","Isiah Kiner-Falefa walks.",0,9,1,57,"top",7,"2024-03-31T19:37:46.098Z","2024-03-31T19:40:54.935Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,643396,"Isiah Kiner-Falefa","/api/v1/people/643396","R","Right",621097,"Jacob Waguespack","/api/v1/people/621097","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Tampa Bay Rays","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",86,79,8,0.91,0.4379,7.3141,26.2106,-30.1447,2.9412,1.2837,0.1253,1.7199,0.3418,-125.262,-4.8792,-0.3951,50.0048,6.1688,4.6562,8.4,8.4,24,2028,149,NA,NA,NA,NA,NA,NA,FALSE,-35.6,1.4,-5.4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,643396,"Isiah Kiner-Falefa","/api/v1/people/643396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745115,"2024-03-31",2,"2024-03-31T19:36:57.363Z","2024-03-31T19:37:09.829Z",TRUE,"pitch","906c32eb-a204-45e4-9a51-b4b0018f51c8",3,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,1,2,NA,NA,3.44,1.61,NA,99.06,161.9,"line_drive","medium","9",183.18,115.56,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Single","single","Cavan Biggio singles on a line drive to right fielder Amed Rosario. Ernie Clement scores. Davis Schneider to 3rd. Cavan Biggio to 2nd.",1,9,1,56,"top",7,"2024-03-31T19:36:03.186Z","2024-03-31T19:37:09.829Z",TRUE,TRUE,FALSE,FALSE,33,1,1,2,624415,"Cavan Biggio","/api/v1/people/624415","L","Left",621097,"Jacob Waguespack","/api/v1/people/621097","R","Right","vs_RHP","vs_LHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Tampa Bay Rays","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.2,85.1,6,0.87,0.4041,7.2614,30.4132,-14.2533,-2.3744,9.6375,0.4706,2.8473,2.072,-135.6733,-6.2004,0.0045,50.0024,6.1604,-4.4149,14.4,3.6,24,2147,187,94.6,15,201,NA,NA,NA,FALSE,-15.2,16.3,3.8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,643396,"Isiah Kiner-Falefa","/api/v1/people/643396",624415,"Cavan Biggio","/api/v1/people/624415",676914,"Davis Schneider","/api/v1/people/676914",NA,NA,NA,NA
745115,"2024-03-31",1,"2024-03-31T19:36:33.803Z","2024-03-31T19:36:39.780Z",TRUE,"pitch","fde33f75-9cab-45ab-a319-af48540ae2e5",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.44,1.61,NA,106.24,135.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Single","single","Cavan Biggio singles on a line drive to right fielder Amed Rosario. Ernie Clement scores. Davis Schneider to 3rd. Cavan Biggio to 2nd.",1,9,1,56,"top",7,"2024-03-31T19:36:03.186Z","2024-03-31T19:37:09.829Z",TRUE,TRUE,FALSE,FALSE,33,1,1,2,624415,"Cavan Biggio","/api/v1/people/624415","L","Left",621097,"Jacob Waguespack","/api/v1/people/621097","R","Right","vs_RHP","vs_LHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Tampa Bay Rays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.9,84,12,0.89,0.407,7.4396,32.7238,-9.044,-1.5992,12.6434,0.2822,3.8268,1.3605,-135.2014,-4.6999,-0.0227,50.0018,6.2374,-2.9254,14.4,2.4,24,2160,186,NA,NA,NA,NA,NA,NA,FALSE,-10.1,22,2.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,643396,"Isiah Kiner-Falefa","/api/v1/people/643396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745115,"2024-03-31",0,"2024-03-31T19:36:13.912Z","2024-03-31T19:36:19.915Z",TRUE,"pitch","3c6bf619-ff84-4319-9562-b0c2b829e6e1",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.4638,1.644,NA,75.16,156.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Single","single","Cavan Biggio singles on a line drive to right fielder Amed Rosario. Ernie Clement scores. Davis Schneider to 3rd. Cavan Biggio to 2nd.",1,9,1,56,"top",7,"2024-03-31T19:36:03.186Z","2024-03-31T19:37:09.829Z",TRUE,TRUE,FALSE,FALSE,33,1,1,2,624415,"Cavan Biggio","/api/v1/people/624415","L","Left",621097,"Jacob Waguespack","/api/v1/people/621097","R","Right","vs_RHP","vs_LHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Tampa Bay Rays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.9,85,12,0.9,0.4027,7.3614,33.066,-8.5437,-1.0405,12.6419,1.0975,3.0384,3.3518,-136.5809,-6.6172,-0.0161,50.0006,6.0961,-1.9446,6,2.4,24,2216,186,NA,NA,NA,NA,NA,NA,FALSE,-9.8,21.5,1.1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,643396,"Isiah Kiner-Falefa","/api/v1/people/643396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
