"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
716982,"2023-08-16",1,"2023-08-17T01:37:40.925Z","2023-08-17T01:37:48.775Z",TRUE,"pitch","4b2569e8-46e0-41d7-8060-b7b9a136ac9c",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.3,1.44,NA,113.78,163.84,"ground_ball","medium","3",158.37,166.67,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Masataka Yoshida grounds out, first baseman Dominic Smith to pitcher Kyle Finnegan.",0,2,6,66,"top",9,"2023-08-17T01:37:20.565Z","2023-08-17T01:37:48.775Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,807799,"Masataka Yoshida","/api/v1/people/807799","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Washington Nationals","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.9,89.4,2,0.9,0.387,6.777,28.9092,-15.9427,-6.0754,7.9799,0.0844,2.7755,6.5811,-140.989,-4.6954,-1.4791,50.0052,5.4753,-12.3613,33.6,3.6,24,1840,218,88.3,-35,5,NA,NA,NA,TRUE,-15.1,13.8,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716982,"2023-08-16",0,"2023-08-17T01:37:20.565Z","2023-08-17T01:37:24.172Z",TRUE,"pitch","c803ef96-ba55-4a29-9ed8-1870bef65462",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.3,1.44,NA,123.55,151.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Masataka Yoshida grounds out, first baseman Dominic Smith to pitcher Kyle Finnegan.",0,2,6,66,"top",9,"2023-08-17T01:37:20.565Z","2023-08-17T01:37:48.775Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,807799,"Masataka Yoshida","/api/v1/people/807799","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Washington Nationals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.9,88.7,2,0.91,0.388,7.0257,31.1294,-13.558,-8.5099,9.2157,-0.172,3.2407,7.3852,-141.0049,-4.0018,-1.7154,50.0032,5.5491,-17.1902,46.8,4.8,24,1838,223,NA,NA,NA,NA,NA,NA,FALSE,-13,16.1,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716982,"2023-08-16",4,"2023-08-17T01:36:41.395Z","2023-08-17T01:36:49.839Z",TRUE,"pitch","0b7ce7a0-e67d-4b23-83c9-ee17e4a4bccf",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,1,NA,NA,3.39,1.59,NA,151.38,176.38,"ground_ball","soft","6",117.76,165.14,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Groundout","field_out","Trevor Story grounds out softly, shortstop CJ Abrams to first baseman Dominic Smith. Rafael Devers to 2nd.",0,2,6,65,"top",9,"2023-08-17T01:35:22.517Z","2023-08-17T01:36:49.839Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,596115,"Trevor Story","/api/v1/people/596115","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Washington Nationals",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",89.9,83.8,13,0.9,0.4155,6.736,23.5446,-33.0783,-5.2917,-0.5163,-0.9019,2.3112,4.2073,-131.0352,-2.0274,-1.8283,50.0004,5.5289,-9.3479,14.4,8.4,24,977,237,48.4,-11,12,NA,NA,NA,TRUE,-34.4,-1.1,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,646240,"Rafael Devers","/api/v1/people/646240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716982,"2023-08-16",3,"2023-08-17T01:36:20.928Z","2023-08-17T01:36:27.219Z",TRUE,"pitch","6258c974-fcfe-4b24-8a8e-51c63e8cf06e",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.4422,1.5877,NA,63.61,209.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Groundout","field_out","Trevor Story grounds out softly, shortstop CJ Abrams to first baseman Dominic Smith. Rafael Devers to 2nd.",0,2,6,65,"top",9,"2023-08-17T01:35:22.517Z","2023-08-17T01:36:49.839Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,596115,"Trevor Story","/api/v1/people/596115","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.1,89.6,14,0.9,0.3875,6.6083,29.0942,-16.9059,-8.4094,7.5287,1.4007,1.0761,10.4454,-140.8174,-9.166,-1.2474,50.0019,5.4453,-17.0513,38.4,4.8,24,2045,223,NA,NA,NA,NA,NA,NA,FALSE,-16.9,12,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716982,"2023-08-16",1,"2023-08-17T01:35:40.463Z","2023-08-17T01:35:44.236Z",TRUE,"pitch","80c3aed3-dad5-4a9f-a2b1-3679adbb30b8",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.39,1.59,NA,144.95,151.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Groundout","field_out","Trevor Story grounds out softly, shortstop CJ Abrams to first baseman Dominic Smith. Rafael Devers to 2nd.",0,2,6,65,"top",9,"2023-08-17T01:35:22.517Z","2023-08-17T01:36:49.839Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,596115,"Trevor Story","/api/v1/people/596115","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.4,89,1,0.9,0.3884,6.5365,28.6374,-15.1548,-6.282,8.4277,-0.7333,3.2267,4.4556,-140.4519,-3.6205,-1.5156,50.0002,5.5035,-12.6825,36,3.6,24,1977,224,NA,NA,NA,NA,NA,NA,FALSE,-14.3,14.8,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716982,"2023-08-16",0,"2023-08-17T01:35:22.517Z","2023-08-17T01:35:26.126Z",TRUE,"pitch","9431b1c0-d3ee-4e9f-ab91-13997e195cbd",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.4684,1.5877,NA,97.98,165.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Groundout","field_out","Trevor Story grounds out softly, shortstop CJ Abrams to first baseman Dominic Smith. Rafael Devers to 2nd.",0,2,6,65,"top",9,"2023-08-17T01:35:22.517Z","2023-08-17T01:36:49.839Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,596115,"Trevor Story","/api/v1/people/596115","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.1,89.8,6,0.9,0.3856,6.7972,27.8068,-13.5127,-5.7712,9.1055,0.499,2.7236,7.8398,-141.2482,-5.3565,-1.5441,50.005,5.4916,-11.8318,34.8,3.6,24,2009,215,NA,NA,NA,NA,NA,NA,FALSE,-13,15.7,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716982,"2023-08-16",2,"2023-08-17T01:36:05.560Z","2023-08-17T01:36:20.928Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",2,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,1,596115,"/api/v1/people/596115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"65","atBat","Groundout","field_out","Trevor Story grounds out softly, shortstop CJ Abrams to first baseman Dominic Smith. Rafael Devers to 2nd.",0,2,6,65,"top",9,"2023-08-17T01:35:22.517Z","2023-08-17T01:36:49.839Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,596115,"Trevor Story","/api/v1/people/596115","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Washington Nationals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716982,"2023-08-16",4,"2023-08-17T01:34:53.527Z","2023-08-17T01:35:01.392Z",TRUE,"pitch","64045637-333c-4742-98ce-c68de761319e",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,1,NA,NA,3.4422,1.5577,NA,130.2,127.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Walk","walk","Rafael Devers walks.",0,2,6,64,"top",9,"2023-08-17T01:33:39.883Z","2023-08-17T01:35:01.392Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,646240,"Rafael Devers","/api/v1/people/646240","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Washington Nationals","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.3,90.6,11,0.91,0.381,6.5377,29.7046,-15.136,-5.2652,8.121,-0.3464,4.1217,5.6313,-143.177,-1.5769,-1.6445,50.0062,5.6158,-11.052,32.4,3.6,24,2075,218,NA,NA,NA,NA,NA,NA,FALSE,-13.4,14.6,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,646240,"Rafael Devers","/api/v1/people/646240",NA,NA,NA,NA,NA,NA,NA
716982,"2023-08-16",3,"2023-08-17T01:34:35.226Z","2023-08-17T01:34:39.171Z",TRUE,"pitch","5911651f-e12b-4ca7-9941-900e6038141e",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,1,NA,NA,3.4422,1.5577,NA,138.99,127.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Walk","walk","Rafael Devers walks.",0,2,6,64,"top",9,"2023-08-17T01:33:39.883Z","2023-08-17T01:35:01.392Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,646240,"Rafael Devers","/api/v1/people/646240","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Washington Nationals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.6,88.7,11,0.86,0.3905,6.7617,26.3691,-19.0918,-4.4603,6.5394,-0.5769,4.1263,4.5559,-139.3709,-0.6161,-1.6402,50.0028,5.5922,-8.923,22.8,4.8,24,1734,223,NA,NA,NA,NA,NA,NA,FALSE,-17.5,12,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716982,"2023-08-16",2,"2023-08-17T01:34:16.327Z","2023-08-17T01:34:22.063Z",TRUE,"pitch","5c4a97f4-16b9-46c4-9ec2-d23a6ae8ecf9",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.4422,1.5577,NA,120.82,133.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Walk","walk","Rafael Devers walks.",0,2,6,64,"top",9,"2023-08-17T01:33:39.883Z","2023-08-17T01:35:01.392Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,646240,"Rafael Devers","/api/v1/people/646240","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Washington Nationals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.2,89.6,11,0.91,0.3854,6.8583,29.0026,-15.0502,-6.0916,8.351,-0.1003,3.9104,6.7094,-141.5272,-2.046,-1.698,50.0033,5.5946,-12.4927,36,3.6,24,2112,221,NA,NA,NA,NA,NA,NA,FALSE,-13.7,15,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
