"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716383,"2023-09-30",2,"2023-09-30T22:03:39.949Z","2023-09-30T22:03:46.332Z",TRUE,"pitch","6702a674-5905-465f-8244-90d179061720",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.42,1.64,NA,132.48,198.33,"ground_ball","medium","4",156.9,158.14,NA,NA,NA,NA,NA,NA,NA,NA,"88","atBat","Groundout","field_out","Kevin Kiermaier grounds out, second baseman Osleivis Basabe to first baseman Jonathan Aranda.",0,7,5,88,"bottom",10,"2023-09-30T22:03:07.679Z","2023-09-30T22:03:46.332Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,595281,"Kevin Kiermaier","/api/v1/people/595281","L","Left",606965,"Chris Devenski","/api/v1/people/606965","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Tampa Bay Rays","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.2,76.7,13,0.92,0.4526,6.3674,23.8856,-28.0641,-9.6317,2.772,-0.406,1.4982,1.2316,-121.0766,-5.4068,0.3297,50.0043,6.2196,-14.2845,25.2,8.4,24,1577,231,81.2,3,53,NA,NA,NA,TRUE,-35.5,4,17.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716383,"2023-09-30",1,"2023-09-30T22:03:27.902Z","2023-09-30T22:03:31.563Z",TRUE,"pitch","e0c42538-87a2-47b3-9bfc-109f583d8cb2",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.4029,1.5684,NA,151.24,137.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88","atBat","Groundout","field_out","Kevin Kiermaier grounds out, second baseman Osleivis Basabe to first baseman Jonathan Aranda.",0,7,5,88,"bottom",10,"2023-09-30T22:03:07.679Z","2023-09-30T22:03:46.332Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,595281,"Kevin Kiermaier","/api/v1/people/595281","L","Left",606965,"Chris Devenski","/api/v1/people/606965","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Tampa Bay Rays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.3,84.6,11,0.9,0.405,6.0346,32.4991,-14.5114,-6.299,9.5574,-0.8982,3.7422,-0.6197,-135.7662,-3.8741,0.1511,50.0043,6.2122,-11.6413,37.2,4.8,24,2319,221,NA,NA,NA,NA,NA,NA,FALSE,-15.1,16.6,11.5,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716383,"2023-09-30",0,"2023-09-30T22:03:10.847Z","2023-09-30T22:03:14.338Z",TRUE,"pitch","bdfa735b-d3fc-4357-bf3c-6bc0e656ff0d",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.42,1.64,NA,142.44,167.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88","atBat","Groundout","field_out","Kevin Kiermaier grounds out, second baseman Osleivis Basabe to first baseman Jonathan Aranda.",0,7,5,88,"bottom",10,"2023-09-30T22:03:07.679Z","2023-09-30T22:03:46.332Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,595281,"Kevin Kiermaier","/api/v1/people/595281","L","Left",606965,"Chris Devenski","/api/v1/people/606965","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Tampa Bay Rays","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.7,76.9,4,0.92,0.4497,6.1619,24.5959,-26.3715,-8.8475,3.8663,-0.6674,2.6406,0.7025,-121.9386,-3.2872,0.1895,50.0052,6.2883,-13.2879,26.4,8.4,24,1737,234,NA,NA,NA,NA,NA,NA,FALSE,-32.5,6.5,15.8,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716383,"2023-09-30",0,"2023-09-30T22:02:39.267Z","2023-09-30T22:02:48.469Z",TRUE,"pitch","009703ab-247e-437a-8219-c626f060a450",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.02,1.41,NA,111.79,180.75,"popup","medium","5",102.97,191.47,NA,NA,NA,NA,NA,NA,NA,NA,"87","atBat","Pop Out","field_out","Alejandro Kirk pops out to third baseman Junior Caminero in foul territory.",0,7,5,87,"bottom",10,"2023-09-30T22:02:33.660Z","2023-09-30T22:02:48.469Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,672386,"Alejandro Kirk","/api/v1/people/672386","R","Right",606965,"Chris Devenski","/api/v1/people/606965","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Tampa Bay Rays","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",82.5,75.9,5,0.91,0.4564,6.2134,23.5858,-27.4636,-8.9382,3.2272,0.1366,2.1492,2.0009,-120.0891,-4.1541,0.4529,50.0017,6.3487,-13.0334,24,8.4,24,1593,229,83.9,75,66,NA,NA,NA,TRUE,-35.2,5,15.7,NA,NA,NA,NA,NA,NA,TRUE,FALSE,666182,"Bo Bichette","/api/v1/people/666182",NA,NA,NA,NA,NA,NA
716383,"2023-09-30",2,"2023-09-30T22:01:54.925Z","2023-09-30T22:02:07.867Z",TRUE,"pitch","40ce23af-d0cc-4a28-9c80-4872b55b93ba",3,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,1,1,NA,NA,3.74,1.74,NA,95.77,186.7,"line_drive","hard","7",67.43,74.06,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Double","double","Bo Bichette doubles (30) on a sharp line drive to left fielder Randy Arozarena. Cavan Biggio scores.",1,7,5,86,"bottom",10,"2023-09-30T22:01:08.032Z","2023-09-30T22:02:07.867Z",TRUE,TRUE,FALSE,FALSE,34,1,1,1,666182,"Bo Bichette","/api/v1/people/666182","R","Right",606965,"Chris Devenski","/api/v1/people/606965","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Tampa Bay Rays","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.4,76.5,9,0.91,0.4523,6.1945,25.091,-28.6337,-8.9695,2.3903,0.5569,1.9288,2.8906,-121.3737,-4.5132,0.5117,50.0044,6.3231,-13.3031,22.8,8.4,24,1664,232,106,21,339,NA,NA,NA,FALSE,-36,3.5,15.5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,666182,"Bo Bichette","/api/v1/people/666182",NA,NA,NA,NA,NA,NA
716383,"2023-09-30",1,"2023-09-30T22:01:36.721Z","2023-09-30T22:01:40.433Z",TRUE,"pitch","486f6dca-820a-4121-8d82-3507c165bb1b",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,1,NA,NA,3.74,1.74,NA,135.19,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Double","double","Bo Bichette doubles (30) on a sharp line drive to left fielder Randy Arozarena. Cavan Biggio scores.",1,7,5,86,"bottom",10,"2023-09-30T22:01:08.032Z","2023-09-30T22:02:07.867Z",TRUE,TRUE,FALSE,FALSE,34,1,1,1,666182,"Bo Bichette","/api/v1/people/666182","R","Right",606965,"Chris Devenski","/api/v1/people/606965","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Tampa Bay Rays","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",82.1,75.6,13,0.91,0.4587,6.484,23.7682,-26.299,-9.2114,4.0682,-0.4773,1.4734,0.9678,-119.5573,-5.6758,0.3081,50.0011,6.2484,-13.2882,25.2,8.4,24,1670,229,NA,NA,NA,NA,NA,NA,FALSE,-34.4,6.2,16.4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716383,"2023-09-30",0,"2023-09-30T22:01:22.919Z","2023-09-30T22:01:26.401Z",TRUE,"pitch","9637de0c-4f81-4d4c-8a8f-21adda835810",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.7281,1.6378,NA,68.23,186.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Double","double","Bo Bichette doubles (30) on a sharp line drive to left fielder Randy Arozarena. Cavan Biggio scores.",1,7,5,86,"bottom",10,"2023-09-30T22:01:08.032Z","2023-09-30T22:02:07.867Z",TRUE,TRUE,FALSE,FALSE,34,1,1,1,666182,"Bo Bichette","/api/v1/people/666182","R","Right",606965,"Chris Devenski","/api/v1/people/606965","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Tampa Bay Rays","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.6,76.8,14,0.91,0.4505,6.3121,24.144,-26.1087,-9.5648,4.0513,1.2794,1.9425,5.1877,-121.6369,-4.9018,0.3603,50.0019,6.251,-14.3134,26.4,8.4,24,1672,230,NA,NA,NA,NA,NA,NA,FALSE,-32.8,6.4,16.1,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716383,"2023-09-30",9,"2023-09-30T22:00:48.952Z","2023-09-30T22:00:59.736Z",TRUE,"pitch","6e2efec8-7e43-4139-8b5a-82e435a6beb8",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,0,NA,NA,3.67,1.72,NA,105.01,166.14,"fly_ball","medium","7",109.27,110,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Flyout","field_out","Vladimir Guerrero Jr. flies out to left fielder Randy Arozarena.",0,7,4,85,"bottom",10,"2023-09-30T21:59:57.634Z","2023-09-30T22:00:59.736Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,665489,"Vladimir Guerrero Jr.","/api/v1/people/665489","R","Right",606965,"Chris Devenski","/api/v1/people/606965","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Tampa Bay Rays",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.1,75.8,6,0.91,0.4543,6.4107,25.718,-28.8583,-9.2944,2.2612,0.3146,2.6902,2.6559,-120.9987,-2.6769,0.404,50.0048,6.3643,-13.6513,24,8.4,24,1703,231,92.3,54,230,NA,NA,NA,TRUE,-36.2,3.7,16.1,NA,NA,NA,NA,NA,NA,TRUE,FALSE,624415,"Cavan Biggio","/api/v1/people/624415",NA,NA,NA,NA,NA,NA
716383,"2023-09-30",8,"2023-09-30T22:00:31.749Z","2023-09-30T22:00:35.393Z",TRUE,"pitch","d44bbcd0-4293-40f1-b081-f539644388ad",3,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,2,0,NA,NA,3.6351,1.661,NA,77.38,222.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Flyout","field_out","Vladimir Guerrero Jr. flies out to left fielder Randy Arozarena.",0,7,4,85,"bottom",10,"2023-09-30T21:59:57.634Z","2023-09-30T22:00:59.736Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,665489,"Vladimir Guerrero Jr.","/api/v1/people/665489","R","Right",606965,"Chris Devenski","/api/v1/people/606965","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Tampa Bay Rays",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",82.1,76.1,14,0.88,0.458,6.5781,22.3872,-29.3778,-8.0935,1.9322,1.0393,0.6064,4.1642,-119.4499,-6.6534,0.3276,50.0052,6.0597,-11.731,20.4,9.6,24,1699,230,NA,NA,NA,NA,NA,NA,FALSE,-38.3,2.2,13.7,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716383,"2023-09-30",7,"2023-09-30T22:00:14.717Z","2023-09-30T22:00:17.839Z",TRUE,"pitch","b0f32dd7-e672-4cf7-ae63-9c216f04a182",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,0,NA,NA,3.67,1.72,NA,71.2,186.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Flyout","field_out","Vladimir Guerrero Jr. flies out to left fielder Randy Arozarena.",0,7,4,85,"bottom",10,"2023-09-30T21:59:57.634Z","2023-09-30T22:00:59.736Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,665489,"Vladimir Guerrero Jr.","/api/v1/people/665489","R","Right",606965,"Chris Devenski","/api/v1/people/606965","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Tampa Bay Rays",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",82.4,76.3,14,0.9,0.4557,6.2692,21.7311,-27.5446,-8.9571,3.1565,1.2015,1.9533,4.682,-119.9009,-4.5208,0.3939,50.0022,6.3024,-13.1282,24,8.4,24,1674,232,NA,NA,NA,NA,NA,NA,FALSE,-35.2,4.9,15.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
