"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717073,"2023-08-09",3,"2023-08-09T04:38:43.973Z","2023-08-09T04:38:53.775Z",TRUE,"pitch","827a2700-3a8d-448f-bc35-efe028f4499f",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,1,NA,NA,3.18,1.55,NA,81.99,218.59,"ground_ball","medium","3",155.03,172.82,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Grounded Into DP","grounded_into_double_play","Corbin Carroll grounds into a double play, first baseman Freddie Freeman to shortstop Miguel Rojas to first baseman Freddie Freeman. Ketel Marte out at 2nd. Corbin Carroll out at 1st.",0,5,4,77,"bottom",9,"2023-08-09T04:37:36.056Z","2023-08-09T04:38:53.775Z",TRUE,FALSE,FALSE,TRUE,24,1,2,3,682998,"Corbin Carroll","/api/v1/people/682998","L","Left",623465,"Evan Phillips","/api/v1/people/623465","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Los Angeles Dodgers","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.2,77.4,14,0.92,0.4482,6.594,26.0244,-31.3163,9.5273,0.5733,0.9184,0.7479,4.1817,-122.5813,-3.7514,-2.0518,50.0056,4.9946,14.3868,25.2,9.6,24,2451,59,88,-23,5,NA,NA,NA,TRUE,-38.4,0.4,-18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717073,"2023-08-09",2,"2023-08-09T04:38:19.007Z","2023-08-09T04:38:23.067Z",TRUE,"pitch","03807ba3-3d30-4164-9ec3-8726f1694e51",3,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,2,1,NA,NA,2.9781,1.4483,NA,53.32,219.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Grounded Into DP","grounded_into_double_play","Corbin Carroll grounds into a double play, first baseman Freddie Freeman to shortstop Miguel Rojas to first baseman Freddie Freeman. Ketel Marte out at 2nd. Corbin Carroll out at 1st.",0,5,4,77,"bottom",9,"2023-08-09T04:37:36.056Z","2023-08-09T04:38:53.775Z",TRUE,FALSE,FALSE,TRUE,24,1,2,3,682998,"Corbin Carroll","/api/v1/people/682998","L","Left",623465,"Evan Phillips","/api/v1/people/623465","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Los Angeles Dodgers","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.9,78.2,14,0.91,0.4443,6.6373,25.4652,-27.3671,8.1882,3.1268,1.6707,0.697,6.2724,-123.448,-4.7743,-1.9703,50.0028,4.9704,12.5879,26.4,8.4,24,2517,60,NA,NA,NA,NA,NA,NA,FALSE,-33.4,4.7,-16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717073,"2023-08-09",1,"2023-08-09T04:37:58.046Z","2023-08-09T04:38:02.476Z",TRUE,"pitch","2503889e-84e0-46e5-b44c-eb9cef21bcd3",2,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",0,2,1,NA,NA,3.18,1.55,NA,106.87,162.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Grounded Into DP","grounded_into_double_play","Corbin Carroll grounds into a double play, first baseman Freddie Freeman to shortstop Miguel Rojas to first baseman Freddie Freeman. Ketel Marte out at 2nd. Corbin Carroll out at 1st.",0,5,4,77,"bottom",9,"2023-08-09T04:37:36.056Z","2023-08-09T04:38:53.775Z",TRUE,FALSE,FALSE,TRUE,24,1,2,3,682998,"Corbin Carroll","/api/v1/people/682998","L","Left",623465,"Evan Phillips","/api/v1/people/623465","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Los Angeles Dodgers","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.7,76.9,2,0.91,0.4494,6.431,24.0707,-27.9395,8.5478,2.8194,0.2657,2.8091,2.9902,-121.9064,0.056,-2.0878,50.0058,5.1985,12.8617,25.2,8.4,24,2439,62,NA,NA,NA,NA,NA,NA,FALSE,-33.6,5.4,-16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717073,"2023-08-09",0,"2023-08-09T04:37:39.422Z","2023-08-09T04:37:44.454Z",TRUE,"pitch","8c5b92a7-a74b-49d0-9f2b-24225f1a5f54",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.0776,1.5142,NA,111.94,172.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Grounded Into DP","grounded_into_double_play","Corbin Carroll grounds into a double play, first baseman Freddie Freeman to shortstop Miguel Rojas to first baseman Freddie Freeman. Ketel Marte out at 2nd. Corbin Carroll out at 1st.",0,5,4,77,"bottom",9,"2023-08-09T04:37:36.056Z","2023-08-09T04:38:53.775Z",TRUE,FALSE,FALSE,TRUE,24,1,2,3,682998,"Corbin Carroll","/api/v1/people/682998","L","Left",623465,"Evan Phillips","/api/v1/people/623465","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Los Angeles Dodgers","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",95.8,88.1,5,0.87,0.3921,6.6082,29.5938,-15.9196,-2.3698,8.2127,0.1329,2.4471,6.352,-139.3853,-4.5955,-1.8617,50.0031,5.1591,-4.6911,10.8,3.6,24,2253,211,NA,NA,NA,NA,NA,NA,FALSE,-15.5,14.2,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717073,"2023-08-09",3,"2023-08-09T04:36:59.511Z","2023-08-09T04:37:11.456Z",TRUE,"pitch","02a67e69-7338-4811-8800-da17a2103956",3,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",2,0,1,NA,NA,3.64,1.75,NA,106.7,180.17,"ground_ball","hard","9",151.98,120.31,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Single","single","Ketel Marte singles on a sharp ground ball to right fielder Mookie Betts. Alek Thomas scores.",1,5,4,76,"bottom",9,"2023-08-09T04:35:37.466Z","2023-08-09T04:37:11.456Z",TRUE,TRUE,FALSE,FALSE,33,2,0,1,606466,"Ketel Marte","/api/v1/people/606466","L","Left",623465,"Evan Phillips","/api/v1/people/623465","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Los Angeles Dodgers",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",93.1,86,8,0.91,0.4027,6.5207,27.3105,-21.9,-0.4256,5.4699,0.2702,2.1709,6.016,-135.589,-3.7852,-1.914,50.0004,5.0976,-0.8,1.2,4.8,24,2347,208,99.8,8,158,NA,NA,NA,FALSE,-22,9.4,-0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,606466,"Ketel Marte","/api/v1/people/606466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717073,"2023-08-09",1,"2023-08-09T04:36:05.229Z","2023-08-09T04:36:10.859Z",TRUE,"pitch","79e2f4c2-a5c1-45f9-96f7-440c676014bc",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.5705,1.5493,NA,68.45,192.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Single","single","Ketel Marte singles on a sharp ground ball to right fielder Mookie Betts. Alek Thomas scores.",1,5,4,76,"bottom",9,"2023-08-09T04:35:37.466Z","2023-08-09T04:37:11.456Z",TRUE,TRUE,FALSE,FALSE,33,2,0,1,606466,"Ketel Marte","/api/v1/people/606466","L","Left",623465,"Evan Phillips","/api/v1/people/623465","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Los Angeles Dodgers",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",93.2,86.2,14,0.9,0.4028,6.6867,26.8934,-21.8504,-1.0144,5.5004,1.2737,1.7135,8.6228,-135.4645,-4.8952,-1.8056,50.0027,5.0519,-1.9053,1.2,4.8,24,2446,211,NA,NA,NA,NA,NA,NA,FALSE,-22.1,9.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717073,"2023-08-09",0,"2023-08-09T04:35:48.935Z","2023-08-09T04:35:53.213Z",TRUE,"pitch","0047a035-1d1a-44e8-81cf-214d422b25f4",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.7674,1.9092,NA,144.75,145.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Single","single","Ketel Marte singles on a sharp ground ball to right fielder Mookie Betts. Alek Thomas scores.",1,5,4,76,"bottom",9,"2023-08-09T04:35:37.466Z","2023-08-09T04:37:11.456Z",TRUE,TRUE,FALSE,FALSE,33,2,0,1,606466,"Ketel Marte","/api/v1/people/606466","L","Left",623465,"Evan Phillips","/api/v1/people/623465","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Los Angeles Dodgers",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",92,84.7,1,0.9,0.4075,6.4025,26.9397,-22.4449,0.3389,5.3093,-0.7279,3.4485,3.4847,-134.0366,-0.5267,-2.0849,50.0052,5.2398,0.6209,3.6,4.8,24,2456,208,NA,NA,NA,NA,NA,NA,FALSE,-22.3,9.7,-1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717073,"2023-08-09",2,"2023-08-09T04:36:12.875Z","2023-08-09T04:36:59.511Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",5,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"76","atBat","Single","single","Ketel Marte singles on a sharp ground ball to right fielder Mookie Betts. Alek Thomas scores.",1,5,4,76,"bottom",9,"2023-08-09T04:35:37.466Z","2023-08-09T04:37:11.456Z",TRUE,TRUE,FALSE,FALSE,33,2,0,1,606466,"Ketel Marte","/api/v1/people/606466","L","Left",623465,"Evan Phillips","/api/v1/people/623465","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Los Angeles Dodgers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717073,"2023-08-09",2,"2023-08-09T04:34:58.560Z","2023-08-09T04:35:15.237Z",TRUE,"pitch","5a5a3c81-d39f-431a-9bd6-2445b0ddf563",2,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,0,1,NA,NA,3.29,1.5,NA,91.17,177.44,"ground_ball","medium","9",226.43,104.44,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Triple","triple","Alek Thomas triples (4) on a ground ball to right fielder Mookie Betts. Geraldo Perdomo scores.",1,5,3,75,"bottom",9,"2023-08-09T04:34:38.185Z","2023-08-09T04:35:15.237Z",TRUE,TRUE,FALSE,FALSE,35,1,0,1,677950,"Alek Thomas","/api/v1/people/677950","L","Left",623465,"Evan Phillips","/api/v1/people/623465","R","Right","vs_RHP","vs_LHB","RISP",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Los Angeles Dodgers",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",93.4,86.3,6,0.91,0.4014,6.5578,27.209,-22.1104,0.1262,5.3239,0.6776,2.272,6.8381,-135.9637,-3.439,-1.8764,50.0011,5.0708,0.2372,3.6,4.8,24,2479,204,99.7,-15,10,NA,NA,NA,FALSE,-22,9.2,-1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,677950,"Alek Thomas","/api/v1/people/677950",NA,NA,NA,NA
717073,"2023-08-09",1,"2023-08-09T04:34:40.399Z","2023-08-09T04:34:44.409Z",TRUE,"pitch","b0eaa40d-97f6-4d3d-8035-d0a78847de98",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.2871,1.5301,NA,173.79,155.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Triple","triple","Alek Thomas triples (4) on a ground ball to right fielder Mookie Betts. Geraldo Perdomo scores.",1,5,3,75,"bottom",9,"2023-08-09T04:34:38.185Z","2023-08-09T04:35:15.237Z",TRUE,TRUE,FALSE,FALSE,35,1,0,1,677950,"Alek Thomas","/api/v1/people/677950","L","Left",623465,"Evan Phillips","/api/v1/people/623465","R","Right","vs_RHP","vs_LHB","RISP",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Los Angeles Dodgers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96,88,11,0.9,0.3911,6.5968,30.5366,-19.104,-5.806,6.5755,-1.4898,3.0949,3.7003,-139.8586,-2.2322,-2.0734,50.003,5.1516,-11.5414,28.8,4.8,24,2368,220,NA,NA,NA,NA,NA,NA,FALSE,-17.9,11.6,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
