"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
745591,"2024-04-17",6,"2024-04-18T00:34:03.147Z","2024-04-18T00:34:06.882Z",TRUE,"pitch","5dc1d384-9b91-4044-8e67-4c72e014b49e",7,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",4,2,2,NA,NA,3.2701,1.5038,NA,85.36,261.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Walk","walk","Jacob Stallings walks.",0,4,7,69,"top",8,"2024-04-18T00:30:50.594Z","2024-04-18T00:34:06.882Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,607732,"Jacob Stallings","/api/v1/people/607732","R","Right",656546,"Jeff Hoffman","/api/v1/people/656546","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Philadelphia Phillies","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.2,79.6,14,0.9,0.4395,6.4479,27.3385,-36.8029,1.4658,-2.9454,0.8301,-0.8514,7.2667,-125.0683,-9.0666,-2.3143,50.0043,5.8756,2.3015,4.8,9.6,24,2910,40,NA,NA,NA,NA,NA,NA,FALSE,-44.6,-7.4,-4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,607732,"Jacob Stallings","/api/v1/people/607732",656248,"Sean Bouchard","/api/v1/people/656248",669911,"Michael Toglia","/api/v1/people/669911"
745591,"2024-04-17",5,"2024-04-18T00:33:41.560Z","2024-04-18T00:33:46.457Z",TRUE,"pitch","8d387070-9c75-4f14-9643-6db11362289c",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.3206,1.6019,NA,67.86,156.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Walk","walk","Jacob Stallings walks.",0,4,7,69,"top",8,"2024-04-18T00:30:50.594Z","2024-04-18T00:34:06.882Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,607732,"Jacob Stallings","/api/v1/people/607732","R","Right",656546,"Jeff Hoffman","/api/v1/people/656546","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Philadelphia Phillies","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98,88.9,12,0.9,0.3863,6.6502,34.2426,-9.4107,-6.7036,11.1965,1.2893,3.0613,12.2144,-142.0885,-6.7237,-2.2053,50.0067,6.0648,-13.6346,44.4,3.6,24,2716,216,NA,NA,NA,NA,NA,NA,FALSE,-10,18.8,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,607732,"Jacob Stallings","/api/v1/people/607732",NA,NA,NA,NA,NA,NA
745591,"2024-04-17",4,"2024-04-18T00:32:49.728Z","2024-04-18T00:32:53.705Z",TRUE,"pitch","475e2631-e336-4306-b285-8e9f96daa063",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.27,1.51,NA,106,145.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Walk","walk","Jacob Stallings walks.",0,4,7,69,"top",8,"2024-04-18T00:30:50.594Z","2024-04-18T00:34:06.882Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,607732,"Jacob Stallings","/api/v1/people/607732","R","Right",656546,"Jeff Hoffman","/api/v1/people/656546","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Philadelphia Phillies","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,87.1,12,0.89,0.3927,6.5173,35.1189,-9.5516,-5.8514,11.5117,0.2885,3.4612,8.859,-140.1151,-5.51,-2.1712,50.0003,6.0931,-11.4973,40.8,2.4,24,2602,215,NA,NA,NA,NA,NA,NA,FALSE,-10.1,19.7,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,607732,"Jacob Stallings","/api/v1/people/607732",NA,NA,NA,NA,NA,NA
745591,"2024-04-17",3,"2024-04-18T00:32:26.500Z","2024-04-18T00:32:31.114Z",TRUE,"pitch","7f7894f3-df08-49ee-8b04-eaf01793f0b6",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,2,NA,NA,3.27,1.51,NA,122.01,142.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Walk","walk","Jacob Stallings walks.",0,4,7,69,"top",8,"2024-04-18T00:30:50.594Z","2024-04-18T00:34:06.882Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,607732,"Jacob Stallings","/api/v1/people/607732","R","Right",656546,"Jeff Hoffman","/api/v1/people/656546","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Philadelphia Phillies","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96,86.7,11,0.89,0.3946,6.4379,34.4622,-11.9369,-6.1461,10.4,-0.1315,3.5742,8.519,-139.3683,-4.4969,-2.4447,50.0063,6.0117,-11.9641,37.2,3.6,24,2630,220,NA,NA,NA,NA,NA,NA,FALSE,-12.1,17.9,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,607732,"Jacob Stallings","/api/v1/people/607732",NA,NA,NA,NA,NA,NA
745591,"2024-04-17",2,"2024-04-18T00:31:31.496Z","2024-04-18T00:31:36.132Z",TRUE,"pitch","34e736ef-4c0e-4a9c-9c5b-d77ca11d8a3e",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,2,NA,NA,3.27,1.51,NA,142.25,160.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Walk","walk","Jacob Stallings walks.",0,4,7,69,"top",8,"2024-04-18T00:30:50.594Z","2024-04-18T00:34:06.882Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,607732,"Jacob Stallings","/api/v1/people/607732","R","Right",656546,"Jeff Hoffman","/api/v1/people/656546","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Philadelphia Phillies","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.8,85.7,1,2,0.3996,6.5944,34.1155,-16.6832,-8.977,8.1666,-0.6624,2.8995,7.7649,-137.733,-5.1875,-2.369,50.0065,5.9572,-17.0382,39.6,4.8,24,2559,219,NA,NA,NA,NA,NA,NA,FALSE,-17.2,13.7,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,607732,"Jacob Stallings","/api/v1/people/607732",NA,NA,NA,NA,NA,NA
745591,"2024-04-17",1,"2024-04-18T00:31:11.387Z","2024-04-18T00:31:17.690Z",TRUE,"pitch","ec8f074d-6aea-4d91-a1e1-3024cd482c8a",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.2719,1.6019,NA,98.69,211.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Walk","walk","Jacob Stallings walks.",0,4,7,69,"top",8,"2024-04-18T00:30:50.594Z","2024-04-18T00:34:06.882Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,607732,"Jacob Stallings","/api/v1/people/607732","R","Right",656546,"Jeff Hoffman","/api/v1/people/656546","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Philadelphia Phillies","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.2,78.7,14,0.9,0.4426,6.4544,25.3195,-34.6833,1.4841,-1.623,0.4804,1.0104,6.7186,-123.8753,-5.2112,-2.4623,50.0008,6.0491,2.2989,6,9.6,24,2749,27,NA,NA,NA,NA,NA,NA,FALSE,-41.8,-4,-4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,607732,"Jacob Stallings","/api/v1/people/607732",NA,NA,NA,NA,NA,NA
745591,"2024-04-17",0,"2024-04-18T00:30:52.859Z","2024-04-18T00:30:58.329Z",TRUE,"pitch","ec36ef88-9bfa-42b5-93e5-561c814b0847",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.2701,1.5283,NA,143.33,136.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Walk","walk","Jacob Stallings walks.",0,4,7,69,"top",8,"2024-04-18T00:30:50.594Z","2024-04-18T00:34:06.882Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,607732,"Jacob Stallings","/api/v1/people/607732","R","Right",656546,"Jeff Hoffman","/api/v1/people/656546","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Philadelphia Phillies","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.5,84.9,11,0.89,0.4016,6.4995,35.3254,-9.04,-6.0329,12.3293,-0.6907,3.7734,6.4938,-137.3141,-4.4869,-2.3223,50.0048,6.0649,-11.3222,43.2,3.6,24,2587,216,NA,NA,NA,NA,NA,NA,FALSE,-9.8,21.4,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,607732,"Jacob Stallings","/api/v1/people/607732",NA,NA,NA,NA,NA,NA
745591,"2024-04-17",3,"2024-04-18T00:30:16.610Z","2024-04-18T00:30:24.461Z",TRUE,"pitch","b491432f-0a7d-4460-8f86-31164a1db553",1,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,0,1,NA,NA,3.54,1.67,NA,127.24,165.86,"ground_ball","medium","3",158,165.95,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Groundout","field_out","Charlie Blackmon grounds out, first baseman Bryce Harper to pitcher Jeff Hoffman. Elias Díaz scores. Sean Bouchard to 3rd. Michael Toglia to 2nd.",1,4,7,68,"top",8,"2024-04-18T00:30:14.694Z","2024-04-18T00:30:24.461Z",TRUE,TRUE,FALSE,TRUE,0,0,0,2,453568,"Charlie Blackmon","/api/v1/people/453568","L","Left",656546,"Jeff Hoffman","/api/v1/people/656546","R","Right","vs_RHP","vs_LHB","RISP",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Philadelphia Phillies",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",90.1,82.5,5,0.91,0.4184,6.4894,27.6472,-27.0666,-9.1528,2.942,-0.2687,2.7009,9.3314,-130.8989,-3.251,-2.6907,50.0022,5.9856,-15.8824,26.4,7.2,24,1746,238,98.2,7,117,NA,NA,NA,TRUE,-29,4.8,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,607732,"Jacob Stallings","/api/v1/people/607732",656248,"Sean Bouchard","/api/v1/people/656248",669911,"Michael Toglia","/api/v1/people/669911"
745591,"2024-04-17",0,"2024-04-18T00:27:34.621Z","2024-04-18T00:29:21.515Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",3,7,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"68","atBat","Groundout","field_out","Charlie Blackmon grounds out, first baseman Bryce Harper to pitcher Jeff Hoffman. Elias Díaz scores. Sean Bouchard to 3rd. Michael Toglia to 2nd.",1,4,7,68,"top",8,"2024-04-18T00:30:14.694Z","2024-04-18T00:30:24.461Z",TRUE,TRUE,FALSE,TRUE,0,0,0,2,453568,"Charlie Blackmon","/api/v1/people/453568","L","Left",656546,"Jeff Hoffman","/api/v1/people/656546","R","Right","vs_RHP","vs_LHB","RISP",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Philadelphia Phillies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,607732,"Jacob Stallings","/api/v1/people/607732",NA,NA,NA,NA,NA,NA
745591,"2024-04-17",1,"2024-04-18T00:29:21.515Z","2024-04-18T00:30:22.440Z",FALSE,"action",NA,NA,"Pitching Change: Jeff Hoffman replaces Gregory Soto.","Pitching Substitution",3,7,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,656546,"/api/v1/people/656546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"68","atBat","Groundout","field_out","Charlie Blackmon grounds out, first baseman Bryce Harper to pitcher Jeff Hoffman. Elias Díaz scores. Sean Bouchard to 3rd. Michael Toglia to 2nd.",1,4,7,68,"top",8,"2024-04-18T00:30:14.694Z","2024-04-18T00:30:24.461Z",TRUE,TRUE,FALSE,TRUE,0,0,0,2,453568,"Charlie Blackmon","/api/v1/people/453568","L","Left",656546,"Jeff Hoffman","/api/v1/people/656546","R","Right","vs_RHP","vs_LHB","RISP",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Philadelphia Phillies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,607732,"Jacob Stallings","/api/v1/people/607732",NA,NA,NA,NA,NA,NA
745591,"2024-04-17",2,"2024-04-18T00:30:22.440Z","2024-04-18T00:30:23.440Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Charlie Blackmon replaces Alan Trejo.","Offensive Substitution",3,7,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,453568,"/api/v1/people/453568",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","801","68","atBat","Groundout","field_out","Charlie Blackmon grounds out, first baseman Bryce Harper to pitcher Jeff Hoffman. Elias Díaz scores. Sean Bouchard to 3rd. Michael Toglia to 2nd.",1,4,7,68,"top",8,"2024-04-18T00:30:14.694Z","2024-04-18T00:30:24.461Z",TRUE,TRUE,FALSE,TRUE,0,0,0,2,453568,"Charlie Blackmon","/api/v1/people/453568","L","Left",656546,"Jeff Hoffman","/api/v1/people/656546","R","Right","vs_RHP","vs_LHB","RISP",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Philadelphia Phillies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,676701,"/api/v1/people/676701",NA,NA,NA,NA,NA,TRUE,TRUE,607732,"Jacob Stallings","/api/v1/people/607732",NA,NA,NA,NA,NA,NA
745591,"2024-04-17",8,"2024-04-18T00:27:11.902Z","2024-04-18T00:27:16.618Z",TRUE,"pitch","18d1f02d-2102-45ff-be04-521ec3b4ab84",7,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",4,2,1,NA,NA,3.6201,1.7489,NA,127.65,240.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Walk","walk","Michael Toglia walks. Ryan McMahon scores. Elias Díaz to 3rd. Sean Bouchard to 2nd.",1,3,7,67,"top",8,"2024-04-18T00:25:04.645Z","2024-04-18T00:27:16.618Z",TRUE,TRUE,FALSE,FALSE,0,4,2,1,669911,"Michael Toglia","/api/v1/people/669911","R","Right",642397,"Gregory Soto","/api/v1/people/642397","L","Left","vs_LHP","vs_RHB","Loaded",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Philadelphia Phillies",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.1,80,13,0.9,0.4366,6.6523,23.7447,-27.2666,0.5418,3.0748,-0.2794,-0.0681,-5.2815,-125.1475,-8.3756,1.7823,50.0031,5.5347,0.8652,0,7.2,24,2320,125,NA,NA,NA,NA,NA,NA,FALSE,-32.9,4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,669911,"Michael Toglia","/api/v1/people/669911",553869,"Elias Díaz","/api/v1/people/553869",656248,"Sean Bouchard","/api/v1/people/656248"
745591,"2024-04-17",7,"2024-04-18T00:26:53.905Z","2024-04-18T00:26:59.686Z",TRUE,"pitch","d5cd087d-ac90-4310-bde0-2464cd3dead9",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.7095,1.7734,NA,157.34,196.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Walk","walk","Michael Toglia walks. Ryan McMahon scores. Elias Díaz to 3rd. Sean Bouchard to 2nd.",1,3,7,67,"top",8,"2024-04-18T00:25:04.645Z","2024-04-18T00:27:16.618Z",TRUE,TRUE,FALSE,FALSE,0,4,2,1,669911,"Michael Toglia","/api/v1/people/669911","R","Right",642397,"Gregory Soto","/api/v1/people/642397","L","Left","vs_LHP","vs_RHB","Loaded",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Philadelphia Phillies",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.1,88.4,13,0.89,0.3919,6.5365,29.545,-19.4055,10.8667,6.4438,-1.0584,1.5497,-11.2127,-139.4257,-7.4944,1.5916,50.0011,5.5396,21.5245,42,6,24,2291,127,NA,NA,NA,NA,NA,NA,FALSE,-19.3,10.3,-17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,669911,"Michael Toglia","/api/v1/people/669911",NA,NA,NA,NA,NA,NA
745591,"2024-04-17",6,"2024-04-18T00:26:27.488Z","2024-04-18T00:26:31.805Z",TRUE,"pitch","ef36fe34-eccf-4814-9cdc-d4547ac3f7e1",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.62,1.77,NA,135.58,173.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Walk","walk","Michael Toglia walks. Ryan McMahon scores. Elias Díaz to 3rd. Sean Bouchard to 2nd.",1,3,7,67,"top",8,"2024-04-18T00:25:04.645Z","2024-04-18T00:27:16.618Z",TRUE,TRUE,FALSE,FALSE,0,4,2,1,669911,"Michael Toglia","/api/v1/people/669911","R","Right",642397,"Gregory Soto","/api/v1/people/642397","L","Left","vs_LHP","vs_RHB","Loaded",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Philadelphia Phillies",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.4,80.5,4,0.9,0.4303,6.6047,25.8594,-31.5475,-1.2084,0.3831,-0.4874,2.4339,-4.8929,-127.2523,-2.3312,1.6165,50.0049,5.8587,-1.9828,4.8,8.4,24,2432,202,NA,NA,NA,NA,NA,NA,FALSE,-35.4,0.4,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,669911,"Michael Toglia","/api/v1/people/669911",NA,NA,NA,NA,NA,NA
745591,"2024-04-17",4,"2024-04-18T00:26:04.044Z","2024-04-18T00:26:08.665Z",TRUE,"pitch","4cba6ce6-3832-43a4-bcff-7dd8a7cf5de4",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,1,NA,NA,3.62,1.77,NA,135.37,202.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Walk","walk","Michael Toglia walks. Ryan McMahon scores. Elias Díaz to 3rd. Sean Bouchard to 2nd.",1,3,7,67,"top",8,"2024-04-18T00:25:04.645Z","2024-04-18T00:27:16.618Z",TRUE,TRUE,FALSE,FALSE,0,4,2,1,669911,"Michael Toglia","/api/v1/people/669911","R","Right",642397,"Gregory Soto","/api/v1/people/642397","L","Left","vs_LHP","vs_RHB","Loaded",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Philadelphia Phillies",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.3,80.1,13,0.91,0.4346,6.5977,23.1999,-26.7478,0.0104,3.3634,-0.4819,1.3307,-5.3829,-125.5899,-5.4553,1.6794,50.0027,5.6813,0.0183,1.2,7.2,24,2312,134,NA,NA,NA,NA,NA,NA,FALSE,-31.3,5.2,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,669911,"Michael Toglia","/api/v1/people/669911",NA,NA,NA,NA,NA,NA
