"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
716597,"2023-09-14",1,"2023-09-14T20:24:59.158Z","2023-09-14T20:25:08.484Z",TRUE,"pitch","d732b897-578b-4f78-9602-cf56d9cf5f17",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.2,1.5,NA,146.89,176.13,"ground_ball","medium","4",123.92,141.99,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Everson Pereira grounds out, second baseman Luis Urias to first baseman Triston Casas.",0,0,5,70,"top",9,"2023-09-14T20:24:56.768Z","2023-09-14T20:25:08.484Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,677592,"Everson Pereira","/api/v1/people/677592","R","Right",455119,"Chris Martin","/api/v1/people/455119","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.4,87.5,4,0.92,0.3948,6.3545,30.3361,-21.9326,-8.8113,5.2515,-0.7841,2.3204,8.595,-138.6245,-5.3548,-2.7767,50.0042,5.7368,-17.1892,33.6,6,24,2093,215,80.1,2,46,NA,NA,NA,TRUE,-21.5,8.5,14.3,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716597,"2023-09-14",0,"2023-09-14T20:24:16.168Z","2023-09-14T20:24:59.158Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",0,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Everson Pereira grounds out, second baseman Luis Urias to first baseman Triston Casas.",0,0,5,70,"top",9,"2023-09-14T20:24:56.768Z","2023-09-14T20:25:08.484Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,677592,"Everson Pereira","/api/v1/people/677592","R","Right",455119,"Chris Martin","/api/v1/people/455119","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716597,"2023-09-14",5,"2023-09-14T20:23:48.622Z","2023-09-14T20:24:00.988Z",TRUE,"pitch","94e7c944-8145-440e-9a9d-8954a5d1ccb0",6,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,2,2,NA,NA,3.24,1.58,NA,130.16,193.18,"line_drive","medium","8",115.36,69.37,NA,NA,TRUE,NA,NA,NA,NA,NA,"69","atBat","Single","single","Oswaldo Cabrera singles on a line drive to center fielder Ceddanne Rafaela. Oswald Peraza to 3rd.",0,0,5,69,"top",9,"2023-09-14T20:21:46.719Z","2023-09-14T20:24:00.988Z",TRUE,FALSE,FALSE,FALSE,33,2,2,2,665828,"Oswaldo Cabrera","/api/v1/people/665828","L","Left",455119,"Chris Martin","/api/v1/people/455119","R","Right","vs_RHP","vs_LHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Boston Red Sox","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,89,7,0.91,0.3893,6.7688,29.3393,-13.8344,-4.8825,9.1331,-0.3452,1.6891,7.5367,-140.2517,-8.7975,-2.423,50.004,5.7523,-9.806,27.6,3.6,24,2217,212,98.3,12,286,NA,NA,NA,FALSE,-14.3,15,7.4,NA,NA,NA,FALSE,TRUE,665828,"Oswaldo Cabrera","/api/v1/people/665828",672724,"Oswald Peraza","/api/v1/people/672724",NA,NA,NA
716597,"2023-09-14",4,"2023-09-14T20:23:28.184Z","2023-09-14T20:23:33.323Z",TRUE,"pitch","e2662434-8a7e-4fcf-a4c5-5312643348a2",5,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,2,2,NA,NA,3.305,1.5803,NA,126.16,235.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Oswaldo Cabrera singles on a line drive to center fielder Ceddanne Rafaela. Oswald Peraza to 3rd.",0,0,5,69,"top",9,"2023-09-14T20:21:46.719Z","2023-09-14T20:24:00.988Z",TRUE,FALSE,FALSE,FALSE,33,2,2,2,665828,"Oswaldo Cabrera","/api/v1/people/665828","L","Left",455119,"Chris Martin","/api/v1/people/455119","R","Right","vs_RHP","vs_LHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Boston Red Sox","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",87.6,81.9,13,0.93,0.4282,7.0193,22.3939,-31.491,-7.8906,0.4071,-0.2402,0.1369,8.5867,-127.1918,-7.8327,-2.6109,50.0011,5.7031,-13.1232,20.4,8.4,24,1436,233,NA,NA,NA,NA,NA,NA,FALSE,-36,-0.6,12.7,NA,NA,NA,FALSE,TRUE,665828,"Oswaldo Cabrera","/api/v1/people/665828",NA,NA,NA,NA,NA,NA
716597,"2023-09-14",3,"2023-09-14T20:23:07.960Z","2023-09-14T20:23:11.210Z",TRUE,"pitch","e535d440-11d8-4934-ae92-a0f1eee90197",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.24,1.58,NA,137.73,137.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Oswaldo Cabrera singles on a line drive to center fielder Ceddanne Rafaela. Oswald Peraza to 3rd.",0,0,5,69,"top",9,"2023-09-14T20:21:46.719Z","2023-09-14T20:24:00.988Z",TRUE,FALSE,FALSE,FALSE,33,2,2,2,665828,"Oswaldo Cabrera","/api/v1/people/665828","L","Left",455119,"Chris Martin","/api/v1/people/455119","R","Right","vs_RHP","vs_LHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Boston Red Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.4,87.2,11,0.9,0.3945,6.448,30.7018,-15.8831,-4.3121,8.3429,-0.5438,3.7337,7.349,-138.7777,-3.1496,-2.6645,50.006,5.9398,-8.424,22.8,3.6,24,2165,213,NA,NA,NA,NA,NA,NA,FALSE,-15.4,14.6,6.4,NA,NA,NA,FALSE,TRUE,665828,"Oswaldo Cabrera","/api/v1/people/665828",NA,NA,NA,NA,NA,NA
716597,"2023-09-14",2,"2023-09-14T20:22:45.923Z","2023-09-14T20:22:50.273Z",TRUE,"pitch","bfea20f1-22fa-4f5f-86b3-cba51acd4caa",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.2458,1.479,NA,110.95,227.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Oswaldo Cabrera singles on a line drive to center fielder Ceddanne Rafaela. Oswald Peraza to 3rd.",0,0,5,69,"top",9,"2023-09-14T20:21:46.719Z","2023-09-14T20:24:00.988Z",TRUE,FALSE,FALSE,FALSE,33,2,2,2,665828,"Oswaldo Cabrera","/api/v1/people/665828","L","Left",455119,"Chris Martin","/api/v1/people/455119","R","Right","vs_RHP","vs_LHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Boston Red Sox","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",89.3,82.6,14,0.92,0.4218,6.4646,25.5391,-29.1129,-8.7312,1.7867,0.1588,0.4007,10.0742,-129.5528,-7.9748,-2.6348,50.001,5.7252,-14.9305,22.8,8.4,24,1354,231,NA,NA,NA,NA,NA,NA,FALSE,-32.6,1.7,13.7,NA,NA,NA,FALSE,TRUE,665828,"Oswaldo Cabrera","/api/v1/people/665828",NA,NA,NA,NA,NA,NA
716597,"2023-09-14",1,"2023-09-14T20:22:17.779Z","2023-09-14T20:22:21.762Z",TRUE,"pitch","875191b2-5a63-4660-b897-b3035f844608",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.24,1.58,NA,132.92,151.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Oswaldo Cabrera singles on a line drive to center fielder Ceddanne Rafaela. Oswald Peraza to 3rd.",0,0,5,69,"top",9,"2023-09-14T20:21:46.719Z","2023-09-14T20:24:00.988Z",TRUE,FALSE,FALSE,FALSE,33,2,2,2,665828,"Oswaldo Cabrera","/api/v1/people/665828","L","Left",455119,"Chris Martin","/api/v1/people/455119","R","Right","vs_RHP","vs_LHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Boston Red Sox","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",92.7,85.6,1,0.9,0.4045,6.3851,27.0725,-20.4552,-0.6825,6.3002,-0.4176,3.2245,7.0409,-134.9748,-3.1063,-2.9621,50.0052,5.8167,-1.2709,0,4.8,24,2109,210,NA,NA,NA,NA,NA,NA,FALSE,-20.6,11,-0.1,NA,NA,NA,FALSE,TRUE,665828,"Oswaldo Cabrera","/api/v1/people/665828",NA,NA,NA,NA,NA,NA
716597,"2023-09-14",0,"2023-09-14T20:22:00.593Z","2023-09-14T20:22:04.092Z",TRUE,"pitch","5f7821f8-a416-43a8-b62b-cb0cdcc19720",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.305,1.5975,NA,137.14,175.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Oswaldo Cabrera singles on a line drive to center fielder Ceddanne Rafaela. Oswald Peraza to 3rd.",0,0,5,69,"top",9,"2023-09-14T20:21:46.719Z","2023-09-14T20:24:00.988Z",TRUE,FALSE,FALSE,FALSE,33,2,2,2,665828,"Oswaldo Cabrera","/api/v1/people/665828","L","Left",455119,"Chris Martin","/api/v1/people/455119","R","Right","vs_RHP","vs_LHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Boston Red Sox","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.4,84.4,4,0.9,0.4107,6.4511,26.7383,-23.0974,0.8368,5.0324,-0.5283,2.3405,6.062,-133.0159,-4.7728,-2.9393,50.0053,5.8186,1.5081,6,6,24,2026,209,NA,NA,NA,NA,NA,NA,FALSE,-24.2,8.4,-2.8,NA,NA,NA,FALSE,TRUE,665828,"Oswaldo Cabrera","/api/v1/people/665828",NA,NA,NA,NA,NA,NA
716597,"2023-09-14",3,"2023-09-14T20:21:23.669Z","2023-09-14T20:21:33.037Z",TRUE,"pitch","c44608a0-ae96-406d-bae7-a746e2fd8457",4,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,2,2,NA,NA,3.17,1.46,NA,112.59,156.73,"line_drive","hard","7",82.54,126.91,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Single","single","Oswald Peraza singles on a sharp line drive to left fielder Wilyer Abreu.",0,0,5,68,"top",9,"2023-09-14T20:20:23.219Z","2023-09-14T20:21:33.037Z",TRUE,FALSE,FALSE,FALSE,33,1,2,2,672724,"Oswald Peraza","/api/v1/people/672724","R","Right",455119,"Chris Martin","/api/v1/people/455119","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Boston Red Sox","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.8,88.8,2,0.9,0.3886,6.7157,30.642,-16.2066,-3.5812,7.9309,0.1156,3.0387,8.541,-140.7053,-5.1183,-2.4882,50.0044,5.9245,-7.2122,16.8,3.6,24,2238,214,100.5,9,144,NA,NA,NA,FALSE,-15.6,13.6,4.8,NA,NA,NA,FALSE,TRUE,672724,"Oswald Peraza","/api/v1/people/672724",NA,NA,NA,NA,NA,NA
716597,"2023-09-14",2,"2023-09-14T20:21:03.488Z","2023-09-14T20:21:08.636Z",TRUE,"pitch","5e594573-aa55-4217-a81d-9a4617867de4",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.2162,1.4494,NA,78.47,186.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Single","single","Oswald Peraza singles on a sharp line drive to left fielder Wilyer Abreu.",0,0,5,68,"top",9,"2023-09-14T20:20:23.219Z","2023-09-14T20:21:33.037Z",TRUE,FALSE,FALSE,FALSE,33,1,2,2,672724,"Oswald Peraza","/api/v1/people/672724","R","Right",455119,"Chris Martin","/api/v1/people/455119","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Boston Red Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.4,88.6,14,0.91,0.3909,6.672,29.9518,-15.6329,-3.5283,8.3085,1.0109,1.9417,10.9852,-139.8349,-7.9608,-2.5008,50.0022,5.8401,-7.0246,15.6,3.6,24,2263,209,NA,NA,NA,NA,NA,NA,FALSE,-16,13.6,4.2,NA,NA,NA,FALSE,TRUE,672724,"Oswald Peraza","/api/v1/people/672724",NA,NA,NA,NA,NA,NA
