"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
716860,"2023-08-25",3,"2023-08-26T01:49:59.885Z","2023-08-26T01:50:07.608Z",TRUE,"pitch","08ec4a12-3b91-4dde-aba2-0616b1265b3a",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,2,NA,NA,2.94,1.4,NA,88.52,218.19,"ground_ball","hard","4",133.15,122.63,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Alejandro Kirk grounds out sharply, second baseman Andres Gimenez to first baseman Kole Calhoun.",0,5,2,70,"bottom",9,"2023-08-26T01:49:10.650Z","2023-08-26T01:50:07.608Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,672386,"Alejandro Kirk","/api/v1/people/672386","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Cleveland Guardians",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",92.7,84.3,14,0.84,0.4088,6.5736,32.7334,-23.4538,4.2074,4.812,0.7471,0.7626,1.5344,-134.6423,-8.752,-0.3788,50.0057,5.7509,7.626,16.8,6,24,2632,78,85.8,9,149,NA,NA,NA,TRUE,-25.4,6.8,-7.9,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716860,"2023-08-25",2,"2023-08-26T01:49:41.536Z","2023-08-26T01:49:45.879Z",TRUE,"pitch","1f62bace-bde5-4346-814a-e304da1f6610",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,2.9946,1.417,NA,149.6,181.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Alejandro Kirk grounds out sharply, second baseman Andres Gimenez to first baseman Kole Calhoun.",0,5,2,70,"bottom",9,"2023-08-26T01:49:10.650Z","2023-08-26T01:50:07.608Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,672386,"Alejandro Kirk","/api/v1/people/672386","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",100.4,91.2,13,0.91,0.3763,6.3582,37.3682,-15.6681,2.3663,7.7069,-0.8553,2.1248,-1.9387,-146.0797,-7.6299,-0.4874,50.0007,5.7299,5.0665,14.4,3.6,24,2684,178,NA,NA,NA,NA,NA,NA,FALSE,-14.9,12.5,-3.8,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716860,"2023-08-25",0,"2023-08-26T01:49:10.650Z","2023-08-26T01:49:15.932Z",TRUE,"pitch","9d2179a1-d68e-43ad-a681-0a699587753d",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,2.7754,1.3992,NA,91.73,168.3,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Alejandro Kirk grounds out sharply, second baseman Andres Gimenez to first baseman Kole Calhoun.",0,5,2,70,"bottom",9,"2023-08-26T01:49:10.650Z","2023-08-26T01:50:07.608Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,672386,"Alejandro Kirk","/api/v1/people/672386","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",100.1,91.4,3,0.9,0.3765,6.4279,35.0591,-18.8773,0.9488,6.2072,0.663,2.6103,3.0289,-145.6379,-5.8673,-0.515,50.0059,5.7978,2.0321,7.2,3.6,24,2642,180,NA,NA,NA,NA,NA,NA,FALSE,-17.2,10.2,-2.3,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716860,"2023-08-25",1,"2023-08-26T01:49:33.317Z","2023-08-26T01:49:41.536Z",FALSE,"action",NA,NA,"Daulton Varsho advances to 2nd on defensive indifference.","Defensive Indiff",5,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,1,2,662139,"/api/v1/people/662139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9d2179a1-d68e-43ad-a681-0a699587753d","defensive_indiff",NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Alejandro Kirk grounds out sharply, second baseman Andres Gimenez to first baseman Kole Calhoun.",0,5,2,70,"bottom",9,"2023-08-26T01:49:10.650Z","2023-08-26T01:50:07.608Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,672386,"Alejandro Kirk","/api/v1/people/672386","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716860,"2023-08-25",3,"2023-08-26T01:48:41.802Z","2023-08-26T01:48:45.705Z",TRUE,"pitch","adb61f12-2001-459e-9859-4aa55b32bfdb",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,1,NA,NA,3.43,1.59,NA,102.67,175.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Matt Chapman strikes out swinging.",0,5,2,69,"bottom",9,"2023-08-26T01:47:46.067Z","2023-08-26T01:48:45.705Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,656305,"Matt Chapman","/api/v1/people/656305","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Cleveland Guardians","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99,90.5,6,0.9,0.3806,6.1936,34.4741,-19.6652,3.7308,5.9703,0.376,2.3428,1.0777,-144.0932,-6.3821,-0.488,50.0071,5.8078,7.8219,20.4,4.8,24,2640,174,NA,NA,NA,NA,NA,NA,TRUE,-18.2,9.7,-7,NA,NA,NA,TRUE,FALSE,662139,"Daulton Varsho","/api/v1/people/662139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716860,"2023-08-25",2,"2023-08-26T01:48:23.171Z","2023-08-26T01:48:27.522Z",TRUE,"pitch","5269397a-9d53-42a6-ac80-cacc386d401c",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.3785,1.6586,NA,99.02,197.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Matt Chapman strikes out swinging.",0,5,2,69,"bottom",9,"2023-08-26T01:47:46.067Z","2023-08-26T01:48:45.705Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,656305,"Matt Chapman","/api/v1/people/656305","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Cleveland Guardians","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",92.5,84.6,14,0.89,0.4079,6.5001,31.0734,-27.762,3.5206,2.4234,0.4717,1.5337,1.0488,-134.6209,-6.1163,-0.381,50.0061,5.8182,6.4191,13.2,7.2,24,2502,80,NA,NA,NA,NA,NA,NA,FALSE,-28.9,3.2,-6.6,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716860,"2023-08-25",1,"2023-08-26T01:48:04.834Z","2023-08-26T01:48:09.239Z",TRUE,"pitch","f4850e96-3db5-4a20-ae3e-8017c7a7a3be",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,1,NA,NA,3.463,1.6541,NA,103.3,199.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Matt Chapman strikes out swinging.",0,5,2,69,"bottom",9,"2023-08-26T01:47:46.067Z","2023-08-26T01:48:45.705Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,656305,"Matt Chapman","/api/v1/people/656305","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99.6,91.1,14,0.9,0.3785,6.3173,34.5314,-15.6349,0.988,7.7993,0.3594,1.4441,1.9921,-144.8512,-9.5567,-0.4662,50.0001,5.7466,2.0945,8.4,3.6,24,2573,183,NA,NA,NA,NA,NA,NA,FALSE,-15.2,12.4,-2.2,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716860,"2023-08-25",0,"2023-08-26T01:47:46.520Z","2023-08-26T01:47:49.786Z",TRUE,"pitch","e3acbc91-44dc-42df-a5c9-efcb59eb1c74",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.43,1.59,NA,105.54,168.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Matt Chapman strikes out swinging.",0,5,2,69,"bottom",9,"2023-08-26T01:47:46.067Z","2023-08-26T01:48:45.705Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,656305,"Matt Chapman","/api/v1/people/656305","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",100.1,91.1,6,0.9,0.377,6.4364,36.1793,-15.6401,1.0324,7.7445,0.3006,2.5958,1.7455,-145.6449,-6.5445,-0.4421,50.0058,5.8288,2.2041,8.4,3.6,24,2605,184,NA,NA,NA,NA,NA,NA,FALSE,-14.6,12.8,-2.3,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716860,"2023-08-25",5,"2023-08-26T01:46:59.122Z","2023-08-26T01:47:08.311Z",TRUE,"pitch","71add282-4d11-416e-9a64-6498184a231f",6,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,2,1,NA,NA,3.2,1.42,NA,103.76,161.82,"ground_ball","medium","3",150.89,170.53,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Field Error","field_error","Daulton Varsho reaches on a missed catch error by pitcher Emmanuel Clase, assist to first baseman Kole Calhoun to second baseman Andres Gimenez.",0,5,2,68,"bottom",9,"2023-08-26T01:45:24.455Z","2023-08-26T01:47:08.311Z",TRUE,FALSE,FALSE,FALSE,0,2,2,1,662139,"Daulton Varsho","/api/v1/people/662139","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Cleveland Guardians","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",100.6,91.5,3,0.9,0.3752,6.3348,37.1024,-21.6372,0.9,4.8911,0.3473,2.8505,1.3302,-146.4205,-4.9207,-0.2312,50.0038,5.8618,1.9385,6,4.8,24,2528,178,100.9,6,136,NA,NA,NA,FALSE,-19.2,8,-1.9,NA,NA,NA,FALSE,FALSE,662139,"Daulton Varsho","/api/v1/people/662139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716860,"2023-08-25",4,"2023-08-26T01:46:37.510Z","2023-08-26T01:46:40.881Z",TRUE,"pitch","21a24ce9-6342-4e8d-ad26-9f6a2ee88d8a",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.2,1.42,NA,114.67,156.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Field Error","field_error","Daulton Varsho reaches on a missed catch error by pitcher Emmanuel Clase, assist to first baseman Kole Calhoun to second baseman Andres Gimenez.",0,5,2,68,"bottom",9,"2023-08-26T01:45:24.455Z","2023-08-26T01:47:08.311Z",TRUE,FALSE,FALSE,FALSE,0,2,2,1,662139,"Daulton Varsho","/api/v1/people/662139","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",100.7,91.6,2,0.9,0.3748,6.3462,37.0659,-21.5911,1.5823,4.8969,0.0611,3.0605,0.5159,-146.5803,-4.4665,-0.323,50.0002,5.9061,3.4163,8.4,4.8,24,2609,170,NA,NA,NA,NA,NA,NA,FALSE,-19,8.2,-3,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716860,"2023-08-25",3,"2023-08-26T01:46:19.690Z","2023-08-26T01:46:22.889Z",TRUE,"pitch","db8fb04a-5bb8-4255-b493-e359e31a8a8d",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,1,NA,NA,3.2,1.42,NA,119.11,164.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Field Error","field_error","Daulton Varsho reaches on a missed catch error by pitcher Emmanuel Clase, assist to first baseman Kole Calhoun to second baseman Andres Gimenez.",0,5,2,68,"bottom",9,"2023-08-26T01:45:24.455Z","2023-08-26T01:47:08.311Z",TRUE,FALSE,FALSE,FALSE,0,2,2,1,662139,"Daulton Varsho","/api/v1/people/662139","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",100.7,91.9,2,0.9,0.374,6.2056,35.9298,-17.4609,0.2122,6.782,-0.0554,2.7403,1.2624,-146.66,-5.625,-0.5197,50.0063,5.7311,0.4605,2.4,3.6,24,2615,184,NA,NA,NA,NA,NA,NA,FALSE,-15.7,11.3,-0.6,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
