"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link"
717567,"2023-06-30",3,"2023-06-30T01:38:40.675Z","2023-06-30T01:38:44.055Z",TRUE,"pitch","c1d26f0d-44d0-451b-95d8-ae5252dd5c82",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,1,NA,NA,3.028,1.3878,NA,135.16,156.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Double","double","Brandon Marsh hits a ground-rule double (14) on a fly ball to left field.",0,3,1,51,"top",7,"2023-06-30T01:37:35.448Z","2023-06-30T01:39:07.582Z",TRUE,FALSE,FALSE,FALSE,34,3,1,1,669016,"Brandon Marsh","/api/v1/people/669016","L","Left",543294,"Kyle Hendricks","/api/v1/people/543294","R","Right","vs_RHP","vs_LHB","RISP",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Chicago Cubs","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",86.1,79.5,1,0.9,0.4356,5.2523,23.0378,-17.5861,-3.3685,9.0944,-0.4764,3.065,6.2227,-125.2737,-3.4227,-2.5443,50.006,5.8697,-5.4062,13.2,4.8,24,2137,214,NA,NA,NA,NA,NA,NA,FALSE,-20.6,16,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717567,"2023-06-30",2,"2023-06-30T01:38:23.081Z","2023-06-30T01:38:27.330Z",TRUE,"pitch","380d33d9-feae-4ad4-909b-ff3543a70905",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,1,NA,NA,3.0947,1.4594,NA,126.91,210.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Double","double","Brandon Marsh hits a ground-rule double (14) on a fly ball to left field.",0,3,1,51,"top",7,"2023-06-30T01:37:35.448Z","2023-06-30T01:39:07.582Z",TRUE,FALSE,FALSE,FALSE,34,3,1,1,669016,"Brandon Marsh","/api/v1/people/669016","L","Left",543294,"Kyle Hendricks","/api/v1/people/543294","R","Right","vs_RHP","vs_LHB","RISP",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Chicago Cubs","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",87.1,80.6,13,0.89,0.431,5.5793,23.4611,-16.4768,-3.8068,9.577,-0.2601,1.0379,6.97,-126.6124,-8.2563,-2.5419,50.0055,5.6355,-6.2423,15.6,4.8,24,2182,217,NA,NA,NA,NA,NA,NA,FALSE,-20,15.8,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717567,"2023-06-30",1,"2023-06-30T01:38:07.030Z","2023-06-30T01:38:11.218Z",TRUE,"pitch","e0ba1c5e-8374-43c1-a50d-e65011c4ee22",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.1615,1.4594,NA,168.88,195.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Double","double","Brandon Marsh hits a ground-rule double (14) on a fly ball to left field.",0,3,1,51,"top",7,"2023-06-30T01:37:35.448Z","2023-06-30T01:39:07.582Z",TRUE,FALSE,FALSE,FALSE,34,3,1,1,669016,"Brandon Marsh","/api/v1/people/669016","L","Left",543294,"Kyle Hendricks","/api/v1/people/543294","R","Right","vs_RHP","vs_LHB","RISP",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Chicago Cubs","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",79.6,73.8,13,0.92,0.4713,5.5742,20.1212,-25.8474,-8.7726,4.6141,-1.361,1.6171,5.1109,-115.8847,-4.3821,-2.4469,50.0023,5.9804,-12.0215,22.8,8.4,24,2064,223,NA,NA,NA,NA,NA,NA,FALSE,-35.3,7.6,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717567,"2023-06-30",0,"2023-06-30T01:37:51.408Z","2023-06-30T01:37:55.426Z",TRUE,"pitch","7bc7e936-8407-4e2f-99ab-cbb546b97214",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.0947,1.4594,NA,159.89,168.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Double","double","Brandon Marsh hits a ground-rule double (14) on a fly ball to left field.",0,3,1,51,"top",7,"2023-06-30T01:37:35.448Z","2023-06-30T01:39:07.582Z",TRUE,FALSE,FALSE,FALSE,34,3,1,1,669016,"Brandon Marsh","/api/v1/people/669016","L","Left",543294,"Kyle Hendricks","/api/v1/people/543294","R","Right","vs_RHP","vs_LHB","RISP",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Chicago Cubs","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",79.6,73.9,11,0.92,0.4707,6.1366,19.4342,-26.9119,-8.8261,3.8245,-1.1251,2.6015,5.7502,-115.8897,-2.1408,-2.4783,50.0021,6.0805,-12.1367,22.8,8.4,24,2073,225,NA,NA,NA,NA,NA,NA,FALSE,-36,6.7,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717567,"2023-06-30",2,"2023-06-30T01:37:18.999Z","2023-06-30T01:37:26.694Z",TRUE,"pitch","78944c04-8273-4acd-b4c7-deb2f069794e",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,0,NA,NA,3.21,1.52,NA,112.18,194.96,"popup","medium","5",85.06,162.52,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Pop Out","field_out","Bryson Stott pops out to third baseman Nick Madrigal.",0,3,1,50,"top",7,"2023-06-30T01:36:23.910Z","2023-06-30T01:37:26.694Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,681082,"Bryson Stott","/api/v1/people/681082","L","Left",543294,"Kyle Hendricks","/api/v1/people/543294","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Chicago Cubs","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",79,73.4,8,0.92,0.475,5.5127,19.0713,-25.6666,-6.6588,4.8183,0.1265,1.6228,7.6347,-114.822,-4.2012,-2.3595,50.0003,5.9424,-8.9878,16.8,8.4,24,2155,229,66.2,65,140,NA,NA,NA,TRUE,-35.5,8,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717567,"2023-06-30",1,"2023-06-30T01:37:03.782Z","2023-06-30T01:37:07.148Z",TRUE,"pitch","b6fc330d-a853-4ea0-917e-4277b89b0dd4",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,0,NA,NA,3.2728,1.5194,NA,126.81,191.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Pop Out","field_out","Bryson Stott pops out to third baseman Nick Madrigal.",0,3,1,50,"top",7,"2023-06-30T01:36:23.910Z","2023-06-30T01:37:26.694Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,681082,"Bryson Stott","/api/v1/people/681082","L","Left",543294,"Kyle Hendricks","/api/v1/people/543294","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Chicago Cubs","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",86.8,80.4,8,0.9,0.4319,5.699,23.0845,-17.4422,-3.2496,9.0229,-0.2574,1.7424,6.9714,-126.2917,-6.3903,-2.6181,50.0052,5.6844,-5.3079,12,4.8,24,2179,218,NA,NA,NA,NA,NA,NA,FALSE,-20.8,15.2,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717567,"2023-06-30",0,"2023-06-30T01:36:46.923Z","2023-06-30T01:36:51.656Z",TRUE,"pitch","d45c6446-a1d2-45be-b057-00c24062c3b0",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.0502,1.3435,NA,152.37,164.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Pop Out","field_out","Bryson Stott pops out to third baseman Nick Madrigal.",0,3,1,50,"top",7,"2023-06-30T01:36:23.910Z","2023-06-30T01:37:26.694Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,681082,"Bryson Stott","/api/v1/people/681082","L","Left",543294,"Kyle Hendricks","/api/v1/people/543294","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Chicago Cubs","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",71.5,66.1,11,0.9,0.5269,5.5614,17.7657,-38.25,7.6449,-5.5488,-0.9279,2.7427,1.5411,-104.0346,1.8814,-2.6719,50.0051,6.3668,8.3645,13.2,14.4,24,2777,51,NA,NA,NA,NA,NA,NA,FALSE,-62.8,-9.1,-14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717567,"2023-06-30",3,"2023-06-30T01:34:32.722Z","2023-06-30T01:34:39.677Z",TRUE,"pitch","e8f28e88-fb20-4ccd-89a3-9cdf0a3d15c7",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,2,NA,NA,2.89,1.29,NA,120.33,215.52,"ground_ball","medium","5",110.16,164.62,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Groundout","field_out","Nick Madrigal grounds out, third baseman Josh Harrison to first baseman Kody Clemens.",0,3,1,49,"bottom",6,"2023-06-30T01:32:57.175Z","2023-06-30T01:34:39.677Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,663611,"Nick Madrigal","/api/v1/people/663611","R","Right",592836,"Taijuan Walker","/api/v1/people/592836","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Philadelphia Phillies",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",87.4,80.9,13,0.9,0.4301,6.0468,25.0602,-28.9029,-5.5138,1.9896,-0.0875,0.8614,6.248,-127.1368,-6.9006,-1.8558,50.0018,5.892,-9.063,14.4,7.2,24,1253,228,96.4,-14,6,NA,NA,NA,TRUE,-33.5,2.3,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717567,"2023-06-30",2,"2023-06-30T01:33:53.973Z","2023-06-30T01:33:59.902Z",TRUE,"pitch","f1324068-0841-4b7d-9e0f-dc62f0ee2698",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,2.89,1.29,NA,110.24,192.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Groundout","field_out","Nick Madrigal grounds out, third baseman Josh Harrison to first baseman Kody Clemens.",0,3,1,49,"bottom",6,"2023-06-30T01:32:57.175Z","2023-06-30T01:34:39.677Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,663611,"Nick Madrigal","/api/v1/people/663611","R","Right",592836,"Taijuan Walker","/api/v1/people/592836","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Philadelphia Phillies",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",88.3,81,8,0.91,0.427,5.9972,26.81,-25.8627,-7.9246,3.7884,0.1774,1.7212,7.5586,-128.3127,-5.7271,-1.7785,50.0021,6,-13.1997,24,7.2,24,1480,230,NA,NA,NA,NA,NA,NA,FALSE,-29.4,5.8,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717567,"2023-06-30",0,"2023-06-30T01:33:21.908Z","2023-06-30T01:33:25.214Z",TRUE,"pitch","486ace61-0232-42f0-8597-192d5e98dfb0",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,2.65,1.1886,NA,110.92,152.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Groundout","field_out","Nick Madrigal grounds out, third baseman Josh Harrison to first baseman Kody Clemens.",0,3,1,49,"bottom",6,"2023-06-30T01:32:57.175Z","2023-06-30T01:34:39.677Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,663611,"Nick Madrigal","/api/v1/people/663611","R","Right",592836,"Taijuan Walker","/api/v1/people/592836","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Philadelphia Phillies",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.9,84.4,12,0.93,0.4093,5.9487,27.6306,-21.4342,-8.7061,5.9157,0.1594,3.1961,7.5409,-133.6176,-3.9099,-1.5623,50.0051,6.2104,-15.8125,32.4,6,24,1973,212,NA,NA,NA,NA,NA,NA,FALSE,-22.2,10.1,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717567,"2023-06-30",1,"2023-06-30T01:33:38.711Z","2023-06-30T01:33:53.973Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",3,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,1,2,663611,"/api/v1/people/663611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"49","atBat","Groundout","field_out","Nick Madrigal grounds out, third baseman Josh Harrison to first baseman Kody Clemens.",0,3,1,49,"bottom",6,"2023-06-30T01:32:57.175Z","2023-06-30T01:34:39.677Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,663611,"Nick Madrigal","/api/v1/people/663611","R","Right",592836,"Taijuan Walker","/api/v1/people/592836","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Philadelphia Phillies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717567,"2023-06-30",3,"2023-06-30T01:32:30.215Z","2023-06-30T01:32:45.596Z",TRUE,"pitch","f42684de-db89-4889-a4d9-ea2108796d1d",4,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,1,2,NA,NA,3.53,1.61,NA,140.85,161.24,"fly_ball","medium","8",149.57,96.56,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Field Error","field_error","Jared Young reaches on a fielding error by center fielder Brandon Marsh. Jared Young to 2nd.",0,3,1,48,"bottom",6,"2023-06-30T01:30:43.638Z","2023-06-30T01:32:45.596Z",TRUE,FALSE,FALSE,FALSE,0,2,1,2,676724,"Jared Young","/api/v1/people/676724","L","Left",592836,"Taijuan Walker","/api/v1/people/592836","R","Right","vs_RHP","vs_LHB","RISP",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Philadelphia Phillies","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",87.8,81,4,0.91,0.4273,5.9049,24.9627,-26.8293,-5.895,3.2087,-0.6257,2.8718,4.9957,-127.8907,-2.7621,-1.8331,50.0031,6.0575,-9.8213,18,7.2,24,1227,237,87.9,46,273,NA,NA,NA,FALSE,-29.8,5.4,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,676724,"Jared Young","/api/v1/people/676724",NA,NA,NA,NA,NA,NA
717567,"2023-06-30",2,"2023-06-30T01:32:07.430Z","2023-06-30T01:32:11.185Z",TRUE,"pitch","49d5d5a1-167e-455a-a602-a0ff6d376861",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.451,1.6093,NA,168.49,173.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Field Error","field_error","Jared Young reaches on a fielding error by center fielder Brandon Marsh. Jared Young to 2nd.",0,3,1,48,"bottom",6,"2023-06-30T01:30:43.638Z","2023-06-30T01:32:45.596Z",TRUE,FALSE,FALSE,FALSE,0,2,1,2,676724,"Jared Young","/api/v1/people/676724","L","Left",592836,"Taijuan Walker","/api/v1/people/592836","R","Right","vs_RHP","vs_LHB","RISP",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Philadelphia Phillies","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",85.8,79.7,13,0.89,0.4364,5.9968,22.5811,-33.1438,-4.1941,-0.6071,-1.3508,2.4009,2.8047,-124.99,-2.3333,-1.9364,50.0032,6.0392,-6.7097,10.8,8.4,24,1058,252,NA,NA,NA,NA,NA,NA,FALSE,-38.2,-1.3,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717567,"2023-06-30",1,"2023-06-30T01:31:52.329Z","2023-06-30T01:31:55.329Z",TRUE,"pitch","407bbce4-2126-4558-b730-2d1215676c50",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.4064,1.5872,NA,192.47,150.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Field Error","field_error","Jared Young reaches on a fielding error by center fielder Brandon Marsh. Jared Young to 2nd.",0,3,1,48,"bottom",6,"2023-06-30T01:30:43.638Z","2023-06-30T01:32:45.596Z",TRUE,FALSE,FALSE,FALSE,0,2,1,2,676724,"Jared Young","/api/v1/people/676724","L","Left",592836,"Taijuan Walker","/api/v1/people/592836","R","Right","vs_RHP","vs_LHB","RISP",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Philadelphia Phillies","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",87.5,80.7,11,0.86,0.4288,5.9719,24.9021,-27.607,-3.7808,2.7593,-1.9798,3.2561,1.2736,-127.4725,-1.7647,-1.9932,50.0024,6.1258,-6.2546,12,7.2,24,1040,235,NA,NA,NA,NA,NA,NA,FALSE,-30.6,4.8,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717567,"2023-06-30",0,"2023-06-30T01:31:34.167Z","2023-06-30T01:31:37.545Z",TRUE,"pitch","e839444d-496c-4bf6-9ad3-375bc9c1109b",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.53,1.61,NA,93.95,190.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Field Error","field_error","Jared Young reaches on a fielding error by center fielder Brandon Marsh. Jared Young to 2nd.",0,3,1,48,"bottom",6,"2023-06-30T01:30:43.638Z","2023-06-30T01:32:45.596Z",TRUE,FALSE,FALSE,FALSE,0,2,1,2,676724,"Jared Young","/api/v1/people/676724","L","Left",592836,"Taijuan Walker","/api/v1/people/592836","R","Right","vs_RHP","vs_LHB","RISP",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Philadelphia Phillies","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",75.1,69.7,9,0.91,0.5012,5.6892,19.6415,-40.4981,2.4653,-6.8849,0.6046,1.7737,4.471,-109.3641,-0.5154,-1.7881,50.0026,6.3633,2.9803,4.8,13.2,24,2384,47,NA,NA,NA,NA,NA,NA,FALSE,-60.7,-12.2,-5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717567,"2023-06-30",8,"2023-06-30T01:30:38.208Z","2023-06-30T01:30:42.856Z",TRUE,"pitch","a9f39d89-f367-41e0-917d-cb3222373829",8,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,1,NA,NA,3.21,1.52,NA,93.64,195.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Strikeout","strikeout","Miguel Amaya strikes out swinging.",0,3,1,47,"bottom",6,"2023-06-30T01:28:06.810Z","2023-06-30T01:30:42.856Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,665804,"Miguel Amaya","/api/v1/people/665804","R","Right",592836,"Taijuan Walker","/api/v1/people/592836","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Philadelphia Phillies",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87.7,81.5,9,0.78,0.4275,5.9426,24.1754,-28.2224,1.4827,2.373,0.6129,1.5956,5.7304,-127.6959,-5.5825,-1.845,50.0027,6.0066,2.4696,7.2,7.2,24,2450,177,NA,NA,NA,NA,NA,NA,TRUE,-31.9,3.4,-3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
