"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718316,"2023-05-04",5,"2023-05-05T01:05:33.625Z","2023-05-05T01:05:40.681Z",TRUE,"pitch","1e7ca632-cd67-4356-bc96-73155af271d7",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,3,2,NA,NA,3.5233,1.6286,NA,83.29,192.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","Vladimir Guerrero Jr. called out on strikes.",0,5,11,80,"top",9,"2023-05-05T01:04:15.660Z","2023-05-05T01:05:40.681Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,665489,"Vladimir Guerrero Jr.","/api/v1/people/665489","R","Right",518489,"Ryan Brasier","/api/v1/people/518489","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Boston Red Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,88.2,14,2,0.3907,7.083,31.7812,-10.794,-3.5103,10.7446,0.8843,1.7103,7.5943,-140.1975,-8.2572,-1.4039,50.0051,5.3989,-6.9869,22.8,2.4,24,2236,212,NA,NA,NA,NA,NA,NA,TRUE,-11.5,17.9,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718316,"2023-05-04",4,"2023-05-05T01:05:13.061Z","2023-05-05T01:05:19.484Z",TRUE,"pitch","8b02526a-5bf9-4c89-ad26-51773c611fbe",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,2,NA,NA,3.67,1.69,NA,107.85,207.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","Vladimir Guerrero Jr. called out on strikes.",0,5,11,80,"top",9,"2023-05-05T01:04:15.660Z","2023-05-05T01:05:40.681Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,665489,"Vladimir Guerrero Jr.","/api/v1/people/665489","R","Right",518489,"Ryan Brasier","/api/v1/people/518489","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Boston Red Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.7,79.5,14,2,0.4378,7.2754,23.6432,-30.8604,3.168,0.8259,0.2402,1.1594,2.925,-124.8118,-4.5852,-1.3558,50.0017,5.5436,5.0288,9.6,8.4,24,2523,86,NA,NA,NA,NA,NA,NA,FALSE,-36.2,0.7,-6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718316,"2023-05-04",2,"2023-05-05T01:04:52.603Z","2023-05-05T01:04:59.240Z",TRUE,"pitch","75a486eb-2740-4dfc-ab58-bbeca7b15ebe",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.5228,1.6281,NA,128.98,125.46,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","Vladimir Guerrero Jr. called out on strikes.",0,5,11,80,"top",9,"2023-05-05T01:04:15.660Z","2023-05-05T01:05:40.681Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,665489,"Vladimir Guerrero Jr.","/api/v1/people/665489","R","Right",518489,"Ryan Brasier","/api/v1/people/518489","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Boston Red Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.5,86.7,11,2,0.395,6.6785,32.8554,-11.1917,-2.0113,10.7927,-0.3142,4.1971,3.3622,-138.9718,-2.1933,-1.2817,50.0066,5.7456,-3.9118,14.4,2.4,24,2389,199,NA,NA,NA,NA,NA,NA,FALSE,-10.9,19.2,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718316,"2023-05-04",1,"2023-05-05T01:04:36.223Z","2023-05-05T01:04:40.810Z",TRUE,"pitch","24df805c-ddbb-4ff5-a1f9-ca7f4e35e553",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.6156,1.6902,NA,123.6,168.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","Vladimir Guerrero Jr. called out on strikes.",0,5,11,80,"top",9,"2023-05-05T01:04:15.660Z","2023-05-05T01:05:40.681Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,665489,"Vladimir Guerrero Jr.","/api/v1/people/665489","R","Right",518489,"Ryan Brasier","/api/v1/people/518489","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Boston Red Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.3,87.8,5,2,0.3915,6.9703,32.6082,-13.3324,-4.1682,9.5111,-0.173,2.6167,5.1323,-140.0857,-5.5791,-1.4902,50.0011,5.5107,-8.2565,26.4,3.6,24,2195,208,NA,NA,NA,NA,NA,NA,FALSE,-13.3,16.2,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718316,"2023-05-04",0,"2023-05-05T01:04:22.099Z","2023-05-05T01:04:28.051Z",TRUE,"pitch","a632d98e-43d1-4d23-b274-ffff283d751c",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.5537,1.6902,NA,124.86,129.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","Vladimir Guerrero Jr. called out on strikes.",0,5,11,80,"top",9,"2023-05-05T01:04:15.660Z","2023-05-05T01:05:40.681Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,665489,"Vladimir Guerrero Jr.","/api/v1/people/665489","R","Right",518489,"Ryan Brasier","/api/v1/people/518489","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Boston Red Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,86.5,11,2,0.3961,6.7115,32.7992,-14.0703,-3.4113,9.3629,-0.2061,4.044,5.4648,-138.6081,-1.6184,-1.7658,50.0019,5.5814,-6.5958,20.4,3.6,24,2166,213,NA,NA,NA,NA,NA,NA,FALSE,-13.6,16.8,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718316,"2023-05-04",3,"2023-05-05T01:05:09.089Z","2023-05-05T01:05:13.061Z",FALSE,"action",NA,NA,"George Springer advances to 2nd on defensive indifference.","Defensive Indiff",5,11,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,1,2,543807,"/api/v1/people/543807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75a486eb-2740-4dfc-ab58-bbeca7b15ebe","defensive_indiff",NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","Vladimir Guerrero Jr. called out on strikes.",0,5,11,80,"top",9,"2023-05-05T01:04:15.660Z","2023-05-05T01:05:40.681Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,665489,"Vladimir Guerrero Jr.","/api/v1/people/665489","R","Right",518489,"Ryan Brasier","/api/v1/people/518489","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718316,"2023-05-04",1,"2023-05-05T01:03:26.918Z","2023-05-05T01:03:38.609Z",TRUE,"pitch","810b989e-60aa-47f1-86c3-123bf518fe1d",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.67,1.71,NA,110.68,171.32,"fly_ball","medium","9",204.11,101.17,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Flyout","field_out","Bo Bichette flies out to right fielder Raimel Tapia. Whit Merrifield to 3rd.",0,5,11,79,"top",9,"2023-05-05T01:03:04.377Z","2023-05-05T01:03:38.609Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,666182,"Bo Bichette","/api/v1/people/666182","R","Right",518489,"Ryan Brasier","/api/v1/people/518489","R","Right","vs_RHP","vs_RHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Boston Red Sox","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84,77.2,5,2,0.4477,7.3053,24.1961,-30.4873,2.6128,1.1119,0.1659,2.4983,2.7166,-122.3641,-1.2739,-1.2982,50.0023,5.6383,3.9606,8.4,8.4,24,2494,83,92.3,32,310,NA,NA,NA,TRUE,-36.7,1.9,-5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,543807,"George Springer","/api/v1/people/543807",593160,"Whit Merrifield","/api/v1/people/593160"
718316,"2023-05-04",0,"2023-05-05T01:03:09.560Z","2023-05-05T01:03:15.135Z",TRUE,"pitch","b44b9c86-a264-4b1a-a42d-525124f3318e",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.6705,1.7213,NA,139.41,186.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Flyout","field_out","Bo Bichette flies out to right fielder Raimel Tapia. Whit Merrifield to 3rd.",0,5,11,79,"top",9,"2023-05-05T01:03:04.377Z","2023-05-05T01:03:38.609Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,666182,"Bo Bichette","/api/v1/people/666182","R","Right",518489,"Ryan Brasier","/api/v1/people/518489","R","Right","vs_RHP","vs_RHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Boston Red Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.2,87.4,7,2,0.3927,6.7538,33.8605,-10.6033,-3.1014,10.9662,-0.5879,1.9401,3.5842,-139.9133,-7.68,-1.4873,50.0062,5.4293,-6.1025,22.8,2.4,24,2158,211,NA,NA,NA,NA,NA,NA,FALSE,-11.4,18.4,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718316,"2023-05-04",2,"2023-05-05T01:02:25.714Z","2023-05-05T01:02:37.605Z",TRUE,"pitch","29bfdc19-48cf-4fbe-bcd3-4d94e9082fcf",3,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,1,1,NA,NA,3.53,1.61,NA,99.23,186.56,"ground_ball","medium","9",164.15,100.6,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Single","single","George Springer singles on a ground ball to right fielder Raimel Tapia. Danny Jansen scores. Whit Merrifield to 2nd.",1,5,11,78,"top",9,"2023-05-05T01:01:38.808Z","2023-05-05T01:02:37.605Z",TRUE,TRUE,FALSE,FALSE,33,1,1,1,543807,"George Springer","/api/v1/people/543807","R","Right",518489,"Ryan Brasier","/api/v1/people/518489","R","Right","vs_RHP","vs_RHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Boston Red Sox","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.9,88.2,9,2,0.392,6.8182,29.562,-21.5113,-11.0307,5.3843,0.4661,1.9341,8.8847,-139.3943,-5.9393,-1.3199,50.0015,5.5002,-21.8371,40.8,6,24,2161,210,96.6,3,75,NA,NA,NA,FALSE,-20.9,8.8,18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,593160,"Whit Merrifield","/api/v1/people/593160",543807,"George Springer","/api/v1/people/543807",NA,NA,NA
718316,"2023-05-04",1,"2023-05-05T01:02:06.614Z","2023-05-05T01:02:10.894Z",TRUE,"pitch","41006fe5-0099-4949-ab76-bc2faeb47d8f",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,1,NA,NA,3.53,1.61,NA,85.64,182.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Single","single","George Springer singles on a ground ball to right fielder Raimel Tapia. Danny Jansen scores. Whit Merrifield to 2nd.",1,5,11,78,"top",9,"2023-05-05T01:01:38.808Z","2023-05-05T01:02:37.605Z",TRUE,TRUE,FALSE,FALSE,33,1,1,1,543807,"George Springer","/api/v1/people/543807","R","Right",518489,"Ryan Brasier","/api/v1/people/518489","R","Right","vs_RHP","vs_RHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Boston Red Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.4,88.5,9,2,0.3902,6.783,30.0077,-9.339,-4.2291,11.4319,0.8227,2.0752,7.1287,-140.0614,-7.7588,-1.1997,50.0041,5.4828,-8.4492,32.4,2.4,24,2363,207,NA,NA,NA,NA,NA,NA,FALSE,-10.1,19.3,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
