"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","details.disengagementNum","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716544,"2023-09-17",5,"2023-09-17T22:46:55.182Z","2023-09-17T22:47:00.826Z",TRUE,"pitch","ddab291d-4d12-4945-a606-c3e1a88a78d8",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.51,1.61,NA,127.59,184.53,"line_drive","medium","6",100.78,135.41,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Lineout","field_out","Zach Neto lines out to shortstop Zack Short.",0,5,3,73,"bottom",9,"2023-09-17T22:45:23.953Z","2023-09-17T22:47:00.826Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,687263,"Zach Neto","/api/v1/people/687263","R","Right",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Detroit Tigers",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",88.5,81.3,7,2,0.4255,6.3173,27.068,-30.6161,-0.6285,0.9286,-0.2777,2.0091,4.108,-128.8033,-3.7916,-1.8125,50.0044,5.8711,-1.0557,0,7.2,24,2109,32,98.7,10,176,NA,NA,NA,TRUE,-33.8,1.1,0.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716544,"2023-09-17",4,"2023-09-17T22:46:37.206Z","2023-09-17T22:46:41.453Z",TRUE,"pitch","8db9d02a-784f-42fe-b1ec-661b2dbc9be0",4,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",2,2,2,NA,NA,3.51,1.61,NA,123.45,158.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Lineout","field_out","Zach Neto lines out to shortstop Zack Short.",0,5,3,73,"bottom",9,"2023-09-17T22:45:23.953Z","2023-09-17T22:47:00.826Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,687263,"Zach Neto","/api/v1/people/687263","R","Right",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Detroit Tigers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96,88.4,2,0.91,0.3909,6.5108,29.2245,-21.233,-9.278,5.4889,-0.1693,2.9589,7.5003,-139.7193,-4.0924,-1.673,50.0003,5.8244,-18.4816,37.2,6,24,2056,221,NA,NA,NA,NA,NA,NA,FALSE,-20.2,9.4,15.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716544,"2023-09-17",3,"2023-09-17T22:46:13.846Z","2023-09-17T22:46:18.542Z",TRUE,"pitch","7bda7889-41ca-4b4c-b931-3256dd0e32c7",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.4194,1.6115,NA,100.9,212.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Lineout","field_out","Zach Neto lines out to shortstop Zack Short.",0,5,3,73,"bottom",9,"2023-09-17T22:45:23.953Z","2023-09-17T22:47:00.826Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,687263,"Zach Neto","/api/v1/people/687263","R","Right",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Detroit Tigers",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",88.2,80.5,14,2,0.4292,6.4839,29.4838,-34.0331,-4.3343,-1.1311,0.4225,0.9607,6.7385,-128.1984,-5.4759,-1.6916,50.0031,5.8188,-7.1282,9.6,8.4,24,2280,21,NA,NA,NA,NA,NA,NA,FALSE,-38.8,-3.2,6.1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716544,"2023-09-17",2,"2023-09-17T22:46:01.804Z","2023-09-17T22:46:05.386Z",TRUE,"pitch","59e254a4-da83-45e6-ad7d-792a5fe3804d",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.489,1.6577,NA,81.59,192.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Lineout","field_out","Zach Neto lines out to shortstop Zack Short.",0,5,3,73,"bottom",9,"2023-09-17T22:45:23.953Z","2023-09-17T22:47:00.826Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,687263,"Zach Neto","/api/v1/people/687263","R","Right",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Detroit Tigers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.4,88.8,14,0.91,0.3903,6.6012,29.133,-19.1803,-9.7677,6.4981,0.9291,1.7307,10.458,-139.9123,-7.4139,-1.5735,50.0008,5.6542,-19.5233,39.6,6,24,2139,224,NA,NA,NA,NA,NA,NA,FALSE,-19,10.4,15.7,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716544,"2023-09-17",0,"2023-09-17T22:45:36.931Z","2023-09-17T22:45:40.369Z",TRUE,"pitch","ddab55ec-648d-4c77-8ff4-7bbd67878586",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.51,1.61,NA,65.51,199.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Lineout","field_out","Zach Neto lines out to shortstop Zack Short.",0,5,3,73,"bottom",9,"2023-09-17T22:45:23.953Z","2023-09-17T22:47:00.826Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,687263,"Zach Neto","/api/v1/people/687263","R","Right",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Detroit Tigers",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",87.7,80.4,14,2,0.4308,6.4763,27.4623,-30.6585,-2.3607,0.9269,1.3507,1.4689,8.3967,-127.3988,-4.7351,-1.6888,50.004,5.7898,-3.8618,3.6,8.4,24,2212,14,NA,NA,NA,NA,NA,NA,FALSE,-35,0.7,2.3,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716544,"2023-09-17",1,"2023-09-17T22:45:45.912Z","2023-09-17T22:46:01.804Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",5,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,1,2,687263,"/api/v1/people/687263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"73","atBat","Lineout","field_out","Zach Neto lines out to shortstop Zack Short.",0,5,3,73,"bottom",9,"2023-09-17T22:45:23.953Z","2023-09-17T22:47:00.826Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,687263,"Zach Neto","/api/v1/people/687263","R","Right",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Detroit Tigers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716544,"2023-09-17",3,"2023-09-17T22:45:10.492Z","2023-09-17T22:45:15.508Z",TRUE,"pitch","5e92bc56-d737-4618-850d-0f4b91733c2f",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,1,NA,NA,3.3794,1.5059,NA,139.98,185.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Brett Phillips called out on strikes.",0,5,3,72,"bottom",9,"2023-09-17T22:44:05.964Z","2023-09-17T22:45:15.508Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,621433,"Brett Phillips","/api/v1/people/621433","L","Left",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Detroit Tigers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.1,88.5,7,0.88,0.3909,6.3977,29.2278,-13.4428,-6.2674,9.4049,-0.603,1.9739,6.2953,-139.7098,-7.5216,-2.063,50.0058,5.5706,-12.4866,37.2,3.6,24,2335,223,NA,NA,NA,NA,NA,NA,TRUE,-13.7,15.7,10.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716544,"2023-09-17",2,"2023-09-17T22:44:51.845Z","2023-09-17T22:44:55.807Z",TRUE,"pitch","dc8efbc5-9550-403c-b311-8bfab6aa4629",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.3794,1.5059,NA,153.4,202.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Brett Phillips called out on strikes.",0,5,3,72,"bottom",9,"2023-09-17T22:44:05.964Z","2023-09-17T22:45:15.508Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,621433,"Brett Phillips","/api/v1/people/621433","L","Left",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Detroit Tigers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.7,82.8,13,0.91,0.4189,6.3647,26.2567,-26.8326,-10.1635,3.0841,-0.9551,1.3451,5.9967,-130.5046,-5.714,-1.9566,50.004,5.5719,-17.6149,30,7.2,24,1653,244,NA,NA,NA,NA,NA,NA,FALSE,-29.3,4.6,17.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716544,"2023-09-17",1,"2023-09-17T22:44:37.129Z","2023-09-17T22:44:41.965Z",TRUE,"pitch","335276e5-652f-4f2f-ba62-30e957d6238b",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.47,1.62,NA,138.58,202.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Brett Phillips called out on strikes.",0,5,3,72,"bottom",9,"2023-09-17T22:44:05.964Z","2023-09-17T22:45:15.508Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,621433,"Brett Phillips","/api/v1/people/621433","L","Left",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Detroit Tigers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.3,82.6,13,0.92,0.4205,6.5622,25.2729,-25.9943,-11.2253,3.5895,-0.5661,1.3501,7.2282,-129.8783,-5.9377,-1.9161,50.003,5.6233,-19.3229,33.6,7.2,24,1776,245,NA,NA,NA,NA,NA,NA,FALSE,-28.7,5.5,18.8,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716544,"2023-09-17",0,"2023-09-17T22:44:24.298Z","2023-09-17T22:44:27.650Z",TRUE,"pitch","4d6c9b4d-c274-4643-8a19-ba5575e80df0",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.4026,1.529,NA,94.92,174.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Brett Phillips called out on strikes.",0,5,3,72,"bottom",9,"2023-09-17T22:44:05.964Z","2023-09-17T22:45:15.508Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,621433,"Brett Phillips","/api/v1/people/621433","L","Left",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Detroit Tigers","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",87.7,80.3,6,2,0.4301,6.3505,27.6054,-33.7539,-2.2842,-0.9634,0.5793,2.3987,6.7275,-127.6149,-2.0501,-1.8006,50.0027,5.8853,-3.7474,3.6,8.4,24,2212,24,NA,NA,NA,NA,NA,NA,FALSE,-37.7,-2,2.5,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
