"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link"
718196,"2023-05-13",0,"2023-05-13T22:03:05.876Z","2023-05-13T22:04:07.628Z",FALSE,"action",NA,NA,"Pitching Change: Andre Pallante replaces Drew VerHagen.","Pitching Substitution",1,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,669467,"/api/v1/people/669467",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"56","atBat","Groundout","field_out","Justin Turner grounds out, shortstop Paul DeJong to first baseman Paul Goldschmidt.",0,1,3,56,"bottom",8,"2023-05-13T22:04:05.243Z","2023-05-13T22:04:50.963Z",TRUE,FALSE,FALSE,TRUE,0,2,0,1,457759,"Justin Turner","/api/v1/people/457759","R","Right",669467,"Andre Pallante","/api/v1/people/669467","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","St. Louis Cardinals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718196,"2023-05-13",6,"2023-05-13T22:01:33.558Z","2023-05-13T22:01:43.178Z",TRUE,"pitch","5028a118-525a-4fee-a6b7-2fc2660435c7",7,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,2,NA,NA,3.13,1.48,NA,99.39,179.39,"fly_ball","medium","9",195.65,120.7,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Flyout","field_out","Tommy Edman flies out to right fielder Alex Verdugo.",0,1,3,55,"top",8,"2023-05-13T21:59:29.916Z","2023-05-13T22:01:43.178Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,669242,"Tommy Edman","/api/v1/people/669242","R","Right",519242,"Chris Sale","/api/v1/people/519242","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Boston Red Sox","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.2,88.4,6,0.91,0.3888,6.6074,33.1252,-19.3583,9.8024,6.3796,0.462,2.1996,-10.5899,-141.0678,-4.21,2.9973,50.0004,4.9649,19.6855,40.8,4.8,24,2116,111,90.4,50,261,NA,NA,NA,TRUE,-18.4,10.8,-15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718196,"2023-05-13",5,"2023-05-13T22:01:12.074Z","2023-05-13T22:01:16.007Z",TRUE,"pitch","885f44c4-3924-49b6-9eb9-4a246ca385e0",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.13,1.48,NA,120.24,152.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Flyout","field_out","Tommy Edman flies out to right fielder Alex Verdugo.",0,1,3,55,"top",8,"2023-05-13T21:59:29.916Z","2023-05-13T22:01:43.178Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,669242,"Tommy Edman","/api/v1/people/669242","R","Right",519242,"Chris Sale","/api/v1/people/519242","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Boston Red Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96,87.5,2,0.9,0.3929,6.6532,31.5166,-21.8912,8.7517,5.2242,-0.085,3.1967,-11.3131,-139.429,-1.0257,2.8891,50.0002,5.0146,17.2191,33.6,6,24,2179,110,NA,NA,NA,NA,NA,NA,FALSE,-20.4,9.5,-13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718196,"2023-05-13",4,"2023-05-13T22:00:52.531Z","2023-05-13T22:00:59.214Z",TRUE,"pitch","31d32097-2d9d-4bde-bab7-c1003e5a2bb3",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.1198,1.4802,NA,146.5,197.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Flyout","field_out","Tommy Edman flies out to right fielder Alex Verdugo.",0,1,3,55,"top",8,"2023-05-13T21:59:29.916Z","2023-05-13T22:01:43.178Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,669242,"Tommy Edman","/api/v1/people/669242","R","Right",519242,"Chris Sale","/api/v1/people/519242","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Boston Red Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.1,88.6,7,0.91,0.3895,6.8591,32.2634,-19.8265,8.9791,6.1674,-0.7739,1.5395,-12.9767,-140.6977,-5.8057,2.734,50.0054,4.9169,17.9848,36,4.8,24,2230,111,NA,NA,NA,NA,NA,NA,FALSE,-19.2,10.1,-13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718196,"2023-05-13",3,"2023-05-13T22:00:33.890Z","2023-05-13T22:00:38.120Z",TRUE,"pitch","e831a94d-7504-4ec6-9d0c-37edf67de173",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,2,2,NA,NA,3.1817,1.4802,NA,126.82,168.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Flyout","field_out","Tommy Edman flies out to right fielder Alex Verdugo.",0,1,3,55,"top",8,"2023-05-13T21:59:29.916Z","2023-05-13T22:01:43.178Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,669242,"Tommy Edman","/api/v1/people/669242","R","Right",519242,"Chris Sale","/api/v1/people/519242","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Boston Red Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.6,88,5,0.9,0.3908,6.9873,32.014,-19.7114,9.6169,6.2683,-0.2576,2.6076,-12.1087,-140.1995,-3.0399,2.8701,50.0041,4.9941,19.1258,38.4,4.8,24,2302,109,NA,NA,NA,NA,NA,NA,FALSE,-18.6,10.9,-14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718196,"2023-05-13",2,"2023-05-13T22:00:03.764Z","2023-05-13T22:00:09.135Z",TRUE,"pitch","a8d4599c-307b-47fc-94d8-c870b569da16",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,2,NA,NA,3.13,1.48,NA,124.72,170.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Flyout","field_out","Tommy Edman flies out to right fielder Alex Verdugo.",0,1,3,55,"top",8,"2023-05-13T21:59:29.916Z","2023-05-13T22:01:43.178Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,669242,"Tommy Edman","/api/v1/people/669242","R","Right",519242,"Chris Sale","/api/v1/people/519242","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Boston Red Sox","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",78.1,72,5,0.91,0.4821,6.3973,21.0417,-37.4479,-4.9176,-4.0308,-0.2025,2.5282,-5.7085,-113.65,2.2442,2.982,50.0053,5.25,-6.4266,10.8,12,24,2111,313,NA,NA,NA,NA,NA,NA,FALSE,-51.2,-6.4,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718196,"2023-05-13",1,"2023-05-13T21:59:45.752Z","2023-05-13T21:59:50.013Z",TRUE,"pitch","99ca8246-81d1-46d4-89f0-35f753a99d4c",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.0888,1.3789,NA,161.04,197.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Flyout","field_out","Tommy Edman flies out to right fielder Alex Verdugo.",0,1,3,55,"top",8,"2023-05-13T21:59:29.916Z","2023-05-13T22:01:43.178Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,669242,"Tommy Edman","/api/v1/people/669242","R","Right",519242,"Chris Sale","/api/v1/people/519242","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Boston Red Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.8,85.8,13,0.89,0.403,7.0037,29.4541,-23.4606,7.8433,4.6594,-1.1554,1.5432,-13.3363,-135.8448,-5.0966,2.7961,50.0054,5.0723,14.6776,26.4,6,24,2057,111,NA,NA,NA,NA,NA,NA,FALSE,-23.9,7.4,-11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718196,"2023-05-13",0,"2023-05-13T21:59:30.433Z","2023-05-13T21:59:35.021Z",TRUE,"pitch","0e22acf5-81ae-4e96-93ec-f41f85db2765",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.1199,1.4413,NA,84.87,202.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Flyout","field_out","Tommy Edman flies out to right fielder Alex Verdugo.",0,1,3,55,"top",8,"2023-05-13T21:59:29.916Z","2023-05-13T22:01:43.178Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,669242,"Tommy Edman","/api/v1/people/669242","R","Right",519242,"Chris Sale","/api/v1/people/519242","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Boston Red Sox","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",79,72.5,14,0.91,0.4781,6.4036,23.212,-36.7374,-4.9295,-3.4409,0.8429,1.3594,-4.1741,-114.9913,-0.4013,3.3283,50.0021,5.1293,-6.5384,10.8,12,24,2089,309,NA,NA,NA,NA,NA,NA,FALSE,-50.2,-6,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718196,"2023-05-13",8,"2023-05-13T21:58:50.424Z","2023-05-13T21:58:59.030Z",TRUE,"pitch","e1fce287-e581-43a1-9afc-17570205c0db",8,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,1,NA,NA,3.13,1.49,NA,79.71,171.47,"fly_ball","medium","9",219.31,98.65,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Flyout","field_out","Andrew Knizner flies out to right fielder Alex Verdugo.",0,1,3,54,"top",8,"2023-05-13T21:56:22.828Z","2023-05-13T21:58:59.030Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,668800,"Andrew Knizner","/api/v1/people/668800","R","Right",519242,"Chris Sale","/api/v1/people/519242","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Boston Red Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,87.3,12,0.82,0.3953,6.6575,29.9588,-23.7173,8.5984,4.3447,0.9782,2.4931,-8.1789,-138.3959,-3.2374,2.8501,50.0025,5.2608,16.7332,31.2,6,24,1988,115,93,31,338,NA,NA,NA,TRUE,-22.8,7.4,-13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718196,"2023-05-13",7,"2023-05-13T21:58:35.339Z","2023-05-13T21:58:38.771Z",TRUE,"pitch","ce1faa52-587c-4271-acaa-4a1d03f09187",7,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,2.9338,1.4902,NA,45.79,170.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Flyout","field_out","Andrew Knizner flies out to right fielder Alex Verdugo.",0,1,3,54,"top",8,"2023-05-13T21:56:22.828Z","2023-05-13T21:58:59.030Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,668800,"Andrew Knizner","/api/v1/people/668800","R","Right",519242,"Chris Sale","/api/v1/people/519242","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Boston Red Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.6,86.9,12,0.89,0.3947,6.7647,32.9047,-16.9993,7.2433,7.7921,1.8683,2.5282,-5.8436,-139.0754,-4.0058,3.0617,50.0021,5.1238,14.1052,36,4.8,24,2141,118,NA,NA,NA,NA,NA,NA,FALSE,-16.7,13.4,-11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718196,"2023-05-13",6,"2023-05-13T21:58:14.732Z","2023-05-13T21:58:19.264Z",TRUE,"pitch","a551e04b-241d-45e7-8738-30bd33795c3e",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,2.8718,1.2856,NA,82.25,215.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Flyout","field_out","Andrew Knizner flies out to right fielder Alex Verdugo.",0,1,3,54,"top",8,"2023-05-13T21:56:22.828Z","2023-05-13T21:58:59.030Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,668800,"Andrew Knizner","/api/v1/people/668800","R","Right",519242,"Chris Sale","/api/v1/people/519242","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Boston Red Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81,74.8,14,0.9,0.4649,6.5049,23.0455,-34.9579,-5.7126,-1.9812,0.9117,0.8703,-3.4448,-117.9559,-2.6423,3.1346,50.0025,5.2373,-8.0261,13.2,10.8,24,2240,320,NA,NA,NA,NA,NA,NA,FALSE,-45.7,-4,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718196,"2023-05-13",5,"2023-05-13T21:57:47.624Z","2023-05-13T21:57:55.667Z",TRUE,"pitch","ca466604-fbc7-4673-9280-48e80ad09b89",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.13,1.49,NA,138.16,200.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Flyout","field_out","Andrew Knizner flies out to right fielder Alex Verdugo.",0,1,3,54,"top",8,"2023-05-13T21:56:22.828Z","2023-05-13T21:58:59.030Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,668800,"Andrew Knizner","/api/v1/people/668800","R","Right",519242,"Chris Sale","/api/v1/people/519242","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Boston Red Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81,74.5,7,0.88,0.4661,6.4036,23.2916,-35.7832,-2.644,-2.5795,-0.5551,1.4348,-7.5561,-117.712,-1.1357,3.0461,50.0045,5.2498,-3.6942,8.4,10.8,24,2233,323,NA,NA,NA,NA,NA,NA,FALSE,-46.6,-4.7,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718196,"2023-05-13",4,"2023-05-13T21:57:28.093Z","2023-05-13T21:57:31.862Z",TRUE,"pitch","0c0131bf-b6dc-4c9c-b406-4b75beede5ee",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.13,1.49,NA,116.75,175.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Flyout","field_out","Andrew Knizner flies out to right fielder Alex Verdugo.",0,1,3,54,"top",8,"2023-05-13T21:56:22.828Z","2023-05-13T21:58:59.030Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,668800,"Andrew Knizner","/api/v1/people/668800","R","Right",519242,"Chris Sale","/api/v1/people/519242","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Boston Red Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,86.7,5,0.9,0.3968,6.8022,31.2169,-18.1367,9.7136,7.2762,0.0066,2.3504,-10.9319,-138.1223,-4.506,2.7567,50.0029,5.2253,18.7398,40.8,4.8,24,2166,112,NA,NA,NA,NA,NA,NA,FALSE,-18,12.4,-15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718196,"2023-05-13",3,"2023-05-13T21:57:11.658Z","2023-05-13T21:57:15.829Z",TRUE,"pitch","27ad25a4-4621-491c-bae3-66dd0f86a9f3",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.0268,1.4902,NA,81.22,211.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Flyout","field_out","Andrew Knizner flies out to right fielder Alex Verdugo.",0,1,3,54,"top",8,"2023-05-13T21:56:22.828Z","2023-05-13T21:58:59.030Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,668800,"Andrew Knizner","/api/v1/people/668800","R","Right",519242,"Chris Sale","/api/v1/people/519242","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Boston Red Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",79.2,73,14,0.91,0.4761,6.1999,22.3372,-36.191,-5.0041,-2.9955,0.9388,1.0254,-3.3933,-115.2507,-1.6802,3.0828,50.0051,5.274,-6.7015,10.8,10.8,24,2225,319,NA,NA,NA,NA,NA,NA,FALSE,-49.3,-5.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718196,"2023-05-13",1,"2023-05-13T21:56:40.829Z","2023-05-13T21:56:45.153Z",TRUE,"pitch","411b1447-2936-400b-9918-295b74388ec0",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.13,1.49,NA,146.93,206.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Flyout","field_out","Andrew Knizner flies out to right fielder Alex Verdugo.",0,1,3,54,"top",8,"2023-05-13T21:56:22.828Z","2023-05-13T21:58:59.030Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,668800,"Andrew Knizner","/api/v1/people/668800","R","Right",519242,"Chris Sale","/api/v1/people/519242","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Boston Red Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",78.1,72.7,13,0.9,0.4812,6.2586,19.7771,-35.7561,-4.9814,-2.7258,-0.7851,1.2005,-7.1823,-113.5879,-0.9091,3.0587,50.0037,5.1447,-6.5427,12,10.8,24,2225,314,NA,NA,NA,NA,NA,NA,FALSE,-49.6,-4.9,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718196,"2023-05-13",0,"2023-05-13T21:56:24.108Z","2023-05-13T21:56:28.831Z",TRUE,"pitch","ae9e7961-e74d-4bb7-b98f-0feb85834458",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.13,1.49,NA,177.13,193.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Flyout","field_out","Andrew Knizner flies out to right fielder Alex Verdugo.",0,1,3,54,"top",8,"2023-05-13T21:56:22.828Z","2023-05-13T21:58:59.030Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,668800,"Andrew Knizner","/api/v1/people/668800","R","Right",519242,"Chris Sale","/api/v1/people/519242","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Boston Red Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",77,71,13,0.9,0.4904,6.1913,21.2465,-36.4187,-5.8148,-3.3693,-1.5776,1.6881,-8.1121,-111.9287,0.3211,2.8565,50.0005,5.2889,-7.334,13.2,12,24,2057,317,NA,NA,NA,NA,NA,NA,FALSE,-52.1,-5.6,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
