"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
745911,"2024-05-04",4,"2024-05-04T20:46:11.208Z","2024-05-04T20:46:17.191Z",TRUE,"pitch","c09c3179-5b25-4946-9692-ff2a7c6951a6",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,2,NA,NA,3.41,1.68,NA,108.35,177.55,"line_drive","hard","3",155.82,160.71,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Lineout","field_out","Reese McGuire lines out sharply to first baseman Carlos Santana.",0,1,3,69,"top",9,"2024-05-04T20:45:19.049Z","2024-05-04T20:46:17.191Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,624512,"Reese McGuire","/api/v1/people/624512","L","Left",663485,"Cole Sands","/api/v1/people/663485","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Minnesota Twins",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",87.3,80.7,5,0.91,0.4301,5.5694,24.3253,-33.002,-7.0722,-0.4994,0.2268,2.2677,8.1905,-127.0056,-2.2552,-2.1106,50.0055,5.7742,-11.6357,16.8,8.4,24,1411,251,103.3,7,146,NA,NA,NA,TRUE,-36.8,-1.2,11.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745911,"2024-05-04",3,"2024-05-04T20:45:55.325Z","2024-05-04T20:45:58.325Z",TRUE,"pitch","6f812905-feee-4a97-89e9-ea3808aa22e5",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.4427,1.7701,NA,179.15,126.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Lineout","field_out","Reese McGuire lines out sharply to first baseman Carlos Santana.",0,1,3,69,"top",9,"2024-05-04T20:45:19.049Z","2024-05-04T20:46:17.191Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,624512,"Reese McGuire","/api/v1/people/624512","L","Left",663485,"Cole Sands","/api/v1/people/663485","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Minnesota Twins",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",87.8,81.8,11,0.91,0.4249,5.6865,21.6673,-32.6012,-8.5485,-0.2537,-1.6304,4.1601,4.8875,-127.9663,1.7852,-2.4357,50.0018,5.973,-14.4479,22.8,8.4,24,1274,248,NA,NA,NA,NA,NA,NA,FALSE,-34.8,0.1,14.6,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745911,"2024-05-04",2,"2024-05-04T20:45:36.129Z","2024-05-04T20:45:39.622Z",TRUE,"pitch","47bd0da3-510a-4738-a7e2-e164dafcacef",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.41,1.68,NA,69.11,183.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Lineout","field_out","Reese McGuire lines out sharply to first baseman Carlos Santana.",0,1,3,69,"top",9,"2024-05-04T20:45:19.049Z","2024-05-04T20:46:17.191Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,624512,"Reese McGuire","/api/v1/people/624512","L","Left",663485,"Cole Sands","/api/v1/people/663485","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Minnesota Twins",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.5,83.7,14,0.91,0.4153,5.6761,25.6226,-22.4308,-0.8209,5.5154,1.2564,2.0423,9.2202,-131.4724,-5.0779,-2.1764,50.0008,5.6447,-1.4515,0,4.8,24,2511,215,NA,NA,NA,NA,NA,NA,FALSE,-24.1,9.1,-0.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745911,"2024-05-04",1,"2024-05-04T20:45:21.409Z","2024-05-04T20:45:25.252Z",TRUE,"pitch","c6b8ae57-dd85-4c12-ba3b-fccf657d0f0f",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.5194,1.6839,NA,108.41,135.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Lineout","field_out","Reese McGuire lines out sharply to first baseman Carlos Santana.",0,1,3,69,"top",9,"2024-05-04T20:45:19.049Z","2024-05-04T20:46:17.191Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,624512,"Reese McGuire","/api/v1/people/624512","L","Left",663485,"Cole Sands","/api/v1/people/663485","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Minnesota Twins",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.2,83.4,12,0.91,0.4152,5.6566,25.1771,-23.9551,-1.2861,4.6508,0.2254,3.8313,6.8008,-131.3934,-0.9662,-2.2178,50.0013,5.9674,-2.2733,2.4,6,24,2422,197,NA,NA,NA,NA,NA,NA,FALSE,-24.8,8.4,1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745911,"2024-05-04",0,"2024-05-04T20:45:09.098Z","2024-05-04T20:45:21.409Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Reese McGuire replaces Ceddanne Rafaela.","Offensive Substitution",1,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,624512,"/api/v1/people/624512",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","901","69","atBat","Lineout","field_out","Reese McGuire lines out sharply to first baseman Carlos Santana.",0,1,3,69,"top",9,"2024-05-04T20:45:19.049Z","2024-05-04T20:46:17.191Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,624512,"Reese McGuire","/api/v1/people/624512","L","Left",663485,"Cole Sands","/api/v1/people/663485","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,678882,"/api/v1/people/678882",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745911,"2024-05-04",2,"2024-05-04T20:44:37.497Z","2024-05-04T20:44:40.696Z",TRUE,"pitch","3042dde8-7ae6-438d-a879-28ac7622c325",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,1,NA,NA,3.34,1.54,NA,135.2,187.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","David Hamilton strikes out swinging.",0,1,3,68,"top",9,"2024-05-04T20:43:38.215Z","2024-05-04T20:44:40.696Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,666152,"David Hamilton","/api/v1/people/666152","L","Left",663485,"Cole Sands","/api/v1/people/663485","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Minnesota Twins","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",88.9,81.7,7,2,0.4235,5.6395,26.6308,-28.9552,-10.4152,1.8998,-0.4776,1.8988,7.725,-129.2807,-4.3972,-2.1493,50.0036,5.841,-17.6534,28.8,8.4,24,1376,242,NA,NA,NA,NA,NA,NA,TRUE,-31.9,2.6,17.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745911,"2024-05-04",1,"2024-05-04T20:44:18.255Z","2024-05-04T20:44:22.223Z",TRUE,"pitch","de4d0b30-4ac6-4e6e-a1d3-2501ca0ad1e0",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.34,1.54,NA,85.52,174.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","David Hamilton strikes out swinging.",0,1,3,68,"top",9,"2024-05-04T20:43:38.215Z","2024-05-04T20:44:40.696Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,666152,"David Hamilton","/api/v1/people/666152","L","Left",663485,"Cole Sands","/api/v1/people/663485","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Minnesota Twins","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",82.1,74.8,6,0.86,0.4611,5.5614,26.0992,-33.9887,3.6806,-1.272,0.8258,2.3983,5.8613,-119.4461,-0.8369,-2.1519,50.0036,5.8485,5.2419,10.8,9.6,24,2715,41,NA,NA,NA,NA,NA,NA,FALSE,-43.3,-2.3,-8.3,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745911,"2024-05-04",0,"2024-05-04T20:43:52.095Z","2024-05-04T20:43:58.544Z",TRUE,"pitch","156947cf-3f77-446d-97b2-e63674b3034a",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.34,1.54,NA,104.58,160.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","David Hamilton strikes out swinging.",0,1,3,68,"top",9,"2024-05-04T20:43:38.215Z","2024-05-04T20:44:40.696Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,666152,"David Hamilton","/api/v1/people/666152","L","Left",663485,"Cole Sands","/api/v1/people/663485","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Minnesota Twins","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90,83.4,3,0.91,0.4161,5.6284,24.8942,-23.3209,-0.6192,5.0369,0.3258,2.9003,6.6174,-131.0796,-3.2737,-2.1395,50.0059,5.8854,-1.0889,0,6,24,2389,207,NA,NA,NA,NA,NA,NA,FALSE,-24.7,8.6,-0.1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745911,"2024-05-04",3,"2024-05-04T20:43:19.428Z","2024-05-04T20:43:27.222Z",TRUE,"pitch","cbd26b5b-ef0e-48f0-86f8-cad05d43dbd4",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,0,NA,NA,3.59,1.76,NA,169.5,166.35,"ground_ball","soft","4",122.75,150.18,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Garrett Cooper grounds out softly, second baseman Edouard Julien to first baseman Carlos Santana.",0,1,3,67,"top",9,"2024-05-04T20:43:05.994Z","2024-05-04T20:43:27.222Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,643265,"Garrett Cooper","/api/v1/people/643265","R","Right",663485,"Cole Sands","/api/v1/people/663485","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Minnesota Twins",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.1,86.1,11,2,0.4004,5.6328,30.2789,-22.7108,-11.7769,4.992,-1.3773,2.6827,6.9107,-136.8245,-4.1612,-2.4062,50.0019,5.7801,-22.3209,42,7.2,24,2190,228,56.4,-1,29,NA,NA,NA,TRUE,-22.6,8.4,19.9,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745911,"2024-05-04",2,"2024-05-04T20:43:08.018Z","2024-05-04T20:43:11.554Z",TRUE,"pitch","e5787cf7-1868-4661-954a-981fceabaa31",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.6286,1.8619,NA,72.3,163.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Garrett Cooper grounds out softly, second baseman Edouard Julien to first baseman Carlos Santana.",0,1,3,67,"top",9,"2024-05-04T20:43:05.994Z","2024-05-04T20:43:27.222Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,643265,"Garrett Cooper","/api/v1/people/643265","R","Right",663485,"Cole Sands","/api/v1/people/663485","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Minnesota Twins",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.5,85.2,12,2,0.4044,5.5866,29.9753,-23.3366,-12.2552,4.7572,1.1726,2.8009,13.0705,-135.5115,-3.7298,-2.124,50.0013,5.8279,-22.7608,39.6,7.2,24,2293,228,NA,NA,NA,NA,NA,NA,FALSE,-23.6,7.9,19.3,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
