"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716898,"2023-08-22",1,"2023-08-23T01:26:52.152Z","2023-08-23T01:27:00.799Z",TRUE,"pitch","41d4254e-3759-45bb-a284-7294f2140a68",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.51,1.63,NA,103.9,158.76,"popup","medium","6",122.23,150.43,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Pop Out","field_out","Charlie Blackmon pops out to shortstop Osleivis Basabe.",0,4,12,80,"top",9,"2023-08-23T01:26:34.811Z","2023-08-23T01:27:00.799Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,453568,"Charlie Blackmon","/api/v1/people/453568","L","Left",596112,"Robert Stephenson","/api/v1/people/596112","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Tampa Bay Rays","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.2,81.9,3,0.93,0.4214,5.8823,27.0535,-27.7689,-0.9291,2.5722,0.3437,2.9638,3.8059,-129.9349,-1.981,-1.0189,50.0018,5.8448,-1.5906,1.2,7.2,24,3044,155,79.3,66,133,NA,NA,NA,TRUE,-29.9,4.4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716898,"2023-08-22",0,"2023-08-23T01:26:37.939Z","2023-08-23T01:26:40.965Z",TRUE,"pitch","57e8a776-aace-4513-ab71-96c4a0dc1902",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.5487,1.6287,NA,129.6,185.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Pop Out","field_out","Charlie Blackmon pops out to shortstop Osleivis Basabe.",0,4,12,80,"top",9,"2023-08-23T01:26:34.811Z","2023-08-23T01:27:00.799Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,453568,"Charlie Blackmon","/api/v1/people/453568","L","Left",596112,"Robert Stephenson","/api/v1/people/596112","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Tampa Bay Rays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.3,88.1,7,0.9,0.3888,6.0503,35.3717,-10.0877,-8.6672,11.0149,-0.3306,1.9657,4.2088,-141.4349,-8.1794,-0.7204,50.0018,5.5604,-17.3766,54,3.6,24,2613,219,NA,NA,NA,NA,NA,NA,FALSE,-10.9,18.2,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716898,"2023-08-22",6,"2023-08-23T01:25:58.097Z","2023-08-23T01:26:05.576Z",TRUE,"pitch","9326cf66-2f55-4506-90d5-de475b87203e",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,1,NA,NA,3.53,1.7,NA,153.12,157.89,"popup","soft","2",147.32,204.2,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Pop Out","field_out","Brenton Doyle pops out softly to catcher Christian Bethancourt in foul territory.",0,4,12,79,"top",9,"2023-08-23T01:24:22.258Z","2023-08-23T01:26:05.576Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,686668,"Brenton Doyle","/api/v1/people/686668","R","Right",596112,"Robert Stephenson","/api/v1/people/596112","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.1,87.9,11,0.9,0.3894,5.986,35.5904,-11.9541,-9.0693,10.1155,-0.9475,2.9959,2.8789,-141.2843,-5.2695,-0.8087,50.0002,5.6696,-18.1245,52.8,4.8,24,2559,221,52.7,77,51,NA,NA,NA,TRUE,-12,17.3,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716898,"2023-08-22",4,"2023-08-23T01:25:28.390Z","2023-08-23T01:25:31.390Z",TRUE,"pitch","5d597484-2d80-4529-922f-295a520e4aba",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,2,1,NA,NA,3.53,1.7,NA,112.04,151.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Pop Out","field_out","Brenton Doyle pops out softly to catcher Christian Bethancourt in foul territory.",0,4,12,79,"top",9,"2023-08-23T01:24:22.258Z","2023-08-23T01:26:05.576Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,686668,"Brenton Doyle","/api/v1/people/686668","R","Right",596112,"Robert Stephenson","/api/v1/people/596112","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.9,87.6,2,0.9,0.3902,6.0323,35.302,-12.6069,-8.2958,9.828,0.13,3.2498,5.3076,-140.9681,-4.5675,-0.7101,50.0014,5.7199,-16.5129,48,3.6,24,2476,216,NA,NA,NA,NA,NA,NA,FALSE,-12.5,16.9,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716898,"2023-08-22",3,"2023-08-23T01:25:13.663Z","2023-08-23T01:25:16.663Z",TRUE,"pitch","9b6af7f4-f707-4fdf-830c-11739c332c95",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,1,NA,NA,3.6737,1.6987,NA,172.13,152.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Pop Out","field_out","Brenton Doyle pops out softly to catcher Christian Bethancourt in foul territory.",0,4,12,79,"top",9,"2023-08-23T01:24:22.258Z","2023-08-23T01:26:05.576Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,686668,"Brenton Doyle","/api/v1/people/686668","R","Right",596112,"Robert Stephenson","/api/v1/people/596112","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.6,88.3,11,0.9,0.3874,6.1819,36.035,-13.5274,-9.2067,9.2376,-1.4464,3.2104,1.7989,-142.014,-4.529,-0.8971,50.0062,5.7026,-18.591,51.6,4.8,24,2495,224,NA,NA,NA,NA,NA,NA,FALSE,-13.1,15.8,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716898,"2023-08-22",2,"2023-08-23T01:24:57.124Z","2023-08-23T01:25:00.124Z",TRUE,"pitch","d548c026-3542-41b1-a96f-bdc99577d82d",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,1,1,NA,NA,3.53,1.7,NA,120.3,130.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Pop Out","field_out","Brenton Doyle pops out softly to catcher Christian Bethancourt in foul territory.",0,4,12,79,"top",9,"2023-08-23T01:24:22.258Z","2023-08-23T01:26:05.576Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,686668,"Brenton Doyle","/api/v1/people/686668","R","Right",596112,"Robert Stephenson","/api/v1/people/596112","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.5,88.2,11,0.9,0.3877,5.9745,35.4793,-10.9139,-7.4234,10.5412,-0.0865,4.0208,4.2419,-141.841,-3.0066,-0.6448,50.0062,5.8008,-14.9771,50.4,3.6,24,2502,217,NA,NA,NA,NA,NA,NA,FALSE,-10.4,18.6,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716898,"2023-08-22",1,"2023-08-23T01:24:40.831Z","2023-08-23T01:24:43.831Z",TRUE,"pitch","a19edc91-f2b5-4e1a-a01d-050e881394e9",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.6737,1.6987,NA,73.76,225.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Pop Out","field_out","Brenton Doyle pops out softly to catcher Christian Bethancourt in foul territory.",0,4,12,79,"top",9,"2023-08-23T01:24:22.258Z","2023-08-23T01:26:05.576Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,686668,"Brenton Doyle","/api/v1/people/686668","R","Right",596112,"Robert Stephenson","/api/v1/people/596112","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Tampa Bay Rays",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.2,82.4,14,0.91,0.4196,6.0869,29.6613,-26.0304,-3.3756,3.5645,1.1343,0.4758,6.113,-130.9284,-8.4317,-0.8004,50.0006,5.7092,-5.8142,9.6,7.2,24,2877,220,NA,NA,NA,NA,NA,NA,FALSE,-29.4,4.7,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716898,"2023-08-22",0,"2023-08-23T01:24:26.816Z","2023-08-23T01:24:29.948Z",TRUE,"pitch","4282ba01-6a59-4f5d-90e4-7903396b6bd3",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.5903,1.6987,NA,88.84,198.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Pop Out","field_out","Brenton Doyle pops out softly to catcher Christian Bethancourt in foul territory.",0,4,12,79,"top",9,"2023-08-23T01:24:22.258Z","2023-08-23T01:26:05.576Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,686668,"Brenton Doyle","/api/v1/people/686668","R","Right",596112,"Robert Stephenson","/api/v1/people/596112","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Tampa Bay Rays",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.1,83.2,14,0.92,0.4147,6.0497,29.8417,-26.3782,-3.8741,3.2859,0.7387,1.4751,5.929,-132.3713,-6.2671,-1.0331,50.0027,5.8203,-6.8338,12,6,24,2782,214,NA,NA,NA,NA,NA,NA,FALSE,-28.6,4.7,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716898,"2023-08-22",5,"2023-08-23T01:25:36.118Z","2023-08-23T01:25:58.097Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",4,12,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,3,2,1,686668,"/api/v1/people/686668",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"79","atBat","Pop Out","field_out","Brenton Doyle pops out softly to catcher Christian Bethancourt in foul territory.",0,4,12,79,"top",9,"2023-08-23T01:24:22.258Z","2023-08-23T01:26:05.576Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,686668,"Brenton Doyle","/api/v1/people/686668","R","Right",596112,"Robert Stephenson","/api/v1/people/596112","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716898,"2023-08-22",5,"2023-08-23T01:24:00.983Z","2023-08-23T01:24:05.294Z",TRUE,"pitch","d30e5da9-5ff9-4db2-ace7-baeaa3e7a0a8",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,0,NA,NA,3.7,1.8,NA,95.91,178.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Michael Toglia strikes out swinging.",0,4,12,78,"top",9,"2023-08-23T01:23:20.398Z","2023-08-23T01:24:05.294Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,669911,"Michael Toglia","/api/v1/people/669911","L","Left",596112,"Robert Stephenson","/api/v1/people/596112","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Tampa Bay Rays",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",89.3,81.1,9,0.92,0.4239,6.1613,29.5894,-25.2344,-10.4045,4.1102,0.5532,2.2357,7.3517,-129.6986,-4.2651,-0.9802,50.0003,5.8483,-17.5511,31.2,7.2,24,1718,220,NA,NA,NA,NA,NA,NA,TRUE,-28.1,6.6,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
