"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718086,"2023-05-21",4,"2023-05-21T20:39:29.389Z","2023-05-21T20:39:38.696Z",TRUE,"pitch","3f08a15d-077a-4410-9671-84c9b010df3e",5,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",2,3,2,NA,NA,3.06,1.42,NA,154.91,236.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Ramon Laureano strikes out swinging.",0,0,2,63,"top",9,"2023-05-21T20:37:30.243Z","2023-05-21T20:39:38.696Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,657656,"Ramón Laureano","/api/v1/people/657656","R","Right",664285,"Framber Valdez","/api/v1/people/664285","L","Left","vs_LHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Houston Astros","true",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",84.6,77.8,13,2,0.4474,6.0886,27.8787,-43.3423,-3.4267,-7.3823,-0.9946,0.0915,-2.6397,-123.1361,-5.0236,0.5423,50.0046,5.8849,-5.1828,7.2,12,24,2987,327,NA,NA,NA,NA,NA,NA,TRUE,-53,-14.4,6.8,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718086,"2023-05-21",3,"2023-05-21T20:38:50.616Z","2023-05-21T20:38:53.635Z",TRUE,"pitch","93be7614-7ce2-48c6-837b-7d50c4ebd298",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.06,1.42,NA,133.27,206.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Ramon Laureano strikes out swinging.",0,0,2,63,"top",9,"2023-05-21T20:37:30.243Z","2023-05-21T20:39:38.696Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,657656,"Ramón Laureano","/api/v1/people/657656","R","Right",664285,"Framber Valdez","/api/v1/people/664285","L","Left","vs_LHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Houston Astros","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.1,89,13,2,0.3883,5.8708,32.3756,-20.4343,9.677,5.8299,-0.4269,1.2122,-5.2588,-141.0925,-9.4322,0.2046,50.0066,5.918,19.4966,39.6,6,24,2255,138,NA,NA,NA,NA,NA,NA,FALSE,-20.4,8.8,-16.4,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718086,"2023-05-21",2,"2023-05-21T20:38:24.367Z","2023-05-21T20:38:28.373Z",TRUE,"pitch","c3299432-2f71-4193-9b16-766e84c88361",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.0883,1.4195,NA,101.78,138.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Ramon Laureano strikes out swinging.",0,0,2,63,"top",9,"2023-05-21T20:37:30.243Z","2023-05-21T20:39:38.696Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,657656,"Ramón Laureano","/api/v1/people/657656","R","Right",664285,"Framber Valdez","/api/v1/people/664285","L","Left","vs_LHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Houston Astros","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.1,88.7,12,2,0.3876,5.7571,32.7533,-23.3318,8.5326,4.3774,0.3992,3.7153,-3.2648,-141.3907,-2.5111,0.4613,50.0053,6.1149,17.2489,34.8,6,24,2296,137,NA,NA,NA,NA,NA,NA,FALSE,-21.4,7.6,-14.8,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718086,"2023-05-21",1,"2023-05-21T20:37:57.715Z","2023-05-21T20:38:01.857Z",TRUE,"pitch","5386e9ba-3ae0-4890-8849-a6807387ebf3",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.0601,1.4195,NA,164.44,195.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Ramon Laureano strikes out swinging.",0,0,2,63,"top",9,"2023-05-21T20:37:30.243Z","2023-05-21T20:39:38.696Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,657656,"Ramón Laureano","/api/v1/people/657656","R","Right",664285,"Framber Valdez","/api/v1/people/664285","L","Left","vs_LHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Houston Astros","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.4,88.4,13,2,0.389,5.8765,35.0826,-16.8084,10.6611,7.6722,-1.2445,1.608,-7.1051,-141.3264,-9.0953,-0.0706,50.0065,5.9695,21.3642,45.6,6,24,2390,146,NA,NA,NA,NA,NA,NA,FALSE,-17.3,12,-17.6,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718086,"2023-05-21",0,"2023-05-21T20:37:43.390Z","2023-05-21T20:37:46.914Z",TRUE,"pitch","ebb2034b-e9f1-4e17-ac26-95b3f9314760",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.0883,1.4195,NA,130.24,195.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Ramon Laureano strikes out swinging.",0,0,2,63,"top",9,"2023-05-21T20:37:30.243Z","2023-05-21T20:39:38.696Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,657656,"Ramón Laureano","/api/v1/people/657656","R","Right",664285,"Framber Valdez","/api/v1/people/664285","L","Left","vs_LHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Houston Astros","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.5,88.7,7,2,0.388,5.8188,34.6648,-16.233,10.2482,7.9146,-0.3475,1.6167,-5.0318,-141.5861,-9.1751,0.1287,50.0053,5.9556,20.6486,46.8,6,24,2266,141,NA,NA,NA,NA,NA,NA,FALSE,-16.6,12.5,-17.4,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718086,"2023-05-21",6,"2023-05-21T20:37:07.422Z","2023-05-21T20:37:15.376Z",TRUE,"pitch","c4ea5216-ef81-48d8-8d74-c2b68ad61d52",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,1,NA,NA,3.42,1.61,NA,114.23,159.04,"ground_ball","medium","6",107.24,151.76,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Groundout","field_out","Brent Rooker grounds out, shortstop Jeremy Pena to first baseman Jose Abreu. Nick Allen to 3rd.",0,0,2,62,"top",9,"2023-05-21T20:33:52.585Z","2023-05-21T20:37:15.376Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,667670,"Brent Rooker","/api/v1/people/667670","R","Right",664285,"Framber Valdez","/api/v1/people/664285","L","Left","vs_LHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Houston Astros",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.2,87.6,2,2,0.3903,5.9505,37.6089,-22.2436,10.6879,5.0008,0.0726,2.9533,-4.2209,-141.3259,-4.5328,0.2125,50.006,6.0409,21.2343,40.8,6,24,2159,141,102.2,-4,29,NA,NA,NA,TRUE,-21.2,8.2,-18.2,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,669397,"Nick Allen","/api/v1/people/669397",NA,NA,NA,NA
718086,"2023-05-21",4,"2023-05-21T20:35:35.497Z","2023-05-21T20:35:40.106Z",TRUE,"pitch","4876e3bc-8c6f-4686-8608-36522af4668c",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.2234,1.6096,NA,166.02,203.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Groundout","field_out","Brent Rooker grounds out, shortstop Jeremy Pena to first baseman Jose Abreu. Nick Allen to 3rd.",0,0,2,62,"top",9,"2023-05-21T20:33:52.585Z","2023-05-21T20:37:15.376Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,667670,"Brent Rooker","/api/v1/people/667670","R","Right",664285,"Framber Valdez","/api/v1/people/664285","L","Left","vs_LHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Houston Astros",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",82.4,75.3,13,2,0.4599,5.9914,27.2676,-44.3525,-4.6204,-8.5156,-1.2859,1.3123,-2.8203,-119.9584,-1.8184,0.5128,50.0031,6.103,-6.6071,9.6,13.2,24,3048,326,NA,NA,NA,NA,NA,NA,FALSE,-56.4,-15.6,9.1,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718086,"2023-05-21",3,"2023-05-21T20:35:00.163Z","2023-05-21T20:35:06.662Z",TRUE,"pitch","f4f0c586-3c05-4f97-989c-975c5647fa27",4,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,2,1,NA,NA,3.3079,1.6096,NA,175.3,217.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Groundout","field_out","Brent Rooker grounds out, shortstop Jeremy Pena to first baseman Jose Abreu. Nick Allen to 3rd.",0,0,2,62,"top",9,"2023-05-21T20:33:52.585Z","2023-05-21T20:37:15.376Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,667670,"Brent Rooker","/api/v1/people/667670","R","Right",664285,"Framber Valdez","/api/v1/people/664285","L","Left","vs_LHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Houston Astros",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",83.2,76.6,13,2,0.4542,6.1408,26.2521,-43.1472,-3.5019,-7.479,-1.5295,0.7895,-3.7011,-121.1323,-3.236,0.4796,50,5.9589,-5.1408,7.2,12,24,2826,330,NA,NA,NA,NA,NA,NA,FALSE,-53.9,-14,7.3,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718086,"2023-05-21",2,"2023-05-21T20:34:39.265Z","2023-05-21T20:34:42.698Z",TRUE,"pitch","fd4e85b5-d852-4e4c-81fd-faef7313b917",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,1,NA,NA,3.2516,1.6096,NA,120.51,152.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Groundout","field_out","Brent Rooker grounds out, shortstop Jeremy Pena to first baseman Jose Abreu. Nick Allen to 3rd.",0,0,2,62,"top",9,"2023-05-21T20:33:52.585Z","2023-05-21T20:37:15.376Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,667670,"Brent Rooker","/api/v1/people/667670","R","Right",664285,"Framber Valdez","/api/v1/people/664285","L","Left","vs_LHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Houston Astros",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96,87.1,2,2,0.3937,5.8637,34.3215,-17.555,9.5019,7.4764,-0.092,3.1928,-3.5038,-139.6494,-5.2001,-0.0484,50.0054,6.2511,18.5863,43.2,4.8,24,2218,145,NA,NA,NA,NA,NA,NA,FALSE,-17.4,12.5,-16.3,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718086,"2023-05-21",1,"2023-05-21T20:34:20.794Z","2023-05-21T20:34:24.208Z",TRUE,"pitch","b9e30303-dd4e-4ff6-975e-bb195793674f",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.336,1.6096,NA,98.43,159.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Groundout","field_out","Brent Rooker grounds out, shortstop Jeremy Pena to first baseman Jose Abreu. Nick Allen to 3rd.",0,0,2,62,"top",9,"2023-05-21T20:33:52.585Z","2023-05-21T20:37:15.376Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,667670,"Brent Rooker","/api/v1/people/667670","R","Right",664285,"Framber Valdez","/api/v1/people/664285","L","Left","vs_LHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Houston Astros",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.2,88.2,3,2,0.389,5.8668,35.5617,-21.3204,10.5746,5.4198,0.4871,2.9486,-3.4931,-141.416,-5.0325,0.3727,50.0042,6.1398,21.1838,42,6,24,2212,140,NA,NA,NA,NA,NA,NA,FALSE,-20.4,8.9,-18.2,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
