"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718086,"2023-05-21",3,"2023-05-21T20:13:51.898Z","2023-05-21T20:13:55.229Z",TRUE,"pitch","a8d34251-8eae-4a0e-b464-3ef049ecc428",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,1,NA,NA,3.29,1.52,NA,91.29,177.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Grounded Into DP","grounded_into_double_play","Jose Abreu grounds into a double play, third baseman Aledmys Diaz to first baseman Jesus Aguilar. Jose Altuve out at 3rd. Yordan Alvarez to 2nd. Jose Abreu out at 1st.",0,0,2,53,"bottom",7,"2023-05-21T20:12:38.153Z","2023-05-21T20:14:24.110Z",TRUE,FALSE,FALSE,TRUE,24,2,2,3,547989,"José Abreu","/api/v1/people/547989","R","Right",669674,"Sam Long","/api/v1/people/669674","L","Left","vs_LHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.1,76.7,6,2,0.4488,6.0491,25.6681,-18.9137,7.5659,8.8026,0.6745,2.2581,-3.4118,-122.3725,-4.7394,1.1089,50.0022,5.8548,11.3971,28.8,6,24,1972,127,NA,NA,NA,NA,NA,NA,FALSE,-23.9,15,-12.8,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718086,"2023-05-21",2,"2023-05-21T20:13:35.465Z","2023-05-21T20:13:39.292Z",TRUE,"pitch","70e56e23-3d1e-4fb1-9f09-699978bfc2f1",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,1,NA,NA,3.403,1.5191,NA,155.92,190.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Grounded Into DP","grounded_into_double_play","Jose Abreu grounds into a double play, third baseman Aledmys Diaz to first baseman Jesus Aguilar. Jose Altuve out at 3rd. Yordan Alvarez to 2nd. Jose Abreu out at 1st.",0,0,2,53,"bottom",7,"2023-05-21T20:12:38.153Z","2023-05-21T20:14:24.110Z",TRUE,FALSE,FALSE,TRUE,24,2,2,3,547989,"José Abreu","/api/v1/people/547989","R","Right",669674,"Sam Long","/api/v1/people/669674","L","Left","vs_LHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",75.8,69.2,13,0.9,0.5002,5.9688,23.0118,-41.2089,0.2277,-7.4677,-1.0211,1.773,-3.8122,-110.2854,-0.0968,0.7141,50.0051,6.2325,0.2754,0,14.4,24,2491,338,NA,NA,NA,NA,NA,NA,FALSE,-61.4,-13.1,0.7,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718086,"2023-05-21",1,"2023-05-21T20:13:12.855Z","2023-05-21T20:13:19.034Z",TRUE,"pitch","294cf4f9-1639-4bf6-a43f-f584f73825e5",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.2903,1.5195,NA,152.61,216.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Grounded Into DP","grounded_into_double_play","Jose Abreu grounds into a double play, third baseman Aledmys Diaz to first baseman Jesus Aguilar. Jose Altuve out at 3rd. Yordan Alvarez to 2nd. Jose Abreu out at 1st.",0,0,2,53,"bottom",7,"2023-05-21T20:12:38.153Z","2023-05-21T20:14:24.110Z",TRUE,FALSE,FALSE,TRUE,24,2,2,3,547989,"José Abreu","/api/v1/people/547989","R","Right",669674,"Sam Long","/api/v1/people/669674","L","Left","vs_LHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.9,84.3,13,0.89,0.408,6.1594,31.7619,-11.3678,4.5616,11.4194,-0.9343,0.8078,-6.1847,-134.7342,-10.7237,0.808,50.0029,5.6645,8.3112,26.4,3.6,24,2225,149,NA,NA,NA,NA,NA,NA,FALSE,-13.8,18.2,-6.8,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718086,"2023-05-21",0,"2023-05-21T20:12:52.794Z","2023-05-21T20:12:56.108Z",TRUE,"pitch","8688a99b-2481-4431-948a-e9aa101477e4",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.2621,1.5195,NA,106.06,115.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Grounded Into DP","grounded_into_double_play","Jose Abreu grounds into a double play, third baseman Aledmys Diaz to first baseman Jesus Aguilar. Jose Altuve out at 3rd. Yordan Alvarez to 2nd. Jose Abreu out at 1st.",0,0,2,53,"bottom",7,"2023-05-21T20:12:38.153Z","2023-05-21T20:14:24.110Z",TRUE,FALSE,FALSE,TRUE,24,2,2,3,547989,"José Abreu","/api/v1/people/547989","R","Right",669674,"Sam Long","/api/v1/people/669674","L","Left","vs_LHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.7,75.7,12,2,0.4518,5.9303,26.2774,-19.2726,7.2223,8.6916,0.287,4.5695,-4.1215,-121.7349,0.2789,1.073,50.0053,6.1362,10.7257,27.6,6,24,2020,134,NA,NA,NA,NA,NA,NA,FALSE,-23.4,16.1,-12,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718086,"2023-05-21",4,"2023-05-21T20:14:04.754Z","2023-05-21T20:14:15.881Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",0,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,2,1,547989,"/api/v1/people/547989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"53","atBat","Grounded Into DP","grounded_into_double_play","Jose Abreu grounds into a double play, third baseman Aledmys Diaz to first baseman Jesus Aguilar. Jose Altuve out at 3rd. Yordan Alvarez to 2nd. Jose Abreu out at 1st.",0,0,2,53,"bottom",7,"2023-05-21T20:12:38.153Z","2023-05-21T20:14:24.110Z",TRUE,FALSE,FALSE,TRUE,24,2,2,3,547989,"José Abreu","/api/v1/people/547989","R","Right",669674,"Sam Long","/api/v1/people/669674","L","Left","vs_LHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718086,"2023-05-21",6,"2023-05-21T20:12:14.500Z","2023-05-21T20:12:20.585Z",TRUE,"pitch","64db6567-3c02-47ab-ba26-9ab7d08a5fb9",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,1,NA,NA,3.3903,1.6596,NA,161.38,171.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Walk","walk","Yordan Alvarez walks. Martin Maldonado to 3rd. Jose Altuve to 2nd.",0,0,2,52,"bottom",7,"2023-05-21T20:11:00.593Z","2023-05-21T20:12:20.585Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,670541,"Yordan Alvarez","/api/v1/people/670541","L","Left",669674,"Sam Long","/api/v1/people/669674","L","Left","vs_LHP","vs_LHB","Loaded",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.3,84.7,13,0.91,0.4053,6.1101,31.5565,-10.5112,4.932,11.7281,-1.1642,2.4942,-7.424,-135.5111,-6.9053,0.979,50.0002,5.8217,9.108,31.2,3.6,24,2205,148,NA,NA,NA,NA,NA,NA,FALSE,-11.9,19.8,-7.2,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,670541,"Yordan Alvarez","/api/v1/people/670541",514888,"Jose Altuve","/api/v1/people/514888",455117,"Martín Maldonado","/api/v1/people/455117",NA,NA,NA,NA
718086,"2023-05-21",5,"2023-05-21T20:12:00.259Z","2023-05-21T20:12:03.914Z",TRUE,"pitch","2af3ce29-6d3c-4e1b-b8ef-b7e568fb66f8",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,1,NA,NA,3.3622,1.6596,NA,139.2,159.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Walk","walk","Yordan Alvarez walks. Martin Maldonado to 3rd. Jose Altuve to 2nd.",0,0,2,52,"bottom",7,"2023-05-21T20:11:00.593Z","2023-05-21T20:12:20.585Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,670541,"Yordan Alvarez","/api/v1/people/670541","L","Left",669674,"Sam Long","/api/v1/people/669674","L","Left","vs_LHP","vs_LHB","Loaded",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.6,75.9,1,0.91,0.4525,6.2661,27.104,-30.4528,-1.3173,1.1651,-0.5823,2.9388,-3.5789,-121.7187,-1.0295,1.0869,50.004,6.0387,-1.9476,4.8,8.4,24,2187,257,NA,NA,NA,NA,NA,NA,FALSE,-37.4,2.2,3.4,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718086,"2023-05-21",4,"2023-05-21T20:11:44.356Z","2023-05-21T20:11:47.630Z",TRUE,"pitch","abcffbad-ca88-4c1b-88b1-351d8164e1a3",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,1,NA,NA,3.3341,1.6596,NA,178.67,189.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Walk","walk","Yordan Alvarez walks. Martin Maldonado to 3rd. Jose Altuve to 2nd.",0,0,2,52,"bottom",7,"2023-05-21T20:11:00.593Z","2023-05-21T20:12:20.585Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,670541,"Yordan Alvarez","/api/v1/people/670541","L","Left",669674,"Sam Long","/api/v1/people/669674","L","Left","vs_LHP","vs_LHB","Loaded",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",76,69.4,13,0.89,0.4992,6.0284,22.749,-40.5083,0.2917,-6.8592,-1.6178,1.8206,-4.9061,-110.4354,-0.222,0.6107,50.005,6.2446,0.3549,1.2,13.2,24,2469,344,NA,NA,NA,NA,NA,NA,FALSE,-60.1,-12.1,1,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718086,"2023-05-21",3,"2023-05-21T20:11:24.216Z","2023-05-21T20:11:29.177Z",TRUE,"pitch","1ebf81ff-350d-43fb-bc39-90e65b06b65d",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.4465,1.6596,NA,63.18,132.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Walk","walk","Yordan Alvarez walks. Martin Maldonado to 3rd. Jose Altuve to 2nd.",0,0,2,52,"bottom",7,"2023-05-21T20:11:00.593Z","2023-05-21T20:12:20.585Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,670541,"Yordan Alvarez","/api/v1/people/670541","L","Left",669674,"Sam Long","/api/v1/people/669674","L","Left","vs_LHP","vs_LHB","Loaded",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.4,82.8,12,0.84,0.4132,6.015,31.346,-13.9779,4.5615,10.2507,1.4119,3.9413,-1.15,-133.0805,-2.763,1.26,50.0012,6.0189,8.0952,27.6,3.6,24,2166,145,NA,NA,NA,NA,NA,NA,FALSE,-14.9,18.1,-7.9,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718086,"2023-05-21",2,"2023-05-21T20:11:02.870Z","2023-05-21T20:11:06.522Z",TRUE,"pitch","cbdeade8-8b76-4415-9200-d2455d0e36ad",1,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,0,1,NA,NA,3.2778,1.6596,NA,179.46,223.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Walk","walk","Yordan Alvarez walks. Martin Maldonado to 3rd. Jose Altuve to 2nd.",0,0,2,52,"bottom",7,"2023-05-21T20:11:00.593Z","2023-05-21T20:12:20.585Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,670541,"Yordan Alvarez","/api/v1/people/670541","L","Left",669674,"Sam Long","/api/v1/people/669674","L","Left","vs_LHP","vs_LHB","Loaded",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",76.4,69.7,13,0.9,0.4983,6.0611,24.4623,-42.2769,1.0605,-8.3015,-1.6386,0.5647,-5.1608,-110.9894,-2.4745,0.6044,50.004,6.2016,1.2906,0,14.4,24,2628,341,NA,NA,NA,NA,NA,NA,FALSE,-63.2,-15.4,-0.2,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718086,"2023-05-21",0,"2023-05-21T20:08:35.833Z","2023-05-21T20:09:45.148Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",0,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"52","atBat","Walk","walk","Yordan Alvarez walks. Martin Maldonado to 3rd. Jose Altuve to 2nd.",0,0,2,52,"bottom",7,"2023-05-21T20:11:00.593Z","2023-05-21T20:12:20.585Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,670541,"Yordan Alvarez","/api/v1/people/670541","L","Left",669674,"Sam Long","/api/v1/people/669674","L","Left","vs_LHP","vs_LHB","Loaded",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718086,"2023-05-21",1,"2023-05-21T20:09:45.148Z","2023-05-21T20:11:02.870Z",FALSE,"action",NA,NA,"Pitching Change: Sam Long replaces Lucas Erceg.","Pitching Substitution",0,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,669674,"/api/v1/people/669674",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"52","atBat","Walk","walk","Yordan Alvarez walks. Martin Maldonado to 3rd. Jose Altuve to 2nd.",0,0,2,52,"bottom",7,"2023-05-21T20:11:00.593Z","2023-05-21T20:12:20.585Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,670541,"Yordan Alvarez","/api/v1/people/670541","L","Left",669674,"Sam Long","/api/v1/people/669674","L","Left","vs_LHP","vs_LHB","Loaded",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718086,"2023-05-21",6,"2023-05-21T20:08:06.911Z","2023-05-21T20:08:17.259Z",TRUE,"pitch","683b7745-fb82-4159-a40f-ea9813c387b5",6,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,3,0,NA,NA,2.949,1.4595,NA,91.57,183.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Strikeout","strikeout","Alex Bregman called out on strikes.",0,0,2,51,"bottom",7,"2023-05-21T20:06:17.324Z","2023-05-21T20:08:17.259Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,608324,"Alex Bregman","/api/v1/people/608324","R","Right",668674,"Lucas Erceg","/api/v1/people/668674","R","Right","vs_RHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",99,89.8,6,2,0.3828,6.8372,35.5658,-16.7626,-9.8767,7.4421,0.6672,2.039,10.4128,-143.5175,-8.5031,-1.7381,50.0011,6.1003,-20.4462,43.2,4.8,24,1946,221,NA,NA,NA,NA,NA,NA,TRUE,-16.6,11.8,15.6,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,514888,"Jose Altuve","/api/v1/people/514888",455117,"Martín Maldonado","/api/v1/people/455117",NA,NA,NA,NA,NA,NA,NA
718086,"2023-05-21",5,"2023-05-21T20:07:39.290Z","2023-05-21T20:07:43.047Z",TRUE,"pitch","87db1cdc-aa96-43da-8cef-5da6e86b590a",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,0,NA,NA,3.09,1.46,NA,113.12,175.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Strikeout","strikeout","Alex Bregman called out on strikes.",0,0,2,51,"bottom",7,"2023-05-21T20:06:17.324Z","2023-05-21T20:08:17.259Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,608324,"Alex Bregman","/api/v1/people/608324","R","Right",668674,"Lucas Erceg","/api/v1/people/668674","R","Right","vs_RHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.8,90,5,2,0.3823,6.8543,34.4582,-12.5141,-6.9853,9.469,0.1018,2.3603,8.141,-143.4753,-8.2932,-1.8704,50.0019,6.0756,-14.5032,40.8,3.6,24,2150,224,NA,NA,NA,NA,NA,NA,FALSE,-12.7,15.5,10.9,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718086,"2023-05-21",4,"2023-05-21T20:07:17.637Z","2023-05-21T20:07:21.456Z",TRUE,"pitch","cb4ef60b-bde1-4cce-ba82-9bb6e844222e",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,0,NA,NA,2.9772,1.4024,NA,107.87,199.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Strikeout","strikeout","Alex Bregman called out on strikes.",0,0,2,51,"bottom",7,"2023-05-21T20:06:17.324Z","2023-05-21T20:08:17.259Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,608324,"Alex Bregman","/api/v1/people/608324","R","Right",668674,"Lucas Erceg","/api/v1/people/668674","R","Right","vs_RHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.3,89.5,8,2,0.3849,6.8367,34.1815,-10.5802,-7.9128,10.5395,0.2395,1.4603,8.7021,-142.5653,-10.6712,-1.8311,50.0067,5.9299,-16.2176,46.8,3.6,24,2129,221,NA,NA,NA,NA,NA,NA,FALSE,-11.6,16.9,12.5,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718086,"2023-05-21",3,"2023-05-21T20:06:57.134Z","2023-05-21T20:07:01.109Z",TRUE,"pitch","9f7cc363-5907-4fd3-aab8-df292bb78263",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,0,NA,NA,2.9772,1.4595,NA,76.6,197.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Strikeout","strikeout","Alex Bregman called out on strikes.",0,0,2,51,"bottom",7,"2023-05-21T20:06:17.324Z","2023-05-21T20:08:17.259Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,608324,"Alex Bregman","/api/v1/people/608324","R","Right",668674,"Lucas Erceg","/api/v1/people/668674","R","Right","vs_RHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99,90,14,2,0.3829,6.6343,34.8242,-12.254,-7.8139,9.6236,1.06,1.5132,10.8741,-143.3653,-10.4986,-1.7766,50.0061,5.9996,-16.1805,43.2,3.6,24,2196,216,NA,NA,NA,NA,NA,NA,FALSE,-13.1,15.2,11.9,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
