"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y"
746568,"2024-04-21",0,"2024-04-21T22:06:55.088Z","2024-04-21T22:07:02.629Z",TRUE,"pitch","492ce552-655e-4aba-ba01-709492a92119",1,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,0,0,NA,NA,3.47,1.61,NA,117.85,178.42,"ground_ball","medium","6",113.39,164.55,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Single","single","Ryan McMahon singles on a ground ball to shortstop J. P. Crawford. Charlie Blackmon scores. Ezequiel Tovar to 2nd.",1,1,2,78,"bottom",10,"2024-04-21T22:06:46.344Z","2024-04-21T22:07:02.629Z",TRUE,TRUE,FALSE,FALSE,60,0,0,0,641857,"Ryan McMahon","/api/v1/people/641857","L","Left",662253,"Andrés Muñoz","/api/v1/people/662253","R","Right","vs_RHP","vs_LHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies","Seattle Mariners","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.2,93,5,0.8,0.3734,6.3957,28.5831,-23.5033,-7.9898,3.9625,-0.0222,2.2356,9.5702,-145.7165,-3.5579,-2.2838,50.0046,4.8632,-17.4877,32.4,4.8,24,2272,243,104.2,-26,4,NA,NA,NA,FALSE,-20.2,6.7,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,641857,"Ryan McMahon","/api/v1/people/641857",678662,"Ezequiel Tovar","/api/v1/people/678662",NA,NA,NA,NA,NA,NA
746568,"2024-04-21",3,"2024-04-21T22:06:06.245Z","2024-04-21T22:06:15.546Z",TRUE,"pitch","ceaafd8f-16e0-4cb8-b110-6a6898b545ce",4,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,2,0,NA,NA,3.33,1.54,NA,136.41,190.22,"ground_ball","medium","9",190.36,123.94,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Single","single","Ezequiel Tovar singles on a ground ball to right fielder Mitch Haniger. Jacob Stallings scores. Charlie Blackmon to 3rd.",1,1,1,77,"bottom",10,"2024-04-21T22:04:39.439Z","2024-04-21T22:06:15.546Z",TRUE,TRUE,FALSE,FALSE,70,0,2,0,678662,"Ezequiel Tovar","/api/v1/people/678662","R","Right",662253,"Andrés Muñoz","/api/v1/people/662253","R","Right","vs_RHP","vs_RHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies","Seattle Mariners","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",99,92.5,7,0.89,0.3767,6.644,26.3951,-28.388,-7.6187,1.7567,-0.5093,1.7986,8.1631,-144.174,-3.6441,-2.3572,50.0009,4.7867,-16.4009,27.6,6,24,2034,247,89.9,8,144,NA,NA,NA,FALSE,-24.6,2.8,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,678662,"Ezequiel Tovar","/api/v1/people/678662",NA,NA,NA,453568,"Charlie Blackmon","/api/v1/people/453568",NA,NA,NA
746568,"2024-04-21",2,"2024-04-21T22:05:31.317Z","2024-04-21T22:05:36.593Z",TRUE,"pitch","db74acda-c3ac-40c5-9af5-252e9ab7c260",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.33,1.54,NA,59.06,198.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Single","single","Ezequiel Tovar singles on a ground ball to right fielder Mitch Haniger. Jacob Stallings scores. Charlie Blackmon to 3rd.",1,1,1,77,"bottom",10,"2024-04-21T22:04:39.439Z","2024-04-21T22:06:15.546Z",TRUE,TRUE,FALSE,FALSE,70,0,2,0,678662,"Ezequiel Tovar","/api/v1/people/678662","R","Right",662253,"Andrés Muñoz","/api/v1/people/662253","R","Right","vs_RHP","vs_RHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies","Seattle Mariners","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.6,82.4,14,0.91,0.4283,6.6777,17.1485,-33.2638,2.8522,-0.6502,1.52,1.4982,8.0913,-126.1981,-2.2519,-2.0541,50.0053,4.9924,4.7621,9.6,8.4,24,2291,115,NA,NA,NA,NA,NA,NA,FALSE,-36.8,-1.4,-6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746568,"2024-04-21",1,"2024-04-21T22:05:11.808Z","2024-04-21T22:05:15.090Z",TRUE,"pitch","b61ecc40-3c1e-4fce-85fc-f72ca873593a",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,0,NA,NA,3.33,1.54,NA,51.99,183.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Single","single","Ezequiel Tovar singles on a ground ball to right fielder Mitch Haniger. Jacob Stallings scores. Charlie Blackmon to 3rd.",1,1,1,77,"bottom",10,"2024-04-21T22:04:39.439Z","2024-04-21T22:06:15.546Z",TRUE,TRUE,FALSE,FALSE,70,0,2,0,678662,"Ezequiel Tovar","/api/v1/people/678662","R","Right",662253,"Andrés Muñoz","/api/v1/people/662253","R","Right","vs_RHP","vs_RHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies","Seattle Mariners","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.6,83.9,14,0.9,0.4194,6.57,18.4316,-32.4683,1.3238,-0.1706,1.7056,2.0616,9.1049,-128.9874,-1.5361,-1.9944,50.0028,5.0929,2.3018,6,7.2,24,2264,156,NA,NA,NA,NA,NA,NA,FALSE,-34.3,-0.4,-3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746568,"2024-04-21",0,"2024-04-21T22:04:49.998Z","2024-04-21T22:04:53.682Z",TRUE,"pitch","b6f449e3-78af-46bf-99b7-4aea96756a50",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,0,NA,NA,3.33,1.54,NA,152.64,205.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Single","single","Ezequiel Tovar singles on a ground ball to right fielder Mitch Haniger. Jacob Stallings scores. Charlie Blackmon to 3rd.",1,1,1,77,"bottom",10,"2024-04-21T22:04:39.439Z","2024-04-21T22:06:15.546Z",TRUE,TRUE,FALSE,FALSE,70,0,2,0,678662,"Ezequiel Tovar","/api/v1/people/678662","R","Right",662253,"Andrés Muñoz","/api/v1/people/662253","R","Right","vs_RHP","vs_RHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies","Seattle Mariners","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",99.1,92.2,13,0.9,0.3772,6.3809,28.4915,-30.3696,-8.6984,0.8398,-0.935,1.2311,7.3846,-144.3174,-4.9278,-2.3765,50.0015,4.795,-18.6439,28.8,7.2,24,1960,242,NA,NA,NA,NA,NA,NA,FALSE,-26.6,0.8,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746568,"2024-04-21",3,"2024-04-21T22:04:07.231Z","2024-04-21T22:04:14.113Z",TRUE,"pitch","086a6611-be12-4a17-951b-56a70e1d2fc2",2,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,1,0,NA,NA,3.54,1.68,NA,150.95,198.84,"ground_ball","medium","4",143.09,151.82,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Single","single","Charlie Blackmon singles on a ground ball to second baseman Jorge Polanco. Jacob Stallings to 3rd.",0,1,0,76,"bottom",10,"2024-04-21T22:03:48.541Z","2024-04-21T22:04:14.113Z",TRUE,FALSE,FALSE,FALSE,33,0,1,0,453568,"Charlie Blackmon","/api/v1/people/453568","L","Left",662253,"Andrés Muñoz","/api/v1/people/662253","R","Right","vs_RHP","vs_LHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies","Seattle Mariners",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.2,80.8,13,0.9,0.4324,6.4992,20.898,-31.8203,2.3364,0.2196,-0.8906,1.4791,2.4646,-125.7429,-2.6967,-2.1802,50.005,5.098,3.8135,7.2,8.4,24,2174,125,84,-19,5,NA,NA,NA,FALSE,-36,0.1,-4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,453568,"Charlie Blackmon","/api/v1/people/453568",NA,NA,NA,607732,"Jacob Stallings","/api/v1/people/607732",NA,NA,NA
746568,"2024-04-21",2,"2024-04-21T22:03:50.752Z","2024-04-21T22:03:54.017Z",TRUE,"pitch","f1aec358-e4ea-4958-b492-c0aacbc5cc87",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,0,NA,NA,3.54,1.68,NA,113.42,212.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Single","single","Charlie Blackmon singles on a ground ball to second baseman Jorge Polanco. Jacob Stallings to 3rd.",0,1,0,76,"bottom",10,"2024-04-21T22:03:48.541Z","2024-04-21T22:04:14.113Z",TRUE,FALSE,FALSE,FALSE,33,0,1,0,453568,"Charlie Blackmon","/api/v1/people/453568","L","Left",662253,"Andrés Muñoz","/api/v1/people/662253","R","Right","vs_RHP","vs_LHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies","Seattle Mariners",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.9,83.1,14,0.9,0.4201,6.5547,22.6381,-28.6045,0.9605,2.0665,0.0939,0.9623,5.6831,-129.5254,-4.7931,-2.2379,50.0033,4.9794,1.6607,4.8,7.2,24,2062,162,NA,NA,NA,NA,NA,NA,FALSE,-31,3,-2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746568,"2024-04-21",0,"2024-04-21T22:02:46.594Z","2024-04-21T22:02:58.782Z",FALSE,"action",NA,NA,"Pitching Change: Andrés Muñoz replaces Ryne Stanek.","Pitching Substitution",1,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,662253,"/api/v1/people/662253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"76","atBat","Single","single","Charlie Blackmon singles on a ground ball to second baseman Jorge Polanco. Jacob Stallings to 3rd.",0,1,0,76,"bottom",10,"2024-04-21T22:03:48.541Z","2024-04-21T22:04:14.113Z",TRUE,FALSE,FALSE,FALSE,33,0,1,0,453568,"Charlie Blackmon","/api/v1/people/453568","L","Left",662253,"Andrés Muñoz","/api/v1/people/662253","R","Right","vs_RHP","vs_LHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies","Seattle Mariners",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746568,"2024-04-21",1,"2024-04-21T22:02:58.782Z","2024-04-21T22:03:50.752Z",FALSE,"action",NA,NA,"Jacob Stallings starts inning at 2nd base.","Runner Placed On Base",1,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,607732,"/api/v1/people/607732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"runner_placed",NA,NA,NA,NA,NA,NA,"76","atBat","Single","single","Charlie Blackmon singles on a ground ball to second baseman Jorge Polanco. Jacob Stallings to 3rd.",0,1,0,76,"bottom",10,"2024-04-21T22:03:48.541Z","2024-04-21T22:04:14.113Z",TRUE,FALSE,FALSE,FALSE,33,0,1,0,453568,"Charlie Blackmon","/api/v1/people/453568","L","Left",662253,"Andrés Muñoz","/api/v1/people/662253","R","Right","vs_RHP","vs_LHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies","Seattle Mariners",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746568,"2024-04-21",0,"2024-04-21T22:01:20.620Z","2024-04-21T22:01:28.022Z",TRUE,"pitch","56b88a93-2649-469d-8a93-2a0ac85bf2b4",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.55,1.65,NA,122.99,178.32,"ground_ball","medium","4",151.57,159.7,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Cal Raleigh grounds out, second baseman Brendan Rodgers to first baseman Elehuris Montero.",0,1,0,75,"top",10,"2024-04-21T22:01:20.620Z","2024-04-21T22:01:28.022Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,663728,"Cal Raleigh","/api/v1/people/663728","L","Left",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_LHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Colorado Rockies","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.1,89.9,8,0.91,0.3861,6.2602,27.9806,-35.4938,-8.2303,-1.6258,-0.1571,2.2394,10.1122,-141.1388,0.2668,-2.694,50.0004,4.4041,-16.8313,22.8,7.2,24,2511,254,NA,NA,NA,NA,NA,NA,TRUE,-31.4,-2.8,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
