"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718691,"2023-04-05",4,"2023-04-05T23:05:25.135Z","2023-04-05T23:05:31.255Z",TRUE,"pitch","aa3b4386-33bf-421f-bfa1-3dfea12d85a8",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.19,1.49,NA,103.45,130.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Ty France strikes out swinging.",0,4,3,75,"bottom",9,"2023-04-05T23:04:03.376Z","2023-04-05T23:05:31.255Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,664034,"Ty France","/api/v1/people/664034","R","Right",650671,"José Quijada","/api/v1/people/650671","L","Left","vs_LHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Los Angeles Angels","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.7,85.6,12,0.9,0.4013,6.6455,29.7926,-16.0231,3.2363,8.5568,0.3556,4.0065,-5.0597,-136.4472,0.0656,1.8127,50.0001,5.0854,6.1073,16.8,3.6,24,2221,152,NA,NA,NA,NA,NA,NA,TRUE,-15.4,15.7,-4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718691,"2023-04-05",3,"2023-04-05T23:05:05.060Z","2023-04-05T23:05:08.060Z",TRUE,"pitch","4ab35182-cb0c-45fe-980e-b15a72c40748",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.1707,1.419,NA,95.62,130.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Ty France strikes out swinging.",0,4,3,75,"bottom",9,"2023-04-05T23:04:03.376Z","2023-04-05T23:05:31.255Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,664034,"Ty France","/api/v1/people/664034","R","Right",650671,"José Quijada","/api/v1/people/650671","L","Left","vs_LHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Los Angeles Angels","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.8,86.8,12,0.9,0.3963,6.7784,29.7725,-16.2883,4.3826,8.2063,0.561,4.0268,-5.4556,-138.0253,-0.2232,1.9907,50.0016,5.2023,8.4834,24,3.6,24,2208,149,NA,NA,NA,NA,NA,NA,FALSE,-15.2,15,-6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718691,"2023-04-05",2,"2023-04-05T23:04:44.077Z","2023-04-05T23:04:47.077Z",TRUE,"pitch","94963fcd-d8ee-491c-99a4-a4b83c6636cb",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.19,1.49,NA,117.2,144.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Ty France strikes out swinging.",0,4,3,75,"bottom",9,"2023-04-05T23:04:03.376Z","2023-04-05T23:05:31.255Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,664034,"Ty France","/api/v1/people/664034","R","Right",650671,"José Quijada","/api/v1/people/650671","L","Left","vs_LHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Los Angeles Angels","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.8,86.9,11,0.9,0.3962,6.8268,29.8419,-15.7001,3.9972,8.5054,-0.0052,3.481,-5.835,-138.0861,-1.3861,1.6129,50.0062,5.0424,7.7458,21.6,3.6,24,2170,147,NA,NA,NA,NA,NA,NA,FALSE,-15,15.4,-6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718691,"2023-04-05",1,"2023-04-05T23:04:21.457Z","2023-04-05T23:04:25.618Z",TRUE,"pitch","e845fbc1-45f4-4cbf-8507-bc566d1275f5",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.19,1.49,NA,118.87,172.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Ty France strikes out swinging.",0,4,3,75,"bottom",9,"2023-04-05T23:04:03.376Z","2023-04-05T23:05:31.255Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,664034,"Ty France","/api/v1/people/664034","R","Right",650671,"José Quijada","/api/v1/people/650671","L","Left","vs_LHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Los Angeles Angels","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.3,87.6,5,0.91,0.3917,7.0487,32.9753,-10.2995,0.1912,11.0586,-0.049,2.4549,-5.2276,-140.0665,-5.2266,1.8202,50.0024,5.0247,0.3795,3.6,2.4,24,2124,145,NA,NA,NA,NA,NA,NA,FALSE,-10.6,19.1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718691,"2023-04-05",0,"2023-04-05T23:04:03.955Z","2023-04-05T23:04:07.963Z",TRUE,"pitch","c61ff2bd-b14d-4a5e-be7c-b46fc5a8e538",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.2129,1.4903,NA,164.27,136.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Ty France strikes out swinging.",0,4,3,75,"bottom",9,"2023-04-05T23:04:03.376Z","2023-04-05T23:05:31.255Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,664034,"Ty France","/api/v1/people/664034","R","Right",650671,"José Quijada","/api/v1/people/650671","L","Left","vs_LHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Los Angeles Angels","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.7,88.1,11,0.91,0.3898,6.7531,32.5076,-13.5858,1.3274,9.2964,-1.24,3.7728,-8.5221,-140.6456,-0.8786,1.6593,50.0001,4.9721,2.6546,2.4,2.4,24,2117,140,NA,NA,NA,NA,NA,NA,FALSE,-12.5,16.8,-0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718691,"2023-04-05",2,"2023-04-05T23:03:28.308Z","2023-04-05T23:03:36.331Z",TRUE,"pitch","d66e8397-0107-4ada-be3c-dc3e392a3d5b",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,1,NA,NA,3.18,1.47,NA,153.51,159.82,"ground_ball","medium","6",113.99,163.75,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Forceout","force_out","Julio Rodriguez grounds into a force out, shortstop David Fletcher to second baseman Luis Rengifo. J.P. Crawford out at 2nd. Julio Rodriguez to 1st.",0,4,3,74,"bottom",9,"2023-04-05T23:02:17.480Z","2023-04-05T23:03:36.331Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",650671,"José Quijada","/api/v1/people/650671","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Los Angeles Angels","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.9,86.8,11,0.91,0.3946,7.0153,34.4396,-10.4532,-0.6895,11.1624,-0.9579,2.9243,-7.1007,-139.3712,-3.7785,1.7241,50.0066,5.0003,-1.3426,15.6,2.4,24,2154,152,58.1,0,36,NA,NA,NA,TRUE,-10.6,19.4,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,677594,"Julio Rodríguez","/api/v1/people/677594",NA,NA,NA,NA,NA,NA
718691,"2023-04-05",1,"2023-04-05T23:03:11.135Z","2023-04-05T23:03:14.729Z",TRUE,"pitch","12b7be9a-9add-4d1b-9b40-bd5b1118bfed",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.2763,1.4703,NA,104.82,153.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Forceout","force_out","Julio Rodriguez grounds into a force out, shortstop David Fletcher to second baseman Luis Rengifo. J.P. Crawford out at 2nd. Julio Rodriguez to 1st.",0,4,3,74,"bottom",9,"2023-04-05T23:02:17.480Z","2023-04-05T23:03:36.331Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",650671,"José Quijada","/api/v1/people/650671","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Los Angeles Angels","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.5,86.9,6,0.9,0.3951,6.8456,32.6799,-16.2266,5.1187,8.2026,0.3192,2.3032,-5.5697,-138.9143,-4.4881,1.6903,50.001,5.027,9.9495,26.4,3.6,24,2139,141,NA,NA,NA,NA,NA,NA,FALSE,-16.1,14,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718691,"2023-04-05",0,"2023-04-05T23:02:38.036Z","2023-04-05T23:02:41.398Z",TRUE,"pitch","e5e312fa-0e9b-4222-8480-7ab4937050f6",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.2763,1.5251,NA,118.31,128.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Forceout","force_out","Julio Rodriguez grounds into a force out, shortstop David Fletcher to second baseman Luis Rengifo. J.P. Crawford out at 2nd. Julio Rodriguez to 1st.",0,4,3,74,"bottom",9,"2023-04-05T23:02:17.480Z","2023-04-05T23:03:36.331Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",650671,"José Quijada","/api/v1/people/650671","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Los Angeles Angels","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95,86.2,11,0.91,0.3973,6.8376,32.9185,-15.2596,-0.5101,8.8059,-0.0343,4.1017,-4.943,-138.2384,0.0112,1.8489,50.0062,5.1282,-0.9797,8.4,3.6,24,2084,144,NA,NA,NA,NA,NA,NA,FALSE,-14.4,16.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718691,"2023-04-05",4,"2023-04-05T23:01:58.811Z","2023-04-05T23:02:09.822Z",TRUE,"pitch","6bd16599-8955-4ccf-be15-aeb7091e0d04",5,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,2,1,NA,NA,3.34,1.61,NA,127.39,157.41,"ground_ball","medium","9",179.39,125.22,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Single","single","J.P. Crawford singles on a ground ball to right fielder Hunter Renfroe.",0,4,3,73,"bottom",9,"2023-04-05T23:00:32.797Z","2023-04-05T23:02:09.822Z",TRUE,FALSE,FALSE,FALSE,33,1,2,1,641487,"J.P. Crawford","/api/v1/people/641487","L","Left",650671,"José Quijada","/api/v1/people/650671","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Los Angeles Angels","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.7,80,2,0.75,0.4326,6.4965,24.1791,-30.985,-3.576,0.7314,-0.2726,3.0136,-4.7396,-126.3085,1.1694,2.0882,50.0038,5.0242,-5.8136,12,8.4,24,2308,246,101.3,5,145,NA,NA,NA,FALSE,-34.3,1.8,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,641487,"J.P. Crawford","/api/v1/people/641487",NA,NA,NA,NA,NA,NA
718691,"2023-04-05",3,"2023-04-05T23:01:39.332Z","2023-04-05T23:01:42.596Z",TRUE,"pitch","281bbd17-d9b1-4586-80f7-b6ea4cf2c30f",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.34,1.61,NA,127.77,140.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Single","single","J.P. Crawford singles on a ground ball to right fielder Hunter Renfroe.",0,4,3,73,"bottom",9,"2023-04-05T23:00:32.797Z","2023-04-05T23:02:09.822Z",TRUE,FALSE,FALSE,FALSE,33,1,2,1,641487,"J.P. Crawford","/api/v1/people/641487","L","Left",650671,"José Quijada","/api/v1/people/650671","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Los Angeles Angels","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.5,86.8,11,0.91,0.3948,6.778,32.5033,-15.62,4.9168,8.5039,-0.2827,3.6406,-7.1729,-138.9763,-1.1356,1.6986,50.0052,5.0969,9.5747,26.4,3.6,24,2156,143,NA,NA,NA,NA,NA,NA,FALSE,-14.8,15.4,-7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
