"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716514,"2023-09-20",4,"2023-09-20T03:21:23.998Z","2023-09-20T03:21:29.780Z",TRUE,"pitch","ad595698-da8e-485a-ae15-4804eb6ef67c",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,3,2,NA,NA,3.3258,1.7042,NA,128.44,189.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Yordan Alvarez called out on strikes.",0,9,5,79,"bottom",9,"2023-09-20T03:20:49.887Z","2023-09-20T03:21:29.780Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,670541,"Yordan Alvarez","/api/v1/people/670541","L","Left",672335,"Cionel Pérez","/api/v1/people/672335","L","Left","vs_LHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.5,89.3,7,0.91,0.3841,5.9383,36.1079,-16.8325,9.369,7.4686,-0.3001,1.8223,-6.6331,-143.1288,-7.2177,0.842,50.0033,5.4504,19.2454,43.2,4.8,24,2232,150,NA,NA,NA,NA,NA,NA,TRUE,-16.4,12,-15.5,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716514,"2023-09-20",3,"2023-09-20T03:21:07.160Z","2023-09-20T03:21:11.372Z",TRUE,"pitch","db98e904-5f73-4d57-aba1-a4586da4c8da",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.3539,1.6756,NA,118.87,176.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Yordan Alvarez called out on strikes.",0,9,5,79,"bottom",9,"2023-09-20T03:20:49.887Z","2023-09-20T03:21:29.780Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,670541,"Yordan Alvarez","/api/v1/people/670541","L","Left",672335,"Cionel Pérez","/api/v1/people/672335","L","Left","vs_LHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.6,89.3,5,0.91,0.3836,6.0649,36.3679,-16.1089,9.736,7.8017,-0.049,2.3177,-6.7105,-143.3494,-6.0198,1.0699,50.0043,5.4688,20.0524,46.8,4.8,24,2221,149,NA,NA,NA,NA,NA,NA,FALSE,-15.5,13,-16.1,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716514,"2023-09-20",2,"2023-09-20T03:20:52.151Z","2023-09-20T03:20:55.703Z",TRUE,"pitch","e845379f-9c51-4753-bef9-eec0fabc93c7",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.4383,1.7327,NA,126.66,166.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Yordan Alvarez called out on strikes.",0,9,5,79,"bottom",9,"2023-09-20T03:20:49.887Z","2023-09-20T03:21:29.780Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,670541,"Yordan Alvarez","/api/v1/people/670541","L","Left",672335,"Cionel Pérez","/api/v1/people/672335","L","Left","vs_LHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.2,87.7,5,0.91,0.3899,6.0552,36.593,-19.3014,9.9051,6.4631,-0.2534,2.6911,-6.7948,-141.2633,-4.6055,0.9145,50.0005,5.6088,19.7218,40.8,6,24,2249,156,NA,NA,NA,NA,NA,NA,FALSE,-18.6,10.8,-16.3,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716514,"2023-09-20",0,"2023-09-20T03:17:44.613Z","2023-09-20T03:18:36.642Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",9,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Yordan Alvarez called out on strikes.",0,9,5,79,"bottom",9,"2023-09-20T03:20:49.887Z","2023-09-20T03:21:29.780Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,670541,"Yordan Alvarez","/api/v1/people/670541","L","Left",672335,"Cionel Pérez","/api/v1/people/672335","L","Left","vs_LHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716514,"2023-09-20",1,"2023-09-20T03:18:36.642Z","2023-09-20T03:20:52.151Z",FALSE,"action",NA,NA,"Pitching Change: Cionel Perez replaces Yennier Cano.","Pitching Substitution",9,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,672335,"/api/v1/people/672335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"79","atBat","Strikeout","strikeout","Yordan Alvarez called out on strikes.",0,9,5,79,"bottom",9,"2023-09-20T03:20:49.887Z","2023-09-20T03:21:29.780Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,670541,"Yordan Alvarez","/api/v1/people/670541","L","Left",672335,"Cionel Pérez","/api/v1/people/672335","L","Left","vs_LHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716514,"2023-09-20",6,"2023-09-20T03:17:16.555Z","2023-09-20T03:17:21.380Z",TRUE,"pitch","f6bcef06-c6a7-4d66-97e6-b201397df6af",6,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",4,2,2,NA,NA,2.8178,1.3329,NA,101.78,220.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Walk","walk","Alex Bregman walks.",0,9,5,78,"bottom",9,"2023-09-20T03:15:16.468Z","2023-09-20T03:17:21.380Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,608324,"Alex Bregman","/api/v1/people/608324","R","Right",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.3,88.6,14,0.91,0.3895,6.3764,34.653,-34.6242,-12.2542,-1.2227,0.3994,0.6919,11.8698,-141.0687,-5.9287,-2.2882,50.0067,5.0766,-24.4929,31.2,8.4,24,2119,258,NA,NA,NA,NA,NA,NA,FALSE,-32.8,-3.4,19.6,NA,NA,NA,FALSE,FALSE,514888,"Jose Altuve","/api/v1/people/514888",608324,"Alex Bregman","/api/v1/people/608324",NA,NA,NA
716514,"2023-09-20",5,"2023-09-20T03:16:56.329Z","2023-09-20T03:16:59.784Z",TRUE,"pitch","0dc2090b-3009-4856-ad55-c52f2bb801cd",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,2,NA,NA,2.7895,1.3615,NA,125.03,183.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Walk","walk","Alex Bregman walks.",0,9,5,78,"bottom",9,"2023-09-20T03:15:16.468Z","2023-09-20T03:17:21.380Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,608324,"Alex Bregman","/api/v1/people/608324","R","Right",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.7,88.1,5,0.9,0.3908,6.1659,33.9169,-34.5843,-11.3141,-1.2143,-0.2107,2.0657,9.5764,-140.5203,-2.5545,-2.2047,50.0032,5.2493,-22.4694,30,8.4,24,2119,256,NA,NA,NA,NA,NA,NA,FALSE,-32,-2.5,18.4,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716514,"2023-09-20",4,"2023-09-20T03:16:34.501Z","2023-09-20T03:16:39.377Z",TRUE,"pitch","90a2c326-f998-4f02-a804-a09fedbcf414",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,2.8461,1.3329,NA,104.23,204.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Walk","walk","Alex Bregman walks.",0,9,5,78,"bottom",9,"2023-09-20T03:15:16.468Z","2023-09-20T03:17:21.380Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,608324,"Alex Bregman","/api/v1/people/608324","R","Right",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.9,87.9,9,0.9,0.3916,6.2563,35.5837,-36.0177,-11.4637,-1.9401,0.3351,1.2681,11.0388,-140.5462,-4.3541,-2.1781,50.0066,5.2095,-22.651,28.8,8.4,24,2171,270,NA,NA,NA,NA,NA,NA,FALSE,-34,-4.3,18.1,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716514,"2023-09-20",3,"2023-09-20T03:16:15.565Z","2023-09-20T03:16:21.154Z",TRUE,"pitch","276e3101-6fae-4c46-8d13-48660f57fd17",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,2.9027,1.3615,NA,144.7,167.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Walk","walk","Alex Bregman walks.",0,9,5,78,"bottom",9,"2023-09-20T03:15:16.468Z","2023-09-20T03:17:21.380Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,608324,"Alex Bregman","/api/v1/people/608324","R","Right",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.8,87.8,1,0.9,0.3908,6.0063,34.9754,-36.4594,-10.9155,-2.1606,-0.7266,2.625,8.0214,-140.694,-1.0871,-2.2113,50.0029,5.4013,-21.6591,28.8,8.4,24,2091,260,NA,NA,NA,NA,NA,NA,FALSE,-33.5,-4,17.9,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716514,"2023-09-20",1,"2023-09-20T03:15:38.974Z","2023-09-20T03:15:48.586Z",TRUE,"pitch","fdd4c777-76ed-4088-a98b-95ca8bf427bc",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,2.9309,1.3901,NA,105.17,230.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Walk","walk","Alex Bregman walks.",0,9,5,78,"bottom",9,"2023-09-20T03:15:16.468Z","2023-09-20T03:17:21.380Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,608324,"Alex Bregman","/api/v1/people/608324","R","Right",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Baltimore Orioles",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.6,80.2,14,0.9,0.4292,5.8442,32.1486,-36.0747,2.1918,-2.3742,0.3103,0.291,6.2974,-128.7119,-4.1491,-2.4747,50.0049,4.7842,3.5969,7.2,9.6,24,2454,44,NA,NA,NA,NA,NA,NA,FALSE,-40.7,-5.2,-5.6,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
