"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
746722,"2024-04-23",4,"2024-04-24T01:15:57.655Z","2024-04-24T01:16:03.341Z",TRUE,"pitch","c7796d58-10f8-40b2-9842-781f543e2ed0",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.34,1.58,NA,127.37,163.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Kyle Schwarber strikes out swinging.",0,1,8,75,"top",9,"2024-04-24T01:14:37.969Z","2024-04-24T01:16:03.341Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,656941,"Kyle Schwarber","/api/v1/people/656941","L","Left",594580,"Sam Moll","/api/v1/people/594580","L","Left","vs_LHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Cincinnati Reds","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.7,84.9,5,0.9,0.4059,4.9332,28.4869,-19.2487,5.6303,7.006,-0.2721,2.7734,-7.4595,-134.7785,-2.6836,1.7962,50.0042,5.1368,10.3901,24,4.8,24,2569,123,NA,NA,NA,NA,NA,NA,TRUE,-19.4,12.4,-8.6,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746722,"2024-04-23",3,"2024-04-24T01:15:30.550Z","2024-04-24T01:15:34.513Z",TRUE,"pitch","c1637508-6214-48fb-88bb-3d5bf1011846",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.34,1.58,NA,129.56,168.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Kyle Schwarber strikes out swinging.",0,1,8,75,"top",9,"2024-04-24T01:14:37.969Z","2024-04-24T01:16:03.341Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,656941,"Kyle Schwarber","/api/v1/people/656941","L","Left",594580,"Sam Moll","/api/v1/people/594580","L","Left","vs_LHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Cincinnati Reds","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.3,82.4,4,0.78,0.4182,4.8092,28.8884,-36.3563,10.2324,-2.4058,-0.3294,2.6177,-8.8346,-131.2003,0.6713,1.7593,50.0057,5.0774,17.7641,24,9.6,24,2201,116,NA,NA,NA,NA,NA,NA,FALSE,-37.7,-4,-16.4,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746722,"2024-04-23",2,"2024-04-24T01:15:11.345Z","2024-04-24T01:15:16.688Z",TRUE,"pitch","dbcf64e0-257b-45d6-858f-a8a44074e770",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.3894,1.6305,NA,135.03,200.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Kyle Schwarber strikes out swinging.",0,1,8,75,"top",9,"2024-04-24T01:14:37.969Z","2024-04-24T01:16:03.341Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,656941,"Kyle Schwarber","/api/v1/people/656941","L","Left",594580,"Sam Moll","/api/v1/people/594580","L","Left","vs_LHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Cincinnati Reds","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.3,85.2,13,0.9,0.4048,4.7348,30.6605,-32.2931,11.4499,-0.0596,-0.473,1.4076,-9.4274,-135.5107,-3.6296,1.5699,50.006,5.0296,21.2176,30,8.4,24,2316,156,NA,NA,NA,NA,NA,NA,FALSE,-32.4,-0.7,-18.6,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746722,"2024-04-23",1,"2024-04-24T01:14:54.887Z","2024-04-24T01:14:59.509Z",TRUE,"pitch","cc3b0a7b-b076-4eeb-a18c-c891d12daf24",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.2346,1.6305,NA,91.05,166.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Kyle Schwarber strikes out swinging.",0,1,8,75,"top",9,"2024-04-24T01:14:37.969Z","2024-04-24T01:16:03.341Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,656941,"Kyle Schwarber","/api/v1/people/656941","L","Left",594580,"Sam Moll","/api/v1/people/594580","L","Left","vs_LHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Cincinnati Reds","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",78.3,71.7,6,0.91,0.4813,4.7147,21.6357,-31.7894,-7.6742,0.2991,0.6808,2.661,-1.6915,-113.9549,1.9143,2.4305,50.0056,4.9584,-10.0589,18,10.8,24,2819,296,NA,NA,NA,NA,NA,NA,FALSE,-43.3,1.3,14.3,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746722,"2024-04-23",0,"2024-04-24T01:14:38.370Z","2024-04-24T01:14:43.159Z",TRUE,"pitch","6d809aa2-fae5-48fe-a5d6-b563974c183f",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.441,1.6829,NA,157.42,177.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Kyle Schwarber strikes out swinging.",0,1,8,75,"top",9,"2024-04-24T01:14:37.969Z","2024-04-24T01:16:03.341Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,656941,"Kyle Schwarber","/api/v1/people/656941","L","Left",594580,"Sam Moll","/api/v1/people/594580","L","Left","vs_LHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Cincinnati Reds","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.2,84.7,13,0.9,0.4082,4.9082,27.6718,-18.7774,6.0161,7.3389,-1.2274,1.8156,-9.6259,-133.9387,-4.7403,1.6238,50.0026,4.9425,10.9821,25.2,4.8,24,2578,122,NA,NA,NA,NA,NA,NA,FALSE,-19.7,12.5,-8.9,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746722,"2024-04-23",0,"2024-04-24T01:11:44.422Z","2024-04-24T01:11:52.672Z",TRUE,"pitch","0eea4fa0-e54a-4d2e-b114-b0fc2d6be03f",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,2,NA,NA,3.34,1.64,NA,126.3,158.8,"ground_ball","medium","5",108.42,161.77,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Single","single","Phillies challenged (play at 1st), call on the field was overturned: Johan Rojas singles on a ground ball to third baseman Jeimer Candelario. Whit Merrifield to 2nd.",0,1,8,74,"top",9,"2024-04-24T01:11:44.422Z","2024-04-24T01:11:52.672Z",TRUE,FALSE,TRUE,FALSE,33,0,0,2,679032,"Johan Rojas","/api/v1/people/679032","R","Right",594580,"Sam Moll","/api/v1/people/594580","L","Left","vs_LHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Cincinnati Reds","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.6,84.1,3,0.9,0.41,4.6591,27.1151,-19.4566,7.0191,7.026,0.3199,3.3035,-6.6917,-133.2927,-1.1427,1.9441,50.001,5.1349,12.7016,30,4.8,24,2541,121,83.9,-47,4,NA,NA,NA,FALSE,-19.7,12.7,-11.4,NA,NA,NA,FALSE,TRUE,593160,"Whit Merrifield","/api/v1/people/593160",679032,"Johan Rojas","/api/v1/people/679032",NA,NA,NA,TRUE,FALSE,"MF",143
746722,"2024-04-23",1,"2024-04-24T01:11:12.760Z","2024-04-24T01:11:22.382Z",TRUE,"pitch","4195db4b-21c7-4b36-87de-253d3e66ec29",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.33,1.57,NA,133.75,165.87,"popup","medium","3",155.69,191.47,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Pop Out","field_out","Edmundo Sosa pops out to first baseman Christian Encarnacion-Strand in foul territory.",0,1,8,73,"top",9,"2024-04-24T01:10:48.992Z","2024-04-24T01:11:22.382Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,624641,"Edmundo Sosa","/api/v1/people/624641","R","Right",594580,"Sam Moll","/api/v1/people/594580","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Cincinnati Reds","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.6,84.7,4,0.9,0.4071,4.8434,28.9259,-19.3912,8.3134,6.9735,-0.6094,2.1993,-9.5097,-134.4968,-3.7332,1.8906,50.0047,4.979,15.2459,33.6,4.8,24,2558,115,63.6,74,92,NA,NA,NA,TRUE,-20,12,-13.1,NA,NA,NA,TRUE,TRUE,NA,NA,NA,593160,"Whit Merrifield","/api/v1/people/593160",NA,NA,NA,NA,NA,NA,NA
746722,"2024-04-23",0,"2024-04-24T01:10:51.052Z","2024-04-24T01:10:56.827Z",TRUE,"pitch","db11d5da-0ae5-403c-8590-2349cf153e13",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.33,1.57,NA,127.91,193.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Pop Out","field_out","Edmundo Sosa pops out to first baseman Christian Encarnacion-Strand in foul territory.",0,1,8,73,"top",9,"2024-04-24T01:10:48.992Z","2024-04-24T01:11:22.382Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,624641,"Edmundo Sosa","/api/v1/people/624641","R","Right",594580,"Sam Moll","/api/v1/people/594580","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Cincinnati Reds","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.4,83.4,7,0.87,0.4133,4.6798,29.8516,-33.6285,11.6475,-0.8201,-0.2862,1.6687,-9.4868,-132.7964,-2.2408,1.8286,50.003,4.9827,20.6927,28.8,8.4,24,2252,118,NA,NA,NA,NA,NA,NA,FALSE,-34.8,-1.8,-18.8,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746722,"2024-04-23",4,"2024-04-24T01:10:25.268Z","2024-04-24T01:10:29.569Z",TRUE,"pitch","79035dda-364a-440a-831d-3657696bd553",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,0,NA,NA,3.53,1.62,NA,158.48,190.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Cristian Pache strikes out swinging.",0,1,8,72,"top",9,"2024-04-24T01:09:06.589Z","2024-04-24T01:10:29.569Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,665506,"Cristian Pache","/api/v1/people/665506","R","Right",594580,"Sam Moll","/api/v1/people/594580","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Cincinnati Reds","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",79.3,73.1,13,0.91,0.4748,4.9799,22.0222,-33.5924,-7.807,-1.0508,-1.0882,1.7764,-5.3008,-115.4661,0.2291,2.2537,50.0038,4.915,-10.5145,19.2,10.8,24,2808,304,NA,NA,NA,NA,NA,NA,TRUE,-45.1,-1.6,15.5,NA,NA,NA,TRUE,TRUE,NA,NA,NA,593160,"Whit Merrifield","/api/v1/people/593160",NA,NA,NA,NA,NA,NA,NA
746722,"2024-04-23",3,"2024-04-24T01:10:10.023Z","2024-04-24T01:10:16.905Z",TRUE,"pitch","9da2e3fe-98ca-4d04-8a9c-e53deeb92860",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.3733,1.6704,NA,174.09,170.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Cristian Pache strikes out swinging.",0,1,8,72,"top",9,"2024-04-24T01:09:06.589Z","2024-04-24T01:10:29.569Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,665506,"Cristian Pache","/api/v1/people/665506","R","Right",594580,"Sam Moll","/api/v1/people/594580","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Cincinnati Reds","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.3,84.8,11,0.9,0.4075,5.11,27.3472,-19.3912,5.4618,6.9755,-1.4978,2.5235,-10.5274,-134.1083,-2.9076,1.7581,50.0029,4.9952,10.0102,21.6,4.8,24,2475,108,NA,NA,NA,NA,NA,NA,FALSE,-19.8,12.2,-7.8,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
