"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
716677,"2023-09-08",3,"2023-09-09T01:52:34.571Z","2023-09-09T01:52:39.656Z",TRUE,"pitch","a62825e2-7f62-472a-a585-e66fe5841486",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.45,1.65,NA,118.03,171.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Strikeout","strikeout","Nick Martini strikes out swinging.",0,9,4,83,"bottom",9,"2023-09-09T01:51:25.701Z","2023-09-09T01:52:39.656Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,605361,"Nick Martini","/api/v1/people/605361","L","Left",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","St. Louis Cardinals","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.1,81.3,5,0.9,0.4262,6.537,25.7286,-32.2577,1.6615,-0.052,-0.027,2.5046,1.0108,-128.344,-2.3246,-0.6413,50.0006,5.9259,2.7807,4.8,8.4,24,2308,97,NA,NA,NA,NA,NA,NA,TRUE,-35.4,-0.4,-3.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716677,"2023-09-08",2,"2023-09-09T01:52:06.231Z","2023-09-09T01:52:10.920Z",TRUE,"pitch","9c2d601d-4989-48b2-a37a-9e2f6c0013a1",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.45,1.65,NA,101.86,165.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Strikeout","strikeout","Nick Martini strikes out swinging.",0,9,4,83,"bottom",9,"2023-09-09T01:51:25.701Z","2023-09-09T01:52:39.656Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,605361,"Nick Martini","/api/v1/people/605361","L","Left",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","St. Louis Cardinals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.4,91.2,6,0.9,0.3779,6.5844,32.2406,-8.9001,-3.4632,10.9282,0.3973,2.7259,3.8631,-144.6735,-7.212,-0.5023,50.0044,5.7894,-7.377,32.4,2.4,24,2572,204,NA,NA,NA,NA,NA,NA,FALSE,-9,18.6,5.5,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716677,"2023-09-08",1,"2023-09-09T01:51:47.710Z","2023-09-09T01:51:51.245Z",TRUE,"pitch","e73682cb-8089-4c99-80db-04128bea503e",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.3198,1.5707,NA,159.31,117.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Strikeout","strikeout","Nick Martini strikes out swinging.",0,9,4,83,"bottom",9,"2023-09-09T01:51:25.701Z","2023-09-09T01:52:39.656Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,605361,"Nick Martini","/api/v1/people/605361","L","Left",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","St. Louis Cardinals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.7,92.3,11,0.9,0.3727,6.3871,33.2919,-10.0534,-3.0361,10.105,-1.11,4.4766,-0.4556,-146.7115,-2.6726,-0.5581,50.0061,5.9948,-6.6486,32.4,2.4,24,2641,195,NA,NA,NA,NA,NA,NA,FALSE,-8.9,18,5.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716677,"2023-09-08",0,"2023-09-09T01:51:30.551Z","2023-09-09T01:51:33.963Z",TRUE,"pitch","03b6c106-b327-457d-bf40-feb798558053",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.45,1.65,NA,122.04,148.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Strikeout","strikeout","Nick Martini strikes out swinging.",0,9,4,83,"bottom",9,"2023-09-09T01:51:25.701Z","2023-09-09T01:52:39.656Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,605361,"Nick Martini","/api/v1/people/605361","L","Left",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","St. Louis Cardinals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.1,91.7,2,0.9,0.3752,6.5829,33.2796,-8.6267,-4.7265,10.9029,-0.1323,3.3516,2.9486,-145.7967,-5.65,-0.5411,50.0009,5.8313,-10.2058,44.4,2.4,24,2629,206,NA,NA,NA,NA,NA,NA,FALSE,-8.3,18.8,8,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716677,"2023-09-08",1,"2023-09-09T01:50:50.622Z","2023-09-09T01:51:01.077Z",TRUE,"pitch","db43e8d3-528d-4403-bcbf-b913a8796d9c",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,1,NA,NA,3.25,1.49,NA,82.21,167.35,"fly_ball","medium","9",204.15,98.07,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Flyout","field_out","Christian Encarnacion-Strand flies out to right fielder Jordan Walker.",0,9,4,82,"bottom",9,"2023-09-09T01:50:31.603Z","2023-09-09T01:51:01.077Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,687952,"Christian Encarnacion-Strand","/api/v1/people/687952","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","St. Louis Cardinals","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.7,91,12,0.9,0.378,6.5306,34.6674,-10.566,-3.3213,10.1671,0.9128,2.6456,4.4042,-145.0274,-7.5233,-0.1956,50.0003,5.9215,-7.0574,26.4,2.4,24,2501,195,96.7,41,316,NA,NA,NA,TRUE,-10.6,17,5.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716677,"2023-09-08",0,"2023-09-09T01:50:32.702Z","2023-09-09T01:50:37.303Z",TRUE,"pitch","cf8d969b-02f0-4e91-a195-982435b40971",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.0148,1.3309,NA,107.28,228.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Flyout","field_out","Christian Encarnacion-Strand flies out to right fielder Jordan Walker.",0,9,4,82,"bottom",9,"2023-09-09T01:50:31.603Z","2023-09-09T01:51:01.077Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,687952,"Christian Encarnacion-Strand","/api/v1/people/687952","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","St. Louis Cardinals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.4,92.3,14,0.9,0.3754,6.6121,32.782,-6.7677,-2.343,11.7693,0.2551,0.3773,2.1485,-145.6694,-14.4846,-0.1859,50.0062,5.8128,-5.059,25.2,2.4,24,2662,196,NA,NA,NA,NA,NA,NA,FALSE,-8.4,18.7,3.8,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716677,"2023-09-08",6,"2023-09-09T01:50:01.234Z","2023-09-09T01:50:06.820Z",TRUE,"pitch","e41d8010-7036-4ba6-a040-8bdca5bbce5b",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,0,NA,NA,3.0933,1.4176,NA,90.6,188.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Strikeout","strikeout","Tyler Stephenson called out on strikes.",0,9,4,81,"bottom",9,"2023-09-09T01:48:25.873Z","2023-09-09T01:50:06.820Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,663886,"Tyler Stephenson","/api/v1/people/663886","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","St. Louis Cardinals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.7,83.8,9,0.9,0.4141,6.4575,27.029,-30.2896,0.5256,1.0655,0.6926,1.859,2.7977,-132.0643,-4.8476,-0.4471,50.0063,5.9356,0.9319,2.4,7.2,24,2538,128,NA,NA,NA,NA,NA,NA,TRUE,-32,1.1,-1.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716677,"2023-09-08",5,"2023-09-09T01:49:36.614Z","2023-09-09T01:49:40.768Z",TRUE,"pitch","ea85f825-9505-4676-9cf4-2523d1f50aec",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.25,1.55,NA,96.22,175.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Strikeout","strikeout","Tyler Stephenson called out on strikes.",0,9,4,81,"bottom",9,"2023-09-09T01:48:25.873Z","2023-09-09T01:50:06.820Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,663886,"Tyler Stephenson","/api/v1/people/663886","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","St. Louis Cardinals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",102.5,93.9,6,0.9,0.3671,6.5519,34.4863,-7.059,-2.8009,11.1258,0.5451,2.3413,3.4664,-148.9923,-9.2828,-0.2673,50.0002,5.8987,-6.3212,31.2,2.4,24,2629,201,NA,NA,NA,NA,NA,NA,FALSE,-7.4,18.6,4.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716677,"2023-09-08",3,"2023-09-09T01:49:05.284Z","2023-09-09T01:49:08.885Z",TRUE,"pitch","a5aae628-f8e9-4612-aff6-b7eae81f8e4d",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.25,1.55,NA,152.01,186.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Strikeout","strikeout","Tyler Stephenson called out on strikes.",0,9,4,81,"bottom",9,"2023-09-09T01:48:25.873Z","2023-09-09T01:50:06.820Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,663886,"Tyler Stephenson","/api/v1/people/663886","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","St. Louis Cardinals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.2,92.3,13,0.9,0.3748,6.6115,32.0164,-10.4287,-4.1861,10.0361,-0.9184,1.9407,0.6129,-145.7482,-9.4379,-0.5864,50.0024,5.8376,-9.068,36,2.4,24,2571,205,NA,NA,NA,NA,NA,NA,FALSE,-10.4,16.7,7.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716677,"2023-09-08",2,"2023-09-09T01:48:44.835Z","2023-09-09T01:48:49.500Z",TRUE,"pitch","faecd919-10bc-4e46-85ef-712375361ba8",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.0933,1.4176,NA,60.64,219.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Strikeout","strikeout","Tyler Stephenson called out on strikes.",0,9,4,81,"bottom",9,"2023-09-09T01:48:25.873Z","2023-09-09T01:50:06.820Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,663886,"Tyler Stephenson","/api/v1/people/663886","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","St. Louis Cardinals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90,83.1,14,0.9,0.4183,6.7177,26.9668,-24.9199,2.7349,4.1773,1.4786,0.6961,4.2933,-130.8177,-8.4966,-0.5377,50.0054,5.8473,4.7518,12,6,24,2483,181,NA,NA,NA,NA,NA,NA,FALSE,-27.8,5.9,-5.9,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
