"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718292,"2023-05-06",5,"2023-05-06T03:23:13.537Z","2023-05-06T03:23:18.526Z",TRUE,"pitch","4048fa42-99e9-4a75-87c2-c1f0de731c9b",4,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",1,3,2,NA,NA,3.37,1.63,NA,116.58,214.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Strikeout","strikeout","Dylan Carlson strikes out swinging.",0,5,4,81,"bottom",9,"2023-05-06T03:21:13.401Z","2023-05-06T03:23:18.526Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,666185,"Dylan Carlson","/api/v1/people/666185","L","Left",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_LHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Detroit Tigers",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",87,80.8,14,2,0.4315,6.6895,24.0288,-32.6742,-0.7609,-0.3102,0.011,0.9026,6.5293,-126.5646,-4.6526,-2.495,50.0007,5.3596,-1.245,0,8.4,24,2260,33,NA,NA,NA,NA,NA,NA,TRUE,-37.3,-1.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718292,"2023-05-06",4,"2023-05-06T03:22:52.708Z","2023-05-06T03:22:57.146Z",TRUE,"pitch","f9e50a75-c235-480f-b777-df29f225f480",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.2723,1.6295,NA,114.5,204.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Strikeout","strikeout","Dylan Carlson strikes out swinging.",0,5,4,81,"bottom",9,"2023-05-06T03:21:13.401Z","2023-05-06T03:23:18.526Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,666185,"Dylan Carlson","/api/v1/people/666185","L","Left",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_LHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Detroit Tigers",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",87.3,81.2,14,2,0.4294,6.585,23.8248,-34.725,0.1718,-1.5461,0.0657,1.2873,6.2439,-127.1222,-3.8826,-2.4352,50.0031,5.5645,0.2821,2.4,8.4,24,2259,33,NA,NA,NA,NA,NA,NA,FALSE,-39,-3.4,-1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718292,"2023-05-06",3,"2023-05-06T03:22:34.696Z","2023-05-06T03:22:38.982Z",TRUE,"pitch","c7fbc4af-10a3-4b5d-bfe0-00d11ed8c761",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.37,1.63,NA,137.27,203.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Strikeout","strikeout","Dylan Carlson strikes out swinging.",0,5,4,81,"bottom",9,"2023-05-06T03:21:13.401Z","2023-05-06T03:23:18.526Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,666185,"Dylan Carlson","/api/v1/people/666185","L","Left",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_LHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Detroit Tigers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89,82,13,0.92,0.4227,6.6804,26.3614,-29.9724,-9.2853,1.2919,-0.5318,1.2986,7.4226,-129.4601,-4.9019,-2.226,50.003,5.5038,-15.803,25.2,8.4,24,1394,244,NA,NA,NA,NA,NA,NA,FALSE,-33,1.4,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718292,"2023-05-06",0,"2023-05-06T03:21:21.500Z","2023-05-06T03:21:26.103Z",TRUE,"pitch","37c6cdc8-7637-4773-8774-401e944a478b",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.5158,1.6535,NA,141.18,199.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Strikeout","strikeout","Dylan Carlson strikes out swinging.",0,5,4,81,"bottom",9,"2023-05-06T03:21:13.401Z","2023-05-06T03:23:18.526Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,666185,"Dylan Carlson","/api/v1/people/666185","L","Left",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_LHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Detroit Tigers",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",87.2,81.2,13,2,0.4292,6.6458,23.1898,-33.4576,0.2496,-0.7749,-0.6343,1.4631,4.5913,-127.0597,-3.5318,-2.4885,50.0048,5.4976,0.4118,2.4,8.4,24,2165,37,NA,NA,NA,NA,NA,NA,FALSE,-37.4,-1.9,-1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718292,"2023-05-06",1,"2023-05-06T03:21:53.308Z","2023-05-06T03:22:22.823Z",FALSE,"action",NA,NA,"Cardinals manager Oliver Marmol ejected by HP umpire Junior Valentine.","Ejection",5,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,1,2,458538,"/api/v1/people/458538",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ejection",NA,NA,NA,NA,NA,NA,"81","atBat","Strikeout","strikeout","Dylan Carlson strikes out swinging.",0,5,4,81,"bottom",9,"2023-05-06T03:21:13.401Z","2023-05-06T03:23:18.526Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,666185,"Dylan Carlson","/api/v1/people/666185","L","Left",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_LHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Detroit Tigers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,608093,"/api/v1/people/608093",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718292,"2023-05-06",2,"2023-05-06T03:22:22.823Z","2023-05-06T03:22:34.696Z",FALSE,"action",NA,NA,"Cardinals bench coach Joe McEwing ejected by HP umpire Junior Valentine.","Ejection",5,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,1,2,136607,"/api/v1/people/136607",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ejection",NA,NA,NA,NA,NA,NA,"81","atBat","Strikeout","strikeout","Dylan Carlson strikes out swinging.",0,5,4,81,"bottom",9,"2023-05-06T03:21:13.401Z","2023-05-06T03:23:18.526Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,666185,"Dylan Carlson","/api/v1/people/666185","L","Left",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_LHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Detroit Tigers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,608093,"/api/v1/people/608093",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718292,"2023-05-06",6,"2023-05-06T03:20:49.136Z","2023-05-06T03:20:55.922Z",TRUE,"pitch","0d299868-b537-4848-83ae-ed709816bdfb",7,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",2,3,1,NA,NA,3.37,1.68,NA,78.78,220.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","Nolan Arenado strikes out swinging.",0,5,4,80,"bottom",9,"2023-05-06T03:18:10.676Z","2023-05-06T03:20:55.922Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,571448,"Nolan Arenado","/api/v1/people/571448","R","Right",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_RHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Detroit Tigers","true",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",87.9,81.4,14,2,0.4283,6.5749,25.3554,-33.8937,-0.9271,-1.0369,1.0028,0.6621,8.2927,-127.6985,-5.3746,-2.161,50.0033,5.4486,-1.5378,0,8.4,24,2252,26,NA,NA,NA,NA,NA,NA,TRUE,-38.3,-2.9,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,502671,"Paul Goldschmidt","/api/v1/people/502671",NA,NA,NA,NA,NA,NA
718292,"2023-05-06",5,"2023-05-06T03:20:20.782Z","2023-05-06T03:20:25.335Z",TRUE,"pitch","858aa080-51ad-4c19-b9e3-825cd4f384b6",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.37,1.68,NA,117.9,199.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","Nolan Arenado strikes out swinging.",0,5,4,80,"bottom",9,"2023-05-06T03:18:10.676Z","2023-05-06T03:20:55.922Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,571448,"Nolan Arenado","/api/v1/people/571448","R","Right",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_RHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Detroit Tigers","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",87.7,81.3,13,2,0.4283,6.5919,25.1059,-36.4849,0.6273,-2.5994,-0.0235,1.4671,5.053,-127.6599,-3.4909,-2.1062,50.0044,5.7104,1.0389,2.4,9.6,24,2342,34,NA,NA,NA,NA,NA,NA,FALSE,-40.7,-5.3,-2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718292,"2023-05-06",4,"2023-05-06T03:19:57.849Z","2023-05-06T03:20:02.869Z",TRUE,"pitch","717facfe-de10-4cf2-afe7-26579f7249ee",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.37,1.68,NA,65.03,193.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","Nolan Arenado strikes out swinging.",0,5,4,80,"bottom",9,"2023-05-06T03:18:10.676Z","2023-05-06T03:20:55.922Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,571448,"Nolan Arenado","/api/v1/people/571448","R","Right",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_RHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Detroit Tigers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.5,87.6,14,2,0.393,6.7122,33.4528,-17.224,-8.1203,7.6097,1.3635,1.6841,12.2188,-139.7453,-7.2741,-2.0242,50.0042,5.4661,-15.956,34.8,4.8,24,2142,226,NA,NA,NA,NA,NA,NA,FALSE,-17.5,12.2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718292,"2023-05-06",3,"2023-05-06T03:19:24.217Z","2023-05-06T03:19:28.908Z",TRUE,"pitch","a2466e2d-c5bf-46cc-8558-5919cef854a8",4,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,2,1,NA,NA,3.1017,1.5573,NA,84.91,239.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","Nolan Arenado strikes out swinging.",0,5,4,80,"bottom",9,"2023-05-06T03:18:10.676Z","2023-05-06T03:20:55.922Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,571448,"Nolan Arenado","/api/v1/people/571448","R","Right",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_RHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Detroit Tigers","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",87.9,82.4,14,2,0.4263,6.7478,22.4884,-32.6143,-0.577,-0.2655,0.842,-0.0298,8.2601,-127.7362,-7.2988,-2.3374,50.0017,5.3778,-0.9701,0,8.4,24,2388,22,NA,NA,NA,NA,NA,NA,FALSE,-36.8,-1.7,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
