"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717835,"2023-06-09",3,"2023-06-10T02:05:56.766Z","2023-06-10T02:06:06.668Z",TRUE,"pitch","f79ac9fe-eaa2-478d-b473-8829992a8660",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,2,NA,NA,3.35,1.6,NA,150.99,161.72,"popup","medium","4",138.19,165.95,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Pop Out","field_out","Santiago Espinal pops out to second baseman Willi Castro.",0,3,2,79,"bottom",10,"2023-06-10T02:04:45.674Z","2023-06-10T02:06:06.668Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,669289,"Santiago Espinal","/api/v1/people/669289","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Minnesota Twins","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",98.1,89.9,11,2,0.3834,6.6445,32.7678,-25.2341,-5.9626,3.3606,-0.8918,2.8542,5.4108,-142.8202,-4.2273,-2.0358,50.0065,5.9399,-12.3257,22.8,6,24,1652,217,82.7,69,107,NA,NA,NA,TRUE,-22.9,5.4,9.7,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717835,"2023-06-09",2,"2023-06-10T02:05:33.558Z","2023-06-10T02:05:36.961Z",TRUE,"pitch","4b981d83-468e-4dda-9347-9cb2680595b5",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.2449,1.5567,NA,72.2,179.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Pop Out","field_out","Santiago Espinal pops out to second baseman Willi Castro.",0,3,2,79,"bottom",10,"2023-06-10T02:04:45.674Z","2023-06-10T02:06:06.668Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,669289,"Santiago Espinal","/api/v1/people/669289","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Minnesota Twins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",101.8,92.9,14,2,0.3711,7.0268,35.1076,-11.3735,-7.3089,9.4269,1.1754,2.2069,11.088,-147.5996,-8.5686,-1.6802,50.0018,5.8171,-16.1267,45.6,3.6,24,2209,218,NA,NA,NA,NA,NA,NA,FALSE,-11.2,15.5,11,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717835,"2023-06-09",1,"2023-06-10T02:05:09.460Z","2023-06-10T02:05:12.686Z",TRUE,"pitch","75bebadb-55c3-469c-8835-0553bb91dc55",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.35,1.6,NA,106.16,162.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Pop Out","field_out","Santiago Espinal pops out to second baseman Willi Castro.",0,3,2,79,"bottom",10,"2023-06-10T02:04:45.674Z","2023-06-10T02:06:06.668Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,669289,"Santiago Espinal","/api/v1/people/669289","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Minnesota Twins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",101.8,92.1,3,2,0.3719,7.1608,38.1917,-9.8288,-7.174,10.1963,0.2845,2.8169,9.1844,-147.7719,-7.078,-1.9451,50.0031,5.8342,-15.7229,49.2,3.6,24,2165,213,NA,NA,NA,NA,NA,NA,FALSE,-9.7,17,11,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717835,"2023-06-09",0,"2023-06-10T02:04:50.331Z","2023-06-10T02:04:53.571Z",TRUE,"pitch","bbf17f68-31e8-4136-b413-20228d6ca5d9",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.2449,1.5992,NA,62.43,195.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Pop Out","field_out","Santiago Espinal pops out to second baseman Willi Castro.",0,3,2,79,"bottom",10,"2023-06-10T02:04:45.674Z","2023-06-10T02:06:06.668Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,669289,"Santiago Espinal","/api/v1/people/669289","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Minnesota Twins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",102.8,93.5,14,2,0.3684,6.777,36.622,-8.5931,-8.1915,10.5402,1.4316,1.5943,12.6488,-148.8305,-10.6146,-1.8145,50.005,5.7101,-18.3304,54,3.6,24,2164,222,NA,NA,NA,NA,NA,NA,FALSE,-9.2,16.9,12.4,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717835,"2023-06-09",4,"2023-06-10T02:04:17.580Z","2023-06-10T02:04:22.255Z",TRUE,"pitch","c4ef2594-282c-4845-86cd-9a2573e52f80",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,1,NA,NA,3.29,1.51,NA,129.52,143.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Daulton Varsho strikes out swinging.",0,3,2,78,"bottom",10,"2023-06-10T02:03:09.359Z","2023-06-10T02:04:22.255Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,662139,"Daulton Varsho","/api/v1/people/662139","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",101.2,92.1,11,2,0.3727,7.1238,36.0656,-15.3548,-7.4558,7.6936,-0.3284,3.5358,7.8929,-147.1673,-4.3175,-2.081,50.0002,5.9361,-16.2951,40.8,3.6,24,1985,222,NA,NA,NA,NA,NA,NA,TRUE,-13.6,13.2,11.9,NA,NA,NA,NA,NA,NA,TRUE,FALSE,595281,"Kevin Kiermaier","/api/v1/people/595281",593160,"Whit Merrifield","/api/v1/people/593160",NA,NA,NA,NA,NA,NA,NA
717835,"2023-06-09",3,"2023-06-10T02:03:53.077Z","2023-06-10T02:03:56.168Z",TRUE,"pitch","6f4bc2f2-447a-4580-b8f0-73bcdfa5d05b",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,1,NA,NA,3.29,1.51,NA,110.5,157.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Daulton Varsho strikes out swinging.",0,3,2,78,"bottom",10,"2023-06-10T02:03:09.359Z","2023-06-10T02:04:22.255Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,662139,"Daulton Varsho","/api/v1/people/662139","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",101.6,92.5,2,2,0.3716,7.2555,35.862,-10.3998,-6.8067,9.899,0.1706,3.0033,8.8404,-147.5401,-6.4916,-1.9835,50.0028,5.8484,-14.9724,46.8,3.6,24,2096,225,NA,NA,NA,NA,NA,NA,FALSE,-10,16.8,10.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,595281,"Kevin Kiermaier","/api/v1/people/595281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717835,"2023-06-09",2,"2023-06-10T02:03:31.154Z","2023-06-10T02:03:35.652Z",TRUE,"pitch","d2542200-8e89-461f-88b5-b87aca028833",2,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",1,1,1,NA,NA,3.29,1.51,NA,112.22,178.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Daulton Varsho strikes out swinging.",0,3,2,78,"bottom",10,"2023-06-10T02:03:09.359Z","2023-06-10T02:04:22.255Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,662139,"Daulton Varsho","/api/v1/people/662139","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",101.4,92.2,5,2,0.3727,6.8758,36.3245,-10.2489,-7.1988,10.034,0.1253,2.2501,8.4575,-147.2081,-8.4648,-1.8555,50.0061,5.7771,-15.7357,48,3.6,24,2045,219,NA,NA,NA,NA,NA,NA,FALSE,-10.3,16.6,11.3,NA,NA,NA,NA,NA,NA,TRUE,FALSE,595281,"Kevin Kiermaier","/api/v1/people/595281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717835,"2023-06-09",1,"2023-06-10T02:03:11.706Z","2023-06-10T02:03:15.280Z",TRUE,"pitch","5e190f01-cc5d-460d-9ed4-7711c74e057f",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.2918,1.5321,NA,149.28,161.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Daulton Varsho strikes out swinging.",0,3,2,78,"bottom",10,"2023-06-10T02:03:09.359Z","2023-06-10T02:04:22.255Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,662139,"Daulton Varsho","/api/v1/people/662139","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Minnesota Twins",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",85.5,78.3,11,2,0.4412,6.5194,26.6771,-42.3776,2.7603,-6.5459,-0.8467,2.8611,2.4937,-124.4828,0.6505,-2.2228,50.0044,6.1251,4.3008,6,10.8,24,2743,51,NA,NA,NA,NA,NA,NA,FALSE,-49,-11.4,-5.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,595281,"Kevin Kiermaier","/api/v1/people/595281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717835,"2023-06-09",0,"2023-06-10T02:02:15.520Z","2023-06-10T02:03:11.706Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",3,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Daulton Varsho strikes out swinging.",0,3,2,78,"bottom",10,"2023-06-10T02:03:09.359Z","2023-06-10T02:04:22.255Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,662139,"Daulton Varsho","/api/v1/people/662139","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,595281,"Kevin Kiermaier","/api/v1/people/595281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717835,"2023-06-09",4,"2023-06-10T02:01:53.011Z","2023-06-10T02:02:02.611Z",TRUE,"pitch","21b90352-653a-4df1-8ce4-92358a35cb38",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,1,NA,NA,3.2687,1.5806,NA,79.95,161.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Walk","walk","Whit Merrifield walks.",0,3,2,77,"bottom",10,"2023-06-10T02:00:08.953Z","2023-06-10T02:02:02.611Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,593160,"Whit Merrifield","/api/v1/people/593160","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Minnesota Twins","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.8,91,12,2,0.3763,6.4266,38.037,-11.5774,-7.1766,9.6251,0.972,2.8515,10.986,-146.1799,-6.2904,-1.922,50.0039,5.743,-15.3598,43.2,3.6,24,2085,223,NA,NA,NA,NA,NA,NA,FALSE,-11.3,16.1,10.6,NA,NA,NA,NA,NA,NA,FALSE,FALSE,595281,"Kevin Kiermaier","/api/v1/people/595281",593160,"Whit Merrifield","/api/v1/people/593160",NA,NA,NA,NA,NA,NA,NA
