"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
745106,"2024-04-15",4,"2024-04-16T01:23:53.525Z","2024-04-16T01:23:56.525Z",TRUE,"pitch","76bc17f6-d766-47f3-8dbd-3654ea588f19",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.44,1.63,NA,103.16,141.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Jose Siri strikes out swinging.",0,7,3,76,"bottom",9,"2024-04-16T01:22:37.279Z","2024-04-16T01:23:56.525Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,642350,"Jose Siri","/api/v1/people/642350","R","Right",608032,"Carlos Estévez","/api/v1/people/608032","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.8,87.5,12,0.9,0.3907,6.4091,35.1058,-13.6952,-3.918,9.306,0.363,3.605,6.281,-140.7628,-3.4884,-1.3991,50.002,5.7605,-7.7799,22.8,3.6,24,2004,210,NA,NA,NA,NA,NA,NA,TRUE,-13.2,16.2,5.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745106,"2024-04-15",2,"2024-04-16T01:23:25.823Z","2024-04-16T01:23:28.823Z",TRUE,"pitch","d2bd272e-66b2-41d5-84f1-41faf3a10333",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.44,1.63,NA,116.46,174.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Jose Siri strikes out swinging.",0,7,3,76,"bottom",9,"2024-04-16T01:22:37.279Z","2024-04-16T01:23:56.525Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,642350,"Jose Siri","/api/v1/people/642350","R","Right",608032,"Carlos Estévez","/api/v1/people/608032","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96,87.1,5,0.9,0.3938,6.3507,34.0373,-13.5925,-3.7481,9.5031,0.0143,2.3674,6.1696,-139.5648,-6.5832,-1.7471,50.0007,5.6675,-7.3274,21.6,3.6,24,2077,209,NA,NA,NA,NA,NA,NA,FALSE,-14,15.8,5.4,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745106,"2024-04-15",1,"2024-04-16T01:23:07.569Z","2024-04-16T01:23:10.569Z",TRUE,"pitch","30e97d52-cda9-40a3-81d8-bbd8af6fb009",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,2,NA,NA,3.44,1.63,NA,131.39,149.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Jose Siri strikes out swinging.",0,7,3,76,"bottom",9,"2024-04-16T01:22:37.279Z","2024-04-16T01:23:56.525Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,642350,"Jose Siri","/api/v1/people/642350","R","Right",608032,"Carlos Estévez","/api/v1/people/608032","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,86.9,1,0.89,0.3941,6.299,33.4796,-13.1442,-3.3405,9.7427,-0.3776,3.323,4.4555,-139.3763,-4.3329,-1.5684,50.0005,5.7759,-6.5235,21.6,3.6,24,2065,208,NA,NA,NA,NA,NA,NA,FALSE,-13.1,16.8,5,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745106,"2024-04-15",0,"2024-04-16T01:22:54.152Z","2024-04-16T01:22:57.223Z",TRUE,"pitch","44c1a3af-a722-423f-9c35-8dc9ea2bc8b8",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.5161,1.6541,NA,108.59,130.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Jose Siri strikes out swinging.",0,7,3,76,"bottom",9,"2024-04-16T01:22:37.279Z","2024-04-16T01:23:56.525Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,642350,"Jose Siri","/api/v1/people/642350","R","Right",608032,"Carlos Estévez","/api/v1/people/608032","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Los Angeles Angels",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86,78.9,12,0.9,0.4372,6.1075,25.234,-32.7272,3.0712,-0.3468,0.2207,4.0221,3.6037,-125.2752,1.7462,-1.6353,50.0043,5.9907,4.8821,9.6,8.4,24,2252,115,NA,NA,NA,NA,NA,NA,FALSE,-36.8,0,-6.4,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745106,"2024-04-15",3,"2024-04-16T01:23:38.990Z","2024-04-16T01:23:53.525Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",7,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,2,642350,"/api/v1/people/642350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Jose Siri strikes out swinging.",0,7,3,76,"bottom",9,"2024-04-16T01:22:37.279Z","2024-04-16T01:23:56.525Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,642350,"Jose Siri","/api/v1/people/642350","R","Right",608032,"Carlos Estévez","/api/v1/people/608032","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Los Angeles Angels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745106,"2024-04-15",3,"2024-04-16T01:22:26.286Z","2024-04-16T01:22:29.286Z",TRUE,"pitch","06f3b0e4-5e62-4951-94cc-aa1794049d77",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,1,NA,NA,3.34,1.59,NA,84.8,175.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Richie Palacios strikes out swinging.",0,7,3,75,"bottom",9,"2024-04-16T01:21:52.562Z","2024-04-16T01:22:29.286Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,680700,"Richie Palacios","/api/v1/people/680700","L","Left",608032,"Carlos Estévez","/api/v1/people/608032","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,87,14,0.9,0.3948,6.4314,33.1628,-12.9465,-5.7609,9.8765,0.8448,2.3548,8.9723,-139.1007,-6.5673,-1.684,50.0015,5.6163,-11.2142,32.4,3.6,24,2145,210,NA,NA,NA,NA,NA,NA,TRUE,-13.6,16.6,8.4,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745106,"2024-04-15",2,"2024-04-16T01:22:08.420Z","2024-04-16T01:22:11.872Z",TRUE,"pitch","4e6088a9-170b-48c4-b5ad-194dbab1e91f",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,1,NA,NA,3.4517,1.5879,NA,95.95,189.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Richie Palacios strikes out swinging.",0,7,3,75,"bottom",9,"2024-04-16T01:21:52.562Z","2024-04-16T01:22:29.286Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,680700,"Richie Palacios","/api/v1/people/680700","L","Left",608032,"Carlos Estévez","/api/v1/people/608032","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,86.8,9,0.9,0.3954,6.3541,33.5488,-11.3627,-5.5221,10.7303,0.5521,1.8416,8.2262,-138.9684,-8.1898,-1.7404,50.0056,5.5973,-10.7134,33.6,3.6,24,2180,211,NA,NA,NA,NA,NA,NA,FALSE,-12.5,17.6,8.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745106,"2024-04-15",1,"2024-04-16T01:21:54.842Z","2024-04-16T01:21:58.557Z",TRUE,"pitch","26c931f6-2429-455b-8069-a6a3b4d9b733",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.3486,1.5878,NA,102.04,182.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Richie Palacios strikes out swinging.",0,7,3,75,"bottom",9,"2024-04-16T01:21:52.562Z","2024-04-16T01:22:29.286Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,680700,"Richie Palacios","/api/v1/people/680700","L","Left",608032,"Carlos Estévez","/api/v1/people/608032","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,86.6,9,0.89,0.3974,6.4197,31.9029,-13.5517,-5.9043,9.6922,0.3924,2.0915,8.177,-138.0334,-7.1826,-1.8469,50.005,5.6475,-11.348,32.4,3.6,24,2127,212,NA,NA,NA,NA,NA,NA,FALSE,-14.4,16.1,8.9,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745106,"2024-04-15",0,"2024-04-16T01:21:44.127Z","2024-04-16T01:21:54.842Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Richie Palacios replaces Curtis Mead.","Offensive Substitution",7,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,680700,"/api/v1/people/680700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","701","75","atBat","Strikeout","strikeout","Richie Palacios strikes out swinging.",0,7,3,75,"bottom",9,"2024-04-16T01:21:52.562Z","2024-04-16T01:22:29.286Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,680700,"Richie Palacios","/api/v1/people/680700","L","Left",608032,"Carlos Estévez","/api/v1/people/608032","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Los Angeles Angels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,678554,"/api/v1/people/678554",NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745106,"2024-04-15",1,"2024-04-16T01:21:18.342Z","2024-04-16T01:21:27.036Z",TRUE,"pitch","5c3e0bf1-34ec-4a49-97ab-012093a42cc4",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.05,1.35,NA,108.65,167.29,"fly_ball","hard","8",132.11,47.52,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Flyout","field_out","José Caballero flies out sharply to center fielder Mike Trout.",0,7,3,74,"bottom",9,"2024-04-16T01:21:15.975Z","2024-04-16T01:21:27.036Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,676609,"José Caballero","/api/v1/people/676609","R","Right",608032,"Carlos Estévez","/api/v1/people/608032","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.8,85,2,0.88,0.4034,6.3083,32.4555,-12.9954,-5.0862,10.293,0.2191,2.6477,6.0518,-136.2609,-6.2214,-1.3793,50.0047,5.874,-9.4794,28.8,3.6,24,2113,206,100.9,36,376,NA,NA,NA,TRUE,-14,17.4,7.8,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
