"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
746818,"2024-03-30",4,"2024-03-30T21:15:35.653Z","2024-03-30T21:15:38.865Z",TRUE,"pitch","1567d696-d9c4-4ccb-99a2-ed902be48555",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.06,1.44,NA,107.14,153.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Strikeout","strikeout","Dominic Fletcher strikes out swinging.",0,7,6,86,"bottom",10,"2024-03-30T21:13:48.903Z","2024-03-30T21:15:38.865Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,666150,"Dominic Fletcher","/api/v1/people/666150","L","Left",571946,"Shelby Miller","/api/v1/people/571946","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Detroit Tigers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.6,85.6,2,2,0.402,7.1898,29.3626,-13.7019,-4.4915,9.8176,0.2587,3.1516,6.6999,-136.1678,-3.2376,-1.648,50.0019,5.3015,-8.4508,26.4,3.6,24,2413,214,NA,NA,NA,NA,NA,NA,TRUE,-13.9,17.3,6.7,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746818,"2024-03-30",3,"2024-03-30T21:15:15.958Z","2024-03-30T21:15:20.146Z",TRUE,"pitch","b193905a-a027-482e-b7a9-1c652df693c8",4,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",2,2,2,NA,NA,3.06,1.44,NA,100.6,188.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Strikeout","strikeout","Dominic Fletcher strikes out swinging.",0,7,6,86,"bottom",10,"2024-03-30T21:13:48.903Z","2024-03-30T21:15:38.865Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,666150,"Dominic Fletcher","/api/v1/people/666150","L","Left",571946,"Shelby Miller","/api/v1/people/571946","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Detroit Tigers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.4,86.5,9,2,0.3989,7.1561,29.2053,-11.0149,-6.798,11.0694,0.4301,1.8497,7.7289,-137.1115,-6.91,-1.5368,50.0009,5.1474,-12.9927,42,3.6,24,2435,210,NA,NA,NA,NA,NA,NA,FALSE,-11.9,18.8,10.8,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746818,"2024-03-30",2,"2024-03-30T21:14:51.771Z","2024-03-30T21:14:55.585Z",TRUE,"pitch","a38ec5e4-f06c-4dd2-9876-29a4163b2715",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.0408,1.4533,NA,77.19,191.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Strikeout","strikeout","Dominic Fletcher strikes out swinging.",0,7,6,86,"bottom",10,"2024-03-30T21:13:48.903Z","2024-03-30T21:15:38.865Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,666150,"Dominic Fletcher","/api/v1/people/666150","L","Left",571946,"Shelby Miller","/api/v1/people/571946","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Detroit Tigers","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",87.1,79.5,14,2,0.4338,7.2913,26.5245,-21.9142,-10.4623,6.3603,1.0443,1.7532,9.5069,-126.4239,-4.6915,-1.4112,50.0044,5.3989,-16.8843,33.6,7.2,24,2124,227,NA,NA,NA,NA,NA,NA,FALSE,-25.7,10.6,16.7,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746818,"2024-03-30",1,"2024-03-30T21:14:34.654Z","2024-03-30T21:14:37.654Z",TRUE,"pitch","0ed433ad-0b3b-4eaa-9839-2e60f54c35fa",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.1702,1.5534,NA,125.73,116.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Strikeout","strikeout","Dominic Fletcher strikes out swinging.",0,7,6,86,"bottom",10,"2024-03-30T21:13:48.903Z","2024-03-30T21:15:38.865Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,666150,"Dominic Fletcher","/api/v1/people/666150","L","Left",571946,"Shelby Miller","/api/v1/people/571946","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Detroit Tigers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.6,84.4,11,2,0.4042,7.0816,33.5394,-14.2163,-5.6841,9.6866,-0.229,4.5137,5.348,-136.1983,0.0116,-1.492,50.0059,5.5032,-10.542,33.6,3.6,24,2493,209,NA,NA,NA,NA,NA,NA,FALSE,-13.8,17.8,9,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746818,"2024-03-30",0,"2024-03-30T21:14:17.318Z","2024-03-30T21:14:21.333Z",TRUE,"pitch","b9afda42-6dff-41e1-9b04-57d1d3beeefc",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,2.987,1.3996,NA,101.25,151.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Strikeout","strikeout","Dominic Fletcher strikes out swinging.",0,7,6,86,"bottom",10,"2024-03-30T21:13:48.903Z","2024-03-30T21:15:38.865Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,666150,"Dominic Fletcher","/api/v1/people/666150","L","Left",571946,"Shelby Miller","/api/v1/people/571946","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Detroit Tigers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.7,84,12,2,0.4077,7.1389,31.567,-13.6595,-5.5108,10.1482,0.4132,3.2439,7.5044,-134.7722,-3.0625,-1.7022,50.0009,5.3704,-10.0527,30,3.6,24,2477,214,NA,NA,NA,NA,NA,NA,FALSE,-14.3,17.9,8.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746818,"2024-03-30",1,"2024-03-30T21:13:31.761Z","2024-03-30T21:13:43.571Z",TRUE,"pitch","224e58c7-ce78-48e6-8acd-56c41e516d1e",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,1,NA,NA,3.39,1.67,NA,105.45,164.73,"fly_ball","medium","8",124.01,58.29,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Flyout","field_out","Gavin Sheets flies out to center fielder Parker Meadows.",0,7,6,85,"bottom",10,"2024-03-30T21:13:01.119Z","2024-03-30T21:13:43.571Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,657757,"Gavin Sheets","/api/v1/people/657757","L","Left",571946,"Shelby Miller","/api/v1/people/571946","R","Right","vs_RHP","vs_LHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Detroit Tigers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.6,84.5,6,2,0.4048,7.0032,33.1403,-13.6532,-7.6033,10.0172,0.3031,2.7427,8.1171,-135.9418,-4.6135,-1.7509,50.0061,5.4279,-14.0631,39.6,4.8,24,2420,213,95.5,30,350,NA,NA,NA,TRUE,-14.4,17.2,11.8,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,673357,"Luis Robert Jr.","/api/v1/people/673357"
746818,"2024-03-30",0,"2024-03-30T21:13:13.944Z","2024-03-30T21:13:17.033Z",TRUE,"pitch","8008c2a9-e1f5-48aa-bccf-918cc733a5f8",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.3258,1.724,NA,86.9,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Flyout","field_out","Gavin Sheets flies out to center fielder Parker Meadows.",0,7,6,85,"bottom",10,"2024-03-30T21:13:01.119Z","2024-03-30T21:13:43.571Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,657757,"Gavin Sheets","/api/v1/people/657757","L","Left",571946,"Shelby Miller","/api/v1/people/571946","R","Right","vs_RHP","vs_LHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Detroit Tigers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,84.9,9,2,0.4033,7.3921,33.3622,-12.6896,-7.3658,10.4612,0.7897,1.9178,8.3986,-136.4303,-6.7103,-1.3892,50.0043,5.3053,-13.7213,39.6,3.6,24,2518,209,NA,NA,NA,NA,NA,NA,FALSE,-13.9,17.4,11.3,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746818,"2024-03-30",1,"2024-03-30T21:12:37.344Z","2024-03-30T21:12:47.259Z",TRUE,"pitch","fcfc44b0-dbec-4569-9093-bce379db0e6f",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.41,1.64,NA,124.91,139.05,"popup","medium","5",109.52,181.9,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Pop Out","field_out","Eloy Jiménez pops out to third baseman Zach McKinstry.",0,7,6,84,"bottom",10,"2024-03-30T21:12:35.006Z","2024-03-30T21:12:47.259Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,650391,"Eloy Jiménez","/api/v1/people/650391","R","Right",571946,"Shelby Miller","/api/v1/people/571946","R","Right","vs_RHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Detroit Tigers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.7,82.4,11,2,0.4132,6.9947,33.1869,-10.0654,-5.4392,12.474,-0.2076,3.6936,4.725,-133.4083,-2.8704,-1.3097,50.0026,5.527,-9.6401,38.4,3.6,24,2427,210,90,73,76,NA,NA,NA,TRUE,-10.9,22,8.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,673357,"Luis Robert Jr.","/api/v1/people/673357"
746818,"2024-03-30",0,"2024-03-30T21:12:36.006Z","2024-03-30T21:12:37.344Z",FALSE,"action",NA,NA,"Luis Robert Jr. starts inning at 2nd base.","Runner Placed On Base",7,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,673357,"/api/v1/people/673357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"runner_placed",NA,NA,NA,NA,NA,NA,"84","atBat","Pop Out","field_out","Eloy Jiménez pops out to third baseman Zach McKinstry.",0,7,6,84,"bottom",10,"2024-03-30T21:12:35.006Z","2024-03-30T21:12:47.259Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,650391,"Eloy Jiménez","/api/v1/people/650391","R","Right",571946,"Shelby Miller","/api/v1/people/571946","R","Right","vs_RHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Detroit Tigers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746818,"2024-03-30",1,"2024-03-30T21:10:02.618Z","2024-03-30T21:10:10.052Z",TRUE,"pitch","dab3d430-a322-45a9-ba81-7be839817f55",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,2,NA,NA,3.24,1.53,NA,132.22,170.08,"ground_ball","medium","4",149.46,152.85,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Groundout","field_out","Zach McKinstry grounds out, second baseman Nicky Lopez to first baseman Gavin Sheets.",0,7,6,83,"top",10,"2024-03-30T21:09:25.462Z","2024-03-30T21:10:10.052Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,656716,"Zach McKinstry","/api/v1/people/656716","L","Left",665620,"Deivi García","/api/v1/people/665620","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Chicago White Sox","true",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",75.4,68.5,4,2,0.504,6.1816,23.2493,-46.5626,1.4836,-12.0935,-0.3992,2.5444,1.8289,-109.5886,3.2286,-1.4442,50.0014,6.103,1.7652,2.4,15.6,24,2636,20,85.4,-13,12,NA,NA,NA,TRUE,-69.4,-20.3,-3.2,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
