"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717220,"2023-07-29",4,"2023-07-29T04:32:28.934Z","2023-07-29T04:32:34.704Z",TRUE,"pitch","2567dd43-0389-4225-b063-caddef348e2c",4,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",1,3,2,NA,NA,3.51,1.7,NA,131.96,167.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Blake Sabol strikes out on a foul tip.",0,3,2,66,"bottom",9,"2023-07-29T04:30:56.976Z","2023-07-29T04:32:34.704Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,666165,"Blake Sabol","/api/v1/people/666165","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",95.8,87.9,4,0.84,0.3927,6.5329,29.9768,-8.6716,-2.4518,11.9143,-0.3923,2.6465,6.514,-139.2546,-7.6882,-2.4388,50.0056,6.0098,-4.8386,18,2.4,24,2708,198,NA,NA,NA,NA,NA,NA,TRUE,-9.5,20.3,3.1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717220,"2023-07-29",2,"2023-07-29T04:31:53.065Z","2023-07-29T04:31:57.575Z",TRUE,"pitch","5b44a9ae-4dec-4b1e-8014-096404c28804",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.51,1.7,NA,115.93,148.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Blake Sabol strikes out on a foul tip.",0,3,2,66,"bottom",9,"2023-07-29T04:30:56.976Z","2023-07-29T04:32:34.704Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,666165,"Blake Sabol","/api/v1/people/666165","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",94.7,87.4,2,0.9,0.396,6.3742,27.7643,-12.2208,-1.6565,10.2743,0.0279,3.3457,7.7426,-137.7819,-5.3296,-2.5912,50.001,6.1161,-3.2181,7.2,2.4,24,2564,199,NA,NA,NA,NA,NA,NA,FALSE,-12.5,17.8,1.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717220,"2023-07-29",1,"2023-07-29T04:31:33.922Z","2023-07-29T04:31:38.116Z",TRUE,"pitch","08bd62b7-0f53-440d-b97d-cb820673a462",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.6943,1.7697,NA,81.77,174.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Blake Sabol strikes out on a foul tip.",0,3,2,66,"bottom",9,"2023-07-29T04:30:56.976Z","2023-07-29T04:32:34.704Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,666165,"Blake Sabol","/api/v1/people/666165","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.2,88,14,0.85,0.3924,6.5717,30.7278,-14.7731,-9.0353,8.8137,0.9243,2.3753,11.7492,-139.4808,-7.457,-2.1644,50.0067,6.0536,-17.8468,43.2,4.8,24,2342,219,NA,NA,NA,NA,NA,NA,FALSE,-15.2,14.5,14,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717220,"2023-07-29",0,"2023-07-29T04:31:14.621Z","2023-07-29T04:31:18.795Z",TRUE,"pitch","9e29eba2-4f7b-4d55-a7fa-1c597748ee13",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.6943,1.83,NA,126.7,182.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Blake Sabol strikes out on a foul tip.",0,3,2,66,"bottom",9,"2023-07-29T04:30:56.976Z","2023-07-29T04:32:34.704Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,666165,"Blake Sabol","/api/v1/people/666165","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",95.7,87.8,8,0.89,0.3935,6.7471,29.9241,-9.0318,-1.8814,11.7809,-0.2546,2.0945,7.4269,-138.984,-8.8952,-2.7122,50.0056,5.9288,-3.6972,10.8,2.4,24,2647,202,NA,NA,NA,NA,NA,NA,FALSE,-10.2,19.7,1.9,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717220,"2023-07-29",3,"2023-07-29T04:32:13.188Z","2023-07-29T04:32:28.934Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",3,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,2,666165,"/api/v1/people/666165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Blake Sabol strikes out on a foul tip.",0,3,2,66,"bottom",9,"2023-07-29T04:30:56.976Z","2023-07-29T04:32:34.704Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,666165,"Blake Sabol","/api/v1/people/666165","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717220,"2023-07-29",1,"2023-07-29T04:30:34.424Z","2023-07-29T04:30:43.845Z",TRUE,"pitch","4bda8792-2064-43d9-880e-1ce51187d886",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.23,1.53,NA,126.6,165.67,"fly_ball","hard","8",137.18,45.02,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Flyout","field_out","Patrick Bailey flies out sharply to center fielder Adam Duvall.",0,3,2,65,"bottom",9,"2023-07-29T04:29:54.906Z","2023-07-29T04:30:43.845Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,672275,"Patrick Bailey","/api/v1/people/672275","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants","Boston Red Sox","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",93.9,86.2,2,0.87,0.4006,6.3491,28.7834,-12.2789,-3.0105,10.4997,-0.252,2.7078,7.4907,-136.4895,-6.6439,-2.6355,50.0065,6.0115,-5.707,16.8,3.6,24,2615,199,103.3,35,383,NA,NA,NA,TRUE,-13.1,17.9,4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717220,"2023-07-29",0,"2023-07-29T04:30:16.676Z","2023-07-29T04:30:20.934Z",TRUE,"pitch","2d51b20b-bbc7-4f07-99ee-4259272a5ef9",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.23,1.53,NA,100.42,189.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Flyout","field_out","Patrick Bailey flies out sharply to center fielder Adam Duvall.",0,3,2,65,"bottom",9,"2023-07-29T04:29:54.906Z","2023-07-29T04:30:43.845Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,672275,"Patrick Bailey","/api/v1/people/672275","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants","Boston Red Sox","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",94.7,87.2,9,0.9,0.3975,6.6939,28.622,-11.3051,-1.322,10.8368,0.4349,1.8234,8.7589,-137.4535,-9.0441,-2.6124,50.0031,5.911,-2.5462,3.6,2.4,24,2672,193,NA,NA,NA,NA,NA,NA,FALSE,-12.5,18,0.7,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717220,"2023-07-29",5,"2023-07-29T04:29:45.315Z","2023-07-29T04:29:51.014Z",TRUE,"pitch","cead53e3-be57-4eaf-823a-bd2969e9a082",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,0,NA,NA,3.5,1.64,NA,153.38,145.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","J.D. Davis strikes out swinging.",0,3,2,64,"bottom",9,"2023-07-29T04:29:03.387Z","2023-07-29T04:29:51.014Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,605204,"J.D. Davis","/api/v1/people/605204","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",94.5,86,11,0.73,0.3992,6.3313,31.8191,-8.9664,-2.3998,12.1836,-0.9543,3.4698,5.0873,-137.462,-5.5324,-2.5211,50.0022,6.1237,-4.5718,18,2.4,24,2699,190,NA,NA,NA,NA,NA,NA,TRUE,-9.7,21,3.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717220,"2023-07-29",4,"2023-07-29T04:29:26.231Z","2023-07-29T04:29:30.455Z",TRUE,"pitch","5ee43f1b-f54b-42a6-a11b-1e80dc93d49c",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,0,NA,NA,3.6943,1.7697,NA,88.61,183.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","J.D. Davis strikes out swinging.",0,3,2,64,"bottom",9,"2023-07-29T04:29:03.387Z","2023-07-29T04:29:51.014Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,605204,"J.D. Davis","/api/v1/people/605204","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",93.8,86.6,9,0.9,0.4006,6.3979,27.4603,-12.8577,-0.5466,10.1837,0.7448,2.0527,8.4923,-136.2554,-8.2332,-2.3298,50.006,5.9846,-1.0391,2.4,3.6,24,2703,200,NA,NA,NA,NA,NA,NA,FALSE,-13.9,17,-0.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717220,"2023-07-29",3,"2023-07-29T04:29:05.729Z","2023-07-29T04:29:09.864Z",TRUE,"pitch","143bddb2-f72e-4f68-84c3-9adb6d7798fd",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,0,NA,NA,3.5,1.64,NA,100,181.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","J.D. Davis strikes out swinging.",0,3,2,64,"bottom",9,"2023-07-29T04:29:03.387Z","2023-07-29T04:29:51.014Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,605204,"J.D. Davis","/api/v1/people/605204","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",92.2,84.8,9,0.9,0.4084,6.9259,27.4643,-11.6566,-1.7918,11.2532,0.446,2.1271,8.8451,-133.8311,-7.8802,-2.6617,50.005,5.9347,-3.268,6,2.4,24,2539,198,NA,NA,NA,NA,NA,NA,FALSE,-13.3,19,1.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
