"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718060,"2023-05-23",5,"2023-05-24T01:29:30.462Z","2023-05-24T01:29:38.949Z",TRUE,"pitch","396d8de8-6295-4fb3-b713-3fa97c079f3a",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,2,NA,NA,3.45,1.57,NA,113.55,188.44,"line_drive","medium","8",155.52,78.69,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Lineout","field_out","Alec Bohm lines out to center fielder Dominic Fletcher.",0,4,3,73,"bottom",9,"2023-05-24T01:28:05.144Z","2023-05-24T01:29:38.949Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,664761,"Alec Bohm","/api/v1/people/664761","R","Right",612434,"Miguel Castro","/api/v1/people/612434","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Arizona Diamondbacks","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83,76.5,8,0.91,0.453,6.4261,23.4047,-29.7846,7.4992,1.6164,0.0906,1.8643,3.7546,-120.8672,-1.1547,-2.457,50.0042,4.962,11.1039,21.6,8.4,24,2873,67,91.7,24,309,NA,NA,NA,TRUE,-36.7,2.9,-14.5,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718060,"2023-05-23",4,"2023-05-24T01:29:15.038Z","2023-05-24T01:29:19.381Z",TRUE,"pitch","811f7fff-4484-43ab-95a5-e5431a5c4fae",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,2,NA,NA,3.3775,1.4977,NA,124.14,169.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Lineout","field_out","Alec Bohm lines out to center fielder Dominic Fletcher.",0,4,3,73,"bottom",9,"2023-05-24T01:28:05.144Z","2023-05-24T01:29:38.949Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,664761,"Alec Bohm","/api/v1/people/664761","R","Right",612434,"Miguel Castro","/api/v1/people/612434","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Arizona Diamondbacks","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83,76.4,5,0.91,0.4531,6.1874,23.411,-31.1578,5.4465,0.6888,-0.1873,2.5601,3.5222,-120.8649,0.1916,-2.3708,50.0045,5.2144,8.0637,15.6,8.4,24,2634,66,NA,NA,NA,NA,NA,NA,FALSE,-38,1.6,-10.7,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718060,"2023-05-23",3,"2023-05-24T01:28:55.424Z","2023-05-24T01:29:00.425Z",TRUE,"pitch","e5d6b2bb-d9d3-434f-a1e2-b749cc9ba6f8",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.4015,1.5457,NA,154.51,164.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Lineout","field_out","Alec Bohm lines out to center fielder Dominic Fletcher.",0,4,3,73,"bottom",9,"2023-05-24T01:28:05.144Z","2023-05-24T01:29:38.949Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,664761,"Alec Bohm","/api/v1/people/664761","R","Right",612434,"Miguel Castro","/api/v1/people/612434","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Arizona Diamondbacks","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.8,76.5,11,0.91,0.4525,6.183,21.8643,-28.7968,4.6732,2.2758,-0.9841,2.7454,1.8139,-120.697,0.31,-2.351,50.0047,5.136,6.9468,14.4,8.4,24,2704,72,NA,NA,NA,NA,NA,NA,FALSE,-35,4.4,-8.9,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718060,"2023-05-23",2,"2023-05-24T01:28:38.188Z","2023-05-24T01:28:42.722Z",TRUE,"pitch","58c8eb16-395b-4c69-ac84-91f06d6cd34a",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.4254,1.4977,NA,59.09,216.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Lineout","field_out","Alec Bohm lines out to center fielder Dominic Fletcher.",0,4,3,73,"bottom",9,"2023-05-24T01:28:05.144Z","2023-05-24T01:29:38.949Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,664761,"Alec Bohm","/api/v1/people/664761","R","Right",612434,"Miguel Castro","/api/v1/people/612434","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Arizona Diamondbacks","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.7,77.8,14,0.9,0.4458,6.403,25.5091,-28.1651,3.3004,2.6251,1.5193,0.8231,7.9914,-123.0799,-4.3304,-2.2046,50.0025,5.0034,5.0386,13.2,8.4,24,2723,60,NA,NA,NA,NA,NA,NA,FALSE,-34.4,4,-7.9,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718060,"2023-05-23",1,"2023-05-24T01:28:23.879Z","2023-05-24T01:28:26.879Z",TRUE,"pitch","d66871a6-4459-4643-b67c-18a5b617b032",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.4254,1.5698,NA,129.08,190.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Lineout","field_out","Alec Bohm lines out to center fielder Dominic Fletcher.",0,4,3,73,"bottom",9,"2023-05-24T01:28:05.144Z","2023-05-24T01:29:38.949Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,664761,"Alec Bohm","/api/v1/people/664761","R","Right",612434,"Miguel Castro","/api/v1/people/612434","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Arizona Diamondbacks","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.7,87.2,7,0.9,0.3947,6.5788,32.6062,-26.0592,-11.2204,3.1417,-0.3168,1.7907,8.6118,-139.0418,-3.8194,-2.0041,50.0051,4.9213,-21.8642,36,7.2,24,1948,253,NA,NA,NA,NA,NA,NA,FALSE,-25.1,5,18.4,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718060,"2023-05-23",0,"2023-05-24T01:28:07.579Z","2023-05-24T01:28:11.794Z",TRUE,"pitch","9c9a0ee6-7223-451d-9568-8cb54aec045b",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.4015,1.5698,NA,105.42,142.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Lineout","field_out","Alec Bohm lines out to center fielder Dominic Fletcher.",0,4,3,73,"bottom",9,"2023-05-24T01:28:05.144Z","2023-05-24T01:29:38.949Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,664761,"Alec Bohm","/api/v1/people/664761","R","Right",612434,"Miguel Castro","/api/v1/people/612434","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Arizona Diamondbacks","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.2,76.9,12,0.91,0.4506,6.1069,21.796,-28.1619,5.4748,2.6735,0.3039,3.5774,4.7237,-121.1656,1.8743,-2.3761,50.0014,5.2402,8.2067,18,8.4,24,2771,66,NA,NA,NA,NA,NA,NA,FALSE,-33.7,5.5,-10.9,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718060,"2023-05-23",1,"2023-05-24T01:27:29.553Z","2023-05-24T01:27:38.474Z",TRUE,"pitch","5afb3b15-c3b5-451d-a3e6-a1ef564aa8d8",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,1,NA,NA,3.44,1.68,NA,144.68,159.48,"fly_ball","medium","8",129.67,96.15,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Flyout","field_out","Kody Clemens flies out to center fielder Dominic Fletcher.",0,4,3,72,"bottom",9,"2023-05-24T01:27:11.898Z","2023-05-24T01:27:38.474Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,665019,"Kody Clemens","/api/v1/people/665019","L","Left",612434,"Miguel Castro","/api/v1/people/612434","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Arizona Diamondbacks","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.3,86.9,1,0.87,0.3956,7.5215,31.7911,-27.7762,-9.5594,2.2677,-0.7261,2.9369,7.2667,-138.6105,-0.9991,-2.1434,50.0039,5.1613,-18.5504,31.2,7.2,24,2031,248,91.2,49,260,NA,NA,NA,TRUE,-26.2,4.1,15.7,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718060,"2023-05-23",0,"2023-05-24T01:27:15.026Z","2023-05-24T01:27:18.303Z",TRUE,"pitch","e1c98700-1ad8-4189-9b84-5f11a82828c5",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4634,1.6557,NA,209.06,148.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Flyout","field_out","Kody Clemens flies out to center fielder Dominic Fletcher.",0,4,3,72,"bottom",9,"2023-05-24T01:27:11.898Z","2023-05-24T01:27:38.474Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,665019,"Kody Clemens","/api/v1/people/665019","L","Left",612434,"Miguel Castro","/api/v1/people/612434","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Arizona Diamondbacks","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.2,88.5,11,0.91,0.3878,6.5903,33.5581,-28.3107,-10.0116,1.9152,-2.4153,3.3458,3.397,-141.4581,0.0537,-2.3341,50.0041,5.148,-20.2035,34.8,7.2,24,2020,251,NA,NA,NA,NA,NA,NA,FALSE,-25.3,3.7,17.4,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718060,"2023-05-23",3,"2023-05-24T01:26:38.966Z","2023-05-24T01:26:48.006Z",TRUE,"pitch","199d8942-56bc-4b0b-befd-cf977814f485",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,0,NA,NA,3.51,1.66,NA,91.55,206.02,"ground_ball","medium","6",112.54,158.09,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Groundout","field_out","J.T. Realmuto grounds out, shortstop Geraldo Perdomo to first baseman Christian Walker.",0,4,3,71,"bottom",9,"2023-05-24T01:26:04.628Z","2023-05-24T01:26:48.006Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,592663,"J.T. Realmuto","/api/v1/people/592663","R","Right",612434,"Miguel Castro","/api/v1/people/612434","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Arizona Diamondbacks",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84,78,14,0.91,0.4467,6.2364,22.6129,-30.2042,5.6387,1.287,0.6677,1.2132,5.1814,-122.3092,-2.9933,-2.2053,50.0003,5.0253,8.5969,16.8,8.4,24,2818,59,81.4,-6,11,NA,NA,NA,TRUE,-36.6,1.9,-11.4,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718060,"2023-05-23",2,"2023-05-24T01:26:22.563Z","2023-05-24T01:26:25.563Z",TRUE,"pitch","520708a8-bcb0-4c41-b391-4539cfc6efc3",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,0,NA,NA,3.51,1.66,NA,88.29,202.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Groundout","field_out","J.T. Realmuto grounds out, shortstop Geraldo Perdomo to first baseman Christian Walker.",0,4,3,71,"bottom",9,"2023-05-24T01:26:04.628Z","2023-05-24T01:26:48.006Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,592663,"J.T. Realmuto","/api/v1/people/592663","R","Right",612434,"Miguel Castro","/api/v1/people/612434","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Arizona Diamondbacks",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.6,78.6,14,0.91,0.4434,6.3174,22.6294,-30.4149,4.141,1.1349,0.7532,1.3377,6.0875,-123.1503,-2.9507,-2.2811,50.002,5.1031,6.4099,13.2,8.4,24,2853,68,NA,NA,NA,NA,NA,NA,FALSE,-36.4,1.7,-8.9,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
