"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.disengagementNum","isBaseRunningPlay","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716479,"2023-09-22",3,"2023-09-23T01:25:53.249Z","2023-09-23T01:25:58.307Z",TRUE,"pitch","aed05dc0-f10f-48b9-8492-45097f6c6472",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,2,NA,NA,3.3904,1.5814,NA,112.11,172.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Rene Pinto called out on strikes.",0,6,2,74,"bottom",9,"2023-09-23T01:24:49.550Z","2023-09-23T01:25:58.307Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,650907,"René Pinto","/api/v1/people/650907","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Toronto Blue Jays","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.4,79.1,5,0.89,0.4367,7.3746,26.9823,-33.6458,0.0649,-0.9272,0.1284,2.4551,4.6823,-125.7326,-2.6742,-1.7713,50.0015,6.2799,0.1026,1.2,8.4,24,2084,46,NA,NA,NA,NA,NA,NA,TRUE,-38.9,-2,-1.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716479,"2023-09-22",2,"2023-09-23T01:25:35.536Z","2023-09-23T01:25:38.788Z",TRUE,"pitch","f72ac16c-cf68-4b29-93ad-dccde469c695",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,2,NA,NA,3.3408,1.5568,NA,114.72,151.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Rene Pinto called out on strikes.",0,6,2,74,"bottom",9,"2023-09-23T01:24:49.550Z","2023-09-23T01:25:58.307Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,650907,"René Pinto","/api/v1/people/650907","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Toronto Blue Jays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.8,78.8,2,0.9,0.4362,7.2854,29.2637,-38.2688,-0.0022,-3.8321,0.0598,3.2443,4.5829,-126.272,0.2217,-1.7897,50.0014,6.2721,-0.0035,1.2,9.6,24,2140,54,NA,NA,NA,NA,NA,NA,FALSE,-43.3,-6.6,-1.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716479,"2023-09-22",1,"2023-09-23T01:25:19.937Z","2023-09-23T01:25:22.937Z",TRUE,"pitch","8ac8c8a8-38fb-45de-97c2-c906ed1f274e",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.3408,1.5814,NA,174.18,178.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Rene Pinto called out on strikes.",0,6,2,74,"bottom",9,"2023-09-23T01:24:49.550Z","2023-09-23T01:25:58.307Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,650907,"René Pinto","/api/v1/people/650907","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Toronto Blue Jays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86,79.1,13,0.89,0.4378,7.4542,25.695,-35.2382,-0.6405,-1.9286,-1.5,2.2431,1.8501,-125.1998,-2.856,-2.1659,50.0062,6.2877,-1.0153,1.2,9.6,24,2215,46,NA,NA,NA,NA,NA,NA,FALSE,-40.9,-4,0.7,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716479,"2023-09-22",0,"2023-09-23T01:25:04.852Z","2023-09-23T01:25:07.961Z",TRUE,"pitch","997826d3-41f0-4958-86d4-d817d6da52e4",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.4153,1.5568,NA,123.78,152.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Rene Pinto called out on strikes.",0,6,2,74,"bottom",9,"2023-09-23T01:24:49.550Z","2023-09-23T01:25:58.307Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,650907,"René Pinto","/api/v1/people/650907","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Toronto Blue Jays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.4,77.8,2,0.9,0.4426,7.3084,27.1674,-36.7277,0.1777,-2.9432,-0.1778,3.2118,4.8977,-124.2235,0.4312,-2.2062,50.0018,6.1135,0.275,2.4,9.6,24,2096,72,NA,NA,NA,NA,NA,NA,FALSE,-42.7,-4.9,-1.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716479,"2023-09-22",4,"2023-09-23T01:24:27.846Z","2023-09-23T01:24:35.912Z",TRUE,"pitch","07aa09ff-ae80-4cfe-b4d9-668aa8fd2a5b",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,1,1,NA,NA,3.52,1.56,NA,114.91,177.73,"fly_ball","medium","8",135.55,56.8,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Flyout","field_out","Osleivis Basabe flies out to center fielder Kevin Kiermaier.",0,6,2,73,"bottom",9,"2023-09-23T01:23:11.576Z","2023-09-23T01:24:35.912Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,678545,"Osleivis Basabe","/api/v1/people/678545","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Toronto Blue Jays","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.8,78.5,5,0.9,0.4401,7.4779,26.9003,-34.6442,1.3206,-1.5752,0.0548,2.2612,5.258,-124.8144,-2.2981,-2.2573,50.0057,6.068,2.0667,4.8,9.6,24,2161,69,94.9,30,354,NA,NA,NA,TRUE,-40.6,-3.1,-3.7,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716479,"2023-09-22",3,"2023-09-23T01:24:11.869Z","2023-09-23T01:24:15.014Z",TRUE,"pitch","14e7a9e3-95b8-4aa5-a4c4-5b0c0153d488",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,1,NA,NA,3.6139,1.5814,NA,70.54,162.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Flyout","field_out","Osleivis Basabe flies out to center fielder Kevin Kiermaier.",0,6,2,73,"bottom",9,"2023-09-23T01:23:11.576Z","2023-09-23T01:24:35.912Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,678545,"Osleivis Basabe","/api/v1/people/678545","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Toronto Blue Jays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97,87.4,12,0.88,0.3914,7.3194,36.1593,-8.467,-1.5078,11.9964,1.219,2.8126,8.6129,-140.6943,-7.3021,-1.7051,50.003,6.0127,-2.9802,4.8,2.4,24,2307,195,NA,NA,NA,NA,NA,NA,FALSE,-9.5,20,0.7,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716479,"2023-09-22",2,"2023-09-23T01:23:55.197Z","2023-09-23T01:23:58.197Z",TRUE,"pitch","279bb0bd-af5f-497f-9fdb-e1e18c693e3b",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.6387,1.5814,NA,96.65,112.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Flyout","field_out","Osleivis Basabe flies out to center fielder Kevin Kiermaier.",0,6,2,73,"bottom",9,"2023-09-23T01:23:11.576Z","2023-09-23T01:24:35.912Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,678545,"Osleivis Basabe","/api/v1/people/678545","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Toronto Blue Jays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.9,87.4,12,0.87,0.3909,7.4167,35.837,-11.41,-0.6358,10.4759,0.5339,4.6851,6.9545,-140.8179,-2.1607,-1.899,50.0059,6.2129,-1.2617,2.4,2.4,24,2221,194,NA,NA,NA,NA,NA,NA,FALSE,-10.9,18.6,-0.5,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716479,"2023-09-22",1,"2023-09-23T01:23:39.624Z","2023-09-23T01:23:42.624Z",TRUE,"pitch","e452da56-e0e3-49e9-8a94-f1bf4f0f1471",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.6458,1.6131,NA,145.12,127.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Flyout","field_out","Osleivis Basabe flies out to center fielder Kevin Kiermaier.",0,6,2,73,"bottom",9,"2023-09-23T01:23:11.576Z","2023-09-23T01:24:35.912Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,678545,"Osleivis Basabe","/api/v1/people/678545","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Toronto Blue Jays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.8,87.4,11,0.88,0.3908,7.2798,35.8027,-8.0897,-1.0888,12.1416,-0.7376,4.1381,3.174,-140.8554,-4.4014,-1.7441,50.0052,6.2582,-2.1606,8.4,2.4,24,2324,191,NA,NA,NA,NA,NA,NA,FALSE,-8.4,21.1,1.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716479,"2023-09-22",0,"2023-09-23T01:23:19.011Z","2023-09-23T01:23:22.011Z",TRUE,"pitch","955f6ebc-517d-498b-b8d5-598793e5f217",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.52,1.56,NA,95.84,142.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Flyout","field_out","Osleivis Basabe flies out to center fielder Kevin Kiermaier.",0,6,2,73,"bottom",9,"2023-09-23T01:23:11.576Z","2023-09-23T01:24:35.912Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,678545,"Osleivis Basabe","/api/v1/people/678545","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Toronto Blue Jays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.3,87.8,3,0.88,0.3895,7.3692,35.9134,-10.0125,-2.5367,11.0932,0.5552,3.5754,7.7648,-141.3116,-5.2973,-1.9136,50.0001,6.134,-5.0682,15.6,2.4,24,2288,198,NA,NA,NA,NA,NA,NA,FALSE,-10.3,19,2.8,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716479,"2023-09-22",8,"2023-09-23T01:22:39.976Z","2023-09-23T01:22:49.501Z",TRUE,"pitch","9101ce12-7c06-4c88-8aad-df141870bd08",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,0,NA,NA,3.24,1.58,NA,137.69,168.29,"popup","medium","5",95.6,191.58,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Pop Out","field_out","Jonathan Aranda pops out to third baseman Matt Chapman in foul territory.",0,6,2,72,"bottom",9,"2023-09-23T01:20:54.575Z","2023-09-23T01:22:49.501Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,666018,"Jonathan Aranda","/api/v1/people/666018","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Toronto Blue Jays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.1,78.5,4,0.89,0.4387,7.2015,27.8416,-34.7368,-0.1935,-1.6317,-0.5429,2.6109,3.8955,-125.3612,-1.6003,-2.0987,50.0001,6.1211,-0.3054,1.2,9.6,24,2147,48,87.8,77,95,NA,NA,NA,TRUE,-40.2,-3.1,-0.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
