"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
746498,"2024-04-06",2,"2024-04-06T19:42:32.352Z","2024-04-06T19:42:41.551Z",TRUE,"pitch","25c6b055-5eef-43ea-8591-491838631360",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.49,1.68,NA,103.13,151.12,"popup","medium","4",193.9,152.42,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Pop Out","field_out","Gio Urshela pops out to second baseman Zack Gelof in foul territory.",0,4,0,70,"bottom",9,"2024-04-06T19:41:37.722Z","2024-04-06T19:42:41.551Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,570482,"Gio Urshela","/api/v1/people/570482","R","Right",695243,"Mason Miller","/api/v1/people/695243","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Oakland Athletics","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.4,80.3,3,0.77,0.4306,6.5437,26.2768,-32.2713,3.0703,-0.0596,0.364,3.2465,4.3984,-127.2438,-0.493,-1.7863,50.0037,6.0013,5.0297,10.8,8.4,24,2239,44,86,63,181,NA,NA,NA,TRUE,-35.8,0,-6.6,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746498,"2024-04-06",1,"2024-04-06T19:42:13.552Z","2024-04-06T19:42:18.417Z",TRUE,"pitch","dd42b4d2-7533-408e-9e9c-dd98cc96377a",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.3819,1.5892,NA,58.97,194.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Pop Out","field_out","Gio Urshela pops out to second baseman Zack Gelof in foul territory.",0,4,0,70,"bottom",9,"2024-04-06T19:41:37.722Z","2024-04-06T19:42:41.551Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,570482,"Gio Urshela","/api/v1/people/570482","R","Right",695243,"Mason Miller","/api/v1/people/695243","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Oakland Athletics","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.3,81.3,14,0.77,0.427,6.5006,27.092,-33.347,1.7806,-0.7014,1.5224,1.6573,8.0813,-128.3916,-3.8885,-1.9001,50.0061,5.7926,2.9651,7.2,8.4,24,2252,37,NA,NA,NA,NA,NA,NA,FALSE,-37.2,-1.9,-5,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746498,"2024-04-06",0,"2024-04-06T19:41:56.695Z","2024-04-06T19:41:59.775Z",TRUE,"pitch","cf23f4a1-6d13-4f07-b626-c6a299a911e7",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.49,1.68,NA,95.53,206.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Pop Out","field_out","Gio Urshela pops out to second baseman Zack Gelof in foul territory.",0,4,0,70,"bottom",9,"2024-04-06T19:41:37.722Z","2024-04-06T19:42:41.551Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,570482,"Gio Urshela","/api/v1/people/570482","R","Right",695243,"Mason Miller","/api/v1/people/695243","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Oakland Athletics","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.4,79.8,14,0.84,0.4357,6.4534,25.2031,-32.5323,2.0044,-0.2228,0.5632,1.1948,5.4485,-125.6528,-5.0527,-1.8928,50.0051,5.872,3.2073,7.2,8.4,24,2064,33,NA,NA,NA,NA,NA,NA,FALSE,-38,-1.3,-4.9,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746498,"2024-04-06",3,"2024-04-06T19:41:17.896Z","2024-04-06T19:41:28.479Z",TRUE,"pitch","3b359da1-3f6c-41ae-919a-3336eab3c546",4,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,2,2,NA,NA,3.43,1.69,NA,119.55,162.93,"ground_ball","medium","9",185.27,113.77,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Colt Keith singles on a ground ball to right fielder Lawrence Butler.",0,4,0,69,"bottom",9,"2024-04-06T19:40:06.455Z","2024-04-06T19:41:28.479Z",TRUE,FALSE,FALSE,FALSE,33,1,2,2,690993,"Colt Keith","/api/v1/people/690993","L","Left",695243,"Mason Miller","/api/v1/people/695243","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Oakland Athletics","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.6,80.3,5,0.75,0.4276,6.5669,30.9506,-34.3113,2.477,-1.2887,-0.067,2.8094,4.1372,-128.9224,-0.9671,-2.0249,50.0056,5.8775,4.0998,8.4,8.4,24,2112,53,90.3,-14,12,NA,NA,NA,FALSE,-37.6,-2.3,-5.5,NA,NA,NA,FALSE,FALSE,690993,"Colt Keith","/api/v1/people/690993",NA,NA,NA,NA,NA,NA
746498,"2024-04-06",2,"2024-04-06T19:40:53.744Z","2024-04-06T19:40:58.102Z",TRUE,"pitch","f9597899-3b11-4117-95c0-7da1a57e5c93",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.43,1.69,NA,94.7,172.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Colt Keith singles on a ground ball to right fielder Lawrence Butler.",0,4,0,69,"bottom",9,"2024-04-06T19:40:06.455Z","2024-04-06T19:41:28.479Z",TRUE,FALSE,FALSE,FALSE,33,1,2,2,690993,"Colt Keith","/api/v1/people/690993","L","Left",695243,"Mason Miller","/api/v1/people/695243","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Oakland Athletics","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.2,89.7,6,0.93,0.38,6.5644,40.5972,-7.7096,-4.2087,11.6864,0.5851,2.4491,8.5698,-145.2827,-7.9322,-1.8842,50.0068,5.7161,-8.8143,33.6,2.4,24,2541,212,NA,NA,NA,NA,NA,NA,FALSE,-8.6,19.3,5.5,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746498,"2024-04-06",1,"2024-04-06T19:40:35.894Z","2024-04-06T19:40:39.571Z",TRUE,"pitch","d45f41d2-e53c-4988-836a-20b05a70af8e",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.3666,1.6873,NA,126.18,199.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Colt Keith singles on a ground ball to right fielder Lawrence Butler.",0,4,0,69,"bottom",9,"2024-04-06T19:40:06.455Z","2024-04-06T19:41:28.479Z",TRUE,FALSE,FALSE,FALSE,33,1,2,2,690993,"Colt Keith","/api/v1/people/690993","L","Left",695243,"Mason Miller","/api/v1/people/695243","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Oakland Athletics","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",92.4,84.3,13,0.56,0.409,6.3877,30.7432,-23.5124,-5.7917,4.7769,-0.2407,1.4548,6.7372,-134.2429,-6.7626,-2.0378,50.0047,5.6957,-10.5066,20.4,6,24,1890,239,NA,NA,NA,NA,NA,NA,FALSE,-25,7.3,8.9,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746498,"2024-04-06",0,"2024-04-06T19:40:20.042Z","2024-04-06T19:40:23.860Z",TRUE,"pitch","785bd042-e69f-414f-a484-6606db9b3374",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.5068,1.7429,NA,105.39,196.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Colt Keith singles on a ground ball to right fielder Lawrence Butler.",0,4,0,69,"bottom",9,"2024-04-06T19:40:06.455Z","2024-04-06T19:41:28.479Z",TRUE,FALSE,FALSE,FALSE,33,1,2,2,690993,"Colt Keith","/api/v1/people/690993","L","Left",695243,"Mason Miller","/api/v1/people/695243","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Oakland Athletics","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100,91.2,14,0.92,0.3779,6.577,35.0374,-10.0669,-4.8977,10.3951,0.3045,1.5572,8.0494,-145.15,-10.2843,-1.8726,50.0059,5.7663,-10.4188,34.8,2.4,24,2594,213,NA,NA,NA,NA,NA,NA,FALSE,-10.8,16.8,7.2,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746498,"2024-04-06",2,"2024-04-06T19:39:51.602Z","2024-04-06T19:39:55.029Z",TRUE,"pitch","73010865-f9ab-4809-b044-f6df2c459a29",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,1,NA,NA,3.28,1.49,NA,72.24,207.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Mark Canha strikes out swinging.",0,4,0,68,"bottom",9,"2024-04-06T19:39:01.511Z","2024-04-06T19:39:55.029Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,592192,"Mark Canha","/api/v1/people/592192","R","Right",695243,"Mason Miller","/api/v1/people/695243","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Oakland Athletics","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.5,80.7,14,0.86,0.4282,6.2729,30.3561,-33.6853,5.4295,-0.9175,1.1743,1.1724,5.8363,-128.6327,-5.0284,-1.8418,50.0018,5.809,8.9623,16.8,8.4,24,2344,45,NA,NA,NA,NA,NA,NA,TRUE,-38,-2.6,-11.3,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746498,"2024-04-06",1,"2024-04-06T19:39:34.613Z","2024-04-06T19:39:38.104Z",TRUE,"pitch","fdb879a4-45cf-4f7e-9f90-29f6f939919b",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,1,NA,NA,3.3053,1.5413,NA,120.45,163.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Mark Canha strikes out swinging.",0,4,0,68,"bottom",9,"2024-04-06T19:39:01.511Z","2024-04-06T19:39:55.029Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,592192,"Mark Canha","/api/v1/people/592192","R","Right",695243,"Mason Miller","/api/v1/people/695243","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Oakland Athletics","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.5,79,2,0.88,0.4365,6.4824,27.729,-33.639,5.626,-0.9207,-0.0905,2.7988,3.0945,-125.9288,-1.0889,-2.0697,50.002,5.9802,8.9537,15.6,8.4,24,2226,46,NA,NA,NA,NA,NA,NA,FALSE,-38.4,-1.7,-10.9,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746498,"2024-04-06",0,"2024-04-06T19:39:19.530Z","2024-04-06T19:39:22.755Z",TRUE,"pitch","a015c2b7-f09c-4477-80f4-faf0ebcc553e",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.312,1.5868,NA,85.11,184.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Mark Canha strikes out swinging.",0,4,0,68,"bottom",9,"2024-04-06T19:39:01.511Z","2024-04-06T19:39:55.029Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,592192,"Mark Canha","/api/v1/people/592192","R","Right",695243,"Mason Miller","/api/v1/people/695243","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Oakland Athletics","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87,79.2,14,0.88,0.4352,6.404,29.5511,-33.8036,5.407,-1.0207,0.8366,1.9997,5.0823,-126.5949,-2.8568,-1.9107,50.0033,5.8913,8.6393,15.6,9.6,24,2218,42,NA,NA,NA,NA,NA,NA,FALSE,-38.9,-2.3,-11,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
