"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717595,"2023-06-28",6,"2023-06-28T04:16:50.547Z","2023-06-28T04:16:55.016Z",TRUE,"pitch","4d2e5b62-7713-480a-815a-4c5b815f9b25",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.49,1.63,NA,99.94,184.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Kyle Higashioka strikes out swinging.",0,1,2,67,"top",9,"2023-06-28T04:12:02.257Z","2023-06-28T04:16:55.016Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,543309,"Kyle Higashioka","/api/v1/people/543309","R","Right",594580,"Sam Moll","/api/v1/people/594580","L","Left","vs_LHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Oakland Athletics",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84,77.1,9,0.9,0.4482,4.8394,24.7397,-29.5439,-10.2934,1.7418,0.4475,1.9963,-1.0931,-122.3237,-1.3568,2.2375,50.0048,5.0976,-15.557,27.6,9.6,24,3188,301,NA,NA,NA,NA,NA,NA,TRUE,-35.8,3.1,18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717595,"2023-06-28",5,"2023-06-28T04:16:23.380Z","2023-06-28T04:16:26.380Z",TRUE,"pitch","5ea406cf-25c2-4049-b183-8fd9baeb91ab",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.3941,1.5979,NA,53.93,214.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Kyle Higashioka strikes out swinging.",0,1,2,67,"top",9,"2023-06-28T04:12:02.257Z","2023-06-28T04:16:55.016Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,543309,"Kyle Higashioka","/api/v1/people/543309","R","Right",594580,"Sam Moll","/api/v1/people/594580","L","Left","vs_LHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Oakland Athletics",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.1,76.3,14,0.9,0.4536,4.7455,24.6706,-32.1174,-12.6021,0.0443,1.6547,0.9122,2.185,-120.9762,-2.9323,2.3741,50.0059,4.969,-18.5923,28.8,10.8,24,3183,302,NA,NA,NA,NA,NA,NA,FALSE,-40.1,-0.4,22.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717595,"2023-06-28",4,"2023-06-28T04:16:00.317Z","2023-06-28T04:16:03.517Z",TRUE,"pitch","59adf75c-5541-4597-8d22-6dc8d411f2a9",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.49,1.63,NA,73.49,161.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Kyle Higashioka strikes out swinging.",0,1,2,67,"top",9,"2023-06-28T04:12:02.257Z","2023-06-28T04:16:55.016Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,543309,"Kyle Higashioka","/api/v1/people/543309","R","Right",594580,"Sam Moll","/api/v1/people/594580","L","Left","vs_LHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.5,87,12,0.9,0.3967,4.7156,28.7105,-20.6594,2.6972,5.9555,1.1415,2.8796,-2.84,-137.7126,-2.6358,1.8325,50.0023,5.2364,5.2144,12,4.8,24,2637,116,NA,NA,NA,NA,NA,NA,FALSE,-19.9,10.4,-4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717595,"2023-06-28",2,"2023-06-28T04:15:07.192Z","2023-06-28T04:15:11.511Z",TRUE,"pitch","183025f6-184d-4eb8-a48e-d1caabbd3d62",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.3941,1.5662,NA,56.29,138.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Kyle Higashioka strikes out swinging.",0,1,2,67,"top",9,"2023-06-28T04:12:02.257Z","2023-06-28T04:16:55.016Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,543309,"Kyle Higashioka","/api/v1/people/543309","R","Right",594580,"Sam Moll","/api/v1/people/594580","L","Left","vs_LHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.8,87.3,12,0.9,0.395,4.5936,28.6104,-17.9784,3.1541,7.2774,1.5928,3.722,-1.9256,-138.2427,-1.0638,1.8858,50.0003,5.3097,6.1507,18,3.6,24,2718,124,NA,NA,NA,NA,NA,NA,FALSE,-16.9,13.2,-5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717595,"2023-06-28",1,"2023-06-28T04:14:37.645Z","2023-06-28T04:14:40.645Z",TRUE,"pitch","37563336-8912-4ff8-9189-db60192a17a6",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.49,1.63,NA,98.64,158.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Kyle Higashioka strikes out swinging.",0,1,2,67,"top",9,"2023-06-28T04:12:02.257Z","2023-06-28T04:16:55.016Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,543309,"Kyle Higashioka","/api/v1/people/543309","R","Right",594580,"Sam Moll","/api/v1/people/594580","L","Left","vs_LHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.5,87.5,3,0.88,0.3958,4.6533,26.8044,-21.9414,2.5671,5.2603,0.4816,2.9646,-4.3998,-137.6961,-2.2175,1.7572,50.0046,5.2445,4.9955,10.8,4.8,24,2697,125,NA,NA,NA,NA,NA,NA,FALSE,-20.9,9.4,-3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717595,"2023-06-28",0,"2023-06-28T04:14:18.026Z","2023-06-28T04:14:21.523Z",TRUE,"pitch","213dd2cc-71ae-45b6-87f6-0186ed477946",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.4894,1.6292,NA,82.29,171.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Kyle Higashioka strikes out swinging.",0,1,2,67,"top",9,"2023-06-28T04:12:02.257Z","2023-06-28T04:16:55.016Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,543309,"Kyle Higashioka","/api/v1/people/543309","R","Right",594580,"Sam Moll","/api/v1/people/594580","L","Left","vs_LHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Oakland Athletics",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82.8,76.3,14,0.9,0.4536,4.8559,22.8782,-33.6213,-8.4872,-0.9821,0.9107,2.4794,-0.6414,-120.6283,0.8241,2.2827,50.0003,5.0912,-12.5392,20.4,9.6,24,3061,298,NA,NA,NA,NA,NA,NA,FALSE,-41,-1.3,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717595,"2023-06-28",3,"2023-06-28T04:15:30.997Z","2023-06-28T04:16:00.317Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",1,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Kyle Higashioka strikes out swinging.",0,1,2,67,"top",9,"2023-06-28T04:12:02.257Z","2023-06-28T04:16:55.016Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,543309,"Kyle Higashioka","/api/v1/people/543309","R","Right",594580,"Sam Moll","/api/v1/people/594580","L","Left","vs_LHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Oakland Athletics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717595,"2023-06-28",2,"2023-06-28T04:11:46.139Z","2023-06-28T04:11:54.302Z",TRUE,"pitch","8e45205d-b781-4c12-ba66-05e36531ea30",2,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,1,2,NA,NA,3.21,1.59,NA,106.3,175.59,"ground_ball","medium","6",97.45,153.95,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Single","single","Athletics challenged (play at 1st), call on the field was upheld: Anthony Volpe singles on a ground ball to shortstop Tyler Wade. Gleyber Torres to 2nd.",0,1,2,66,"top",9,"2023-06-28T04:10:31.658Z","2023-06-28T04:11:54.302Z",TRUE,FALSE,TRUE,FALSE,33,0,1,2,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",594580,"Sam Moll","/api/v1/people/594580","L","Left","vs_LHP","vs_RHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Oakland Athletics",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.1,85.1,6,0.9,0.4027,4.9511,34.1734,-32.9602,9.0294,-0.4211,0.2807,2.3405,-6.8563,-136.7743,-1.5913,1.6649,50.0023,5.2207,16.8635,24,8.4,24,2256,123,88.8,-18,8,NA,NA,NA,FALSE,-32.2,-1,-14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,683011,"Anthony Volpe","/api/v1/people/683011",NA,NA,NA,650402,"Gleyber Torres","/api/v1/people/650402",FALSE,FALSE,"MF",133
717595,"2023-06-28",0,"2023-06-28T04:10:53.610Z","2023-06-28T04:10:57.117Z",TRUE,"pitch","1a8b8b05-3038-4cd4-86ef-ea3f5068ee22",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.2097,1.5262,NA,105.08,187.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Single","single","Athletics challenged (play at 1st), call on the field was upheld: Anthony Volpe singles on a ground ball to shortstop Tyler Wade. Gleyber Torres to 2nd.",0,1,2,66,"top",9,"2023-06-28T04:10:31.658Z","2023-06-28T04:11:54.302Z",TRUE,FALSE,TRUE,FALSE,33,0,1,2,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",594580,"Sam Moll","/api/v1/people/594580","L","Left","vs_LHP","vs_RHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Oakland Athletics",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.5,76.8,9,0.9,0.4506,4.7082,24.5117,-32.2719,-9.8052,-0.0686,0.3128,1.884,-1.5209,-121.6923,-0.7615,2.2198,50.0013,5.0036,-14.6616,25.2,9.6,24,3085,301,NA,NA,NA,NA,NA,NA,FALSE,-39.2,0,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717595,"2023-06-28",1,"2023-06-28T04:11:21.087Z","2023-06-28T04:11:46.139Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",1,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,1,2,683011,"/api/v1/people/683011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"66","atBat","Single","single","Athletics challenged (play at 1st), call on the field was upheld: Anthony Volpe singles on a ground ball to shortstop Tyler Wade. Gleyber Torres to 2nd.",0,1,2,66,"top",9,"2023-06-28T04:10:31.658Z","2023-06-28T04:11:54.302Z",TRUE,FALSE,TRUE,FALSE,33,0,1,2,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",594580,"Sam Moll","/api/v1/people/594580","L","Left","vs_LHP","vs_RHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Oakland Athletics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
