"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
745271,"2024-04-14",3,"2024-04-14T22:43:35.868Z","2024-04-14T22:43:38.868Z",TRUE,"pitch","c0ffb060-029a-48bd-ab00-f642467ec252",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.4699,1.5813,NA,185.11,138.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Pickoff 1B","pickoff_1b","Cubs challenged (tag play), call on the field was overturned: pitcher Adbert Alzolay picks off Julio Rodríguez at on throw to first baseman Michael Busch.",0,3,2,68,"bottom",9,"2024-04-14T22:42:59.225Z","2024-04-14T22:43:57.679Z",TRUE,FALSE,TRUE,TRUE,16,1,1,3,670042,"Luke Raley","/api/v1/people/670042","L","Left",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Chicago Cubs",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.7,88.2,11,2,0.3894,6.3093,33.0185,-13.8429,-4.5653,9.1577,-1.7869,3.722,-0.258,-140.8463,-4.0309,-1.1011,50.0062,6.0716,-9.1425,32.4,3.6,24,2328,212,NA,NA,NA,NA,NA,NA,FALSE,-13.3,16,8.3,1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745271,"2024-04-14",1,"2024-04-14T22:43:01.369Z","2024-04-14T22:43:04.552Z",TRUE,"pitch","afce7ee2-1acd-4c35-ba46-c2c2f625bc01",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.472,1.4728,NA,151.44,177.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Pickoff 1B","pickoff_1b","Cubs challenged (tag play), call on the field was overturned: pitcher Adbert Alzolay picks off Julio Rodríguez at on throw to first baseman Michael Busch.",0,3,2,68,"bottom",9,"2024-04-14T22:42:59.225Z","2024-04-14T22:43:57.679Z",TRUE,FALSE,TRUE,TRUE,16,1,1,3,670042,"Luke Raley","/api/v1/people/670042","L","Left",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Chicago Cubs",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.4,81.2,13,2,0.4281,6.3729,23.5194,-27.9079,3.377,2.5702,-0.9034,2.2724,-0.3139,-127.4102,-3.8598,-1.2188,50.0059,5.9859,5.6131,10.8,7.2,24,2522,136,NA,NA,NA,NA,NA,NA,FALSE,-31.3,4.1,-6.1,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745271,"2024-04-14",0,"2024-04-14T22:42:49.711Z","2024-04-14T22:43:01.369Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-runner Julio Rodríguez replaces Cal Raleigh.","Offensive Substitution",3,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,677594,"/api/v1/people/677594",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"12","Pinch Runner","Runner","PR","701","68","atBat","Pickoff 1B","pickoff_1b","Cubs challenged (tag play), call on the field was overturned: pitcher Adbert Alzolay picks off Julio Rodríguez at on throw to first baseman Michael Busch.",0,3,2,68,"bottom",9,"2024-04-14T22:42:59.225Z","2024-04-14T22:43:57.679Z",TRUE,FALSE,TRUE,TRUE,16,1,1,3,670042,"Luke Raley","/api/v1/people/670042","L","Left",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,663728,"/api/v1/people/663728",NA,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745271,"2024-04-14",2,"2024-04-14T22:43:18.663Z","2024-04-14T22:43:21.663Z",FALSE,"pickoff","2857a2d7-4619-4fa5-83d6-2ab119f809cc",NA,"Pickoff Attempt 1B",NA,NA,NA,NA,FALSE,"1",NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Pickoff 1B","pickoff_1b","Cubs challenged (tag play), call on the field was overturned: pitcher Adbert Alzolay picks off Julio Rodríguez at on throw to first baseman Michael Busch.",0,3,2,68,"bottom",9,"2024-04-14T22:42:59.225Z","2024-04-14T22:43:57.679Z",TRUE,FALSE,TRUE,TRUE,16,1,1,3,670042,"Luke Raley","/api/v1/people/670042","L","Left",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745271,"2024-04-14",4,"2024-04-14T22:43:54.679Z","2024-04-14T22:43:57.679Z",FALSE,"pickoff","6002fc5d-5fcd-406f-8f14-6a8efcb519de",NA,"Pickoff Attempt 1B",NA,NA,NA,NA,FALSE,"1",NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Pickoff 1B","pickoff_1b","Cubs challenged (tag play), call on the field was overturned: pitcher Adbert Alzolay picks off Julio Rodríguez at on throw to first baseman Michael Busch.",0,3,2,68,"bottom",9,"2024-04-14T22:42:59.225Z","2024-04-14T22:43:57.679Z",TRUE,FALSE,TRUE,TRUE,16,1,1,3,670042,"Luke Raley","/api/v1/people/670042","L","Left",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,"MA",112
745271,"2024-04-14",6,"2024-04-14T22:42:17.017Z","2024-04-14T22:42:28.811Z",TRUE,"pitch","bf98e773-37c9-4229-b61f-bd8d8955599b",6,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",3,2,2,NA,NA,3.57,1.68,NA,143.29,187.11,"ground_ball","medium","9",170.39,135.06,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Single","single","Cal Raleigh singles on a ground ball to right fielder Mike Tauchman.",0,3,2,67,"bottom",9,"2024-04-14T22:40:30.031Z","2024-04-14T22:42:28.811Z",TRUE,FALSE,FALSE,FALSE,33,3,2,2,663728,"Cal Raleigh","/api/v1/people/663728","L","Left",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Chicago Cubs",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.7,81.4,7,2,0.4272,6.4011,24.0157,-30.495,3.6358,1.0031,-0.6896,1.9138,0.0953,-127.7574,-4.2892,-1.2003,50.0017,5.9863,6.0652,10.8,7.2,24,2448,123,100.2,4,75,NA,NA,NA,FALSE,-34.1,1.2,-6.6,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,663728,"Cal Raleigh","/api/v1/people/663728",NA,NA,NA,NA,NA,NA,NA
745271,"2024-04-14",5,"2024-04-14T22:41:59.603Z","2024-04-14T22:42:03.009Z",TRUE,"pitch","ccd72b5e-35f6-4fa1-98b5-a890b46928e6",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.555,1.7183,NA,143.58,196.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Single","single","Cal Raleigh singles on a ground ball to right fielder Mike Tauchman.",0,3,2,67,"bottom",9,"2024-04-14T22:40:30.031Z","2024-04-14T22:42:28.811Z",TRUE,FALSE,FALSE,FALSE,33,3,2,2,663728,"Cal Raleigh","/api/v1/people/663728","L","Left",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Chicago Cubs",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.6,82.5,13,2,0.4225,6.4578,23.7966,-29.1385,3.3307,1.7778,-0.6973,1.5538,-0.1993,-129.0465,-5.7682,-1.0531,50.0041,6.0291,5.6857,10.8,7.2,24,2588,132,NA,NA,NA,NA,NA,NA,FALSE,-32.2,2.3,-6,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745271,"2024-04-14",3,"2024-04-14T22:41:32.450Z","2024-04-14T22:41:36.541Z",TRUE,"pitch","8e2eba22-f70c-4015-b3d0-e1511729bd0a",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,2,2,NA,NA,3.5548,1.6677,NA,144.13,186.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Single","single","Cal Raleigh singles on a ground ball to right fielder Mike Tauchman.",0,3,2,67,"bottom",9,"2024-04-14T22:40:30.031Z","2024-04-14T22:42:28.811Z",TRUE,FALSE,FALSE,FALSE,33,3,2,2,663728,"Cal Raleigh","/api/v1/people/663728","L","Left",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Chicago Cubs",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.2,82.1,7,2,0.4239,6.3414,23.6076,-28.5145,3.4127,2.1598,-0.7117,1.9497,0.1756,-128.6204,-4.7211,-1.2249,50.0063,5.9887,5.7886,10.8,7.2,24,2538,141,NA,NA,NA,NA,NA,NA,FALSE,-31.4,3.2,-6.2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745271,"2024-04-14",2,"2024-04-14T22:41:16.713Z","2024-04-14T22:41:19.713Z",TRUE,"pitch","af4668ed-5c33-45a5-87bd-b8f8382b9a0b",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.5548,1.6752,NA,136.62,206.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Single","single","Cal Raleigh singles on a ground ball to right fielder Mike Tauchman.",0,3,2,67,"bottom",9,"2024-04-14T22:40:30.031Z","2024-04-14T22:42:28.811Z",TRUE,FALSE,FALSE,FALSE,33,3,2,2,663728,"Cal Raleigh","/api/v1/people/663728","L","Left",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Chicago Cubs",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.9,81,13,2,0.4307,6.4356,22.9575,-27.8853,4.9943,2.6094,-0.5148,1.1874,0.3122,-126.6092,-6.3455,-1.2892,50.0016,5.9232,8.2042,15.6,7.2,24,2456,151,NA,NA,NA,NA,NA,NA,FALSE,-32.2,3.7,-9.1,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745271,"2024-04-14",1,"2024-04-14T22:40:54.067Z","2024-04-14T22:40:57.204Z",TRUE,"pitch","98eb489a-8b6c-46b9-a818-448e8b0d47a7",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.57,1.68,NA,131.31,145.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Single","single","Cal Raleigh singles on a ground ball to right fielder Mike Tauchman.",0,3,2,67,"bottom",9,"2024-04-14T22:40:30.031Z","2024-04-14T22:42:28.811Z",TRUE,FALSE,FALSE,FALSE,33,3,2,2,663728,"Cal Raleigh","/api/v1/people/663728","L","Left",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Chicago Cubs",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.9,82.7,1,2,0.4176,6.3135,26.5414,-25.8753,3.5085,3.6117,-0.3754,3.4525,0.7883,-130.9389,-1.8835,-1.1359,50.0026,6.1091,6.1178,13.2,6,24,2279,163,NA,NA,NA,NA,NA,NA,FALSE,-27.4,6.4,-6.5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
