"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
716952,"2023-08-19",3,"2023-08-19T02:58:22.537Z","2023-08-19T02:58:32.061Z",TRUE,"pitch","968bc2b1-c639-4764-8c9f-54620a9ff7f7",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,3.41,1.62,NA,123.93,177.55,"fly_ball","medium","8",140.74,105.56,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Flyout","field_out","Paul Goldschmidt flies out to center fielder Rafael Ortega.",0,7,1,80,"bottom",9,"2023-08-19T02:57:14.671Z","2023-08-19T02:58:32.061Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,502671,"Paul Goldschmidt","/api/v1/people/502671","R","Right",642701,"Dennis Santana","/api/v1/people/642701","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","New York Mets","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87.8,80.8,5,2,0.428,6.3412,26.0497,-30.3116,1.6309,1.1218,-0.1818,2.2679,4.0848,-127.9148,-2.2534,-2.0104,50.0021,5.5336,2.7058,6,7.2,24,2499,190,87.4,51,239,NA,NA,NA,TRUE,-33.6,1.8,-3.8,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716952,"2023-08-19",2,"2023-08-19T02:58:01.076Z","2023-08-19T02:58:04.283Z",TRUE,"pitch","901f9752-478c-483f-a72f-d9cae58b9922",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.2879,1.5705,NA,82.32,135.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Flyout","field_out","Paul Goldschmidt flies out to center fielder Rafael Ortega.",0,7,1,80,"bottom",9,"2023-08-19T02:57:14.671Z","2023-08-19T02:58:32.061Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,502671,"Paul Goldschmidt","/api/v1/people/502671","R","Right",642701,"Dennis Santana","/api/v1/people/642701","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","New York Mets","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,86.9,12,0.89,0.3959,6.0434,30.3643,-15.1273,-7.0651,8.793,0.9097,3.8275,9.6428,-138.2585,-2.2539,-1.7027,50.0062,5.6667,-13.7032,37.2,3.6,24,2546,226,NA,NA,NA,NA,NA,NA,FALSE,-14.6,15.6,10.8,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716952,"2023-08-19",1,"2023-08-19T02:57:37.847Z","2023-08-19T02:57:40.884Z",TRUE,"pitch","2ed6ced3-3731-4f4e-88a8-959a5177f2ec",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.41,1.62,NA,124.46,186.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Flyout","field_out","Paul Goldschmidt flies out to center fielder Rafael Ortega.",0,7,1,80,"bottom",9,"2023-08-19T02:57:14.671Z","2023-08-19T02:58:32.061Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,502671,"Paul Goldschmidt","/api/v1/people/502671","R","Right",642701,"Dennis Santana","/api/v1/people/642701","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","New York Mets","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.7,85.8,8,0.9,0.3998,5.9672,33.2547,-12.2504,-8.9841,10.5034,-0.1958,1.9481,7.7065,-137.5277,-7.2057,-1.8804,50.0061,5.4507,-17.0467,48,4.8,24,2514,229,NA,NA,NA,NA,NA,NA,FALSE,-13.3,17.5,14.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716952,"2023-08-19",0,"2023-08-19T02:57:19.296Z","2023-08-19T02:57:22.485Z",TRUE,"pitch","02b0d73e-bd67-4b48-8ef6-ab576ac674e9",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.2879,1.546,NA,119.63,160.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Flyout","field_out","Paul Goldschmidt flies out to center fielder Rafael Ortega.",0,7,1,80,"bottom",9,"2023-08-19T02:57:14.671Z","2023-08-19T02:58:32.061Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,502671,"Paul Goldschmidt","/api/v1/people/502671","R","Right",642701,"Dennis Santana","/api/v1/people/642701","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","New York Mets","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87.5,80.6,2,2,0.4292,6.2082,24.9592,-28.3959,0.9984,2.2911,-0.0689,2.8973,4.9034,-127.3772,-1.3154,-2.1448,50.0056,5.6554,1.6484,4.8,7.2,24,2400,195,NA,NA,NA,NA,NA,NA,FALSE,-31.4,4.1,-2.9,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716952,"2023-08-19",5,"2023-08-19T02:56:35.786Z","2023-08-19T02:56:49.929Z",TRUE,"pitch","4975194a-dab0-45fb-9025-db5ef0e02486",6,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",3,2,2,NA,NA,3.23,1.51,NA,147.21,160.25,"line_drive","medium","7",42.12,123.62,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Double","double","Richie Palacios doubles (1) on a line drive to left fielder Tim Locastro. Alec Burleson scores.",1,7,1,79,"bottom",9,"2023-08-19T02:54:45.427Z","2023-08-19T02:56:49.929Z",TRUE,TRUE,FALSE,FALSE,34,3,2,2,680700,"Richie Palacios","/api/v1/people/680700","L","Left",642701,"Dennis Santana","/api/v1/people/642701","R","Right","vs_RHP","vs_LHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","New York Mets","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95,86.2,1,0.88,0.3977,6.1056,32.9912,-22.2953,-10.7206,5.1538,-0.7926,2.9087,6.8624,-138.1198,-2.8519,-1.9265,50.0039,5.4671,-20.554,39.6,6,24,2347,225,89,15,228,NA,NA,NA,FALSE,-21.7,8.9,17.9,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,680700,"Richie Palacios","/api/v1/people/680700"
716952,"2023-08-19",4,"2023-08-19T02:56:12.145Z","2023-08-19T02:56:15.324Z",TRUE,"pitch","9112a7f7-4c7b-4cff-b807-efd8521f9e3c",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.23,1.51,NA,116.57,181.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Double","double","Richie Palacios doubles (1) on a line drive to left fielder Tim Locastro. Alec Burleson scores.",1,7,1,79,"bottom",9,"2023-08-19T02:54:45.427Z","2023-08-19T02:56:49.929Z",TRUE,TRUE,FALSE,FALSE,34,3,2,2,680700,"Richie Palacios","/api/v1/people/680700","L","Left",642701,"Dennis Santana","/api/v1/people/642701","R","Right","vs_RHP","vs_LHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","New York Mets","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.1,86.7,5,0.91,0.397,6.1653,31.6369,-20.0399,-11.2834,6.2986,0.0114,2.1137,9.3279,-138.1265,-5.3746,-1.9485,50.0038,5.4383,-21.7383,43.2,6,24,2449,227,NA,NA,NA,NA,NA,NA,FALSE,-20,10.4,18.4,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716952,"2023-08-19",3,"2023-08-19T02:55:52.816Z","2023-08-19T02:55:57.777Z",TRUE,"pitch","a05b6c65-3872-4bc0-a618-1901e83c6d89",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.3409,1.55,NA,123.28,200.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Double","double","Richie Palacios doubles (1) on a line drive to left fielder Tim Locastro. Alec Burleson scores.",1,7,1,79,"bottom",9,"2023-08-19T02:54:45.427Z","2023-08-19T02:56:49.929Z",TRUE,TRUE,FALSE,FALSE,34,3,2,2,680700,"Richie Palacios","/api/v1/people/680700","L","Left",642701,"Dennis Santana","/api/v1/people/642701","R","Right","vs_RHP","vs_LHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","New York Mets","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.3,86,13,0.9,0.4007,6.1216,31.016,-19.2974,-10.7343,6.8073,-0.1646,1.4124,8.42,-136.8481,-7.2494,-1.8912,50.0002,5.4239,-20.2975,42,6,24,2477,223,NA,NA,NA,NA,NA,NA,FALSE,-20,10.9,17.6,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716952,"2023-08-19",2,"2023-08-19T02:55:33.656Z","2023-08-19T02:55:36.915Z",TRUE,"pitch","9b1dcfd3-1a62-4d38-a950-801b5cf4fba6",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,2,NA,NA,3.3165,1.5255,NA,140.79,149.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Double","double","Richie Palacios doubles (1) on a line drive to left fielder Tim Locastro. Alec Burleson scores.",1,7,1,79,"bottom",9,"2023-08-19T02:54:45.427Z","2023-08-19T02:56:49.929Z",TRUE,TRUE,FALSE,FALSE,34,3,2,2,680700,"Richie Palacios","/api/v1/people/680700","L","Left",642701,"Dennis Santana","/api/v1/people/642701","R","Right","vs_RHP","vs_LHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","New York Mets","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.2,86.7,1,0.89,0.3963,5.9592,31.7543,-21.1704,-10.0415,5.6905,-0.624,3.3047,7.2682,-138.3773,-2.3223,-1.9841,50.003,5.5778,-19.4147,39.6,6,24,2445,226,NA,NA,NA,NA,NA,NA,FALSE,-20.3,10,16.6,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716952,"2023-08-19",1,"2023-08-19T02:55:13.950Z","2023-08-19T02:55:17.708Z",TRUE,"pitch","2247ffcc-3811-41b8-9506-58ef3c28f4fd",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.3516,1.5582,NA,161.83,159.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Double","double","Richie Palacios doubles (1) on a line drive to left fielder Tim Locastro. Alec Burleson scores.",1,7,1,79,"bottom",9,"2023-08-19T02:54:45.427Z","2023-08-19T02:56:49.929Z",TRUE,TRUE,FALSE,FALSE,34,3,2,2,680700,"Richie Palacios","/api/v1/people/680700","L","Left",642701,"Dennis Santana","/api/v1/people/642701","R","Right","vs_RHP","vs_LHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","New York Mets","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.5,86.8,11,0.9,0.3951,6.133,32.506,-11.538,-7.3106,10.6106,-1.176,2.9462,4.9273,-138.9009,-5.1413,-2.0275,50.0013,5.5951,-14.2153,45.6,3.6,24,2575,223,NA,NA,NA,NA,NA,NA,FALSE,-11.9,18.2,12.1,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716952,"2023-08-19",0,"2023-08-19T02:54:56.322Z","2023-08-19T02:55:00.929Z",TRUE,"pitch","fff72000-2de1-4a05-aeac-ac6ec9442c5b",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3759,1.4849,NA,62.37,203.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Double","double","Richie Palacios doubles (1) on a line drive to left fielder Tim Locastro. Alec Burleson scores.",1,7,1,79,"bottom",9,"2023-08-19T02:54:45.427Z","2023-08-19T02:56:49.929Z",TRUE,TRUE,FALSE,FALSE,34,3,2,2,680700,"Richie Palacios","/api/v1/people/680700","L","Left",642701,"Dennis Santana","/api/v1/people/642701","R","Right","vs_RHP","vs_LHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","New York Mets","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87.6,81.2,14,2,0.429,6.3231,24.7555,-28.7535,1.6655,2.0724,1.4331,1.3148,7.8477,-127.3879,-5.0604,-1.8968,50.0061,5.5846,2.7524,8.4,7.2,24,2467,202,NA,NA,NA,NA,NA,NA,FALSE,-32.6,2.9,-4.7,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
