"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
718368,"2023-04-30",4,"2023-04-30T22:57:41.782Z","2023-04-30T22:57:44.782Z",TRUE,"pitch","8f19a7c8-12d7-4781-a47b-fcb9c50bbade",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.08,1.53,NA,128.72,145.51,"ground_ball","medium","4",133.26,143.17,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Wilmer Flores grounds out, second baseman Ha-Seong Kim to first baseman Jake Cronenworth.",0,4,6,72,"top",9,"2023-04-30T22:57:09.702Z","2023-04-30T22:57:44.782Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,527038,"Wilmer Flores","/api/v1/people/527038","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.6,90.7,11,2,0.3841,6.2745,26.7548,-15.8993,3.457,7.8435,-0.3074,3.4546,-8.588,-141.8276,-3.2681,2.2871,50,5.6121,7.173,19.2,3.6,24,2230,159,NA,NA,NA,NA,NA,NA,TRUE,-14.4,14,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718368,"2023-04-30",3,"2023-04-30T22:57:27.200Z","2023-04-30T22:57:30.981Z",TRUE,"pitch","281586a1-92eb-46fb-b730-069a6ff32ecc",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.08,1.53,NA,103.77,138.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Wilmer Flores grounds out, second baseman Ha-Seong Kim to first baseman Jake Cronenworth.",0,4,6,72,"top",9,"2023-04-30T22:57:09.702Z","2023-04-30T22:57:44.782Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,527038,"Wilmer Flores","/api/v1/people/527038","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.6,91,12,2,0.3837,6.1866,25.8073,-16.3896,3.1963,7.5595,0.347,3.7014,-7.0117,-142.0404,-2.5952,2.4086,50,5.6422,6.6741,18,3.6,24,2277,159,NA,NA,NA,NA,NA,NA,FALSE,-14.6,13.8,-4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718368,"2023-04-30",2,"2023-04-30T22:57:11.600Z","2023-04-30T22:57:16.195Z",TRUE,"pitch","5dca6474-7730-498f-a602-8a8d9d24a157",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.08,1.53,NA,149.95,191.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Wilmer Flores grounds out, second baseman Ha-Seong Kim to first baseman Jake Cronenworth.",0,4,6,72,"top",9,"2023-04-30T22:57:09.702Z","2023-04-30T22:57:44.782Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,527038,"Wilmer Flores","/api/v1/people/527038","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.7,91.3,13,2,0.3842,6.1917,25.249,-17.6861,3.6407,6.9565,-0.8643,1.7514,-10.0031,-141.754,-7.3426,2.2016,50,5.4574,7.5824,16.8,3.6,24,2218,154,NA,NA,NA,NA,NA,NA,FALSE,-16.7,11.9,-5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718368,"2023-04-30",0,"2023-04-30T22:56:23.375Z","2023-04-30T22:56:38.330Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",4,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Wilmer Flores grounds out, second baseman Ha-Seong Kim to first baseman Jake Cronenworth.",0,4,6,72,"top",9,"2023-04-30T22:57:09.702Z","2023-04-30T22:57:44.782Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,527038,"Wilmer Flores","/api/v1/people/527038","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718368,"2023-04-30",1,"2023-04-30T22:56:38.330Z","2023-04-30T22:57:11.600Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Wilmer Flores replaces LaMonte Wade Jr.","Offensive Substitution",4,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,527038,"/api/v1/people/527038",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","101","72","atBat","Groundout","field_out","Wilmer Flores grounds out, second baseman Ha-Seong Kim to first baseman Jake Cronenworth.",0,4,6,72,"top",9,"2023-04-30T22:57:09.702Z","2023-04-30T22:57:44.782Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,527038,"Wilmer Flores","/api/v1/people/527038","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,664774,"/api/v1/people/664774",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718368,"2023-04-30",4,"2023-04-30T22:55:54.910Z","2023-04-30T22:56:05.298Z",TRUE,"pitch","840da272-fced-4183-9f4e-e5d9376e37ab",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,1,NA,NA,3.46,1.72,NA,148.46,158.21,"ground_ball","medium","6",108.93,152.8,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Groundout","field_out","Austin Slater grounds out, shortstop Xander Bogaerts to first baseman Jake Cronenworth.",0,4,6,71,"top",9,"2023-04-30T22:55:02.198Z","2023-04-30T22:56:05.298Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,596103,"Austin Slater","/api/v1/people/596103","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.8,91.2,1,2,0.3834,6.188,25.623,-17.4667,3.8368,7.0352,-0.8253,2.9841,-10.3899,-142.0805,-4.216,2.3454,50,5.5629,8.021,19.2,3.6,24,2304,154,64.5,-25,8,NA,NA,NA,TRUE,-15.8,12.5,-5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718368,"2023-04-30",3,"2023-04-30T22:55:38.444Z","2023-04-30T22:55:42.040Z",TRUE,"pitch","2f43e56c-9be7-4e24-ad2a-9b6c507568d4",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.46,1.72,NA,122.14,117.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Groundout","field_out","Austin Slater grounds out, shortstop Xander Bogaerts to first baseman Jake Cronenworth.",0,4,6,71,"top",9,"2023-04-30T22:55:02.198Z","2023-04-30T22:56:05.298Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,596103,"Austin Slater","/api/v1/people/596103","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98,91,11,2,0.3806,6.4924,27.0306,-17.9807,3.896,6.7709,-0.1348,4.4848,-8.4346,-142.5535,-0.4247,2.3318,50,5.7523,8.1668,20.4,3.6,24,2287,153,NA,NA,NA,NA,NA,NA,FALSE,-15.5,12.5,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718368,"2023-04-30",2,"2023-04-30T22:55:21.110Z","2023-04-30T22:55:25.802Z",TRUE,"pitch","2901a397-2d89-424f-a86c-0a637e8bf5a5",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.46,1.72,NA,102.62,148.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Groundout","field_out","Austin Slater grounds out, shortstop Xander Bogaerts to first baseman Jake Cronenworth.",0,4,6,71,"top",9,"2023-04-30T22:55:02.198Z","2023-04-30T22:56:05.298Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,596103,"Austin Slater","/api/v1/people/596103","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.1,89.9,3,2,0.3864,6.2964,27.3514,-18.613,5.1535,6.6245,0.3772,3.3438,-7.4412,-141.0757,-2.9936,2.3608,50,5.5959,10.5499,25.2,3.6,24,2268,142,NA,NA,NA,NA,NA,NA,FALSE,-17,11.8,-8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718368,"2023-04-30",1,"2023-04-30T22:55:04.418Z","2023-04-30T22:55:08.010Z",TRUE,"pitch","0e90f36f-51f6-4e8a-952c-52ecbccf52c1",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.46,1.72,NA,150.36,155.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Groundout","field_out","Austin Slater grounds out, shortstop Xander Bogaerts to first baseman Jake Cronenworth.",0,4,6,71,"top",9,"2023-04-30T22:55:02.198Z","2023-04-30T22:56:05.298Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,596103,"Austin Slater","/api/v1/people/596103","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.9,90.7,11,2,0.3833,6.3517,27.6866,-15.3097,4.6326,8.1217,-0.8752,3.0859,-10.5992,-142.072,-4.3242,2.2762,50,5.5781,9.6194,25.2,3.6,24,2289,153,NA,NA,NA,NA,NA,NA,FALSE,-13.9,14.4,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718368,"2023-04-30",0,"2023-04-30T22:54:57.926Z","2023-04-30T22:55:04.418Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Austin Slater replaces Brett Wisely.","Offensive Substitution",4,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,596103,"/api/v1/people/596103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","901","71","atBat","Groundout","field_out","Austin Slater grounds out, shortstop Xander Bogaerts to first baseman Jake Cronenworth.",0,4,6,71,"top",9,"2023-04-30T22:55:02.198Z","2023-04-30T22:56:05.298Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,596103,"Austin Slater","/api/v1/people/596103","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,689172,"/api/v1/people/689172",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
