"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","isBaseRunningPlay","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
717496,"2023-07-05",3,"2023-07-05T02:54:32.922Z","2023-07-05T02:54:36.509Z",TRUE,"pitch","0980012f-2b7f-48a5-aff0-e30709b67a47",3,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",0,3,2,NA,NA,3.3,1.52,NA,104.44,212.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Jake Burger strikes out on a foul tip.",0,4,3,72,"bottom",9,"2023-07-05T02:53:37.763Z","2023-07-05T02:54:36.509Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,669394,"Jake Burger","/api/v1/people/669394","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Toronto Blue Jays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.5,82.6,14,0.89,0.4213,7.6036,27.6089,-35.0284,1.4505,-1.6687,0.3295,0.9631,6.8766,-130.0833,-5.9034,-2.538,50.0025,5.9214,2.4816,6,8.4,24,2195,58,NA,NA,NA,NA,NA,NA,TRUE,-38.4,-4.2,-4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717496,"2023-07-05",1,"2023-07-05T02:54:05.817Z","2023-07-05T02:54:08.817Z",TRUE,"pitch","a9b120e0-fe3b-4402-b2d9-813030a5703d",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.3,1.52,NA,97.26,209.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Jake Burger strikes out on a foul tip.",0,4,3,72,"bottom",9,"2023-07-05T02:53:37.763Z","2023-07-05T02:54:36.509Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,669394,"Jake Burger","/api/v1/people/669394","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Toronto Blue Jays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.4,82.7,14,0.9,0.4235,7.8681,22.8667,-31.654,1.9803,0.3008,0.5178,1.0939,7.5499,-128.6028,-5.8692,-2.6951,50.0005,5.8159,3.3643,8.4,8.4,24,2252,78,NA,NA,NA,NA,NA,NA,FALSE,-35,-0.4,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717496,"2023-07-05",0,"2023-07-05T02:53:47.178Z","2023-07-05T02:53:50.359Z",TRUE,"pitch","3deb0021-bc1c-4e93-a33e-e2fb1077968f",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.3,1.52,NA,76.27,189.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Jake Burger strikes out on a foul tip.",0,4,3,72,"bottom",9,"2023-07-05T02:53:37.763Z","2023-07-05T02:54:36.509Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,669394,"Jake Burger","/api/v1/people/669394","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Toronto Blue Jays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.5,82.6,14,0.9,0.4237,7.8334,23.5258,-33.7067,1.511,-0.9022,1.0685,1.8081,9.17,-128.658,-3.9366,-2.7198,50.004,5.9351,2.5636,7.2,8.4,24,2212,77,NA,NA,NA,NA,NA,NA,FALSE,-36.8,-2.3,-4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717496,"2023-07-05",2,"2023-07-05T02:54:17.224Z","2023-07-05T02:54:32.922Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",4,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,2,669394,"/api/v1/people/669394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Jake Burger strikes out on a foul tip.",0,4,3,72,"bottom",9,"2023-07-05T02:53:37.763Z","2023-07-05T02:54:36.509Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,669394,"Jake Burger","/api/v1/people/669394","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Toronto Blue Jays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717496,"2023-07-05",3,"2023-07-05T02:53:13.416Z","2023-07-05T02:53:18.689Z",TRUE,"pitch","09e54bae-400b-40fc-9985-730a222a9c38",4,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",1,3,1,NA,NA,3.29,1.57,NA,134.49,210.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Oscar Colas strikes out swinging.",0,4,3,71,"bottom",9,"2023-07-05T02:52:04.696Z","2023-07-05T02:53:18.689Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,693049,"Oscar Colás","/api/v1/people/693049","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Toronto Blue Jays","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.1,81.2,13,0.9,0.4302,7.881,23.6919,-32.5368,2.1982,-0.2186,-0.4588,1.0535,5.1647,-126.8586,-5.7594,-2.7992,50.0038,5.9181,3.6163,7.2,8.4,24,2087,75,NA,NA,NA,NA,NA,NA,TRUE,-37.1,-1.4,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717496,"2023-07-05",2,"2023-07-05T02:52:55.579Z","2023-07-05T02:52:58.954Z",TRUE,"pitch","6d07096d-454b-4364-be19-7013ba82bda5",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,1,NA,NA,3.1429,1.5306,NA,115.18,175.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Oscar Colas strikes out swinging.",0,4,3,71,"bottom",9,"2023-07-05T02:52:04.696Z","2023-07-05T02:53:18.689Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,693049,"Oscar Colás","/api/v1/people/693049","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Toronto Blue Jays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,88.9,5,0.87,0.3893,7.5002,29.3389,-12.867,-2.8231,9.6116,0.0479,2.3256,9.0039,-140.281,-7.1724,-2.8254,50.0049,5.7402,-5.6724,15.6,2.4,24,2315,208,NA,NA,NA,NA,NA,NA,FALSE,-13.1,16.2,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717496,"2023-07-05",1,"2023-07-05T02:52:39.382Z","2023-07-05T02:52:42.382Z",TRUE,"pitch","08556274-7c7d-4736-a20f-718dc7cc5cc4",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,1,NA,NA,3.29,1.57,NA,104.13,204.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Oscar Colas strikes out swinging.",0,4,3,71,"bottom",9,"2023-07-05T02:52:04.696Z","2023-07-05T02:53:18.689Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,693049,"Oscar Colás","/api/v1/people/693049","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Toronto Blue Jays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.1,79.4,14,0.91,0.4408,7.2681,22.4262,-34.3868,2.6542,-1.4094,0.3378,1.2679,6.9531,-123.7895,-4.0397,-2.8414,50.0047,5.7696,4.1597,8.4,9.6,24,2223,65,NA,NA,NA,NA,NA,NA,FALSE,-40.7,-3.2,-6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717496,"2023-07-05",0,"2023-07-05T02:52:23.976Z","2023-07-05T02:52:26.976Z",TRUE,"pitch","20fdf6b1-3f87-41a7-8977-a15941958413",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,2.9704,1.4223,NA,102.1,207.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Oscar Colas strikes out swinging.",0,4,3,71,"bottom",9,"2023-07-05T02:52:04.696Z","2023-07-05T02:53:18.689Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,693049,"Oscar Colás","/api/v1/people/693049","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Toronto Blue Jays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.9,89.2,14,0.87,0.3888,7.5329,30.2843,-12.3935,-2.2058,9.8276,0.3908,1.1732,9.0468,-140.5868,-10.6158,-2.5747,50.0015,5.7906,-4.4407,9.6,2.4,24,2261,205,NA,NA,NA,NA,NA,NA,FALSE,-13.3,15.8,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717496,"2023-07-05",7,"2023-07-05T02:51:47.697Z","2023-07-05T02:51:57.950Z",TRUE,"pitch","09a2ed2e-8723-427c-80e2-adadae33f336",6,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",2,3,0,NA,NA,3.12,1.49,NA,137.77,223.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Andrew Vaughn strikes out swinging, catcher Alejandro Kirk to first baseman Vladimir Guerrero Jr.",0,4,3,70,"bottom",9,"2023-07-05T02:49:57.991Z","2023-07-05T02:51:57.950Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Toronto Blue Jays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.9,80.9,13,0.9,0.4322,7.5721,24.305,-37.1882,1.9281,-3.0817,-0.5449,0.5716,4.723,-126.4229,-5.9241,-2.6831,50.0003,5.9089,3.1394,6,9.6,24,2203,49,NA,NA,NA,NA,NA,NA,TRUE,-42.7,-6.6,-4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717496,"2023-07-05",6,"2023-07-05T02:51:26.631Z","2023-07-05T02:51:29.631Z",TRUE,"pitch","d29c9c99-27cb-4fd0-b15c-d5722224e187",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.12,1.49,NA,118.85,200.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Andrew Vaughn strikes out swinging, catcher Alejandro Kirk to first baseman Vladimir Guerrero Jr.",0,4,3,70,"bottom",9,"2023-07-05T02:49:57.991Z","2023-07-05T02:51:57.950Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Toronto Blue Jays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88,81.6,8,0.9,0.427,7.5671,25.7519,-37.6043,2.1384,-3.2624,-0.0486,1.4131,6.3552,-128.1276,-3.8858,-2.8358,50.0003,5.8789,3.5629,7.2,9.6,24,2225,70,NA,NA,NA,NA,NA,NA,FALSE,-41.8,-6.6,-5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
