"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","isBaseRunningPlay","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716380,"2023-09-30",0,"2023-09-30T20:12:50.034Z","2023-09-30T20:12:57.405Z",TRUE,"pitch","918ffabd-4f48-4c12-a86a-ae8832b594a1",1,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,0,2,NA,NA,3.3102,1.5781,NA,113.55,228.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Groundout","field_out","Parker Meadows grounds out, second baseman Andres Gimenez to first baseman Josh Naylor.",0,0,8,65,"bottom",7,"2023-09-30T20:12:40.796Z","2023-09-30T20:14:57.403Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,678009,"Parker Meadows","/api/v1/people/678009","L","Left",675540,"Xzavion Curry","/api/v1/people/675540","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.4,85.3,14,0.89,0.4069,6.2563,27.0626,-14.2789,-1.1378,9.7394,0.0904,0.3784,3.9109,-134.2201,-11.0719,-1.2332,50.0061,5.5552,-2.0916,4.8,3.6,24,1922,198,NA,NA,NA,NA,NA,NA,FALSE,-16.3,15.6,1.3,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716380,"2023-09-30",0,"2023-09-30T20:11:59.939Z","2023-09-30T20:12:12.893Z",TRUE,"pitch","856b3d1c-2ffb-44a7-a2ed-c0e3f885a930",1,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,0,2,NA,NA,3.29,1.62,NA,83.56,177.08,"line_drive","medium","7",97.21,100.81,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Single","single","Carson Kelly singles on a line drive to left fielder Steven Kwan. Zach McKinstry scores. Andy Ibanez scores. Akil Baddoo to 3rd. Carson Kelly to 2nd. Throwing error by left fielder Steven Kwan.",2,0,8,64,"bottom",7,"2023-09-30T20:11:50.961Z","2023-09-30T20:12:12.893Z",TRUE,TRUE,FALSE,FALSE,33,0,0,2,608348,"Carson Kelly","/api/v1/people/608348","R","Right",675540,"Xzavion Curry","/api/v1/people/675540","R","Right","vs_RHP","vs_RHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.9,77.9,14,0.91,0.4439,5.9545,25.4126,-27.422,2.9294,3.0884,0.8773,2.2851,5.0506,-123.5469,-2.9267,-1.577,50.006,5.7983,4.513,10.8,7.2,24,2334,143,76.7,23,236,NA,NA,NA,FALSE,-32.9,5.2,-6.5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,608348,"Carson Kelly","/api/v1/people/608348",NA,NA,NA,668731,"Akil Baddoo","/api/v1/people/668731"
716380,"2023-09-30",4,"2023-09-30T20:11:28.314Z","2023-09-30T20:11:36.399Z",TRUE,"pitch","1aacb75c-3564-4139-80c7-0db73fcdc7ee",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,2,NA,NA,3.2331,1.5707,NA,151.99,163.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Walk","walk","Akil Baddoo walks. Andy Ibanez to 2nd.",0,0,6,63,"bottom",7,"2023-09-30T20:09:51.014Z","2023-09-30T20:11:36.399Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,668731,"Akil Baddoo","/api/v1/people/668731","L","Left",675540,"Xzavion Curry","/api/v1/people/675540","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.2,74.8,11,0.82,0.4629,5.6572,22.5231,-33.3458,3.4878,-0.8264,-0.9179,2.7974,1.4157,-118.3083,-0.2226,-1.9771,50.0031,5.9484,4.9449,8.4,9.6,24,2404,82,NA,NA,NA,NA,NA,NA,FALSE,-42.6,-1.3,-6.7,NA,NA,NA,NA,NA,NA,FALSE,FALSE,628451,"Andy Ibáñez","/api/v1/people/628451",668731,"Akil Baddoo","/api/v1/people/668731",656716,"Zach McKinstry","/api/v1/people/656716"
716380,"2023-09-30",3,"2023-09-30T20:11:08.639Z","2023-09-30T20:11:14.572Z",TRUE,"pitch","9d8ab566-b123-4cc7-a015-8b04a535b502",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.1296,1.5449,NA,78.22,187.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Walk","walk","Akil Baddoo walks. Andy Ibanez to 2nd.",0,0,6,63,"bottom",7,"2023-09-30T20:09:51.014Z","2023-09-30T20:11:36.399Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,668731,"Akil Baddoo","/api/v1/people/668731","L","Left",675540,"Xzavion Curry","/api/v1/people/675540","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.6,83.3,14,0.87,0.4127,6.0483,30.6842,-14.2361,-0.787,10.0752,1.0174,1.8937,6.1947,-133.1198,-7.4091,-1.2455,50.0052,5.76,-1.4024,0,3.6,24,2001,194,NA,NA,NA,NA,NA,NA,FALSE,-16.2,16.7,0,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716380,"2023-09-30",2,"2023-09-30T20:10:45.594Z","2023-09-30T20:10:50.823Z",TRUE,"pitch","63d54efe-8366-45d6-85cc-ae5f66222869",3,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,1,2,NA,NA,3.259,1.5707,NA,107.75,237.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Walk","walk","Akil Baddoo walks. Andy Ibanez to 2nd.",0,0,6,63,"bottom",7,"2023-09-30T20:09:51.014Z","2023-09-30T20:11:36.399Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,668731,"Akil Baddoo","/api/v1/people/668731","L","Left",675540,"Xzavion Curry","/api/v1/people/675540","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",74.3,69.2,14,0.91,0.5065,5.9047,19.3376,-37.3615,4.1024,-4.3868,0.2426,0.0449,2.9845,-108.2476,-3.6859,-1.688,50.0001,5.8702,4.8552,8.4,13.2,24,2429,26,NA,NA,NA,NA,NA,NA,FALSE,-58.1,-8.6,-8.3,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716380,"2023-09-30",1,"2023-09-30T20:10:28.381Z","2023-09-30T20:10:32.977Z",TRUE,"pitch","b86f4e04-b2bc-498d-98e4-032d3e907493",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.259,1.6481,NA,109.33,192.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Walk","walk","Akil Baddoo walks. Andy Ibanez to 2nd.",0,0,6,63,"bottom",7,"2023-09-30T20:09:51.014Z","2023-09-30T20:11:36.399Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,668731,"Akil Baddoo","/api/v1/people/668731","L","Left",675540,"Xzavion Curry","/api/v1/people/675540","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.9,83.2,8,0.82,0.4147,6.2172,28.1043,-14.2995,-3.7017,10.116,0.2011,1.705,5.251,-132.074,-7.7931,-1.3317,50.0005,5.7452,-6.5395,19.2,3.6,24,2004,197,NA,NA,NA,NA,NA,NA,FALSE,-16.4,16.8,5.5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716380,"2023-09-30",0,"2023-09-30T20:10:13.159Z","2023-09-30T20:10:18.087Z",TRUE,"pitch","984b23ad-a013-4869-b4eb-57624c60245f",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3884,1.6481,NA,156.46,149.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Walk","walk","Akil Baddoo walks. Andy Ibanez to 2nd.",0,0,6,63,"bottom",7,"2023-09-30T20:09:51.014Z","2023-09-30T20:11:36.399Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,668731,"Akil Baddoo","/api/v1/people/668731","L","Left",675540,"Xzavion Curry","/api/v1/people/675540","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.2,83.1,11,0.83,0.4133,6.0842,29.6346,-15.9035,-0.7708,9.1567,-1.0351,3.3121,1.455,-132.7667,-3.7933,-1.4913,50.0036,5.9239,-1.3698,3.6,3.6,24,1886,199,NA,NA,NA,NA,NA,NA,FALSE,-17,16,1.1,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716380,"2023-09-30",2,"2023-09-30T20:09:25.206Z","2023-09-30T20:09:36.052Z",TRUE,"pitch","b7470147-c2db-4c5f-8ea1-86fd51940d2b",1,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,0,2,NA,NA,3.13,1.48,NA,124.54,181.86,"line_drive","medium","7",57.07,95.57,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Single","single","Andy Ibanez singles on a line drive to left fielder Steven Kwan. Kerry Carpenter scores. Matt Vierling scores. Zach McKinstry to 3rd.",2,0,6,62,"bottom",7,"2023-09-30T20:09:22.909Z","2023-09-30T20:09:36.052Z",TRUE,TRUE,FALSE,FALSE,33,0,0,2,628451,"Andy Ibáñez","/api/v1/people/628451","R","Right",675540,"Xzavion Curry","/api/v1/people/675540","R","Right","vs_RHP","vs_RHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.9,77.5,5,0.9,0.4504,5.654,20.374,-31.4397,4.2002,0.4889,-0.1977,2.1082,2.3844,-120.9321,-2.4762,-1.7375,50.0034,5.8642,6.311,12,8.4,24,2287,107,94.7,15,271,NA,NA,NA,FALSE,-38.5,0.6,-8.2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,628451,"Andy Ibáñez","/api/v1/people/628451",656716,"Zach McKinstry","/api/v1/people/656716"
716380,"2023-09-30",0,"2023-09-30T20:06:52.683Z","2023-09-30T20:07:15.019Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",0,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"62","atBat","Single","single","Andy Ibanez singles on a line drive to left fielder Steven Kwan. Kerry Carpenter scores. Matt Vierling scores. Zach McKinstry to 3rd.",2,0,6,62,"bottom",7,"2023-09-30T20:09:22.909Z","2023-09-30T20:09:36.052Z",TRUE,TRUE,FALSE,FALSE,33,0,0,2,628451,"Andy Ibáñez","/api/v1/people/628451","R","Right",675540,"Xzavion Curry","/api/v1/people/675540","R","Right","vs_RHP","vs_RHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716380,"2023-09-30",1,"2023-09-30T20:07:15.019Z","2023-09-30T20:09:25.206Z",FALSE,"action",NA,NA,"Pitching Change: Xzavion Curry replaces James Karinchak.","Pitching Substitution",0,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,675540,"/api/v1/people/675540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"62","atBat","Single","single","Andy Ibanez singles on a line drive to left fielder Steven Kwan. Kerry Carpenter scores. Matt Vierling scores. Zach McKinstry to 3rd.",2,0,6,62,"bottom",7,"2023-09-30T20:09:22.909Z","2023-09-30T20:09:36.052Z",TRUE,TRUE,FALSE,FALSE,33,0,0,2,628451,"Andy Ibáñez","/api/v1/people/628451","R","Right",675540,"Xzavion Curry","/api/v1/people/675540","R","Right","vs_RHP","vs_RHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716380,"2023-09-30",10,"2023-09-30T20:06:28.253Z","2023-09-30T20:06:33.328Z",TRUE,"pitch","6953d7b4-380d-4c92-ba16-f913c2d55984",9,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,2,NA,NA,3.1385,1.5539,NA,122.14,133.67,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"61","atBat","Walk","walk","Zach McKinstry walks. Kerry Carpenter to 3rd. Matt Vierling to 2nd.",0,0,4,61,"bottom",7,"2023-09-30T20:02:59.773Z","2023-09-30T20:06:33.328Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,656716,"Zach McKinstry","/api/v1/people/656716","L","Left",675916,"James Karinchak","/api/v1/people/675916","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.7,87,11,0.89,0.3962,6.029,29.0557,-14.6097,-3.1597,9.0621,-0.1347,3.893,1.3012,-137.9492,-3.7649,-0.2005,50.0032,6.2525,-6.1244,20.4,3.6,24,2214,200,NA,NA,NA,NA,NA,NA,FALSE,-14.4,15.8,5.5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,663837,"Matt Vierling","/api/v1/people/663837",656716,"Zach McKinstry","/api/v1/people/656716",681481,"Kerry Carpenter","/api/v1/people/681481"
716380,"2023-09-30",9,"2023-09-30T20:05:58.748Z","2023-09-30T20:06:03.546Z",TRUE,"pitch","6aed15a8-5f98-44e1-a95d-3d555eabb141",8,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.32,1.58,NA,119.78,169.29,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"61","atBat","Walk","walk","Zach McKinstry walks. Kerry Carpenter to 3rd. Matt Vierling to 2nd.",0,0,4,61,"bottom",7,"2023-09-30T20:02:59.773Z","2023-09-30T20:06:33.328Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,656716,"Zach McKinstry","/api/v1/people/656716","L","Left",675916,"James Karinchak","/api/v1/people/675916","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",83.3,76.7,5,0.9,0.4517,5.7707,24.2201,-36.6901,-1.1378,-3.0293,-0.0728,2.5737,0.3937,-121.354,-1.3073,-0.0895,50.006,6.3216,-1.6937,2.4,9.6,24,2342,11,NA,NA,NA,NA,NA,NA,FALSE,-44.9,-5.5,1.9,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716380,"2023-09-30",8,"2023-09-30T20:05:38.632Z","2023-09-30T20:05:44.205Z",TRUE,"pitch","236c982a-c1fe-4cd6-b800-5eb3e4f33361",7,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.1902,1.5281,NA,123.25,126.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Walk","walk","Zach McKinstry walks. Kerry Carpenter to 3rd. Matt Vierling to 2nd.",0,0,4,61,"bottom",7,"2023-09-30T20:02:59.773Z","2023-09-30T20:06:33.328Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,656716,"Zach McKinstry","/api/v1/people/656716","L","Left",675916,"James Karinchak","/api/v1/people/675916","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,86.3,11,0.9,0.3964,6.0089,33.5413,-11.5501,-3.6017,10.6894,-0.164,4.1718,1.0668,-138.6346,-3.5932,-0.088,50.0013,6.2661,-6.9484,28.8,2.4,24,2339,197,NA,NA,NA,NA,NA,NA,FALSE,-11.6,18.7,6.2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716380,"2023-09-30",7,"2023-09-30T20:05:22.028Z","2023-09-30T20:05:26.007Z",TRUE,"pitch","1d4d147f-4408-4649-9b90-3a43240e3045",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.1385,1.4765,NA,173.6,145.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Walk","walk","Zach McKinstry walks. Kerry Carpenter to 3rd. Matt Vierling to 2nd.",0,0,4,61,"bottom",7,"2023-09-30T20:02:59.773Z","2023-09-30T20:06:33.328Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,656716,"Zach McKinstry","/api/v1/people/656716","L","Left",675916,"James Karinchak","/api/v1/people/675916","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.6,85.9,11,0.89,0.3991,6.0341,33.0986,-12.2376,-2.9531,10.4748,-1.4848,3.4561,-2.3096,-137.6987,-5.2325,-0.2489,50.0029,6.2222,-5.6207,24,3.6,24,2219,199,NA,NA,NA,NA,NA,NA,FALSE,-12.8,18,5.9,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716380,"2023-09-30",6,"2023-09-30T20:04:45.350Z","2023-09-30T20:04:50.340Z",TRUE,"pitch","d6d0805b-a168-4a2d-8f23-eb1e9e748a9c",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.32,1.58,NA,112.91,188.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Walk","walk","Zach McKinstry walks. Kerry Carpenter to 3rd. Matt Vierling to 2nd.",0,0,4,61,"bottom",7,"2023-09-30T20:02:59.773Z","2023-09-30T20:06:33.328Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,656716,"Zach McKinstry","/api/v1/people/656716","L","Left",675916,"James Karinchak","/api/v1/people/675916","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",84.1,77.4,8,0.89,0.4477,5.7207,24.6435,-32.9686,-2.6553,-0.523,0.1072,1.8734,1.0548,-122.443,-3.7352,0.0154,50.0048,6.2461,-4.0238,6,9.6,24,2225,355,NA,NA,NA,NA,NA,NA,FALSE,-40.3,-1.6,4.6,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716380,"2023-09-30",5,"2023-09-30T20:04:15.079Z","2023-09-30T20:04:18.964Z",TRUE,"pitch","c7c1ef08-f55d-4163-a87b-df9229cb35c2",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.32,1.58,NA,140.48,187.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Walk","walk","Zach McKinstry walks. Kerry Carpenter to 3rd. Matt Vierling to 2nd.",0,0,4,61,"bottom",7,"2023-09-30T20:02:59.773Z","2023-09-30T20:06:33.328Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,656716,"Zach McKinstry","/api/v1/people/656716","L","Left",675916,"James Karinchak","/api/v1/people/675916","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",83.8,77.5,7,0.89,0.4484,5.6544,23.8036,-35.2872,-1.8747,-2.0579,-0.616,1.9015,-0.8048,-122.1069,-3.3731,-0.0387,50.0043,6.3336,-2.8339,4.8,9.6,24,2364,10,NA,NA,NA,NA,NA,NA,FALSE,-43.1,-4.3,3.6,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
