"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId.x","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId.y"
718478,"2023-04-22",3,"2023-04-22T22:41:10.067Z","2023-04-22T22:41:17.392Z",TRUE,"pitch","002cfb27-5d8d-4111-8c8d-23c88472d256",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.22,1.59,NA,101.39,170.79,"ground_ball","medium","4",144.92,153.1,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Luis Guillorme grounds out, second baseman Thairo Estrada to first baseman Wilmer Flores.",0,4,7,72,"top",9,"2023-04-22T22:40:52.675Z","2023-04-22T22:41:17.392Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,641645,"Luis Guillorme","/api/v1/people/641645","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","San Francisco Giants",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.2,89.2,6,2,0.3869,7.3019,31.3382,-26.4852,-7.149,2.8033,0.4096,2.5183,7.0977,-141.4035,-2.8897,-1.2005,50.0069,5.2474,-14.5246,25.2,6,24,2509,215,99.9,-6,21,NA,NA,NA,TRUE,-24.2,4.7,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718478,"2023-04-22",1,"2023-04-22T22:40:55.034Z","2023-04-22T22:41:05.067Z",TRUE,"pitch","99ad1ead-cda6-4b9d-a662-2496cfba4f90",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.0142,1.5567,NA,86.2,171.33,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Luis Guillorme grounds out, second baseman Thairo Estrada to first baseman Wilmer Flores.",0,4,7,72,"top",9,"2023-04-22T22:40:52.675Z","2023-04-22T22:41:17.392Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,641645,"Luis Guillorme","/api/v1/people/641645","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","San Francisco Giants",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.2,90.6,6,2,0.384,6.9633,26.0679,-27.6508,-5.3329,2.1856,0.8081,2.498,7.9505,-141.5397,-2.7926,-1.318,50.0041,5.2299,-11.0444,19.2,6,24,2476,220,NA,NA,NA,NA,NA,NA,FALSE,-24.8,3.7,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718478,"2023-04-22",0,"2023-04-22T22:40:54.943Z","2023-04-22T22:40:55.034Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Luis Guillorme replaces Tomas Nido.","Offensive Substitution",4,7,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,641645,"/api/v1/people/641645",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","901","72","atBat","Groundout","field_out","Luis Guillorme grounds out, second baseman Thairo Estrada to first baseman Wilmer Flores.",0,4,7,72,"top",9,"2023-04-22T22:40:52.675Z","2023-04-22T22:41:17.392Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,641645,"Luis Guillorme","/api/v1/people/641645","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","San Francisco Giants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,621512,"/api/v1/people/621512",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718478,"2023-04-22",2,"2023-04-22T22:41:10.927Z","2023-04-22T22:41:11.927Z",FALSE,"action",NA,NA,"Brett Baty advances to 2nd on defensive indifference.","Defensive Indiff",4,7,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,1,2,683146,"/api/v1/people/683146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99ad1ead-cda6-4b9d-a662-2496cfba4f90","defensive_indiff",NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Luis Guillorme grounds out, second baseman Thairo Estrada to first baseman Wilmer Flores.",0,4,7,72,"top",9,"2023-04-22T22:40:52.675Z","2023-04-22T22:41:17.392Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,641645,"Luis Guillorme","/api/v1/people/641645","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","San Francisco Giants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718478,"2023-04-22",5,"2023-04-22T22:40:08.580Z","2023-04-22T22:40:20.085Z",TRUE,"pitch","d3c9817d-82c6-4b69-99a1-7e89b38143f4",5,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",2,2,2,NA,NA,3.57,1.61,NA,116.73,179.67,"line_drive","medium","7",61.04,116.86,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Single","single","Brett Baty singles on a line drive to left fielder LaMonte Wade Jr. Mark Canha scores.",1,4,7,71,"top",9,"2023-04-22T22:38:36.742Z","2023-04-22T22:40:20.085Z",TRUE,TRUE,FALSE,FALSE,33,2,2,2,683146,"Brett Baty","/api/v1/people/683146","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","San Francisco Giants",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",101,93,8,2,0.3716,6.8388,32.345,-14.9843,-3.5651,7.7999,0.0072,2.1892,5.4145,-146.9576,-6.4954,-1.3895,50.0053,5.3058,-7.8592,22.8,3.6,24,2675,218,97.6,17,261,NA,NA,NA,FALSE,-13.6,13.1,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,683146,"Brett Baty","/api/v1/people/683146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718478,"2023-04-22",4,"2023-04-22T22:39:43.280Z","2023-04-22T22:39:49.083Z",TRUE,"pitch","e63b8266-e2ca-4ca6-a0e2-95142b4686b9",4,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,2,2,NA,NA,3.4799,1.6059,NA,70.63,254.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Single","single","Brett Baty singles on a line drive to left fielder LaMonte Wade Jr. Mark Canha scores.",1,4,7,71,"top",9,"2023-04-22T22:38:36.742Z","2023-04-22T22:40:20.085Z",TRUE,TRUE,FALSE,FALSE,33,2,2,2,683146,"Brett Baty","/api/v1/people/683146","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","San Francisco Giants",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.3,84,14,2,0.4164,6.386,26.0454,-29.3895,1.6824,1.584,1.2166,-0.5864,5.256,-131.2038,-9.8837,-1.0259,50.0024,5.3974,2.9508,7.2,7.2,24,2640,63,NA,NA,NA,NA,NA,NA,FALSE,-32.4,1.1,-4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718478,"2023-04-22",2,"2023-04-22T22:39:26.424Z","2023-04-22T22:39:31.168Z",TRUE,"pitch","ad40abb6-17da-4214-bad7-8a23b5d8312e",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.4224,1.6059,NA,134.44,122.74,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"71","atBat","Single","single","Brett Baty singles on a line drive to left fielder LaMonte Wade Jr. Mark Canha scores.",1,4,7,71,"top",9,"2023-04-22T22:38:36.742Z","2023-04-22T22:40:20.085Z",TRUE,TRUE,FALSE,FALSE,33,2,2,2,683146,"Brett Baty","/api/v1/people/683146","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","San Francisco Giants",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",100.1,91.9,11,2,0.3746,6.716,32.6061,-13.9877,-1.8764,8.3902,-0.4574,4.2978,3.0054,-145.918,-1.008,-1.2544,50.0055,5.4859,-4.0689,13.2,2.4,24,2620,208,NA,NA,NA,NA,NA,NA,FALSE,-11.9,15.2,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718478,"2023-04-22",1,"2023-04-22T22:38:56.832Z","2023-04-22T22:39:01.109Z",TRUE,"pitch","d70a436f-6afa-4505-a640-74470ece6fbf",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.57,1.61,NA,123.03,173.11,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"71","atBat","Single","single","Brett Baty singles on a line drive to left fielder LaMonte Wade Jr. Mark Canha scores.",1,4,7,71,"top",9,"2023-04-22T22:38:36.742Z","2023-04-22T22:40:20.085Z",TRUE,TRUE,FALSE,FALSE,33,2,2,2,683146,"Brett Baty","/api/v1/people/683146","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","San Francisco Giants",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",100,92.2,5,2,0.3749,6.6216,32.0519,-25.7086,-5.1082,2.9872,-0.1582,2.4321,4.831,-145.702,-3.7893,-1.1686,50.0043,5.2907,-11.0589,20.4,4.8,24,2670,208,NA,NA,NA,NA,NA,NA,FALSE,-22.2,4.9,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718478,"2023-04-22",0,"2023-04-22T22:38:38.441Z","2023-04-22T22:38:43.284Z",TRUE,"pitch","a02a3d93-db85-42c1-bbab-0285b3ce7864",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.4224,1.6059,NA,131.53,161.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Single","single","Brett Baty singles on a line drive to left fielder LaMonte Wade Jr. Mark Canha scores.",1,4,7,71,"top",9,"2023-04-22T22:38:36.742Z","2023-04-22T22:40:20.085Z",TRUE,TRUE,FALSE,FALSE,33,2,2,2,683146,"Brett Baty","/api/v1/people/683146","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","San Francisco Giants",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",99,90.7,1,2,0.3799,6.7136,32.7973,-22.2645,-6.631,4.7031,-0.3812,2.8618,5.2554,-144.0721,-2.7543,-1.3656,50.0008,5.2028,-13.9682,28.8,4.8,24,2549,218,NA,NA,NA,NA,NA,NA,FALSE,-19.7,8.2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718478,"2023-04-22",3,"2023-04-22T22:39:45.915Z","2023-04-22T22:39:46.915Z",FALSE,"action",NA,NA,"Mark Canha advances to 2nd on defensive indifference.","Defensive Indiff",3,7,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,2,592192,"/api/v1/people/592192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ad40abb6-17da-4214-bad7-8a23b5d8312e","defensive_indiff",NA,NA,NA,NA,NA,NA,"71","atBat","Single","single","Brett Baty singles on a line drive to left fielder LaMonte Wade Jr. Mark Canha scores.",1,4,7,71,"top",9,"2023-04-22T22:38:36.742Z","2023-04-22T22:40:20.085Z",TRUE,TRUE,FALSE,FALSE,33,2,2,2,683146,"Brett Baty","/api/v1/people/683146","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","San Francisco Giants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
