"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link"
717687,"2023-06-20",0,"2023-06-21T01:04:09.412Z","2023-06-21T01:04:14.595Z",TRUE,"pitch","eb3cacd4-5006-4880-8131-fc63d3668a3c",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,0,NA,NA,3.24,1.5,NA,138.77,165.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Harold Ramirez strikes out swinging.",0,7,6,62,"bottom",7,"2023-06-21T01:03:56.362Z","2023-06-21T01:05:47.521Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,623912,"Harold Ramírez","/api/v1/people/623912","R","Right",543056,"Danny Coulombe","/api/v1/people/543056","L","Left","vs_LHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.1,81.5,1,0.92,0.4201,5.7633,31.2988,-20.8428,7.1162,6.6011,-0.5713,2.7233,-2.258,-131.0822,-3.9478,-0.6159,50.0016,5.8322,12.2104,28.8,6,24,2436,167,NA,NA,NA,NA,NA,NA,FALSE,-22.9,11.2,-12.2,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,669720,"Austin Hays","/api/v1/people/669720",NA,NA,NA,NA,NA,NA
717687,"2023-06-20",2,"2023-06-21T01:01:47.751Z","2023-06-21T01:01:54.735Z",TRUE,"pitch","797a54c8-c1ff-4fda-afd2-56f5ecf81873",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.38,1.66,NA,106.01,175.62,"fly_ball","hard","9",183.55,73.29,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Flyout","field_out","Ryan O'Hearn flies out sharply to right fielder Josh Lowe.",0,7,6,61,"top",7,"2023-06-21T01:00:56.109Z","2023-06-21T01:01:54.735Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,656811,"Ryan O'Hearn","/api/v1/people/656811","L","Left",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Tampa Bay Rays","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,86.6,6,0.9,0.3965,6.817,32.3492,-9.1388,-5.2337,11.9329,0.2883,2.3391,6.6061,-138.4045,-7.0199,-1.4552,50.0028,5.5285,-10.1033,38.4,2.4,24,2736,214,106.9,22,343,NA,NA,NA,TRUE,-10.1,20.2,8,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,669720,"Austin Hays","/api/v1/people/669720",NA,NA,NA,NA,NA,NA
717687,"2023-06-20",1,"2023-06-21T01:01:25.485Z","2023-06-21T01:01:28.485Z",TRUE,"pitch","061f7856-b475-4fdf-9502-4345fc8d82bc",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.38,1.66,NA,121.83,169.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Flyout","field_out","Ryan O'Hearn flies out sharply to right fielder Josh Lowe.",0,7,6,61,"top",7,"2023-06-21T01:00:56.109Z","2023-06-21T01:01:54.735Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,656811,"Ryan O'Hearn","/api/v1/people/656811","L","Left",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Tampa Bay Rays","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89,81.6,5,0.91,0.4228,6.4012,26.8947,-25.3955,-9.6221,3.9866,-0.1267,2.5502,6.5335,-129.5171,-3.4184,-1.4311,50.0017,5.8279,-16.3561,30,7.2,24,2389,230,NA,NA,NA,NA,NA,NA,FALSE,-27.8,6.7,16,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,669720,"Austin Hays","/api/v1/people/669720",NA,NA,NA,NA,NA,NA
717687,"2023-06-20",0,"2023-06-21T01:01:09.216Z","2023-06-21T01:01:12.498Z",TRUE,"pitch","210c5815-60b0-471a-9d31-c9232fed617e",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.4371,1.5976,NA,104.72,218.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Flyout","field_out","Ryan O'Hearn flies out sharply to right fielder Josh Lowe.",0,7,6,61,"top",7,"2023-06-21T01:00:56.109Z","2023-06-21T01:01:54.735Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,656811,"Ryan O'Hearn","/api/v1/people/656811","L","Left",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Tampa Bay Rays","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",78.9,71.7,14,0.9,0.4815,6.5057,25.9213,-32.9626,11.946,-0.6075,0.3222,0.7556,1.5056,-114.7969,-3.1165,-1.8944,50.0009,5.4174,15.5661,25.2,12,24,2842,50,NA,NA,NA,NA,NA,NA,FALSE,-46.4,-1.7,-22,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,669720,"Austin Hays","/api/v1/people/669720",NA,NA,NA,NA,NA,NA
717687,"2023-06-20",5,"2023-06-21T01:00:35.212Z","2023-06-21T01:00:44.062Z",TRUE,"pitch","b22c0e7f-0920-40f2-a0ef-9caac9f6aea6",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,1,NA,NA,3.35,1.65,NA,141.68,180.3,"ground_ball","medium","6",116.03,126.24,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Groundout","field_out","Anthony Santander grounds out, shortstop Wander Franco to first baseman Yandy Diaz.",0,7,6,60,"top",7,"2023-06-21T00:58:52.450Z","2023-06-21T01:00:44.062Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,623993,"Anthony Santander","/api/v1/people/623993","L","Left",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Tampa Bay Rays",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",79.8,72.4,7,0.91,0.4748,6.1986,25.4561,-32.5938,12.6789,-0.3088,-0.6475,2.1659,-0.9188,-116.1631,-0.6587,-1.8862,50.0051,5.6018,17.0139,27.6,10.8,24,2883,54,107,5,134,NA,NA,NA,TRUE,-43.9,-0.5,-22.6,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,669720,"Austin Hays","/api/v1/people/669720",NA,NA,NA,NA,NA,NA
717687,"2023-06-20",4,"2023-06-21T01:00:14.945Z","2023-06-21T01:00:18.134Z",TRUE,"pitch","bf4e7a34-cd1e-4229-97ce-1f67b94993cf",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.35,1.65,NA,149.11,148.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Groundout","field_out","Anthony Santander grounds out, shortstop Wander Franco to first baseman Yandy Diaz.",0,7,6,60,"top",7,"2023-06-21T00:58:52.450Z","2023-06-21T01:00:44.062Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,623993,"Anthony Santander","/api/v1/people/623993","L","Left",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,86.6,11,0.9,0.3956,7.0881,32.598,-11.8997,-5.635,10.4575,-0.8423,3.355,4.0719,-138.7399,-3.8757,-1.6008,50.0056,5.5699,-10.9281,38.4,3.6,24,2717,215,NA,NA,NA,NA,NA,NA,FALSE,-12,18.2,9.2,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,669720,"Austin Hays","/api/v1/people/669720",NA,NA,NA,NA,NA,NA
717687,"2023-06-20",3,"2023-06-21T00:59:54.909Z","2023-06-21T00:59:58.368Z",TRUE,"pitch","60bf79ea-db0a-4256-9f23-f43044838937",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.35,1.65,NA,170.32,191.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Groundout","field_out","Anthony Santander grounds out, shortstop Wander Franco to first baseman Yandy Diaz.",0,7,6,60,"top",7,"2023-06-21T00:58:52.450Z","2023-06-21T01:00:44.062Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,623993,"Anthony Santander","/api/v1/people/623993","L","Left",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Tampa Bay Rays",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",91,82.1,13,0.91,0.4177,6.474,33.6806,-29.4811,-12.0702,1.5575,-1.3988,1.7549,4.2995,-132.2055,-4.8611,-1.4979,50.0061,5.8362,-20.9232,32.4,8.4,24,2352,231,NA,NA,NA,NA,NA,NA,FALSE,-31.9,1.8,20.6,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,669720,"Austin Hays","/api/v1/people/669720",NA,NA,NA,NA,NA,NA
717687,"2023-06-20",2,"2023-06-21T00:59:33.964Z","2023-06-21T00:59:37.308Z",TRUE,"pitch","f45def52-dc6c-42f1-9556-5487b5bbdf36",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,1,NA,NA,3.2853,1.5724,NA,97.82,188.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Groundout","field_out","Anthony Santander grounds out, shortstop Wander Franco to first baseman Yandy Diaz.",0,7,6,60,"top",7,"2023-06-21T00:58:52.450Z","2023-06-21T01:00:44.062Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,623993,"Anthony Santander","/api/v1/people/623993","L","Left",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Tampa Bay Rays",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",79.7,71.9,9,0.9,0.4776,6.5264,27.2997,-33.9802,13.8465,-1.3688,0.5032,1.8578,1.3437,-115.9335,-0.9335,-1.881,50.0007,5.591,18.3197,28.8,12,24,2746,57,NA,NA,NA,NA,NA,NA,FALSE,-46.4,-2.4,-25.3,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,669720,"Austin Hays","/api/v1/people/669720",NA,NA,NA,NA,NA,NA
717687,"2023-06-20",1,"2023-06-21T00:58:54.804Z","2023-06-21T00:59:02.214Z",TRUE,"pitch","9548c1a4-8de5-45b0-b484-eec703a447cb",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.35,1.65,NA,157.9,156.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Groundout","field_out","Anthony Santander grounds out, shortstop Wander Franco to first baseman Yandy Diaz.",0,7,6,60,"top",7,"2023-06-21T00:58:52.450Z","2023-06-21T01:00:44.062Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,623993,"Anthony Santander","/api/v1/people/623993","L","Left",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Tampa Bay Rays",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.7,80.9,11,0.9,0.4254,6.4663,28.4246,-29.8694,-10.2709,1.3737,-1.0731,3.0605,4.406,-129.0744,-1.3397,-1.4737,50.0024,5.8995,-17.2219,28.8,8.4,24,2285,231,NA,NA,NA,NA,NA,NA,FALSE,-32.5,2.4,17.5,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,669720,"Austin Hays","/api/v1/people/669720",NA,NA,NA,NA,NA,NA
717687,"2023-06-20",0,"2023-06-21T00:58:14.411Z","2023-06-21T00:58:54.804Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",7,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"60","atBat","Groundout","field_out","Anthony Santander grounds out, shortstop Wander Franco to first baseman Yandy Diaz.",0,7,6,60,"top",7,"2023-06-21T00:58:52.450Z","2023-06-21T01:00:44.062Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,623993,"Anthony Santander","/api/v1/people/623993","L","Left",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,669720,"Austin Hays","/api/v1/people/669720",NA,NA,NA,NA,NA,NA
717687,"2023-06-20",7,"2023-06-21T00:57:36.922Z","2023-06-21T00:57:43.913Z",TRUE,"pitch","aab9ee86-4f28-4ea6-ac3a-761bec016bf7",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,0,NA,NA,3.35,1.64,NA,154.31,183.12,"ground_ball","medium","3",147.11,168.14,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Groundout","field_out","Adley Rutschman grounds out, first baseman Yandy Diaz to pitcher Jason Adam.",0,7,6,59,"top",7,"2023-06-21T00:56:12.940Z","2023-06-21T00:57:43.913Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,668939,"Adley Rutschman","/api/v1/people/668939","L","Left",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Tampa Bay Rays",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.2,81.3,13,0.91,0.4234,6.4013,29.5116,-28.7352,-10.0118,2.0361,-0.9789,2.0615,4.4664,-129.8092,-4.2643,-1.4297,50.0044,5.9366,-16.9299,28.8,8.4,24,2405,231,65.5,-4,21,NA,NA,NA,TRUE,-31.8,2.9,17,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,669720,"Austin Hays","/api/v1/people/669720",NA,NA,NA,NA,NA,NA
717687,"2023-06-20",6,"2023-06-21T00:57:16.742Z","2023-06-21T00:57:20.389Z",TRUE,"pitch","6c89aa5a-05cb-46a9-905c-3de4c4742da1",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,3.3106,1.5976,NA,154.56,176.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Groundout","field_out","Adley Rutschman grounds out, first baseman Yandy Diaz to pitcher Jason Adam.",0,7,6,59,"top",7,"2023-06-21T00:56:12.940Z","2023-06-21T00:57:43.913Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,668939,"Adley Rutschman","/api/v1/people/668939","L","Left",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Tampa Bay Rays",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",79.8,72.6,13,0.89,0.4741,6.323,24.9233,-34.2497,8.3985,-1.5377,-0.9853,2.2986,-0.162,-116.2157,-0.0553,-2.0026,50.0051,5.6184,11.3113,18,10.8,24,2851,58,NA,NA,NA,NA,NA,NA,FALSE,-45.8,-2.5,-15.1,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,669720,"Austin Hays","/api/v1/people/669720",NA,NA,NA,NA,NA,NA
717687,"2023-06-20",5,"2023-06-21T00:56:54.577Z","2023-06-21T00:56:57.589Z",TRUE,"pitch","25ba8b29-9a42-4b66-a626-fa65a28ef22d",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.35,1.64,NA,68.84,153.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Groundout","field_out","Adley Rutschman grounds out, first baseman Yandy Diaz to pitcher Jason Adam.",0,7,6,59,"top",7,"2023-06-21T00:56:12.940Z","2023-06-21T00:57:43.913Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,668939,"Adley Rutschman","/api/v1/people/668939","L","Left",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.9,86.7,12,0.91,0.3969,6.7348,30.5546,-10.3308,-4.2147,11.3224,1.2635,3.1557,8.4496,-137.9741,-5.5144,-1.2903,50.0009,5.8757,-8.1308,28.8,2.4,24,2626,207,NA,NA,NA,NA,NA,NA,FALSE,-10.9,19.6,5.9,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,669720,"Austin Hays","/api/v1/people/669720",NA,NA,NA,NA,NA,NA
717687,"2023-06-20",4,"2023-06-21T00:56:33.005Z","2023-06-21T00:56:36.005Z",TRUE,"pitch","c8922257-36dc-423f-a626-4975b475da43",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.35,1.64,NA,104.64,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Groundout","field_out","Adley Rutschman grounds out, first baseman Yandy Diaz to pitcher Jason Adam.",0,7,6,59,"top",7,"2023-06-21T00:56:12.940Z","2023-06-21T00:57:43.913Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,668939,"Adley Rutschman","/api/v1/people/668939","L","Left",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Tampa Bay Rays",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.5,82,9,0.91,0.4214,6.4467,27.9678,-29.0406,-9.6283,1.8319,0.3243,2.0659,7.2329,-130.1122,-4.2379,-1.2443,50.0018,5.9229,-16.4642,26.4,8.4,24,2269,228,NA,NA,NA,NA,NA,NA,FALSE,-31.7,2.5,15.7,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,669720,"Austin Hays","/api/v1/people/669720",NA,NA,NA,NA,NA,NA
717687,"2023-06-20",3,"2023-06-21T00:56:15.202Z","2023-06-21T00:56:18.202Z",TRUE,"pitch","7a209ef6-5cf2-40ec-8d3a-5f4c70c2af7a",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.4118,1.6398,NA,98.46,154.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Groundout","field_out","Adley Rutschman grounds out, first baseman Yandy Diaz to pitcher Jason Adam.",0,7,6,59,"top",7,"2023-06-21T00:56:12.940Z","2023-06-21T00:57:43.913Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,668939,"Adley Rutschman","/api/v1/people/668939","L","Left",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.2,85.6,3,0.9,0.4008,6.6936,31.9991,-9.6443,-3.9465,11.926,0.4864,3.1115,6.2814,-136.993,-5.6167,-1.3299,50.0022,5.8563,-7.4557,28.8,2.4,24,2654,210,NA,NA,NA,NA,NA,NA,FALSE,-10.6,20.5,5.8,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,669720,"Austin Hays","/api/v1/people/669720",NA,NA,NA,NA,NA,NA
717687,"2023-06-20",0,"2023-06-21T00:54:57.970Z","2023-06-21T00:54:58.009Z",FALSE,"action",NA,NA,"Manuel Margot remains in the game as the center fielder.","Defensive Switch",7,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,622534,"/api/v1/people/622534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"8","Outfielder","Outfielder","CF","301","59","atBat","Groundout","field_out","Adley Rutschman grounds out, first baseman Yandy Diaz to pitcher Jason Adam.",0,7,6,59,"top",7,"2023-06-21T00:56:12.940Z","2023-06-21T00:57:43.913Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,668939,"Adley Rutschman","/api/v1/people/668939","L","Left",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,670042,"/api/v1/people/670042",TRUE,TRUE,669720,"Austin Hays","/api/v1/people/669720",NA,NA,NA,NA,NA,NA
