"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","base","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
716510,"2023-09-20",0,"2023-09-20T04:05:52.325Z","2023-09-20T04:06:24.804Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",2,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"55","atBat","Single","single","Mookie Betts singles on a line drive to left fielder Matt Vierling. Miguel Rojas to 2nd.",0,2,1,55,"bottom",7,"2023-09-20T04:08:38.645Z","2023-09-20T04:10:18.885Z",TRUE,FALSE,FALSE,FALSE,33,2,2,1,605141,"Mookie Betts","/api/v1/people/605141","R","Right",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_RHB","RISP",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers","Detroit Tigers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716510,"2023-09-20",1,"2023-09-20T04:06:24.804Z","2023-09-20T04:08:40.850Z",FALSE,"action",NA,NA,"Pitching Change: Jason Foley replaces Beau Brieske.","Pitching Substitution",2,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,671345,"/api/v1/people/671345",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"55","atBat","Single","single","Mookie Betts singles on a line drive to left fielder Matt Vierling. Miguel Rojas to 2nd.",0,2,1,55,"bottom",7,"2023-09-20T04:08:38.645Z","2023-09-20T04:10:18.885Z",TRUE,FALSE,FALSE,FALSE,33,2,2,1,605141,"Mookie Betts","/api/v1/people/605141","R","Right",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_RHB","RISP",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers","Detroit Tigers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716510,"2023-09-20",1,"2023-09-20T04:04:58.265Z","2023-09-20T04:05:05.085Z",TRUE,"pitch","ed56f0e9-1e4e-4def-a1cf-60f60a0f71cf",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,0,NA,NA,3.22,1.56,NA,127.49,185.7,"ground_ball","medium","1",127.7,174.14,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Forceout","force_out","Miguel Rojas grounds into a force out, pitcher Beau Brieske to second baseman Andy Ibanez. James Outman out at 2nd. Miguel Rojas to 1st.",0,2,1,54,"bottom",7,"2023-09-20T04:03:53.745Z","2023-09-20T04:05:05.085Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,500743,"Miguel Rojas","/api/v1/people/500743","R","Right",689225,"Beau Brieske","/api/v1/people/689225","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers","Detroit Tigers","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.9,87.7,8,0.92,0.3929,6.2924,31.7058,-17.1639,-8.4419,7.6287,-0.2753,1.9659,5.1922,-139.4818,-7.316,-1.0651,50.0064,5.7571,-16.6184,39.6,4.8,24,2391,203,83.4,-4,22,NA,NA,NA,TRUE,-17.4,12.5,14.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,500743,"Miguel Rojas","/api/v1/people/500743",NA,NA,NA,NA,NA,NA,NA
716510,"2023-09-20",0,"2023-09-20T04:04:20.586Z","2023-09-20T04:04:26.115Z",TRUE,"pitch","ffd3a9e8-428f-46de-a546-a9a5491bf760",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,0,NA,NA,3.22,1.56,NA,128.04,166.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Forceout","force_out","Miguel Rojas grounds into a force out, pitcher Beau Brieske to second baseman Andy Ibanez. James Outman out at 2nd. Miguel Rojas to 1st.",0,2,1,54,"bottom",7,"2023-09-20T04:03:53.745Z","2023-09-20T04:05:05.085Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,500743,"Miguel Rojas","/api/v1/people/500743","R","Right",689225,"Beau Brieske","/api/v1/people/689225","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers","Detroit Tigers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.2,88.1,4,0.87,0.3911,6.1426,31.1858,-12.1087,-4.5866,10.0972,-0.2897,2.659,4.4344,-139.9828,-6.5448,-1.2973,50.0057,5.818,-9.1169,31.2,3.6,24,2437,205,NA,NA,NA,NA,NA,NA,FALSE,-12.4,17.2,7.4,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716510,"2023-09-20",4,"2023-09-20T04:01:38.717Z","2023-09-20T04:01:46.194Z",TRUE,"pitch","045ee680-5201-4721-a464-aba32c156ff4",4,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,2,0,NA,NA,3.45,1.69,NA,128.8,177,"ground_ball","medium","3",166.4,168.08,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Single","single","Tigers challenged (play at 1st), call on the field was upheld: James Outman singles on a ground ball to first baseman Spencer Torkelson.",0,2,1,53,"bottom",7,"2023-09-20T04:00:47.259Z","2023-09-20T04:01:46.194Z",TRUE,FALSE,TRUE,FALSE,33,1,2,0,681546,"James Outman","/api/v1/people/681546","L","Left",689225,"Beau Brieske","/api/v1/people/689225","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers","Detroit Tigers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.4,81.3,4,0.91,0.4254,6.0096,25.8403,-27.4467,-10.5065,2.8106,-0.3095,2.2881,6.3228,-128.5947,-3.3587,-1.431,50,5.7326,-17.6517,30,8.4,24,2185,233,85.2,-12,12,NA,NA,NA,FALSE,-30.4,4.6,17.6,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,681546,"James Outman","/api/v1/people/681546",NA,NA,NA,FALSE,FALSE,"MF",116
716510,"2023-09-20",3,"2023-09-20T04:01:22.304Z","2023-09-20T04:01:26.536Z",TRUE,"pitch","f1b80aba-ffa1-44ba-9565-cae015817e38",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,0,NA,NA,3.3664,1.7066,NA,121.88,153.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Single","single","Tigers challenged (play at 1st), call on the field was upheld: James Outman singles on a ground ball to first baseman Spencer Torkelson.",0,2,1,53,"bottom",7,"2023-09-20T04:00:47.259Z","2023-09-20T04:01:46.194Z",TRUE,FALSE,TRUE,FALSE,33,1,2,0,681546,"James Outman","/api/v1/people/681546","L","Left",689225,"Beau Brieske","/api/v1/people/689225","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers","Detroit Tigers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.9,80.1,2,0.91,0.4318,6.1503,23.7834,-24.4743,-10.5392,4.719,-0.1279,3.1456,6.6653,-126.449,-1.9411,-1.4176,50.0053,5.8707,-17.211,32.4,7.2,24,2185,230,NA,NA,NA,NA,NA,NA,FALSE,-27.6,8.4,17.8,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716510,"2023-09-20",2,"2023-09-20T04:01:06.172Z","2023-09-20T04:01:09.764Z",TRUE,"pitch","54b008b2-824f-49bd-9971-1da3cfa98420",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.3497,1.7233,NA,134.07,125.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Single","single","Tigers challenged (play at 1st), call on the field was upheld: James Outman singles on a ground ball to first baseman Spencer Torkelson.",0,2,1,53,"bottom",7,"2023-09-20T04:00:47.259Z","2023-09-20T04:01:46.194Z",TRUE,FALSE,TRUE,FALSE,33,1,2,0,681546,"James Outman","/api/v1/people/681546","L","Left",689225,"Beau Brieske","/api/v1/people/689225","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers","Detroit Tigers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.4,86.8,11,2,0.3971,6.0027,28.3875,-12.4641,-4.8325,10.2108,-0.4477,4.1841,4.0258,-137.5415,-2.7963,-1.2972,50.0018,6.0509,-9.3272,33.6,3.6,24,2403,211,NA,NA,NA,NA,NA,NA,FALSE,-12.2,18.1,8,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716510,"2023-09-20",1,"2023-09-20T04:00:49.443Z","2023-09-20T04:00:53.435Z",TRUE,"pitch","93c30c11-4a8f-4198-82eb-855cf8d5a120",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.3664,1.7233,NA,123.18,190.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Single","single","Tigers challenged (play at 1st), call on the field was upheld: James Outman singles on a ground ball to first baseman Spencer Torkelson.",0,2,1,53,"bottom",7,"2023-09-20T04:00:47.259Z","2023-09-20T04:01:46.194Z",TRUE,FALSE,TRUE,FALSE,33,1,2,0,681546,"James Outman","/api/v1/people/681546","L","Left",689225,"Beau Brieske","/api/v1/people/689225","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers","Detroit Tigers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.5,81.1,8,0.91,0.4284,5.8752,23.7339,-24.5892,-10.583,4.5688,-0.1622,1.7831,6.219,-127.3631,-5.4296,-1.2483,50.0006,5.8625,-17.5563,32.4,7.2,24,2218,230,NA,NA,NA,NA,NA,NA,FALSE,-28.1,7.3,18,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716510,"2023-09-20",0,"2023-09-20T04:00:23.288Z","2023-09-20T04:00:49.443Z",FALSE,"action",NA,NA,"Akil Baddoo remains in the game as the designated hitter.","Defensive Switch",2,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,668731,"/api/v1/people/668731",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"10","Designated Hitter","Hitter","DH","601","53","atBat","Single","single","Tigers challenged (play at 1st), call on the field was upheld: James Outman singles on a ground ball to first baseman Spencer Torkelson.",0,2,1,53,"bottom",7,"2023-09-20T04:00:47.259Z","2023-09-20T04:01:46.194Z",TRUE,FALSE,TRUE,FALSE,33,1,2,0,681546,"James Outman","/api/v1/people/681546","L","Left",689225,"Beau Brieske","/api/v1/people/689225","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers","Detroit Tigers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,408234,"/api/v1/people/408234",NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716510,"2023-09-20",7,"2023-09-20T03:58:31.030Z","2023-09-20T03:58:42.038Z",TRUE,"pitch","a8c8a6d6-4015-4263-8303-dffb123dadbd",7,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,2,NA,NA,3.5,1.72,NA,121.85,172.15,"fly_ball","medium","8",161.24,83.31,NA,NA,TRUE,NA,NA,NA,NA,NA,"52","atBat","Flyout","field_out","Matt Vierling flies out to center fielder James Outman.",0,2,1,52,"top",7,"2023-09-20T03:56:17.233Z","2023-09-20T03:58:42.038Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,663837,"Matt Vierling","/api/v1/people/663837","R","Right",686752,"Ryan Pepiot","/api/v1/people/686752","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Los Angeles Dodgers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.6,85.6,5,0.9,0.402,7.1306,29.8008,-12.9087,-4.2979,10.2481,-0.1272,2.4678,4.9383,-136.2168,-5.9876,-1.4048,50.006,5.5864,-8.0822,26.4,3.6,24,2399,207,94,45,302,NA,NA,NA,TRUE,-13.7,17.5,6.7,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716510,"2023-09-20",6,"2023-09-20T03:58:10.218Z","2023-09-20T03:58:15.228Z",TRUE,"pitch","2fc60ace-0c56-4ce3-afb1-a893fc1b20d3",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.3162,1.5869,NA,170.52,196.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Flyout","field_out","Matt Vierling flies out to center fielder James Outman.",0,2,1,52,"top",7,"2023-09-20T03:56:17.233Z","2023-09-20T03:58:42.038Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,663837,"Matt Vierling","/api/v1/people/663837","R","Right",686752,"Ryan Pepiot","/api/v1/people/686752","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Los Angeles Dodgers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.1,80,13,0.9,0.4324,6.663,26.3541,-26.4712,-8.5996,3.508,-1.4041,1.5561,2.8623,-126.7684,-5.0849,-1.4318,50.001,5.7057,-13.9692,26.4,7.2,24,2346,247,NA,NA,NA,NA,NA,NA,FALSE,-30.7,5.4,14.9,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716510,"2023-09-20",5,"2023-09-20T03:57:43.911Z","2023-09-20T03:57:47.801Z",TRUE,"pitch","b993d46b-5893-465d-83a7-7206228a6d88",5,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,2,2,NA,NA,3.3496,1.5703,NA,110.22,236.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Flyout","field_out","Matt Vierling flies out to center fielder James Outman.",0,2,1,52,"top",7,"2023-09-20T03:56:17.233Z","2023-09-20T03:58:42.038Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,663837,"Matt Vierling","/api/v1/people/663837","R","Right",686752,"Ryan Pepiot","/api/v1/people/686752","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Los Angeles Dodgers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.4,79.7,14,0.9,0.4364,6.9233,25.0065,-25.2193,-10.3642,4.3594,0.1779,0.094,6.8389,-125.4435,-8.6474,-1.235,50.0047,5.6371,-16.5452,30,8.4,24,2353,243,NA,NA,NA,NA,NA,NA,FALSE,-30.6,6.1,17.3,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716510,"2023-09-20",4,"2023-09-20T03:57:23.527Z","2023-09-20T03:57:26.553Z",TRUE,"pitch","c458b570-bbe3-40c3-b3a5-edc2217e8464",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.3329,1.5869,NA,127.33,100.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Flyout","field_out","Matt Vierling flies out to center fielder James Outman.",0,2,1,52,"top",7,"2023-09-20T03:56:17.233Z","2023-09-20T03:58:42.038Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,663837,"Matt Vierling","/api/v1/people/663837","R","Right",686752,"Ryan Pepiot","/api/v1/people/686752","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Los Angeles Dodgers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.6,85.6,11,0.91,0.3991,6.619,33.0112,-13.2367,-5.9772,9.9449,-0.271,5.136,4.8254,-137.709,0.3236,-1.2769,50.0025,5.9184,-11.3821,38.4,3.6,24,2384,212,NA,NA,NA,NA,NA,NA,FALSE,-12.5,18.2,9.7,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716510,"2023-09-20",3,"2023-09-20T03:57:00.127Z","2023-09-20T03:57:04.169Z",TRUE,"pitch","9315eeb2-fa10-409e-9ed9-fb99b73eeacf",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.5,1.72,NA,95.24,176.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Flyout","field_out","Matt Vierling flies out to center fielder James Outman.",0,2,1,52,"top",7,"2023-09-20T03:56:17.233Z","2023-09-20T03:58:42.038Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,663837,"Matt Vierling","/api/v1/people/663837","R","Right",686752,"Ryan Pepiot","/api/v1/people/686752","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Los Angeles Dodgers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.9,80.9,6,0.9,0.4277,6.6851,26.3272,-25.7689,3.6205,3.8562,0.571,2.311,4.6464,-128.0389,-3.087,-1.7373,50.0036,5.5478,6.013,14.4,7.2,24,2528,153,NA,NA,NA,NA,NA,NA,FALSE,-28.8,6.5,-7.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716510,"2023-09-20",2,"2023-09-20T03:56:38.658Z","2023-09-20T03:56:41.770Z",TRUE,"pitch","71372bdc-04ad-4d4c-bbe5-ecb42829329a",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.5,1.72,NA,146.54,161.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Flyout","field_out","Matt Vierling flies out to center fielder James Outman.",0,2,1,52,"top",7,"2023-09-20T03:56:17.233Z","2023-09-20T03:58:42.038Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,663837,"Matt Vierling","/api/v1/people/663837","R","Right",686752,"Ryan Pepiot","/api/v1/people/686752","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Los Angeles Dodgers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.3,85.2,4,0.9,0.4036,6.8118,29.9964,-12.6751,-4.6201,10.4568,-0.775,2.8762,2.8741,-135.7505,-5.1865,-1.2478,50.0005,5.6953,-8.613,30,3.6,24,2321,211,NA,NA,NA,NA,NA,NA,FALSE,-13.4,18,7.8,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716510,"2023-09-20",1,"2023-09-20T03:56:19.418Z","2023-09-20T03:56:23.521Z",TRUE,"pitch","95b4eb2e-a1de-4a85-8d10-b707ecf9afd4",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.5,1.6368,NA,142.57,176.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Flyout","field_out","Matt Vierling flies out to center fielder James Outman.",0,2,1,52,"top",7,"2023-09-20T03:56:17.233Z","2023-09-20T03:58:42.038Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,663837,"Matt Vierling","/api/v1/people/663837","R","Right",686752,"Ryan Pepiot","/api/v1/people/686752","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Los Angeles Dodgers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.7,79.8,4,0.9,0.4335,6.7044,25.2567,-25.7716,-8.5792,3.9599,-0.6707,2.2988,4.5673,-126.2629,-3.8595,-1.3866,50.0037,5.9164,-13.8789,26.4,7.2,24,2290,247,NA,NA,NA,NA,NA,NA,FALSE,-29.8,6.5,14.5,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
