"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717453,"2023-07-08",6,"2023-07-08T02:50:14.706Z","2023-07-08T02:50:23.306Z",TRUE,"pitch","603f684a-540f-44f8-8fd6-843a1e5410b2",7,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.21,1.52,NA,125.43,203.46,"ground_ball","medium","5",101.47,166.4,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Groundout","field_out","Yainer Diaz grounds out, third baseman Eugenio Suarez to first baseman Ty France.",0,10,1,79,"bottom",9,"2023-07-08T02:48:36.353Z","2023-07-08T02:50:23.306Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,673237,"Yainer Diaz","/api/v1/people/673237","R","Right",642048,"Tayler Saucedo","/api/v1/people/642048","L","Left","vs_LHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Seattle Mariners","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.2,78.1,13,2,0.4401,7.0628,28.7056,-26.501,10.9662,3.6287,-0.2213,1.308,-7.7177,-125.1523,-4.4222,1.5004,50.0017,5.3061,17.1406,28.8,8.4,24,2154,111,83.2,1,43,NA,NA,NA,TRUE,-31.8,5.6,-17.8,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717453,"2023-07-08",5,"2023-07-08T02:49:53.366Z","2023-07-08T02:49:56.542Z",TRUE,"pitch","a8ed92a4-5ff8-46cc-8c90-3f4c12ed8b7c",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.21,1.52,NA,94.84,157.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Groundout","field_out","Yainer Diaz grounds out, third baseman Eugenio Suarez to first baseman Ty France.",0,10,1,79,"bottom",9,"2023-07-08T02:48:36.353Z","2023-07-08T02:50:23.306Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,673237,"Yainer Diaz","/api/v1/people/673237","R","Right",642048,"Tayler Saucedo","/api/v1/people/642048","L","Left","vs_LHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Seattle Mariners","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.9,78.1,3,2,0.44,6.837,27.0923,-31.4665,11.9502,0.4534,0.5814,2.9956,-6.7518,-124.8833,0.0791,1.7791,50.0032,5.5696,18.72,28.8,9.6,24,2215,114,NA,NA,NA,NA,NA,NA,FALSE,-36.2,1.1,-19.9,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717453,"2023-07-08",4,"2023-07-08T02:49:34.010Z","2023-07-08T02:49:37.312Z",TRUE,"pitch","5e6c8142-65b2-4cf7-b862-fee81127cdf8",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.21,1.52,NA,151.37,185.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Groundout","field_out","Yainer Diaz grounds out, third baseman Eugenio Suarez to first baseman Ty France.",0,10,1,79,"bottom",9,"2023-07-08T02:48:36.353Z","2023-07-08T02:50:23.306Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,673237,"Yainer Diaz","/api/v1/people/673237","R","Right",642048,"Tayler Saucedo","/api/v1/people/642048","L","Left","vs_LHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Seattle Mariners","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",78.8,72.2,13,2,0.4801,7.0382,23.6049,-40.4417,-7.5201,-6.2884,-0.9016,1.959,-3.6232,-114.6316,0.5611,1.6827,50.0037,5.6986,-9.8852,14.4,13.2,24,2574,306,NA,NA,NA,NA,NA,NA,FALSE,-55.3,-10.8,14.6,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717453,"2023-07-08",3,"2023-07-08T02:49:22.348Z","2023-07-08T02:49:25.755Z",TRUE,"pitch","aa425a62-56d4-4f1b-b5f2-8ca69619ec42",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,2,2,NA,NA,3.1288,1.4181,NA,82.39,187.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Groundout","field_out","Yainer Diaz grounds out, third baseman Eugenio Suarez to first baseman Ty France.",0,10,1,79,"bottom",9,"2023-07-08T02:48:36.353Z","2023-07-08T02:50:23.306Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,673237,"Yainer Diaz","/api/v1/people/673237","R","Right",642048,"Tayler Saucedo","/api/v1/people/642048","L","Left","vs_LHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Seattle Mariners","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.7,75.4,14,2,0.4572,6.7741,26.1549,-38.8509,-3.4571,-4.6137,0.9079,1.9052,-1.3225,-120.3875,-0.0953,1.9153,50.0004,5.4214,-5.008,7.2,10.8,24,2441,280,NA,NA,NA,NA,NA,NA,FALSE,-48.4,-8,6.6,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717453,"2023-07-08",2,"2023-07-08T02:49:08.385Z","2023-07-08T02:49:12.010Z",TRUE,"pitch","8b02438e-f217-4cb4-b781-d65296aa3dfd",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.185,1.5045,NA,58.36,201.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Groundout","field_out","Yainer Diaz grounds out, third baseman Eugenio Suarez to first baseman Ty France.",0,10,1,79,"bottom",9,"2023-07-08T02:48:36.353Z","2023-07-08T02:50:23.306Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,673237,"Yainer Diaz","/api/v1/people/673237","R","Right",642048,"Tayler Saucedo","/api/v1/people/642048","L","Left","vs_LHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Seattle Mariners","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.4,79.5,14,2,0.4329,6.6974,29.0671,-28.603,11.5207,2.214,1.5384,1.3734,-4.6503,-127.1318,-3.8457,1.907,50.006,5.2075,18.6292,31.2,8.4,24,2335,105,NA,NA,NA,NA,NA,NA,FALSE,-32.9,3.2,-19.6,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717453,"2023-07-08",1,"2023-07-08T02:48:53.510Z","2023-07-08T02:48:56.510Z",TRUE,"pitch","c081f202-aff2-4aa3-843f-e3680c3db91d",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,2,NA,NA,3.21,1.52,NA,64.5,188.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Groundout","field_out","Yainer Diaz grounds out, third baseman Eugenio Suarez to first baseman Ty France.",0,10,1,79,"bottom",9,"2023-07-08T02:48:36.353Z","2023-07-08T02:50:23.306Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,673237,"Yainer Diaz","/api/v1/people/673237","R","Right",642048,"Tayler Saucedo","/api/v1/people/642048","L","Left","vs_LHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Seattle Mariners","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.8,77.8,14,2,0.4414,7.0803,28.2244,-27.5256,11.9888,2.9903,1.3772,1.8797,-4.8941,-124.7421,-3.0954,1.8217,50.0027,5.4385,18.641,32.4,8.4,24,2357,114,NA,NA,NA,NA,NA,NA,FALSE,-32.8,4.8,-20.4,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717453,"2023-07-08",0,"2023-07-08T02:48:41.871Z","2023-07-08T02:48:45.912Z",TRUE,"pitch","e4127c35-1c76-49ba-b146-2445d400b884",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.2413,1.5194,NA,110.99,209.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Groundout","field_out","Yainer Diaz grounds out, third baseman Eugenio Suarez to first baseman Ty France.",0,10,1,79,"bottom",9,"2023-07-08T02:48:36.353Z","2023-07-08T02:50:23.306Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,673237,"Yainer Diaz","/api/v1/people/673237","R","Right",642048,"Tayler Saucedo","/api/v1/people/642048","L","Left","vs_LHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Seattle Mariners","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86,78,14,2,0.4409,6.9858,28.1872,-24.6362,10.9266,4.8378,0.1575,1.0838,-7.641,-124.8649,-5.2253,1.8577,50.0045,5.2645,17.0316,31.2,8.4,24,2229,111,NA,NA,NA,NA,NA,NA,FALSE,-29.9,7.6,-17.8,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717453,"2023-07-08",0,"2023-07-08T02:48:11.320Z","2023-07-08T02:48:18.786Z",TRUE,"pitch","3f8de560-5be1-4ee6-bb1f-d422e78bd9a4",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.65,1.77,NA,102.98,189.45,"ground_ball","medium","5",109.08,167.42,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Groundout","field_out","Jeremy Pena grounds out, third baseman Eugenio Suarez to first baseman Ty France.",0,10,1,78,"bottom",9,"2023-07-08T02:48:04.280Z","2023-07-08T02:48:18.786Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,665161,"Jeremy Peña","/api/v1/people/665161","R","Right",642048,"Tayler Saucedo","/api/v1/people/642048","L","Left","vs_LHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Seattle Mariners","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84,76.8,9,2,0.4495,7.0704,26.0475,-34.0108,-2.5105,-1.223,0.3677,1.8271,-2.9487,-122.2624,-1.6844,1.9195,50.0042,5.4675,-3.7673,7.2,9.6,24,2383,266,80.9,-1,34,NA,NA,NA,TRUE,-41.4,-2.4,5.3,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717453,"2023-07-08",6,"2023-07-08T02:47:27.367Z","2023-07-08T02:47:39.897Z",TRUE,"pitch","417ecdc5-0b99-43b5-94c7-83ab64d32b90",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,0,NA,NA,3.37,1.67,NA,99.51,185.41,"fly_ball","hard","8",96.18,41.12,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Flyout","field_out","David Hensley flies out sharply to center fielder Julio Rodriguez.",0,10,1,77,"bottom",9,"2023-07-08T02:45:53.288Z","2023-07-08T02:47:39.897Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,682073,"David Hensley","/api/v1/people/682073","R","Right",642048,"Tayler Saucedo","/api/v1/people/642048","L","Left","vs_LHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Seattle Mariners",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.1,75.2,9,2,0.4595,6.7932,24.4114,-34.9915,-2.1851,-1.9583,0.4587,1.9767,-2.8363,-119.486,-0.9265,1.948,50.0038,5.5316,-3.1395,6,9.6,24,2382,290,101.2,31,398,NA,NA,NA,TRUE,-44.3,-3.5,4.7,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717453,"2023-07-08",5,"2023-07-08T02:46:49.397Z","2023-07-08T02:46:55.895Z",TRUE,"pitch","f8ab71e9-bbd2-4335-994e-2a2769ddbf30",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.37,1.67,NA,83.11,184.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Flyout","field_out","David Hensley flies out sharply to center fielder Julio Rodriguez.",0,10,1,77,"bottom",9,"2023-07-08T02:45:53.288Z","2023-07-08T02:47:39.897Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,682073,"David Hensley","/api/v1/people/682073","R","Right",642048,"Tayler Saucedo","/api/v1/people/642048","L","Left","vs_LHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Seattle Mariners",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.9,76.8,14,2,0.4468,6.906,28.8074,-33.6736,10.5251,-0.9842,0.8891,2.0272,-5.7072,-123.4544,-1.241,1.8858,50.0057,5.4188,15.9492,24,9.6,24,2137,112,NA,NA,NA,NA,NA,NA,FALSE,-40.3,-1.8,-17.4,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717453,"2023-07-08",4,"2023-07-08T02:46:34.090Z","2023-07-08T02:46:38.671Z",TRUE,"pitch","b6bfeef2-d098-42cb-b049-63df4a23a712",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.2976,1.4759,NA,28.59,188.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Flyout","field_out","David Hensley flies out sharply to center fielder Julio Rodriguez.",0,10,1,77,"bottom",9,"2023-07-08T02:45:53.288Z","2023-07-08T02:47:39.897Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,682073,"David Hensley","/api/v1/people/682073","R","Right",642048,"Tayler Saucedo","/api/v1/people/642048","L","Left","vs_LHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Seattle Mariners",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.5,76.5,14,2,0.4487,6.6087,28.778,-33.2179,10.4836,-0.6929,2.3194,1.8708,-2.5028,-122.9809,-1.7575,2.0011,50.0043,5.4643,15.7495,24,9.6,24,2188,115,NA,NA,NA,NA,NA,NA,FALSE,-40.3,-1.4,-18.1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717453,"2023-07-08",3,"2023-07-08T02:46:20.101Z","2023-07-08T02:46:23.101Z",TRUE,"pitch","0c0cc3d2-379d-4e8d-99e1-7740b86e26f2",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,0,NA,NA,3.37,1.67,NA,137.15,206.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Flyout","field_out","David Hensley flies out sharply to center fielder Julio Rodriguez.",0,10,1,77,"bottom",9,"2023-07-08T02:45:53.288Z","2023-07-08T02:47:39.897Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,682073,"David Hensley","/api/v1/people/682073","R","Right",642048,"Tayler Saucedo","/api/v1/people/642048","L","Left","vs_LHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Seattle Mariners",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.4,74.6,13,2,0.4643,6.9275,24.7849,-36.0248,-1.8955,-2.7395,-0.5286,1.1876,-4.959,-118.4355,-2.1189,1.8473,50.0034,5.421,-2.6638,6,10.8,24,2451,282,NA,NA,NA,NA,NA,NA,FALSE,-46.8,-5.2,4.8,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717453,"2023-07-08",2,"2023-07-08T02:46:07.767Z","2023-07-08T02:46:11.867Z",TRUE,"pitch","129d79d8-080a-4f1e-8e86-9ee7ed720501",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.4102,1.533,NA,66.52,159.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Flyout","field_out","David Hensley flies out sharply to center fielder Julio Rodriguez.",0,10,1,77,"bottom",9,"2023-07-08T02:45:53.288Z","2023-07-08T02:47:39.897Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,682073,"David Hensley","/api/v1/people/682073","R","Right",642048,"Tayler Saucedo","/api/v1/people/642048","L","Left","vs_LHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Seattle Mariners",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.6,74.4,12,2,0.4627,6.7258,24.6409,-33.4237,-2.7105,-0.8805,1.3244,2.9239,-0.5208,-118.786,0.8011,1.899,50.0037,5.6424,-3.8392,7.2,9.6,24,2421,275,NA,NA,NA,NA,NA,NA,FALSE,-42.4,-1.1,5,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
