"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
744939,"2024-05-01",3,"2024-05-01T21:27:53.835Z","2024-05-01T21:27:57.383Z",TRUE,"pitch","a846cfcf-b11e-4f5c-a160-79221e1a1205",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.26,1.53,NA,125.67,136.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Danny Jansen strikes out swinging.",0,6,1,68,"bottom",9,"2024-05-01T21:26:45.734Z","2024-05-01T21:27:57.383Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,643376,"Danny Jansen","/api/v1/people/643376","R","Right",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Kansas City Royals","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.8,86.4,11,2,0.3974,6.0563,31.3485,-13.6433,-6.8068,9.639,-0.2275,3.8015,3.6386,-137.9353,-3.9677,-0.6811,50.0013,6.1816,-13.0845,39.6,3.6,24,2008,208,NA,NA,NA,NA,NA,NA,TRUE,-13.7,16.8,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744939,"2024-05-01",2,"2024-05-01T21:27:27.521Z","2024-05-01T21:27:35.173Z",TRUE,"pitch","38dd07f6-0ffe-410c-bd27-b1f289e0cf01",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.26,1.53,NA,123.34,160.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Danny Jansen strikes out swinging.",0,6,1,68,"bottom",9,"2024-05-01T21:26:45.734Z","2024-05-01T21:27:57.383Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,643376,"Danny Jansen","/api/v1/people/643376","R","Right",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Kansas City Royals","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.3,74.8,2,0.9,0.4628,6.1153,22.6506,-29.59,0.5909,1.8177,-0.1664,2.8866,1.0574,-118.3732,-1.9936,-0.6957,50.0002,6.4494,0.838,2.4,8.4,24,2041,56,NA,NA,NA,NA,NA,NA,FALSE,-38.3,3.1,-1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744939,"2024-05-01",1,"2024-05-01T21:27:11.393Z","2024-05-01T21:27:15.540Z",TRUE,"pitch","b853ffb3-6d16-43fa-a10c-86564677d350",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.3283,1.683,NA,104.01,205.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Danny Jansen strikes out swinging.",0,6,1,68,"bottom",9,"2024-05-01T21:26:45.734Z","2024-05-01T21:27:57.383Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,643376,"Danny Jansen","/api/v1/people/643376","R","Right",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Kansas City Royals","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",84,78,14,0.9,0.4469,6.1276,22.6946,-31.6068,0.8189,0.375,0.3407,1.2407,2.2324,-122.271,-5.599,-0.6883,50.0056,6.2526,1.2475,2.4,8.4,24,2024,113,NA,NA,NA,NA,NA,NA,FALSE,-38.9,-0.4,-1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744939,"2024-05-01",0,"2024-05-01T21:26:55.432Z","2024-05-01T21:27:00.071Z",TRUE,"pitch","dd2f93eb-5e66-43cd-b82f-2024ed883be5",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3993,1.6464,NA,86.55,165.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Danny Jansen strikes out swinging.",0,6,1,68,"bottom",9,"2024-05-01T21:26:45.734Z","2024-05-01T21:27:57.383Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,643376,"Danny Jansen","/api/v1/people/643376","R","Right",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Kansas City Royals","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94,86.6,6,2,0.3994,6.1057,28.0511,-16.8692,-6.1476,8.0216,0.7988,2.7179,6.3639,-136.7527,-6.2967,-0.7515,50.0055,6.1933,-11.733,30,4.8,24,2068,208,NA,NA,NA,NA,NA,NA,FALSE,-17.3,13.4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744939,"2024-05-01",5,"2024-05-01T21:26:21.055Z","2024-05-01T21:26:33.734Z",TRUE,"pitch","66091214-df17-4c99-ac37-c489052c5061",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,1,1,NA,NA,3.16,1.41,NA,115.51,178.76,"fly_ball","medium","7",92.47,128.87,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Flyout","field_out","Daulton Varsho flies out to left fielder Garrett Hampson.",0,6,1,67,"bottom",9,"2024-05-01T21:25:00.887Z","2024-05-01T21:26:33.734Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,662139,"Daulton Varsho","/api/v1/people/662139","L","Left",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_LHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Kansas City Royals",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.3,87,5,2,0.3958,5.9669,31.4292,-15.0242,-7.4112,8.8477,0.039,2.223,5.1491,-138.4837,-7.7018,-0.8832,50.0059,6.0488,-14.3721,38.4,4.8,24,2065,208,86,60,198,NA,NA,NA,TRUE,-15.7,14.5,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,624415,"Cavan Biggio","/api/v1/people/624415",NA,NA,NA,NA,NA,NA,NA
744939,"2024-05-01",4,"2024-05-01T21:26:03.668Z","2024-05-01T21:26:07.743Z",TRUE,"pitch","bb357b03-dc76-42a6-87ee-9929a848c6a1",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,1,NA,NA,3.1999,1.4881,NA,152.16,138.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Flyout","field_out","Daulton Varsho flies out to left fielder Garrett Hampson.",0,6,1,67,"bottom",9,"2024-05-01T21:25:00.887Z","2024-05-01T21:26:33.734Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,662139,"Daulton Varsho","/api/v1/people/662139","L","Left",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_LHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Kansas City Royals",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",80.8,73.7,11,0.9,0.4673,5.8583,24.4171,-35.0076,-0.882,-2.0458,-0.9223,3.7045,-0.2144,-117.6613,0.8423,-0.7152,50.0003,6.6116,-1.224,2.4,10.8,24,1910,68,NA,NA,NA,NA,NA,NA,FALSE,-45.4,-3.1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744939,"2024-05-01",3,"2024-05-01T21:25:47.579Z","2024-05-01T21:25:50.655Z",TRUE,"pitch","828bbb71-43cb-4d0f-8b92-32dc72a77a77",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.1986,1.4527,NA,142.7,136.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Flyout","field_out","Daulton Varsho flies out to left fielder Garrett Hampson.",0,6,1,67,"bottom",9,"2024-05-01T21:25:00.887Z","2024-05-01T21:26:33.734Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,662139,"Daulton Varsho","/api/v1/people/662139","L","Left",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_LHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Kansas City Royals",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.2,86,11,2,0.3995,5.972,30.9214,-17.876,-7.2618,7.5158,-0.6743,3.7782,2.8869,-137.1989,-3.2377,-0.7979,50.0027,6.1948,-13.8164,34.8,4.8,24,2018,210,NA,NA,NA,NA,NA,NA,FALSE,-17.8,13.1,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744939,"2024-05-01",2,"2024-05-01T21:25:18.849Z","2024-05-01T21:25:24.118Z",TRUE,"pitch","d1750c9a-d39d-4837-afa0-4b064172c401",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,1,NA,NA,3.16,1.41,NA,121.1,172.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Flyout","field_out","Daulton Varsho flies out to left fielder Garrett Hampson.",0,6,1,67,"bottom",9,"2024-05-01T21:25:00.887Z","2024-05-01T21:26:33.734Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,662139,"Daulton Varsho","/api/v1/people/662139","L","Left",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_LHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Kansas City Royals",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.8,87.4,5,2,0.3939,6.0023,31.9436,-11.9685,-8.3275,10.3211,-0.1077,2.4435,5.0562,-139.1845,-7.9342,-0.8683,50.0007,6.1281,-16.297,48,4.8,24,2153,209,NA,NA,NA,NA,NA,NA,FALSE,-12.7,17.2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744939,"2024-05-01",1,"2024-05-01T21:25:03.214Z","2024-05-01T21:25:06.765Z",TRUE,"pitch","3a22c01e-0c00-43e9-b799-e2b8f46838cf",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.156,1.522,NA,83.87,213.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Flyout","field_out","Daulton Varsho flies out to left fielder Garrett Hampson.",0,6,1,67,"bottom",9,"2024-05-01T21:25:00.887Z","2024-05-01T21:26:33.734Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,662139,"Daulton Varsho","/api/v1/people/662139","L","Left",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_LHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Kansas City Royals",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",82.5,75.2,14,0.9,0.4597,6.0288,26.6579,-30.0334,-0.9263,1.4981,0.869,0.9276,3.8534,-119.8861,-6.1333,-0.6502,50.0049,6.2538,-1.327,1.2,8.4,24,1961,45,NA,NA,NA,NA,NA,NA,FALSE,-39.5,1.3,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744939,"2024-05-01",0,"2024-05-01T21:24:49.009Z","2024-05-01T21:25:03.214Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-runner Cavan Biggio replaces Daniel Vogelbach.","Offensive Substitution",6,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,624415,"/api/v1/people/624415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"12","Pinch Runner","Runner","PR","401","67","atBat","Flyout","field_out","Daulton Varsho flies out to left fielder Garrett Hampson.",0,6,1,67,"bottom",9,"2024-05-01T21:25:00.887Z","2024-05-01T21:26:33.734Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,662139,"Daulton Varsho","/api/v1/people/662139","L","Left",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_LHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Kansas City Royals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,596129,"/api/v1/people/596129",2,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
